NODE=[HOST_e8d809bd94] | JOB=cwd1-k01NWD-s128 5045343 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --stepsize-groups scalar --seed 128 --save-directory cluster/Account2/metaopt/runs/cwd1 --run-name cwd1-k01NWD-s128
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=100 PROBE_DIR=cluster/Account2/metaopt/runs/cwd1/probe_cwd1-k01NWD-s128 EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

VOTE_W: off
BETA_HOLD: off
GROUP_HOLD: off
REST_HOLD: off
DECAY_MASK: on base=SGDm wd=0.1 spec=normscale masked=20 of=62 numel=4800 idx=2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59 names=bn1.weight,layer1.0.bn1.weight,layer1.0.bn2.weight,layer1.1.bn1.weight,layer1.1.bn2.weight,layer2.0.bn1.weight,layer2.0.bn2.weight,layer2.0.shortcut.1.weight,layer2.1.bn1.weight,layer2.1.bn2.weight,layer3.0.bn1.weight,layer3.0.bn2.weight,layer3.0.shortcut.1.weight,layer3.1.bn1.weight,layer3.1.bn2.weight,layer4.0.bn1.weight,layer4.0.bn2.weight,layer4.0.shortcut.1.weight,layer4.1.bn1.weight,layer4.1.bn2.weight
Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
PROBE_TENSOR: on every=100 type=scalar tensors=62 meta_alg=Lion momentum_param=0.99 Lion_beta2=0.9 dir=cluster/Account2/metaopt/runs/cwd1/probe_cwd1-k01NWD-s128
Epoch 0, Train Accuracy: 1.16 %, Test Accuracy: 1.30 %
Epoch 1, Train Accuracy: 1.15 %, Test Accuracy: 1.21 %
Epoch 2, Train Accuracy: 1.26 %, Test Accuracy: 1.20 %
Epoch 3, Train Accuracy: 1.23 %, Test Accuracy: 1.29 %
Epoch 4, Train Accuracy: 1.13 %, Test Accuracy: 1.32 %
Epoch 5, Train Accuracy: 1.20 %, Test Accuracy: 1.37 %
Epoch 6, Train Accuracy: 1.27 %, Test Accuracy: 1.40 %
Epoch 7, Train Accuracy: 1.32 %, Test Accuracy: 1.52 %
Epoch 8, Train Accuracy: 1.55 %, Test Accuracy: 1.82 %
Epoch 9, Train Accuracy: 2.33 %, Test Accuracy: 3.09 %
Epoch 10, Train Accuracy: 3.51 %, Test Accuracy: 4.32 %
Epoch 11, Train Accuracy: 4.82 %, Test Accuracy: 5.68 %
Epoch 12, Train Accuracy: 5.99 %, Test Accuracy: 6.90 %
Epoch 13, Train Accuracy: 7.77 %, Test Accuracy: 9.18 %
Epoch 14, Train Accuracy: 9.96 %, Test Accuracy: 11.60 %
Epoch 15, Train Accuracy: 12.31 %, Test Accuracy: 13.85 %
Epoch 16, Train Accuracy: 14.58 %, Test Accuracy: 16.60 %
Epoch 17, Train Accuracy: 17.55 %, Test Accuracy: 19.84 %
Epoch 18, Train Accuracy: 22.13 %, Test Accuracy: 23.65 %
Epoch 19, Train Accuracy: 26.40 %, Test Accuracy: 28.47 %
Epoch 20, Train Accuracy: 30.26 %, Test Accuracy: 29.94 %
Epoch 21, Train Accuracy: 33.77 %, Test Accuracy: 36.02 %
Epoch 22, Train Accuracy: 37.08 %, Test Accuracy: 38.39 %
Epoch 23, Train Accuracy: 39.95 %, Test Accuracy: 39.93 %
Epoch 24, Train Accuracy: 43.21 %, Test Accuracy: 44.11 %
Epoch 25, Train Accuracy: 45.64 %, Test Accuracy: 46.35 %
Epoch 26, Train Accuracy: 48.79 %, Test Accuracy: 49.28 %
Epoch 27, Train Accuracy: 50.62 %, Test Accuracy: 49.81 %
Epoch 28, Train Accuracy: 53.88 %, Test Accuracy: 52.72 %
Epoch 29, Train Accuracy: 56.15 %, Test Accuracy: 54.52 %
Epoch 30, Train Accuracy: 57.76 %, Test Accuracy: 55.02 %
Epoch 31, Train Accuracy: 59.80 %, Test Accuracy: 57.52 %
Epoch 32, Train Accuracy: 61.35 %, Test Accuracy: 57.92 %
Epoch 33, Train Accuracy: 63.00 %, Test Accuracy: 58.50 %
Epoch 34, Train Accuracy: 64.39 %, Test Accuracy: 60.33 %
Epoch 35, Train Accuracy: 66.07 %, Test Accuracy: 61.80 %
Epoch 36, Train Accuracy: 67.41 %, Test Accuracy: 61.91 %
Epoch 37, Train Accuracy: 68.27 %, Test Accuracy: 62.59 %
Epoch 38, Train Accuracy: 69.55 %, Test Accuracy: 61.09 %
Epoch 39, Train Accuracy: 70.78 %, Test Accuracy: 63.29 %
Epoch 40, Train Accuracy: 71.81 %, Test Accuracy: 64.07 %
Epoch 41, Train Accuracy: 72.96 %, Test Accuracy: 64.16 %
Epoch 42, Train Accuracy: 74.17 %, Test Accuracy: 65.60 %
Epoch 43, Train Accuracy: 74.73 %, Test Accuracy: 65.79 %
Epoch 44, Train Accuracy: 75.75 %, Test Accuracy: 65.84 %
Epoch 45, Train Accuracy: 76.42 %, Test Accuracy: 66.59 %
Epoch 46, Train Accuracy: 77.57 %, Test Accuracy: 67.32 %
Epoch 47, Train Accuracy: 78.41 %, Test Accuracy: 67.31 %
Epoch 48, Train Accuracy: 79.53 %, Test Accuracy: 67.38 %
Epoch 49, Train Accuracy: 79.77 %, Test Accuracy: 67.29 %
Epoch 50, Train Accuracy: 81.12 %, Test Accuracy: 67.36 %
Epoch 51, Train Accuracy: 81.10 %, Test Accuracy: 68.12 %
Epoch 52, Train Accuracy: 82.08 %, Test Accuracy: 68.40 %
Epoch 53, Train Accuracy: 82.95 %, Test Accuracy: 67.70 %
Epoch 54, Train Accuracy: 83.52 %, Test Accuracy: 68.29 %
Epoch 55, Train Accuracy: 83.79 %, Test Accuracy: 68.67 %
Epoch 56, Train Accuracy: 84.77 %, Test Accuracy: 68.32 %
Epoch 57, Train Accuracy: 85.11 %, Test Accuracy: 68.56 %
Epoch 58, Train Accuracy: 85.82 %, Test Accuracy: 69.10 %
Epoch 59, Train Accuracy: 86.41 %, Test Accuracy: 69.26 %
Epoch 60, Train Accuracy: 87.06 %, Test Accuracy: 69.06 %
Epoch 61, Train Accuracy: 87.29 %, Test Accuracy: 69.14 %
Epoch 62, Train Accuracy: 88.29 %, Test Accuracy: 69.11 %
Epoch 63, Train Accuracy: 88.71 %, Test Accuracy: 69.29 %
Epoch 64, Train Accuracy: 88.85 %, Test Accuracy: 69.51 %
Epoch 65, Train Accuracy: 89.52 %, Test Accuracy: 69.91 %
Epoch 66, Train Accuracy: 89.99 %, Test Accuracy: 69.28 %
Epoch 67, Train Accuracy: 90.36 %, Test Accuracy: 69.49 %
Epoch 68, Train Accuracy: 90.55 %, Test Accuracy: 69.69 %
Epoch 69, Train Accuracy: 91.58 %, Test Accuracy: 69.98 %
Epoch 70, Train Accuracy: 91.42 %, Test Accuracy: 69.64 %
Epoch 71, Train Accuracy: 92.42 %, Test Accuracy: 70.01 %
Epoch 72, Train Accuracy: 91.88 %, Test Accuracy: 70.65 %
Epoch 73, Train Accuracy: 92.75 %, Test Accuracy: 69.38 %
Epoch 74, Train Accuracy: 92.78 %, Test Accuracy: 69.60 %
Epoch 75, Train Accuracy: 93.80 %, Test Accuracy: 70.21 %
Epoch 76, Train Accuracy: 93.48 %, Test Accuracy: 70.38 %
Epoch 77, Train Accuracy: 94.11 %, Test Accuracy: 70.00 %
Epoch 78, Train Accuracy: 94.14 %, Test Accuracy: 69.90 %
Epoch 79, Train Accuracy: 94.55 %, Test Accuracy: 69.86 %
Epoch 80, Train Accuracy: 94.79 %, Test Accuracy: 71.02 %
Epoch 81, Train Accuracy: 94.81 %, Test Accuracy: 70.12 %
Epoch 82, Train Accuracy: 95.36 %, Test Accuracy: 70.45 %
Epoch 83, Train Accuracy: 95.56 %, Test Accuracy: 70.30 %
Epoch 84, Train Accuracy: 95.32 %, Test Accuracy: 71.35 %
Epoch 85, Train Accuracy: 96.16 %, Test Accuracy: 70.11 %
Epoch 86, Train Accuracy: 95.82 %, Test Accuracy: 70.85 %
Epoch 87, Train Accuracy: 96.23 %, Test Accuracy: 70.11 %
Epoch 88, Train Accuracy: 96.40 %, Test Accuracy: 70.99 %
Epoch 89, Train Accuracy: 96.74 %, Test Accuracy: 71.37 %
Epoch 90, Train Accuracy: 96.62 %, Test Accuracy: 71.54 %
Epoch 91, Train Accuracy: 96.85 %, Test Accuracy: 70.54 %
Epoch 92, Train Accuracy: 97.03 %, Test Accuracy: 70.28 %
Epoch 93, Train Accuracy: 97.18 %, Test Accuracy: 71.02 %
Epoch 94, Train Accuracy: 97.33 %, Test Accuracy: 70.29 %
Epoch 95, Train Accuracy: 97.19 %, Test Accuracy: 70.77 %
Epoch 96, Train Accuracy: 97.50 %, Test Accuracy: 71.28 %
Epoch 97, Train Accuracy: 97.62 %, Test Accuracy: 71.40 %
Epoch 98, Train Accuracy: 97.75 %, Test Accuracy: 70.93 %
Epoch 99, Train Accuracy: 97.77 %, Test Accuracy: 71.05 %
42  minutes
RUN_DONE
