NODE=[HOST_2f2f29d9e1] | JOB=f5cos-r50-1e-3-s2 4686810
ARGS: --optimizer AdamW --alpha0 1e-3 --seed 2 --num-epochs 100 --NN-name ResNet50 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --save-directory cluster/Account1/metaopt/runs/fx --run-name f5cos-r50-1e-3-s2
ENV: AUGMENT=1 BETA_CLIP=none HIER=none LAM=na ETA_RATIO=na COS_TOTAL=50000 COS_WARMUP=2500
NVIDIA L4, 23034 MiB
Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 31.27 %, Test Accuracy: 44.26 %
Epoch 1, Train Accuracy: 51.95 %, Test Accuracy: 56.92 %
Epoch 2, Train Accuracy: 62.89 %, Test Accuracy: 57.17 %
Epoch 3, Train Accuracy: 70.09 %, Test Accuracy: 71.51 %
Epoch 4, Train Accuracy: 74.52 %, Test Accuracy: 73.19 %
Epoch 5, Train Accuracy: 77.71 %, Test Accuracy: 72.51 %
Epoch 6, Train Accuracy: 80.37 %, Test Accuracy: 78.14 %
Epoch 7, Train Accuracy: 81.96 %, Test Accuracy: 75.03 %
Epoch 8, Train Accuracy: 83.17 %, Test Accuracy: 79.43 %
Epoch 9, Train Accuracy: 84.20 %, Test Accuracy: 80.27 %
Epoch 10, Train Accuracy: 84.65 %, Test Accuracy: 80.45 %
Epoch 11, Train Accuracy: 85.81 %, Test Accuracy: 80.48 %
Epoch 12, Train Accuracy: 86.14 %, Test Accuracy: 82.74 %
Epoch 13, Train Accuracy: 87.13 %, Test Accuracy: 84.14 %
Epoch 14, Train Accuracy: 87.65 %, Test Accuracy: 84.64 %
Epoch 15, Train Accuracy: 88.20 %, Test Accuracy: 80.03 %
Epoch 16, Train Accuracy: 88.85 %, Test Accuracy: 85.73 %
Epoch 17, Train Accuracy: 89.14 %, Test Accuracy: 87.36 %
Epoch 18, Train Accuracy: 89.26 %, Test Accuracy: 86.51 %
Epoch 19, Train Accuracy: 90.35 %, Test Accuracy: 87.90 %
Epoch 20, Train Accuracy: 90.93 %, Test Accuracy: 88.20 %
Epoch 21, Train Accuracy: 91.09 %, Test Accuracy: 87.95 %
Epoch 22, Train Accuracy: 91.59 %, Test Accuracy: 88.68 %
Epoch 23, Train Accuracy: 92.08 %, Test Accuracy: 88.84 %
Epoch 24, Train Accuracy: 92.30 %, Test Accuracy: 89.10 %
Epoch 25, Train Accuracy: 92.65 %, Test Accuracy: 90.40 %
Epoch 26, Train Accuracy: 93.16 %, Test Accuracy: 89.81 %
Epoch 27, Train Accuracy: 93.52 %, Test Accuracy: 89.72 %
Epoch 28, Train Accuracy: 93.55 %, Test Accuracy: 89.14 %
Epoch 29, Train Accuracy: 93.99 %, Test Accuracy: 89.37 %
Epoch 30, Train Accuracy: 94.16 %, Test Accuracy: 90.74 %
Epoch 31, Train Accuracy: 94.41 %, Test Accuracy: 90.77 %
Epoch 32, Train Accuracy: 94.89 %, Test Accuracy: 90.14 %
Epoch 33, Train Accuracy: 94.91 %, Test Accuracy: 91.52 %
Epoch 34, Train Accuracy: 95.20 %, Test Accuracy: 90.34 %
Epoch 35, Train Accuracy: 95.46 %, Test Accuracy: 90.64 %
Epoch 36, Train Accuracy: 95.60 %, Test Accuracy: 88.25 %
Epoch 37, Train Accuracy: 95.66 %, Test Accuracy: 90.87 %
Epoch 38, Train Accuracy: 95.93 %, Test Accuracy: 91.31 %
Epoch 39, Train Accuracy: 96.24 %, Test Accuracy: 91.64 %
Epoch 40, Train Accuracy: 96.38 %, Test Accuracy: 91.58 %
Epoch 41, Train Accuracy: 96.56 %, Test Accuracy: 90.66 %
Epoch 42, Train Accuracy: 96.57 %, Test Accuracy: 90.52 %
Epoch 43, Train Accuracy: 96.61 %, Test Accuracy: 90.95 %
Epoch 44, Train Accuracy: 97.02 %, Test Accuracy: 91.99 %
Epoch 45, Train Accuracy: 97.08 %, Test Accuracy: 90.65 %
Epoch 46, Train Accuracy: 97.13 %, Test Accuracy: 90.95 %
Epoch 47, Train Accuracy: 97.18 %, Test Accuracy: 92.08 %
Epoch 48, Train Accuracy: 97.50 %, Test Accuracy: 92.28 %
Epoch 49, Train Accuracy: 97.53 %, Test Accuracy: 91.91 %
Epoch 50, Train Accuracy: 97.67 %, Test Accuracy: 92.31 %
Epoch 51, Train Accuracy: 97.86 %, Test Accuracy: 92.31 %
Epoch 52, Train Accuracy: 97.89 %, Test Accuracy: 92.26 %
Epoch 53, Train Accuracy: 97.94 %, Test Accuracy: 92.21 %
Epoch 54, Train Accuracy: 98.32 %, Test Accuracy: 92.92 %
Epoch 55, Train Accuracy: 98.30 %, Test Accuracy: 91.90 %
Epoch 56, Train Accuracy: 98.32 %, Test Accuracy: 93.23 %
Epoch 57, Train Accuracy: 98.39 %, Test Accuracy: 92.05 %
Epoch 58, Train Accuracy: 98.58 %, Test Accuracy: 92.88 %
Epoch 59, Train Accuracy: 98.65 %, Test Accuracy: 93.49 %
Epoch 60, Train Accuracy: 98.74 %, Test Accuracy: 92.49 %
Epoch 61, Train Accuracy: 98.78 %, Test Accuracy: 93.36 %
Epoch 62, Train Accuracy: 98.92 %, Test Accuracy: 92.74 %
Epoch 63, Train Accuracy: 99.00 %, Test Accuracy: 92.93 %
Epoch 64, Train Accuracy: 99.06 %, Test Accuracy: 93.22 %
Epoch 65, Train Accuracy: 99.14 %, Test Accuracy: 93.23 %
Epoch 66, Train Accuracy: 99.18 %, Test Accuracy: 93.45 %
Epoch 67, Train Accuracy: 99.25 %, Test Accuracy: 93.35 %
Epoch 68, Train Accuracy: 99.25 %, Test Accuracy: 93.43 %
Epoch 69, Train Accuracy: 99.45 %, Test Accuracy: 93.84 %
Epoch 70, Train Accuracy: 99.50 %, Test Accuracy: 93.65 %
Epoch 71, Train Accuracy: 99.56 %, Test Accuracy: 93.28 %
Epoch 72, Train Accuracy: 99.60 %, Test Accuracy: 94.24 %
Epoch 73, Train Accuracy: 99.57 %, Test Accuracy: 93.87 %
Epoch 74, Train Accuracy: 99.62 %, Test Accuracy: 94.03 %
Epoch 75, Train Accuracy: 99.75 %, Test Accuracy: 94.22 %
Epoch 76, Train Accuracy: 99.69 %, Test Accuracy: 94.15 %
Epoch 77, Train Accuracy: 99.76 %, Test Accuracy: 94.26 %
Epoch 78, Train Accuracy: 99.80 %, Test Accuracy: 94.15 %
Epoch 79, Train Accuracy: 99.82 %, Test Accuracy: 94.52 %
Epoch 80, Train Accuracy: 99.86 %, Test Accuracy: 94.63 %
Epoch 81, Train Accuracy: 99.88 %, Test Accuracy: 94.42 %
Epoch 82, Train Accuracy: 99.93 %, Test Accuracy: 94.55 %
Epoch 83, Train Accuracy: 99.91 %, Test Accuracy: 94.47 %
Epoch 84, Train Accuracy: 99.91 %, Test Accuracy: 94.64 %
Epoch 85, Train Accuracy: 99.94 %, Test Accuracy: 94.88 %
Epoch 86, Train Accuracy: 99.95 %, Test Accuracy: 95.03 %
Epoch 87, Train Accuracy: 99.95 %, Test Accuracy: 94.99 %
Epoch 88, Train Accuracy: 99.97 %, Test Accuracy: 94.88 %
Epoch 89, Train Accuracy: 99.97 %, Test Accuracy: 94.77 %
Epoch 90, Train Accuracy: 99.97 %, Test Accuracy: 94.96 %
Epoch 91, Train Accuracy: 99.98 %, Test Accuracy: 94.98 %
Epoch 92, Train Accuracy: 99.98 %, Test Accuracy: 95.09 %
Epoch 93, Train Accuracy: 99.99 %, Test Accuracy: 95.09 %
Epoch 94, Train Accuracy: 99.98 %, Test Accuracy: 95.21 %
Epoch 95, Train Accuracy: 99.98 %, Test Accuracy: 95.18 %
Epoch 96, Train Accuracy: 99.99 %, Test Accuracy: 95.17 %
Epoch 97, Train Accuracy: 100.00 %, Test Accuracy: 95.14 %
Epoch 98, Train Accuracy: 99.99 %, Test Accuracy: 95.12 %
Epoch 99, Train Accuracy: 99.99 %, Test Accuracy: 95.14 %
126  minutes
RUN_DONE
