NODE=[HOST_e223b82d71] | JOB=i3a-3e4-s1 4700640
ARGS: --optimizer AdamW --alpha0 3e-4 --seed 1 --num-epochs 100 --NN-name ResNet18 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --save-directory cluster/Account1/metaopt/runs/i3 --run-name i3a-3e4-s1
ENV: AUGMENT=1 BETA_CLIP=none HIER=none LAM=na ETA_RATIO=na COS_TOTAL=100000000 COS_WARMUP=0 SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=0 PROBE_DIR=none
NVIDIA L4, 23034 MiB
Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 50.87 %, Test Accuracy: 61.67 %
Epoch 1, Train Accuracy: 69.38 %, Test Accuracy: 66.78 %
Epoch 2, Train Accuracy: 76.79 %, Test Accuracy: 78.50 %
Epoch 3, Train Accuracy: 80.63 %, Test Accuracy: 80.72 %
Epoch 4, Train Accuracy: 83.21 %, Test Accuracy: 81.48 %
Epoch 5, Train Accuracy: 84.51 %, Test Accuracy: 84.99 %
Epoch 6, Train Accuracy: 86.24 %, Test Accuracy: 83.99 %
Epoch 7, Train Accuracy: 87.30 %, Test Accuracy: 83.18 %
Epoch 8, Train Accuracy: 88.27 %, Test Accuracy: 81.68 %
Epoch 9, Train Accuracy: 89.36 %, Test Accuracy: 86.71 %
Epoch 10, Train Accuracy: 90.03 %, Test Accuracy: 85.68 %
Epoch 11, Train Accuracy: 90.70 %, Test Accuracy: 86.93 %
Epoch 12, Train Accuracy: 91.06 %, Test Accuracy: 88.64 %
Epoch 13, Train Accuracy: 91.73 %, Test Accuracy: 88.53 %
Epoch 14, Train Accuracy: 92.17 %, Test Accuracy: 87.59 %
Epoch 15, Train Accuracy: 92.67 %, Test Accuracy: 89.13 %
Epoch 16, Train Accuracy: 93.01 %, Test Accuracy: 89.18 %
Epoch 17, Train Accuracy: 93.48 %, Test Accuracy: 89.80 %
Epoch 18, Train Accuracy: 93.87 %, Test Accuracy: 89.73 %
Epoch 19, Train Accuracy: 94.07 %, Test Accuracy: 88.67 %
Epoch 20, Train Accuracy: 94.49 %, Test Accuracy: 89.16 %
Epoch 21, Train Accuracy: 94.83 %, Test Accuracy: 90.18 %
Epoch 22, Train Accuracy: 94.98 %, Test Accuracy: 89.84 %
Epoch 23, Train Accuracy: 95.05 %, Test Accuracy: 91.19 %
Epoch 24, Train Accuracy: 95.48 %, Test Accuracy: 89.81 %
Epoch 25, Train Accuracy: 95.54 %, Test Accuracy: 88.58 %
Epoch 26, Train Accuracy: 95.93 %, Test Accuracy: 89.25 %
Epoch 27, Train Accuracy: 95.92 %, Test Accuracy: 90.40 %
Epoch 28, Train Accuracy: 96.15 %, Test Accuracy: 91.74 %
Epoch 29, Train Accuracy: 96.28 %, Test Accuracy: 90.35 %
Epoch 30, Train Accuracy: 96.65 %, Test Accuracy: 90.56 %
Epoch 31, Train Accuracy: 96.69 %, Test Accuracy: 90.63 %
Epoch 32, Train Accuracy: 96.77 %, Test Accuracy: 91.43 %
Epoch 33, Train Accuracy: 96.85 %, Test Accuracy: 91.27 %
Epoch 34, Train Accuracy: 96.95 %, Test Accuracy: 90.75 %
Epoch 35, Train Accuracy: 96.98 %, Test Accuracy: 91.00 %
Epoch 36, Train Accuracy: 97.16 %, Test Accuracy: 90.70 %
Epoch 37, Train Accuracy: 97.09 %, Test Accuracy: 91.35 %
Epoch 38, Train Accuracy: 97.23 %, Test Accuracy: 91.37 %
Epoch 39, Train Accuracy: 97.49 %, Test Accuracy: 91.03 %
