NODE=[HOST_f0845cc956] | JOB=tn1-c10lay-s0 4887067 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --stepsize-groups layerwise --seed 0 --save-directory cluster/Account2/metaopt/runs/tn1 --run-name tn1-c10lay-s0
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=0 PROBE_DIR=none EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 12.79 %, Test Accuracy: 12.87 %
Epoch 1, Train Accuracy: 12.76 %, Test Accuracy: 12.94 %
Epoch 2, Train Accuracy: 13.01 %, Test Accuracy: 13.18 %
Epoch 3, Train Accuracy: 13.46 %, Test Accuracy: 13.49 %
Epoch 4, Train Accuracy: 13.67 %, Test Accuracy: 13.75 %
Epoch 5, Train Accuracy: 14.52 %, Test Accuracy: 14.49 %
Epoch 6, Train Accuracy: 15.73 %, Test Accuracy: 15.53 %
Epoch 7, Train Accuracy: 17.63 %, Test Accuracy: 17.79 %
Epoch 8, Train Accuracy: 20.18 %, Test Accuracy: 20.94 %
Epoch 9, Train Accuracy: 22.99 %, Test Accuracy: 24.08 %
Epoch 10, Train Accuracy: 26.50 %, Test Accuracy: 28.21 %
Epoch 11, Train Accuracy: 30.36 %, Test Accuracy: 32.79 %
Epoch 12, Train Accuracy: 34.08 %, Test Accuracy: 36.09 %
Epoch 13, Train Accuracy: 37.77 %, Test Accuracy: 40.22 %
Epoch 14, Train Accuracy: 42.72 %, Test Accuracy: 46.10 %
Epoch 15, Train Accuracy: 48.68 %, Test Accuracy: 53.36 %
Epoch 16, Train Accuracy: 55.63 %, Test Accuracy: 58.84 %
Epoch 17, Train Accuracy: 62.06 %, Test Accuracy: 64.49 %
Epoch 18, Train Accuracy: 67.69 %, Test Accuracy: 69.70 %
Epoch 19, Train Accuracy: 73.09 %, Test Accuracy: 73.91 %
Epoch 20, Train Accuracy: 76.03 %, Test Accuracy: 76.54 %
Epoch 21, Train Accuracy: 79.39 %, Test Accuracy: 78.89 %
Epoch 22, Train Accuracy: 81.06 %, Test Accuracy: 80.86 %
Epoch 23, Train Accuracy: 82.86 %, Test Accuracy: 81.46 %
