NODE=[HOST_e8d809bd94] | JOB=fz3-r10-node-s1 4701800
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta fixed --dataset CIFAR10 --NN-name ResNet10 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 20 --stepsize-groups nodewise --seed 1 --save-directory cluster/Account1/metaopt/runs/fz3 --run-name fz3-r10-node-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/fz3/probe_r10_node_s1
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 


args_meta includes unnecessary attributes {'Lion_beta2', 'weight_decay', 'meta_stepsize', 'momentum_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 21.45 %, Test Accuracy: 27.71 %
Epoch 1, Train Accuracy: 31.75 %, Test Accuracy: 33.95 %
Epoch 2, Train Accuracy: 35.98 %, Test Accuracy: 37.12 %
Epoch 3, Train Accuracy: 39.28 %, Test Accuracy: 40.75 %
Epoch 4, Train Accuracy: 41.77 %, Test Accuracy: 43.10 %
Epoch 5, Train Accuracy: 43.88 %, Test Accuracy: 45.71 %
Epoch 6, Train Accuracy: 46.21 %, Test Accuracy: 46.92 %
Epoch 7, Train Accuracy: 47.59 %, Test Accuracy: 48.79 %
Epoch 8, Train Accuracy: 49.44 %, Test Accuracy: 51.78 %
Epoch 9, Train Accuracy: 51.66 %, Test Accuracy: 51.40 %
Epoch 10, Train Accuracy: 52.95 %, Test Accuracy: 54.24 %
Epoch 11, Train Accuracy: 54.79 %, Test Accuracy: 54.41 %
Epoch 12, Train Accuracy: 55.82 %, Test Accuracy: 56.49 %
Epoch 13, Train Accuracy: 57.30 %, Test Accuracy: 57.43 %
Epoch 14, Train Accuracy: 58.27 %, Test Accuracy: 57.09 %
Epoch 15, Train Accuracy: 59.21 %, Test Accuracy: 59.20 %
Epoch 16, Train Accuracy: 60.91 %, Test Accuracy: 59.05 %
Epoch 17, Train Accuracy: 60.60 %, Test Accuracy: 57.82 %
Epoch 18, Train Accuracy: 62.39 %, Test Accuracy: 62.04 %
Epoch 19, Train Accuracy: 63.48 %, Test Accuracy: 62.67 %
5  minutes
RUN_DONE
