NODE=[HOST_8d6ba568b8] | JOB=bo6-lay-adw-s1 4702512
ARGS: --optimizer HF --alg-base AdamW --normalizer-param-base 0.999 --momentum-param-base 0.9 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 20 --stepsize-groups layerwise --seed 1 --save-directory cluster/Account1/metaopt/runs/bo6 --run-name bo6-lay-adw-s1
ENV: AUGMENT=1 BETA_CLIP=-30:0.0 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/bo6/probe_lay_adw_s1
NVIDIA GeForce RTX 2080 Ti, 11264 MiB
Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 38.31 %, Test Accuracy: 51.34 %
Epoch 1, Train Accuracy: 58.23 %, Test Accuracy: 64.69 %
Epoch 2, Train Accuracy: 69.29 %, Test Accuracy: 72.28 %
Epoch 3, Train Accuracy: 75.67 %, Test Accuracy: 76.86 %
Epoch 4, Train Accuracy: 80.15 %, Test Accuracy: 80.65 %
Epoch 5, Train Accuracy: 82.86 %, Test Accuracy: 83.04 %
Epoch 6, Train Accuracy: 85.35 %, Test Accuracy: 84.14 %
Epoch 7, Train Accuracy: 87.15 %, Test Accuracy: 84.82 %
Epoch 8, Train Accuracy: 88.29 %, Test Accuracy: 86.63 %
Epoch 9, Train Accuracy: 89.42 %, Test Accuracy: 87.01 %
Epoch 10, Train Accuracy: 90.47 %, Test Accuracy: 87.26 %
Epoch 11, Train Accuracy: 91.31 %, Test Accuracy: 87.97 %
Epoch 12, Train Accuracy: 91.95 %, Test Accuracy: 88.22 %
Epoch 13, Train Accuracy: 92.78 %, Test Accuracy: 88.23 %
Epoch 14, Train Accuracy: 93.27 %, Test Accuracy: 88.20 %
Epoch 15, Train Accuracy: 94.00 %, Test Accuracy: 89.34 %
Epoch 16, Train Accuracy: 94.36 %, Test Accuracy: 89.38 %
Epoch 17, Train Accuracy: 94.82 %, Test Accuracy: 89.06 %
Epoch 18, Train Accuracy: 95.41 %, Test Accuracy: 89.78 %
Epoch 19, Train Accuracy: 95.87 %, Test Accuracy: 89.64 %
16  minutes
RUN_DONE
