NODE=[HOST_2f2f29d9e1] | JOB=p7-c100-lay-s3 4685677
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 20 --stepsize-groups layerwise --seed 3 --save-directory cluster/Account1/metaopt/runs/p7free --run-name p7-c100-lay-s3
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 2.86 %, Test Accuracy: 5.75 %
Epoch 1, Train Accuracy: 7.34 %, Test Accuracy: 9.96 %
Epoch 2, Train Accuracy: 11.49 %, Test Accuracy: 13.13 %
Epoch 3, Train Accuracy: 14.40 %, Test Accuracy: 15.52 %
Epoch 4, Train Accuracy: 18.81 %, Test Accuracy: 21.61 %
Epoch 5, Train Accuracy: 23.33 %, Test Accuracy: 24.52 %
Epoch 6, Train Accuracy: 28.97 %, Test Accuracy: 31.75 %
Epoch 7, Train Accuracy: 34.09 %, Test Accuracy: 35.74 %
Epoch 8, Train Accuracy: 38.12 %, Test Accuracy: 38.48 %
Epoch 9, Train Accuracy: 41.95 %, Test Accuracy: 40.81 %
Epoch 10, Train Accuracy: 45.24 %, Test Accuracy: 44.76 %
Epoch 11, Train Accuracy: 47.67 %, Test Accuracy: 47.63 %
Epoch 12, Train Accuracy: 50.49 %, Test Accuracy: 49.03 %
Epoch 13, Train Accuracy: 52.98 %, Test Accuracy: 49.79 %
Epoch 14, Train Accuracy: 55.31 %, Test Accuracy: 53.12 %
Epoch 15, Train Accuracy: 57.37 %, Test Accuracy: 54.30 %
Epoch 16, Train Accuracy: 59.79 %, Test Accuracy: 55.68 %
Epoch 17, Train Accuracy: 61.86 %, Test Accuracy: 56.84 %
Epoch 18, Train Accuracy: 63.62 %, Test Accuracy: 58.48 %
Epoch 19, Train Accuracy: 65.09 %, Test Accuracy: 58.77 %
6  minutes
RUN_DONE
