NODE=[HOST_03eb56b6d1] | JOB=sa3-ResNet10-layer-s1 4683452 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 100 --NN-name ResNet10 --stepsize-groups layerwise --seed 1 --save-directory cluster/Account2/metaopt/runs/sca3 --run-name sa3-ResNet10-layer-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 22.09 %, Test Accuracy: 29.42 %
Epoch 1, Train Accuracy: 34.76 %, Test Accuracy: 38.35 %
Epoch 2, Train Accuracy: 42.05 %, Test Accuracy: 43.95 %
Epoch 3, Train Accuracy: 49.62 %, Test Accuracy: 51.19 %
Epoch 4, Train Accuracy: 55.92 %, Test Accuracy: 54.80 %
Epoch 5, Train Accuracy: 62.04 %, Test Accuracy: 65.19 %
Epoch 6, Train Accuracy: 67.31 %, Test Accuracy: 68.29 %
Epoch 7, Train Accuracy: 71.38 %, Test Accuracy: 70.90 %
Epoch 8, Train Accuracy: 75.26 %, Test Accuracy: 76.05 %
Epoch 9, Train Accuracy: 77.92 %, Test Accuracy: 75.09 %
Epoch 10, Train Accuracy: 79.54 %, Test Accuracy: 79.15 %
Epoch 11, Train Accuracy: 81.26 %, Test Accuracy: 79.85 %
Epoch 12, Train Accuracy: 82.88 %, Test Accuracy: 80.23 %
Epoch 13, Train Accuracy: 83.64 %, Test Accuracy: 81.86 %
Epoch 14, Train Accuracy: 84.74 %, Test Accuracy: 82.88 %
Epoch 15, Train Accuracy: 85.86 %, Test Accuracy: 83.52 %
Epoch 16, Train Accuracy: 86.53 %, Test Accuracy: 84.52 %
Epoch 17, Train Accuracy: 87.67 %, Test Accuracy: 84.65 %
Epoch 18, Train Accuracy: 87.91 %, Test Accuracy: 84.33 %
Epoch 19, Train Accuracy: 88.98 %, Test Accuracy: 85.87 %
Epoch 20, Train Accuracy: 89.27 %, Test Accuracy: 86.38 %
Epoch 21, Train Accuracy: 90.05 %, Test Accuracy: 87.41 %
Epoch 22, Train Accuracy: 90.37 %, Test Accuracy: 87.06 %
Epoch 23, Train Accuracy: 90.58 %, Test Accuracy: 87.44 %
Epoch 24, Train Accuracy: 91.18 %, Test Accuracy: 87.94 %
Epoch 25, Train Accuracy: 91.69 %, Test Accuracy: 88.22 %
Epoch 26, Train Accuracy: 92.16 %, Test Accuracy: 88.00 %
Epoch 27, Train Accuracy: 92.37 %, Test Accuracy: 88.33 %
Epoch 28, Train Accuracy: 92.84 %, Test Accuracy: 88.00 %
Epoch 29, Train Accuracy: 93.16 %, Test Accuracy: 88.34 %
Epoch 30, Train Accuracy: 93.64 %, Test Accuracy: 89.19 %
Epoch 31, Train Accuracy: 93.94 %, Test Accuracy: 88.58 %
Epoch 32, Train Accuracy: 94.12 %, Test Accuracy: 89.38 %
Epoch 33, Train Accuracy: 94.52 %, Test Accuracy: 88.88 %
Epoch 34, Train Accuracy: 94.57 %, Test Accuracy: 89.23 %
Epoch 35, Train Accuracy: 94.88 %, Test Accuracy: 89.95 %
Epoch 36, Train Accuracy: 95.14 %, Test Accuracy: 89.23 %
Epoch 37, Train Accuracy: 95.37 %, Test Accuracy: 89.62 %
Epoch 38, Train Accuracy: 95.68 %, Test Accuracy: 89.56 %
Epoch 39, Train Accuracy: 95.88 %, Test Accuracy: 89.73 %
Epoch 40, Train Accuracy: 96.11 %, Test Accuracy: 90.15 %
Epoch 41, Train Accuracy: 96.15 %, Test Accuracy: 90.01 %
Epoch 42, Train Accuracy: 96.39 %, Test Accuracy: 90.33 %
Epoch 43, Train Accuracy: 96.53 %, Test Accuracy: 90.47 %
Epoch 44, Train Accuracy: 96.79 %, Test Accuracy: 90.08 %
Epoch 45, Train Accuracy: 96.79 %, Test Accuracy: 90.09 %
Epoch 46, Train Accuracy: 97.16 %, Test Accuracy: 90.22 %
Epoch 47, Train Accuracy: 97.18 %, Test Accuracy: 90.34 %
Epoch 48, Train Accuracy: 97.33 %, Test Accuracy: 90.51 %
Epoch 49, Train Accuracy: 97.40 %, Test Accuracy: 91.10 %
Epoch 50, Train Accuracy: 97.69 %, Test Accuracy: 90.38 %
Epoch 51, Train Accuracy: 97.78 %, Test Accuracy: 90.90 %
Epoch 52, Train Accuracy: 97.87 %, Test Accuracy: 90.17 %
Epoch 53, Train Accuracy: 97.78 %, Test Accuracy: 90.76 %
