NODE=[HOST_7b4dd78541] | JOB=p7-r18-lay-s1 4685317
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 20 --stepsize-groups layerwise --seed 1 --save-directory cluster/Account1/metaopt/runs/p7free --run-name p7-r18-lay-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 21.59 %, Test Accuracy: 31.73 %
Epoch 1, Train Accuracy: 37.98 %, Test Accuracy: 44.31 %
Epoch 2, Train Accuracy: 47.55 %, Test Accuracy: 52.70 %
Epoch 3, Train Accuracy: 55.84 %, Test Accuracy: 58.05 %
Epoch 4, Train Accuracy: 63.44 %, Test Accuracy: 64.03 %
Epoch 5, Train Accuracy: 69.52 %, Test Accuracy: 72.09 %
Epoch 6, Train Accuracy: 73.84 %, Test Accuracy: 72.96 %
Epoch 7, Train Accuracy: 77.43 %, Test Accuracy: 79.11 %
Epoch 8, Train Accuracy: 80.33 %, Test Accuracy: 80.42 %
Epoch 9, Train Accuracy: 82.12 %, Test Accuracy: 80.22 %
Epoch 10, Train Accuracy: 83.75 %, Test Accuracy: 82.30 %
Epoch 11, Train Accuracy: 84.87 %, Test Accuracy: 83.44 %
Epoch 12, Train Accuracy: 86.18 %, Test Accuracy: 84.55 %
Epoch 13, Train Accuracy: 87.08 %, Test Accuracy: 83.55 %
Epoch 14, Train Accuracy: 87.87 %, Test Accuracy: 85.42 %
Epoch 15, Train Accuracy: 88.81 %, Test Accuracy: 86.49 %
Epoch 16, Train Accuracy: 89.66 %, Test Accuracy: 85.20 %
Epoch 17, Train Accuracy: 90.17 %, Test Accuracy: 85.99 %
Epoch 18, Train Accuracy: 90.73 %, Test Accuracy: 86.85 %
Epoch 19, Train Accuracy: 91.63 %, Test Accuracy: 87.18 %
6  minutes
RUN_DONE
