NODE=[HOST_03eb56b6d1] | JOB=cvk1-k22-s57 5004277 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name VGG11_bn_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --stepsize-groups [22,4] --seed 57 --save-directory cluster/Account2/metaopt/runs/cvk1 --run-name cvk1-k22-s57
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=0 PROBE_DIR=none EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 1.21 %, Test Accuracy: 1.30 %
Epoch 1, Train Accuracy: 1.19 %, Test Accuracy: 1.28 %
Epoch 2, Train Accuracy: 1.26 %, Test Accuracy: 1.32 %
Epoch 3, Train Accuracy: 1.27 %, Test Accuracy: 1.41 %
Epoch 4, Train Accuracy: 1.32 %, Test Accuracy: 1.45 %
Epoch 5, Train Accuracy: 1.39 %, Test Accuracy: 1.59 %
Epoch 6, Train Accuracy: 1.67 %, Test Accuracy: 1.90 %
Epoch 7, Train Accuracy: 2.26 %, Test Accuracy: 2.75 %
Epoch 8, Train Accuracy: 3.76 %, Test Accuracy: 5.33 %
Epoch 9, Train Accuracy: 6.12 %, Test Accuracy: 7.33 %
Epoch 10, Train Accuracy: 8.21 %, Test Accuracy: 9.52 %
Epoch 11, Train Accuracy: 10.74 %, Test Accuracy: 11.81 %
Epoch 12, Train Accuracy: 13.13 %, Test Accuracy: 14.18 %
Epoch 13, Train Accuracy: 15.61 %, Test Accuracy: 17.87 %
Epoch 14, Train Accuracy: 18.76 %, Test Accuracy: 22.15 %
Epoch 15, Train Accuracy: 22.84 %, Test Accuracy: 26.49 %
Epoch 16, Train Accuracy: 26.63 %, Test Accuracy: 28.65 %
Epoch 17, Train Accuracy: 30.22 %, Test Accuracy: 33.89 %
Epoch 18, Train Accuracy: 36.10 %, Test Accuracy: 38.37 %
Epoch 19, Train Accuracy: 40.71 %, Test Accuracy: 42.77 %
Epoch 20, Train Accuracy: 44.89 %, Test Accuracy: 46.31 %
Epoch 21, Train Accuracy: 47.98 %, Test Accuracy: 45.76 %
Epoch 22, Train Accuracy: 51.54 %, Test Accuracy: 50.88 %
Epoch 23, Train Accuracy: 54.81 %, Test Accuracy: 52.89 %
Epoch 24, Train Accuracy: 56.67 %, Test Accuracy: 54.33 %
Epoch 25, Train Accuracy: 59.36 %, Test Accuracy: 55.85 %
Epoch 26, Train Accuracy: 61.51 %, Test Accuracy: 57.24 %
Epoch 27, Train Accuracy: 63.55 %, Test Accuracy: 57.93 %
Epoch 28, Train Accuracy: 65.22 %, Test Accuracy: 57.57 %
Epoch 29, Train Accuracy: 66.83 %, Test Accuracy: 60.44 %
Epoch 30, Train Accuracy: 68.86 %, Test Accuracy: 59.87 %
Epoch 31, Train Accuracy: 70.39 %, Test Accuracy: 61.40 %
Epoch 32, Train Accuracy: 71.69 %, Test Accuracy: 61.43 %
Epoch 33, Train Accuracy: 73.49 %, Test Accuracy: 62.24 %
Epoch 34, Train Accuracy: 74.98 %, Test Accuracy: 62.88 %
Epoch 35, Train Accuracy: 76.07 %, Test Accuracy: 63.11 %
Epoch 36, Train Accuracy: 77.44 %, Test Accuracy: 63.71 %
Epoch 37, Train Accuracy: 79.25 %, Test Accuracy: 63.93 %
Epoch 38, Train Accuracy: 79.72 %, Test Accuracy: 63.92 %
Epoch 39, Train Accuracy: 81.14 %, Test Accuracy: 64.85 %
Epoch 40, Train Accuracy: 82.33 %, Test Accuracy: 64.20 %
Epoch 41, Train Accuracy: 83.45 %, Test Accuracy: 65.05 %
Epoch 42, Train Accuracy: 84.25 %, Test Accuracy: 64.88 %
Epoch 43, Train Accuracy: 85.53 %, Test Accuracy: 65.41 %
Epoch 44, Train Accuracy: 86.47 %, Test Accuracy: 65.53 %
Epoch 45, Train Accuracy: 87.19 %, Test Accuracy: 66.06 %
Epoch 46, Train Accuracy: 88.04 %, Test Accuracy: 65.32 %
Epoch 47, Train Accuracy: 89.16 %, Test Accuracy: 65.36 %
Epoch 48, Train Accuracy: 89.77 %, Test Accuracy: 65.89 %
Epoch 49, Train Accuracy: 90.77 %, Test Accuracy: 66.20 %
Epoch 50, Train Accuracy: 91.21 %, Test Accuracy: 66.23 %
Epoch 51, Train Accuracy: 91.86 %, Test Accuracy: 66.55 %
Epoch 52, Train Accuracy: 92.62 %, Test Accuracy: 66.59 %
Epoch 53, Train Accuracy: 93.29 %, Test Accuracy: 66.78 %
Epoch 54, Train Accuracy: 93.71 %, Test Accuracy: 66.56 %
Epoch 55, Train Accuracy: 94.38 %, Test Accuracy: 67.20 %
Epoch 56, Train Accuracy: 94.89 %, Test Accuracy: 67.10 %
Epoch 57, Train Accuracy: 95.33 %, Test Accuracy: 66.84 %
Epoch 58, Train Accuracy: 95.44 %, Test Accuracy: 67.41 %
Epoch 59, Train Accuracy: 95.69 %, Test Accuracy: 67.49 %
Epoch 60, Train Accuracy: 96.08 %, Test Accuracy: 67.43 %
Epoch 61, Train Accuracy: 96.61 %, Test Accuracy: 67.05 %
Epoch 62, Train Accuracy: 96.85 %, Test Accuracy: 67.44 %
Epoch 63, Train Accuracy: 96.91 %, Test Accuracy: 67.85 %
Epoch 64, Train Accuracy: 97.28 %, Test Accuracy: 67.43 %
Epoch 65, Train Accuracy: 97.44 %, Test Accuracy: 68.09 %
Epoch 66, Train Accuracy: 97.66 %, Test Accuracy: 67.78 %
Epoch 67, Train Accuracy: 97.66 %, Test Accuracy: 68.00 %
Epoch 68, Train Accuracy: 97.90 %, Test Accuracy: 67.86 %
Epoch 69, Train Accuracy: 97.92 %, Test Accuracy: 67.89 %
Epoch 70, Train Accuracy: 97.92 %, Test Accuracy: 67.72 %
Epoch 71, Train Accuracy: 98.17 %, Test Accuracy: 68.00 %
Epoch 72, Train Accuracy: 98.13 %, Test Accuracy: 67.80 %
Epoch 73, Train Accuracy: 98.26 %, Test Accuracy: 67.76 %
Epoch 74, Train Accuracy: 98.35 %, Test Accuracy: 67.79 %
Epoch 75, Train Accuracy: 98.44 %, Test Accuracy: 68.14 %
Epoch 76, Train Accuracy: 98.46 %, Test Accuracy: 67.97 %
Epoch 77, Train Accuracy: 98.55 %, Test Accuracy: 67.89 %
Epoch 78, Train Accuracy: 98.54 %, Test Accuracy: 67.84 %
Epoch 79, Train Accuracy: 98.60 %, Test Accuracy: 67.98 %
Epoch 80, Train Accuracy: 98.50 %, Test Accuracy: 67.98 %
Epoch 81, Train Accuracy: 98.58 %, Test Accuracy: 67.93 %
Epoch 82, Train Accuracy: 98.55 %, Test Accuracy: 67.94 %
Epoch 83, Train Accuracy: 98.53 %, Test Accuracy: 68.00 %
Epoch 84, Train Accuracy: 98.54 %, Test Accuracy: 68.16 %
Epoch 85, Train Accuracy: 98.55 %, Test Accuracy: 68.05 %
Epoch 86, Train Accuracy: 98.68 %, Test Accuracy: 68.10 %
Epoch 87, Train Accuracy: 98.57 %, Test Accuracy: 68.03 %
Epoch 88, Train Accuracy: 98.66 %, Test Accuracy: 67.87 %
Epoch 89, Train Accuracy: 98.71 %, Test Accuracy: 67.88 %
Epoch 90, Train Accuracy: 98.65 %, Test Accuracy: 68.02 %
Epoch 91, Train Accuracy: 98.63 %, Test Accuracy: 68.13 %
Epoch 92, Train Accuracy: 98.76 %, Test Accuracy: 68.01 %
Epoch 93, Train Accuracy: 98.66 %, Test Accuracy: 68.11 %
Epoch 94, Train Accuracy: 98.67 %, Test Accuracy: 67.94 %
Epoch 95, Train Accuracy: 98.66 %, Test Accuracy: 67.96 %
Epoch 96, Train Accuracy: 98.68 %, Test Accuracy: 68.06 %
Epoch 97, Train Accuracy: 98.65 %, Test Accuracy: 67.91 %
Epoch 98, Train Accuracy: 98.69 %, Test Accuracy: 68.00 %
Epoch 99, Train Accuracy: 98.66 %, Test Accuracy: 68.01 %
22  minutes
RUN_DONE
