NODE=[HOST_b0a55dfb8c] | JOB=bm2-rms-ch-s4 4848879
ARGS: --optimizer HF --alg-base RMSProp --normalizer-param-base 0.999 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-3 --num-epochs 100 --stepsize-groups chunk777 --seed 4 --save-directory cluster/Account1/metaopt/runs/bm2 --run-name bm2-rms-ch-s4
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/bm2/probe_rms_ch_bm2_s4
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'momentum_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 43.68 %, Test Accuracy: 52.92 %
Epoch 1, Train Accuracy: 64.21 %, Test Accuracy: 68.39 %
Epoch 2, Train Accuracy: 72.60 %, Test Accuracy: 71.39 %
Epoch 3, Train Accuracy: 77.89 %, Test Accuracy: 75.51 %
Epoch 4, Train Accuracy: 80.71 %, Test Accuracy: 76.26 %
Epoch 5, Train Accuracy: 83.10 %, Test Accuracy: 77.93 %
Epoch 6, Train Accuracy: 84.99 %, Test Accuracy: 82.47 %
Epoch 7, Train Accuracy: 86.38 %, Test Accuracy: 80.98 %
Epoch 8, Train Accuracy: 87.35 %, Test Accuracy: 85.06 %
Epoch 9, Train Accuracy: 88.49 %, Test Accuracy: 85.05 %
Epoch 10, Train Accuracy: 89.44 %, Test Accuracy: 85.85 %
Epoch 11, Train Accuracy: 90.38 %, Test Accuracy: 86.99 %
Epoch 12, Train Accuracy: 90.96 %, Test Accuracy: 88.00 %
Epoch 13, Train Accuracy: 91.54 %, Test Accuracy: 87.28 %
Epoch 14, Train Accuracy: 92.23 %, Test Accuracy: 87.64 %
Epoch 15, Train Accuracy: 92.44 %, Test Accuracy: 88.04 %
Epoch 16, Train Accuracy: 93.21 %, Test Accuracy: 88.19 %
Epoch 17, Train Accuracy: 93.54 %, Test Accuracy: 88.24 %
Epoch 18, Train Accuracy: 94.01 %, Test Accuracy: 89.40 %
Epoch 19, Train Accuracy: 94.42 %, Test Accuracy: 88.04 %
Epoch 20, Train Accuracy: 94.65 %, Test Accuracy: 88.24 %
Epoch 21, Train Accuracy: 95.05 %, Test Accuracy: 89.88 %
Epoch 22, Train Accuracy: 95.46 %, Test Accuracy: 90.51 %
Epoch 23, Train Accuracy: 95.56 %, Test Accuracy: 90.35 %
Epoch 24, Train Accuracy: 95.79 %, Test Accuracy: 89.59 %
Epoch 25, Train Accuracy: 95.98 %, Test Accuracy: 91.36 %
Epoch 26, Train Accuracy: 96.36 %, Test Accuracy: 90.23 %
Epoch 27, Train Accuracy: 96.33 %, Test Accuracy: 90.28 %
Epoch 28, Train Accuracy: 96.55 %, Test Accuracy: 90.12 %
Epoch 29, Train Accuracy: 96.86 %, Test Accuracy: 90.56 %
Epoch 30, Train Accuracy: 96.82 %, Test Accuracy: 89.29 %
Epoch 31, Train Accuracy: 97.17 %, Test Accuracy: 91.50 %
Epoch 32, Train Accuracy: 97.39 %, Test Accuracy: 90.54 %
Epoch 33, Train Accuracy: 97.44 %, Test Accuracy: 91.38 %
Epoch 34, Train Accuracy: 97.31 %, Test Accuracy: 90.79 %
Epoch 35, Train Accuracy: 97.54 %, Test Accuracy: 90.69 %
Epoch 36, Train Accuracy: 97.87 %, Test Accuracy: 90.08 %
Epoch 37, Train Accuracy: 97.87 %, Test Accuracy: 91.36 %
Epoch 38, Train Accuracy: 97.96 %, Test Accuracy: 91.39 %
Epoch 39, Train Accuracy: 97.90 %, Test Accuracy: 91.76 %
Epoch 40, Train Accuracy: 98.05 %, Test Accuracy: 91.52 %
Epoch 41, Train Accuracy: 98.19 %, Test Accuracy: 91.44 %
Epoch 42, Train Accuracy: 98.36 %, Test Accuracy: 91.61 %
Epoch 43, Train Accuracy: 98.21 %, Test Accuracy: 91.78 %
Epoch 44, Train Accuracy: 98.37 %, Test Accuracy: 91.49 %
Epoch 45, Train Accuracy: 98.52 %, Test Accuracy: 91.91 %
Epoch 46, Train Accuracy: 98.63 %, Test Accuracy: 91.53 %
Epoch 47, Train Accuracy: 98.47 %, Test Accuracy: 91.74 %
Epoch 48, Train Accuracy: 98.65 %, Test Accuracy: 91.18 %
