NODE=[HOST_b9efa05339] | JOB=crn1-k50-s17 4921242 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --stepsize-groups sets:1-50/51-62 --seed 17 --save-directory cluster/Account1/metaopt/hmo-crn1/runs/crn1 --run-name crn1-k50-s17
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=0 PROBE_DIR=none EB_RHO=na EB_LOG=0
NVIDIA A100 80GB PCIe, 81920 MiB
NVIDIA A100 80GB PCIe, 81920 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 1.14 %, Test Accuracy: 1.06 %
Epoch 1, Train Accuracy: 1.14 %, Test Accuracy: 1.05 %
Epoch 2, Train Accuracy: 1.14 %, Test Accuracy: 1.08 %
Epoch 3, Train Accuracy: 1.14 %, Test Accuracy: 1.07 %
Epoch 4, Train Accuracy: 1.22 %, Test Accuracy: 1.05 %
Epoch 5, Train Accuracy: 1.32 %, Test Accuracy: 1.19 %
Epoch 6, Train Accuracy: 1.28 %, Test Accuracy: 1.32 %
Epoch 7, Train Accuracy: 1.38 %, Test Accuracy: 1.52 %
Epoch 8, Train Accuracy: 1.81 %, Test Accuracy: 2.16 %
Epoch 9, Train Accuracy: 2.55 %, Test Accuracy: 3.57 %
Epoch 10, Train Accuracy: 3.66 %, Test Accuracy: 4.89 %
Epoch 11, Train Accuracy: 4.91 %, Test Accuracy: 6.04 %
Epoch 12, Train Accuracy: 6.42 %, Test Accuracy: 7.77 %
Epoch 13, Train Accuracy: 8.17 %, Test Accuracy: 9.06 %
Epoch 14, Train Accuracy: 9.93 %, Test Accuracy: 11.18 %
Epoch 15, Train Accuracy: 11.58 %, Test Accuracy: 12.57 %
Epoch 16, Train Accuracy: 13.05 %, Test Accuracy: 13.86 %
Epoch 17, Train Accuracy: 14.52 %, Test Accuracy: 16.21 %
Epoch 18, Train Accuracy: 16.36 %, Test Accuracy: 17.58 %
Epoch 19, Train Accuracy: 18.16 %, Test Accuracy: 19.13 %
Epoch 20, Train Accuracy: 19.43 %, Test Accuracy: 19.97 %
Epoch 21, Train Accuracy: 20.86 %, Test Accuracy: 21.49 %
Epoch 22, Train Accuracy: 21.57 %, Test Accuracy: 21.94 %
Epoch 23, Train Accuracy: 22.03 %, Test Accuracy: 22.35 %
Epoch 24, Train Accuracy: 22.35 %, Test Accuracy: 23.27 %
Epoch 25, Train Accuracy: 22.92 %, Test Accuracy: 23.65 %
Epoch 26, Train Accuracy: 23.33 %, Test Accuracy: 23.88 %
Epoch 27, Train Accuracy: 23.58 %, Test Accuracy: 24.25 %
Epoch 28, Train Accuracy: 23.72 %, Test Accuracy: 24.69 %
Epoch 29, Train Accuracy: 24.05 %, Test Accuracy: 24.65 %
Epoch 30, Train Accuracy: 24.35 %, Test Accuracy: 24.96 %
Epoch 31, Train Accuracy: 24.61 %, Test Accuracy: 24.86 %
Epoch 32, Train Accuracy: 24.80 %, Test Accuracy: 25.52 %
Epoch 33, Train Accuracy: 25.10 %, Test Accuracy: 25.59 %
Epoch 34, Train Accuracy: 25.22 %, Test Accuracy: 25.40 %
Epoch 35, Train Accuracy: 25.43 %, Test Accuracy: 26.05 %
Epoch 36, Train Accuracy: 25.85 %, Test Accuracy: 25.58 %
