NODE=[HOST_e8d809bd94] | JOB=c1b-e3-s4 4683901 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --NN-name ResNet18_c100 --dataset CIFAR100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 100 --stepsize-groups layerwise --seed 4 --save-directory cluster/Account2/metaopt/runs/c100base --run-name c1b-e3-s4
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 2.89 %, Test Accuracy: 5.18 %
Epoch 1, Train Accuracy: 7.50 %, Test Accuracy: 9.68 %
Epoch 2, Train Accuracy: 11.37 %, Test Accuracy: 12.81 %
Epoch 3, Train Accuracy: 14.36 %, Test Accuracy: 16.43 %
Epoch 4, Train Accuracy: 18.08 %, Test Accuracy: 21.65 %
Epoch 5, Train Accuracy: 23.59 %, Test Accuracy: 26.52 %
Epoch 6, Train Accuracy: 28.90 %, Test Accuracy: 31.16 %
Epoch 7, Train Accuracy: 33.62 %, Test Accuracy: 35.41 %
Epoch 8, Train Accuracy: 37.82 %, Test Accuracy: 38.62 %
Epoch 9, Train Accuracy: 41.29 %, Test Accuracy: 41.79 %
Epoch 10, Train Accuracy: 44.13 %, Test Accuracy: 43.22 %
Epoch 11, Train Accuracy: 46.36 %, Test Accuracy: 45.92 %
Epoch 12, Train Accuracy: 48.56 %, Test Accuracy: 48.66 %
Epoch 13, Train Accuracy: 51.30 %, Test Accuracy: 49.37 %
Epoch 14, Train Accuracy: 53.63 %, Test Accuracy: 51.12 %
Epoch 15, Train Accuracy: 55.40 %, Test Accuracy: 52.79 %
Epoch 16, Train Accuracy: 57.38 %, Test Accuracy: 54.15 %
Epoch 17, Train Accuracy: 59.02 %, Test Accuracy: 54.81 %
Epoch 18, Train Accuracy: 60.85 %, Test Accuracy: 57.29 %
Epoch 19, Train Accuracy: 62.61 %, Test Accuracy: 57.66 %
Epoch 20, Train Accuracy: 64.45 %, Test Accuracy: 58.11 %
Epoch 21, Train Accuracy: 65.74 %, Test Accuracy: 59.03 %
Epoch 22, Train Accuracy: 67.55 %, Test Accuracy: 60.33 %
Epoch 23, Train Accuracy: 68.91 %, Test Accuracy: 61.06 %
Epoch 24, Train Accuracy: 70.23 %, Test Accuracy: 60.86 %
Epoch 25, Train Accuracy: 71.28 %, Test Accuracy: 62.32 %
Epoch 26, Train Accuracy: 73.21 %, Test Accuracy: 62.29 %
Epoch 27, Train Accuracy: 74.09 %, Test Accuracy: 62.85 %
Epoch 28, Train Accuracy: 74.99 %, Test Accuracy: 63.35 %
Epoch 29, Train Accuracy: 76.21 %, Test Accuracy: 63.86 %
Epoch 30, Train Accuracy: 77.65 %, Test Accuracy: 63.75 %
Epoch 31, Train Accuracy: 78.23 %, Test Accuracy: 64.93 %
Epoch 32, Train Accuracy: 79.24 %, Test Accuracy: 64.30 %
Epoch 33, Train Accuracy: 80.00 %, Test Accuracy: 65.24 %
Epoch 34, Train Accuracy: 81.22 %, Test Accuracy: 65.22 %
Epoch 35, Train Accuracy: 81.90 %, Test Accuracy: 65.27 %
Epoch 36, Train Accuracy: 83.05 %, Test Accuracy: 65.25 %
Epoch 37, Train Accuracy: 83.65 %, Test Accuracy: 65.72 %
Epoch 38, Train Accuracy: 84.70 %, Test Accuracy: 66.53 %
Epoch 39, Train Accuracy: 85.11 %, Test Accuracy: 65.96 %
Epoch 40, Train Accuracy: 86.25 %, Test Accuracy: 67.14 %
Epoch 41, Train Accuracy: 86.91 %, Test Accuracy: 66.45 %
Epoch 42, Train Accuracy: 87.22 %, Test Accuracy: 66.56 %
Epoch 43, Train Accuracy: 88.20 %, Test Accuracy: 66.24 %
Epoch 44, Train Accuracy: 88.75 %, Test Accuracy: 66.07 %
Epoch 45, Train Accuracy: 89.17 %, Test Accuracy: 67.74 %
Epoch 46, Train Accuracy: 89.88 %, Test Accuracy: 67.34 %
Epoch 47, Train Accuracy: 90.29 %, Test Accuracy: 66.56 %
Epoch 48, Train Accuracy: 90.54 %, Test Accuracy: 67.23 %
Epoch 49, Train Accuracy: 91.36 %, Test Accuracy: 67.72 %
Epoch 50, Train Accuracy: 91.73 %, Test Accuracy: 67.80 %
Epoch 51, Train Accuracy: 92.26 %, Test Accuracy: 67.72 %
Epoch 52, Train Accuracy: 92.46 %, Test Accuracy: 67.68 %
Epoch 53, Train Accuracy: 92.73 %, Test Accuracy: 67.44 %
Epoch 54, Train Accuracy: 93.35 %, Test Accuracy: 68.48 %
Epoch 55, Train Accuracy: 93.75 %, Test Accuracy: 68.35 %
Epoch 56, Train Accuracy: 93.92 %, Test Accuracy: 67.70 %
Epoch 57, Train Accuracy: 94.33 %, Test Accuracy: 67.49 %
Epoch 58, Train Accuracy: 94.50 %, Test Accuracy: 67.56 %
Epoch 59, Train Accuracy: 94.96 %, Test Accuracy: 68.31 %
Epoch 60, Train Accuracy: 95.21 %, Test Accuracy: 68.33 %
Epoch 61, Train Accuracy: 95.48 %, Test Accuracy: 67.32 %
Epoch 62, Train Accuracy: 95.58 %, Test Accuracy: 68.97 %
Epoch 63, Train Accuracy: 95.73 %, Test Accuracy: 68.02 %
Epoch 64, Train Accuracy: 95.94 %, Test Accuracy: 67.93 %
Epoch 65, Train Accuracy: 96.23 %, Test Accuracy: 68.64 %
Epoch 66, Train Accuracy: 96.67 %, Test Accuracy: 68.70 %
Epoch 67, Train Accuracy: 96.69 %, Test Accuracy: 68.29 %
Epoch 68, Train Accuracy: 96.76 %, Test Accuracy: 68.68 %
Epoch 69, Train Accuracy: 96.96 %, Test Accuracy: 68.31 %
Epoch 70, Train Accuracy: 97.15 %, Test Accuracy: 68.40 %
Epoch 71, Train Accuracy: 97.24 %, Test Accuracy: 67.82 %
Epoch 72, Train Accuracy: 97.59 %, Test Accuracy: 68.30 %
Epoch 73, Train Accuracy: 97.25 %, Test Accuracy: 68.32 %
Epoch 74, Train Accuracy: 97.88 %, Test Accuracy: 68.35 %
Epoch 75, Train Accuracy: 97.68 %, Test Accuracy: 68.32 %
Epoch 76, Train Accuracy: 97.97 %, Test Accuracy: 68.98 %
Epoch 77, Train Accuracy: 97.98 %, Test Accuracy: 68.40 %
Epoch 78, Train Accuracy: 97.97 %, Test Accuracy: 69.03 %
Epoch 79, Train Accuracy: 97.97 %, Test Accuracy: 68.65 %
Epoch 80, Train Accuracy: 98.38 %, Test Accuracy: 68.81 %
Epoch 81, Train Accuracy: 98.37 %, Test Accuracy: 68.92 %
Epoch 82, Train Accuracy: 98.35 %, Test Accuracy: 68.74 %
Epoch 83, Train Accuracy: 98.57 %, Test Accuracy: 68.69 %
Epoch 84, Train Accuracy: 98.31 %, Test Accuracy: 68.51 %
Epoch 85, Train Accuracy: 98.55 %, Test Accuracy: 69.40 %
Epoch 86, Train Accuracy: 98.75 %, Test Accuracy: 69.02 %
Epoch 87, Train Accuracy: 98.58 %, Test Accuracy: 69.25 %
Epoch 88, Train Accuracy: 98.78 %, Test Accuracy: 69.10 %
Epoch 89, Train Accuracy: 99.00 %, Test Accuracy: 69.52 %
Epoch 90, Train Accuracy: 98.76 %, Test Accuracy: 68.62 %
Epoch 91, Train Accuracy: 98.87 %, Test Accuracy: 69.48 %
Epoch 92, Train Accuracy: 99.05 %, Test Accuracy: 69.35 %
Epoch 93, Train Accuracy: 99.11 %, Test Accuracy: 69.40 %
Epoch 94, Train Accuracy: 99.00 %, Test Accuracy: 69.26 %
Epoch 95, Train Accuracy: 99.08 %, Test Accuracy: 69.66 %
Epoch 96, Train Accuracy: 99.04 %, Test Accuracy: 69.21 %
Epoch 97, Train Accuracy: 99.06 %, Test Accuracy: 69.25 %
Epoch 98, Train Accuracy: 99.28 %, Test Accuracy: 69.34 %
Epoch 99, Train Accuracy: 99.26 %, Test Accuracy: 69.33 %
31  minutes
RUN_DONE
