NODE=[HOST_3c1b003035] | JOB=r10c-r0-s1 4684265 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --NN-name ResNet10 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 100 --stepsize-groups layerwise --seed 1 --save-directory cluster/Account2/metaopt/runs/r10c --run-name r10c-r0-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=additive LAM=na ETA_RATIO=0
NVIDIA GeForce RTX 2080 Ti, 11264 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 21.99 %, Test Accuracy: 28.97 %
Epoch 1, Train Accuracy: 33.64 %, Test Accuracy: 36.71 %
Epoch 2, Train Accuracy: 39.76 %, Test Accuracy: 41.34 %
Epoch 3, Train Accuracy: 44.20 %, Test Accuracy: 45.80 %
Epoch 4, Train Accuracy: 48.53 %, Test Accuracy: 49.58 %
Epoch 5, Train Accuracy: 52.23 %, Test Accuracy: 51.71 %
Epoch 6, Train Accuracy: 55.23 %, Test Accuracy: 53.27 %
Epoch 7, Train Accuracy: 58.14 %, Test Accuracy: 58.56 %
Epoch 8, Train Accuracy: 60.20 %, Test Accuracy: 60.39 %
Epoch 9, Train Accuracy: 62.49 %, Test Accuracy: 61.42 %
Epoch 10, Train Accuracy: 62.94 %, Test Accuracy: 61.31 %
Epoch 11, Train Accuracy: 65.52 %, Test Accuracy: 67.94 %
Epoch 12, Train Accuracy: 67.57 %, Test Accuracy: 67.21 %
Epoch 13, Train Accuracy: 68.66 %, Test Accuracy: 69.24 %
Epoch 14, Train Accuracy: 70.41 %, Test Accuracy: 71.19 %
Epoch 15, Train Accuracy: 71.77 %, Test Accuracy: 72.25 %
Epoch 16, Train Accuracy: 72.90 %, Test Accuracy: 73.35 %
Epoch 17, Train Accuracy: 74.04 %, Test Accuracy: 74.05 %
Epoch 18, Train Accuracy: 75.14 %, Test Accuracy: 74.46 %
Epoch 19, Train Accuracy: 76.12 %, Test Accuracy: 76.24 %
Epoch 20, Train Accuracy: 76.58 %, Test Accuracy: 76.23 %
Epoch 21, Train Accuracy: 77.15 %, Test Accuracy: 77.15 %
Epoch 22, Train Accuracy: 77.71 %, Test Accuracy: 77.85 %
Epoch 23, Train Accuracy: 78.25 %, Test Accuracy: 77.34 %
Epoch 24, Train Accuracy: 78.87 %, Test Accuracy: 79.26 %
Epoch 25, Train Accuracy: 79.13 %, Test Accuracy: 78.91 %
Epoch 26, Train Accuracy: 79.54 %, Test Accuracy: 79.38 %
Epoch 27, Train Accuracy: 79.76 %, Test Accuracy: 78.98 %
Epoch 28, Train Accuracy: 79.98 %, Test Accuracy: 79.72 %
Epoch 29, Train Accuracy: 80.41 %, Test Accuracy: 80.41 %
Epoch 30, Train Accuracy: 80.59 %, Test Accuracy: 79.75 %
Epoch 31, Train Accuracy: 80.71 %, Test Accuracy: 80.18 %
Epoch 32, Train Accuracy: 80.91 %, Test Accuracy: 80.07 %
Epoch 33, Train Accuracy: 81.03 %, Test Accuracy: 80.42 %
Epoch 34, Train Accuracy: 81.23 %, Test Accuracy: 80.59 %
Epoch 35, Train Accuracy: 81.30 %, Test Accuracy: 80.38 %
Epoch 36, Train Accuracy: 81.42 %, Test Accuracy: 80.42 %
Epoch 37, Train Accuracy: 81.55 %, Test Accuracy: 80.55 %
Epoch 38, Train Accuracy: 81.61 %, Test Accuracy: 80.35 %
Epoch 39, Train Accuracy: 81.79 %, Test Accuracy: 80.41 %
Epoch 40, Train Accuracy: 81.96 %, Test Accuracy: 80.82 %
Epoch 41, Train Accuracy: 81.89 %, Test Accuracy: 81.23 %
Epoch 42, Train Accuracy: 82.08 %, Test Accuracy: 80.70 %
Epoch 43, Train Accuracy: 82.23 %, Test Accuracy: 81.35 %
Epoch 44, Train Accuracy: 82.28 %, Test Accuracy: 80.74 %
Epoch 45, Train Accuracy: 82.27 %, Test Accuracy: 81.56 %
Epoch 46, Train Accuracy: 82.51 %, Test Accuracy: 81.12 %
Epoch 47, Train Accuracy: 82.55 %, Test Accuracy: 81.39 %
Epoch 48, Train Accuracy: 82.54 %, Test Accuracy: 81.20 %
Epoch 49, Train Accuracy: 82.62 %, Test Accuracy: 81.91 %
Epoch 50, Train Accuracy: 82.79 %, Test Accuracy: 81.63 %
Epoch 51, Train Accuracy: 82.71 %, Test Accuracy: 81.34 %
Epoch 52, Train Accuracy: 82.81 %, Test Accuracy: 81.51 %
Epoch 53, Train Accuracy: 82.86 %, Test Accuracy: 81.29 %
Epoch 54, Train Accuracy: 82.88 %, Test Accuracy: 81.63 %
Epoch 55, Train Accuracy: 82.98 %, Test Accuracy: 81.10 %
Epoch 56, Train Accuracy: 83.04 %, Test Accuracy: 81.91 %
Epoch 57, Train Accuracy: 83.03 %, Test Accuracy: 82.06 %
Epoch 58, Train Accuracy: 83.07 %, Test Accuracy: 81.54 %
Epoch 59, Train Accuracy: 83.32 %, Test Accuracy: 81.85 %
Epoch 60, Train Accuracy: 83.43 %, Test Accuracy: 81.99 %
Epoch 61, Train Accuracy: 83.31 %, Test Accuracy: 81.91 %
Epoch 62, Train Accuracy: 83.30 %, Test Accuracy: 81.98 %
Epoch 63, Train Accuracy: 83.45 %, Test Accuracy: 81.98 %
Epoch 64, Train Accuracy: 83.50 %, Test Accuracy: 81.85 %
Epoch 65, Train Accuracy: 83.45 %, Test Accuracy: 82.14 %
Epoch 66, Train Accuracy: 83.62 %, Test Accuracy: 82.17 %
Epoch 67, Train Accuracy: 83.64 %, Test Accuracy: 81.84 %
Epoch 68, Train Accuracy: 83.62 %, Test Accuracy: 82.10 %
Epoch 69, Train Accuracy: 83.58 %, Test Accuracy: 81.92 %
Epoch 70, Train Accuracy: 83.68 %, Test Accuracy: 81.71 %
Epoch 71, Train Accuracy: 83.68 %, Test Accuracy: 82.23 %
Epoch 72, Train Accuracy: 83.98 %, Test Accuracy: 82.28 %
Epoch 73, Train Accuracy: 83.82 %, Test Accuracy: 82.34 %
Epoch 74, Train Accuracy: 83.79 %, Test Accuracy: 81.87 %
Epoch 75, Train Accuracy: 83.85 %, Test Accuracy: 82.08 %
Epoch 76, Train Accuracy: 83.78 %, Test Accuracy: 82.08 %
Epoch 77, Train Accuracy: 83.96 %, Test Accuracy: 82.34 %
Epoch 78, Train Accuracy: 84.08 %, Test Accuracy: 82.40 %
Epoch 79, Train Accuracy: 84.14 %, Test Accuracy: 82.43 %
Epoch 80, Train Accuracy: 84.00 %, Test Accuracy: 82.04 %
Epoch 81, Train Accuracy: 84.06 %, Test Accuracy: 82.12 %
Epoch 82, Train Accuracy: 84.16 %, Test Accuracy: 82.47 %
Epoch 83, Train Accuracy: 84.25 %, Test Accuracy: 82.68 %
Epoch 84, Train Accuracy: 84.25 %, Test Accuracy: 81.91 %
Epoch 85, Train Accuracy: 84.03 %, Test Accuracy: 82.41 %
