NODE=[HOST_f0845cc956] | JOB=cdn1-lr03-s1 4920424 | AUGMENT=1
ARGS: --optimizer SGD --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --num-epochs 100 --alpha0 0.3 --seed 1 --save-directory cluster/Account2/metaopt/runs/cdn1 --run-name cdn1-lr03-s1
ENV: AUGMENT=1 BETA_CLIP=none HIER=none LAM=na ETA_RATIO=na COS_TOTAL=50000 COS_WARMUP=1000 SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=0 PROBE_DIR=none EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB
Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 9.25 %, Test Accuracy: 12.80 %
Epoch 1, Train Accuracy: 18.66 %, Test Accuracy: 19.82 %
Epoch 2, Train Accuracy: 27.69 %, Test Accuracy: 26.87 %
Epoch 3, Train Accuracy: 33.86 %, Test Accuracy: 30.74 %
Epoch 4, Train Accuracy: 38.23 %, Test Accuracy: 30.02 %
Epoch 5, Train Accuracy: 40.39 %, Test Accuracy: 33.87 %
Epoch 6, Train Accuracy: 41.95 %, Test Accuracy: 38.06 %
Epoch 7, Train Accuracy: 43.40 %, Test Accuracy: 34.33 %
Epoch 8, Train Accuracy: 44.35 %, Test Accuracy: 41.82 %
Epoch 9, Train Accuracy: 44.40 %, Test Accuracy: 36.69 %
Epoch 10, Train Accuracy: 45.52 %, Test Accuracy: 40.73 %
Epoch 11, Train Accuracy: 46.05 %, Test Accuracy: 38.94 %
Epoch 12, Train Accuracy: 46.20 %, Test Accuracy: 44.14 %
Epoch 13, Train Accuracy: 46.27 %, Test Accuracy: 34.78 %
Epoch 14, Train Accuracy: 46.82 %, Test Accuracy: 43.49 %
Epoch 15, Train Accuracy: 47.15 %, Test Accuracy: 30.60 %
Epoch 16, Train Accuracy: 47.58 %, Test Accuracy: 39.32 %
Epoch 17, Train Accuracy: 47.71 %, Test Accuracy: 37.06 %
Epoch 18, Train Accuracy: 48.05 %, Test Accuracy: 34.71 %
Epoch 19, Train Accuracy: 48.22 %, Test Accuracy: 33.22 %
Epoch 20, Train Accuracy: 48.21 %, Test Accuracy: 38.92 %
Epoch 21, Train Accuracy: 49.01 %, Test Accuracy: 41.71 %
Epoch 22, Train Accuracy: 49.34 %, Test Accuracy: 39.36 %
Epoch 23, Train Accuracy: 49.11 %, Test Accuracy: 38.20 %
Epoch 24, Train Accuracy: 49.84 %, Test Accuracy: 39.12 %
Epoch 25, Train Accuracy: 49.83 %, Test Accuracy: 37.00 %
Epoch 26, Train Accuracy: 50.31 %, Test Accuracy: 39.85 %
Epoch 27, Train Accuracy: 50.22 %, Test Accuracy: 42.27 %
Epoch 28, Train Accuracy: 50.59 %, Test Accuracy: 40.17 %
Epoch 29, Train Accuracy: 51.18 %, Test Accuracy: 46.66 %
Epoch 30, Train Accuracy: 51.17 %, Test Accuracy: 43.42 %
Epoch 31, Train Accuracy: 51.35 %, Test Accuracy: 29.83 %
Epoch 32, Train Accuracy: 51.72 %, Test Accuracy: 43.37 %
Epoch 33, Train Accuracy: 52.41 %, Test Accuracy: 36.99 %
Epoch 34, Train Accuracy: 52.30 %, Test Accuracy: 39.59 %
Epoch 35, Train Accuracy: 52.72 %, Test Accuracy: 44.32 %
Epoch 36, Train Accuracy: 53.42 %, Test Accuracy: 42.69 %
Epoch 37, Train Accuracy: 53.55 %, Test Accuracy: 43.90 %
Epoch 38, Train Accuracy: 53.84 %, Test Accuracy: 44.34 %
Epoch 39, Train Accuracy: 54.52 %, Test Accuracy: 42.43 %
Epoch 40, Train Accuracy: 54.51 %, Test Accuracy: 44.93 %
Epoch 41, Train Accuracy: 54.90 %, Test Accuracy: 46.00 %
Epoch 42, Train Accuracy: 55.30 %, Test Accuracy: 46.56 %
Epoch 43, Train Accuracy: 55.24 %, Test Accuracy: 45.08 %
Epoch 44, Train Accuracy: 56.41 %, Test Accuracy: 50.25 %
Epoch 45, Train Accuracy: 56.40 %, Test Accuracy: 44.43 %
Epoch 46, Train Accuracy: 57.01 %, Test Accuracy: 47.84 %
Epoch 47, Train Accuracy: 57.77 %, Test Accuracy: 46.02 %
Epoch 48, Train Accuracy: 57.85 %, Test Accuracy: 47.74 %
Epoch 49, Train Accuracy: 58.18 %, Test Accuracy: 52.81 %
Epoch 50, Train Accuracy: 58.78 %, Test Accuracy: 48.49 %
Epoch 51, Train Accuracy: 59.23 %, Test Accuracy: 50.68 %
Epoch 52, Train Accuracy: 59.71 %, Test Accuracy: 49.66 %
Epoch 53, Train Accuracy: 60.42 %, Test Accuracy: 51.84 %
Epoch 54, Train Accuracy: 60.96 %, Test Accuracy: 51.88 %
Epoch 55, Train Accuracy: 61.40 %, Test Accuracy: 53.89 %
Epoch 56, Train Accuracy: 62.21 %, Test Accuracy: 55.31 %
Epoch 57, Train Accuracy: 62.72 %, Test Accuracy: 52.44 %
Epoch 58, Train Accuracy: 63.06 %, Test Accuracy: 56.55 %
Epoch 59, Train Accuracy: 63.72 %, Test Accuracy: 55.78 %
Epoch 60, Train Accuracy: 64.68 %, Test Accuracy: 56.25 %
Epoch 61, Train Accuracy: 65.23 %, Test Accuracy: 57.57 %
Epoch 62, Train Accuracy: 65.74 %, Test Accuracy: 59.65 %
Epoch 63, Train Accuracy: 66.44 %, Test Accuracy: 57.12 %
Epoch 64, Train Accuracy: 66.99 %, Test Accuracy: 56.45 %
Epoch 65, Train Accuracy: 67.80 %, Test Accuracy: 59.50 %
Epoch 66, Train Accuracy: 68.33 %, Test Accuracy: 61.76 %
Epoch 67, Train Accuracy: 69.53 %, Test Accuracy: 62.24 %
Epoch 68, Train Accuracy: 70.33 %, Test Accuracy: 61.78 %
Epoch 69, Train Accuracy: 71.24 %, Test Accuracy: 61.57 %
Epoch 70, Train Accuracy: 72.09 %, Test Accuracy: 63.17 %
Epoch 71, Train Accuracy: 73.16 %, Test Accuracy: 61.90 %
Epoch 72, Train Accuracy: 73.91 %, Test Accuracy: 62.85 %
Epoch 73, Train Accuracy: 75.15 %, Test Accuracy: 64.96 %
Epoch 74, Train Accuracy: 76.55 %, Test Accuracy: 65.21 %
Epoch 75, Train Accuracy: 77.13 %, Test Accuracy: 64.98 %
Epoch 76, Train Accuracy: 78.31 %, Test Accuracy: 66.47 %
Epoch 77, Train Accuracy: 79.90 %, Test Accuracy: 65.96 %
Epoch 78, Train Accuracy: 81.16 %, Test Accuracy: 66.90 %
Epoch 79, Train Accuracy: 82.64 %, Test Accuracy: 66.25 %
Epoch 80, Train Accuracy: 83.97 %, Test Accuracy: 68.73 %
Epoch 81, Train Accuracy: 85.76 %, Test Accuracy: 69.94 %
Epoch 82, Train Accuracy: 87.30 %, Test Accuracy: 69.42 %
Epoch 83, Train Accuracy: 89.01 %, Test Accuracy: 71.25 %
Epoch 84, Train Accuracy: 90.78 %, Test Accuracy: 72.12 %
Epoch 85, Train Accuracy: 92.63 %, Test Accuracy: 72.32 %
Epoch 86, Train Accuracy: 93.81 %, Test Accuracy: 72.81 %
Epoch 87, Train Accuracy: 95.49 %, Test Accuracy: 73.44 %
Epoch 88, Train Accuracy: 96.58 %, Test Accuracy: 74.57 %
Epoch 89, Train Accuracy: 97.77 %, Test Accuracy: 75.10 %
Epoch 90, Train Accuracy: 98.37 %, Test Accuracy: 75.48 %
Epoch 91, Train Accuracy: 98.89 %, Test Accuracy: 76.00 %
Epoch 92, Train Accuracy: 99.21 %, Test Accuracy: 76.28 %
Epoch 93, Train Accuracy: 99.32 %, Test Accuracy: 76.38 %
Epoch 94, Train Accuracy: 99.46 %, Test Accuracy: 76.39 %
Epoch 95, Train Accuracy: 99.62 %, Test Accuracy: 76.56 %
Epoch 96, Train Accuracy: 99.64 %, Test Accuracy: 76.58 %
Epoch 97, Train Accuracy: 99.67 %, Test Accuracy: 76.43 %
Epoch 98, Train Accuracy: 99.67 %, Test Accuracy: 76.55 %
Epoch 99, Train Accuracy: 99.72 %, Test Accuracy: 76.68 %
29  minutes
RUN_DONE
