NODE=[HOST_8d6ba568b8] | JOB=r34f-r0015-s0 4685608 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --NN-name ResNet34 --stepsize-groups layerwise --seed 0 --save-directory cluster/Account2/metaopt/runs/r34f --run-name r34f-r0015-s0
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=additive LAM=na ETA_RATIO=0.015
NVIDIA GeForce RTX 2080 Ti, 11264 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 10.00 %, Test Accuracy: 9.99 %
Epoch 1, Train Accuracy: 10.00 %, Test Accuracy: 10.00 %
Epoch 2, Train Accuracy: 9.99 %, Test Accuracy: 9.95 %
Epoch 3, Train Accuracy: 9.97 %, Test Accuracy: 9.90 %
Epoch 4, Train Accuracy: 10.05 %, Test Accuracy: 10.18 %
Epoch 5, Train Accuracy: 10.53 %, Test Accuracy: 11.23 %
Epoch 6, Train Accuracy: 12.53 %, Test Accuracy: 13.59 %
Epoch 7, Train Accuracy: 14.22 %, Test Accuracy: 14.98 %
Epoch 8, Train Accuracy: 15.51 %, Test Accuracy: 15.97 %
Epoch 9, Train Accuracy: 17.11 %, Test Accuracy: 17.77 %
Epoch 10, Train Accuracy: 18.99 %, Test Accuracy: 20.44 %
Epoch 11, Train Accuracy: 21.56 %, Test Accuracy: 24.20 %
Epoch 12, Train Accuracy: 25.38 %, Test Accuracy: 27.96 %
Epoch 13, Train Accuracy: 28.66 %, Test Accuracy: 32.53 %
Epoch 14, Train Accuracy: 32.34 %, Test Accuracy: 35.70 %
Epoch 15, Train Accuracy: 35.85 %, Test Accuracy: 39.05 %
Epoch 16, Train Accuracy: 39.20 %, Test Accuracy: 42.71 %
Epoch 17, Train Accuracy: 43.23 %, Test Accuracy: 46.91 %
Epoch 18, Train Accuracy: 47.84 %, Test Accuracy: 50.97 %
Epoch 19, Train Accuracy: 53.19 %, Test Accuracy: 55.51 %
Epoch 20, Train Accuracy: 58.43 %, Test Accuracy: 60.86 %
Epoch 21, Train Accuracy: 63.74 %, Test Accuracy: 67.47 %
Epoch 22, Train Accuracy: 68.92 %, Test Accuracy: 71.39 %
Epoch 23, Train Accuracy: 72.68 %, Test Accuracy: 73.44 %
Epoch 24, Train Accuracy: 76.30 %, Test Accuracy: 77.32 %
Epoch 25, Train Accuracy: 78.72 %, Test Accuracy: 79.07 %
Epoch 26, Train Accuracy: 80.34 %, Test Accuracy: 80.39 %
Epoch 27, Train Accuracy: 81.76 %, Test Accuracy: 81.70 %
Epoch 28, Train Accuracy: 83.18 %, Test Accuracy: 81.59 %
Epoch 29, Train Accuracy: 83.90 %, Test Accuracy: 83.17 %
Epoch 30, Train Accuracy: 84.70 %, Test Accuracy: 82.57 %
Epoch 31, Train Accuracy: 85.20 %, Test Accuracy: 83.93 %
Epoch 32, Train Accuracy: 85.61 %, Test Accuracy: 83.07 %
Epoch 33, Train Accuracy: 86.13 %, Test Accuracy: 83.94 %
Epoch 34, Train Accuracy: 86.42 %, Test Accuracy: 83.84 %
Epoch 35, Train Accuracy: 86.91 %, Test Accuracy: 79.66 %
Epoch 36, Train Accuracy: 87.06 %, Test Accuracy: 84.50 %
Epoch 37, Train Accuracy: 87.18 %, Test Accuracy: 84.19 %
Epoch 38, Train Accuracy: 87.81 %, Test Accuracy: 85.81 %
Epoch 39, Train Accuracy: 88.49 %, Test Accuracy: 87.00 %
Epoch 40, Train Accuracy: 88.86 %, Test Accuracy: 85.14 %
Epoch 41, Train Accuracy: 88.74 %, Test Accuracy: 87.10 %
Epoch 42, Train Accuracy: 89.23 %, Test Accuracy: 87.26 %
Epoch 43, Train Accuracy: 89.61 %, Test Accuracy: 88.16 %
Epoch 44, Train Accuracy: 89.90 %, Test Accuracy: 88.11 %
Epoch 45, Train Accuracy: 90.61 %, Test Accuracy: 86.62 %
Epoch 46, Train Accuracy: 91.03 %, Test Accuracy: 88.73 %
Epoch 47, Train Accuracy: 91.52 %, Test Accuracy: 88.90 %
Epoch 48, Train Accuracy: 91.61 %, Test Accuracy: 86.97 %
Epoch 49, Train Accuracy: 92.40 %, Test Accuracy: 90.04 %
Epoch 50, Train Accuracy: 92.88 %, Test Accuracy: 89.87 %
Epoch 51, Train Accuracy: 94.33 %, Test Accuracy: 91.28 %
Epoch 52, Train Accuracy: 95.36 %, Test Accuracy: 92.03 %
Epoch 53, Train Accuracy: 96.36 %, Test Accuracy: 92.68 %
Epoch 54, Train Accuracy: 96.75 %, Test Accuracy: 92.78 %
Epoch 55, Train Accuracy: 97.43 %, Test Accuracy: 93.25 %
Epoch 56, Train Accuracy: 97.80 %, Test Accuracy: 93.44 %
Epoch 57, Train Accuracy: 98.11 %, Test Accuracy: 93.64 %
Epoch 58, Train Accuracy: 98.36 %, Test Accuracy: 93.90 %
Epoch 59, Train Accuracy: 98.48 %, Test Accuracy: 93.83 %
Epoch 60, Train Accuracy: 98.55 %, Test Accuracy: 93.84 %
Epoch 61, Train Accuracy: 98.67 %, Test Accuracy: 93.96 %
Epoch 62, Train Accuracy: 98.67 %, Test Accuracy: 94.03 %
Epoch 63, Train Accuracy: 98.69 %, Test Accuracy: 93.96 %
Epoch 64, Train Accuracy: 98.88 %, Test Accuracy: 94.15 %
Epoch 65, Train Accuracy: 98.85 %, Test Accuracy: 94.09 %
Epoch 66, Train Accuracy: 98.89 %, Test Accuracy: 94.03 %
Epoch 67, Train Accuracy: 99.04 %, Test Accuracy: 94.01 %
Epoch 68, Train Accuracy: 99.00 %, Test Accuracy: 93.82 %
Epoch 69, Train Accuracy: 98.99 %, Test Accuracy: 93.95 %
Epoch 70, Train Accuracy: 99.03 %, Test Accuracy: 93.99 %
Epoch 71, Train Accuracy: 99.09 %, Test Accuracy: 93.87 %
Epoch 72, Train Accuracy: 99.07 %, Test Accuracy: 93.90 %
Epoch 73, Train Accuracy: 99.06 %, Test Accuracy: 93.96 %
Epoch 74, Train Accuracy: 99.10 %, Test Accuracy: 93.90 %
Epoch 75, Train Accuracy: 99.12 %, Test Accuracy: 93.94 %
Epoch 76, Train Accuracy: 99.18 %, Test Accuracy: 94.14 %
Epoch 77, Train Accuracy: 99.14 %, Test Accuracy: 93.86 %
Epoch 78, Train Accuracy: 99.16 %, Test Accuracy: 93.83 %
Epoch 79, Train Accuracy: 99.20 %, Test Accuracy: 93.82 %
Epoch 80, Train Accuracy: 99.17 %, Test Accuracy: 93.72 %
