NODE=[HOST_2f2f29d9e1] | JOB=cs-r34-scal-s0 4683772
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet34_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 100 --stepsize-groups scalar --seed 0 --save-directory cluster/Account1/metaopt/runs/cs100 --run-name cs-r34-scal-s0
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 2.53 %, Test Accuracy: 4.76 %
Epoch 1, Train Accuracy: 7.05 %, Test Accuracy: 9.70 %
Epoch 2, Train Accuracy: 10.87 %, Test Accuracy: 12.35 %
Epoch 3, Train Accuracy: 14.09 %, Test Accuracy: 15.86 %
Epoch 4, Train Accuracy: 17.46 %, Test Accuracy: 19.62 %
Epoch 5, Train Accuracy: 20.71 %, Test Accuracy: 22.44 %
Epoch 6, Train Accuracy: 23.21 %, Test Accuracy: 24.81 %
Epoch 7, Train Accuracy: 25.49 %, Test Accuracy: 26.97 %
Epoch 8, Train Accuracy: 27.04 %, Test Accuracy: 27.68 %
Epoch 9, Train Accuracy: 28.31 %, Test Accuracy: 28.65 %
Epoch 10, Train Accuracy: 29.15 %, Test Accuracy: 29.36 %
Epoch 11, Train Accuracy: 29.76 %, Test Accuracy: 29.64 %
Epoch 12, Train Accuracy: 30.23 %, Test Accuracy: 29.71 %
Epoch 13, Train Accuracy: 30.24 %, Test Accuracy: 29.92 %
Epoch 14, Train Accuracy: 30.45 %, Test Accuracy: 29.91 %
Epoch 15, Train Accuracy: 30.58 %, Test Accuracy: 30.17 %
Epoch 16, Train Accuracy: 30.60 %, Test Accuracy: 30.16 %
Epoch 17, Train Accuracy: 30.87 %, Test Accuracy: 30.09 %
Epoch 18, Train Accuracy: 30.75 %, Test Accuracy: 30.14 %
Epoch 19, Train Accuracy: 30.62 %, Test Accuracy: 30.09 %
Epoch 20, Train Accuracy: 30.78 %, Test Accuracy: 30.10 %
Epoch 21, Train Accuracy: 30.58 %, Test Accuracy: 30.19 %
Epoch 22, Train Accuracy: 30.57 %, Test Accuracy: 29.95 %
Epoch 23, Train Accuracy: 30.45 %, Test Accuracy: 30.10 %
Epoch 24, Train Accuracy: 30.68 %, Test Accuracy: 30.21 %
Epoch 25, Train Accuracy: 30.83 %, Test Accuracy: 30.04 %
Epoch 26, Train Accuracy: 30.69 %, Test Accuracy: 30.19 %
Epoch 27, Train Accuracy: 30.92 %, Test Accuracy: 30.07 %
Epoch 28, Train Accuracy: 30.69 %, Test Accuracy: 30.04 %
Epoch 29, Train Accuracy: 30.68 %, Test Accuracy: 30.11 %
Epoch 30, Train Accuracy: 30.64 %, Test Accuracy: 30.19 %
Epoch 31, Train Accuracy: 30.78 %, Test Accuracy: 30.05 %
Epoch 32, Train Accuracy: 30.88 %, Test Accuracy: 30.29 %
Epoch 33, Train Accuracy: 30.62 %, Test Accuracy: 29.99 %
Epoch 34, Train Accuracy: 30.77 %, Test Accuracy: 30.18 %
Epoch 35, Train Accuracy: 30.79 %, Test Accuracy: 30.13 %
Epoch 36, Train Accuracy: 30.77 %, Test Accuracy: 29.93 %
Epoch 37, Train Accuracy: 30.69 %, Test Accuracy: 30.08 %
