NODE=[HOST_03eb56b6d1] | JOB=sc-ResNet18-blk6-s2 4683095
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --NN-name ResNet18 --stepsize-groups resnet18_blocks --seed 2 --save-directory cluster/Account1/metaopt/runs/sc --run-name sc-ResNet18-blk6-s2
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 10.03 %, Test Accuracy: 10.18 %
Epoch 1, Train Accuracy: 9.97 %, Test Accuracy: 10.26 %
Epoch 2, Train Accuracy: 10.12 %, Test Accuracy: 10.34 %
Epoch 3, Train Accuracy: 10.11 %, Test Accuracy: 10.58 %
Epoch 4, Train Accuracy: 10.78 %, Test Accuracy: 10.70 %
Epoch 5, Train Accuracy: 11.66 %, Test Accuracy: 11.99 %
Epoch 6, Train Accuracy: 13.58 %, Test Accuracy: 14.36 %
Epoch 7, Train Accuracy: 15.79 %, Test Accuracy: 17.39 %
Epoch 8, Train Accuracy: 18.74 %, Test Accuracy: 20.73 %
Epoch 9, Train Accuracy: 22.31 %, Test Accuracy: 23.29 %
Epoch 10, Train Accuracy: 25.47 %, Test Accuracy: 26.91 %
Epoch 11, Train Accuracy: 29.27 %, Test Accuracy: 31.99 %
Epoch 12, Train Accuracy: 34.13 %, Test Accuracy: 37.31 %
Epoch 13, Train Accuracy: 38.83 %, Test Accuracy: 41.76 %
Epoch 14, Train Accuracy: 43.68 %, Test Accuracy: 47.54 %
Epoch 15, Train Accuracy: 49.32 %, Test Accuracy: 51.56 %
Epoch 16, Train Accuracy: 54.85 %, Test Accuracy: 56.89 %
Epoch 17, Train Accuracy: 60.70 %, Test Accuracy: 63.26 %
Epoch 18, Train Accuracy: 66.18 %, Test Accuracy: 66.54 %
Epoch 19, Train Accuracy: 69.80 %, Test Accuracy: 68.95 %
Epoch 20, Train Accuracy: 73.21 %, Test Accuracy: 75.04 %
Epoch 21, Train Accuracy: 76.49 %, Test Accuracy: 76.05 %
Epoch 22, Train Accuracy: 78.30 %, Test Accuracy: 78.21 %
Epoch 23, Train Accuracy: 80.31 %, Test Accuracy: 79.95 %
Epoch 24, Train Accuracy: 81.74 %, Test Accuracy: 81.58 %
Epoch 25, Train Accuracy: 83.23 %, Test Accuracy: 81.85 %
Epoch 26, Train Accuracy: 84.31 %, Test Accuracy: 81.93 %
Epoch 27, Train Accuracy: 85.12 %, Test Accuracy: 82.66 %
Epoch 28, Train Accuracy: 86.40 %, Test Accuracy: 84.06 %
Epoch 29, Train Accuracy: 86.84 %, Test Accuracy: 85.50 %
Epoch 30, Train Accuracy: 87.93 %, Test Accuracy: 85.34 %
Epoch 31, Train Accuracy: 88.44 %, Test Accuracy: 86.39 %
Epoch 32, Train Accuracy: 89.30 %, Test Accuracy: 86.82 %
Epoch 33, Train Accuracy: 89.70 %, Test Accuracy: 86.85 %
Epoch 34, Train Accuracy: 90.41 %, Test Accuracy: 87.41 %
Epoch 35, Train Accuracy: 91.01 %, Test Accuracy: 88.33 %
Epoch 36, Train Accuracy: 91.45 %, Test Accuracy: 87.96 %
Epoch 37, Train Accuracy: 92.28 %, Test Accuracy: 88.16 %
Epoch 38, Train Accuracy: 92.64 %, Test Accuracy: 88.90 %
Epoch 39, Train Accuracy: 93.21 %, Test Accuracy: 89.26 %
Epoch 40, Train Accuracy: 93.61 %, Test Accuracy: 89.00 %
Epoch 41, Train Accuracy: 94.10 %, Test Accuracy: 89.16 %
Epoch 42, Train Accuracy: 94.43 %, Test Accuracy: 89.38 %
Epoch 43, Train Accuracy: 94.84 %, Test Accuracy: 90.43 %
Epoch 44, Train Accuracy: 95.27 %, Test Accuracy: 90.36 %
Epoch 45, Train Accuracy: 95.47 %, Test Accuracy: 90.55 %
Epoch 46, Train Accuracy: 95.82 %, Test Accuracy: 90.12 %
Epoch 47, Train Accuracy: 95.91 %, Test Accuracy: 89.73 %
Epoch 48, Train Accuracy: 96.14 %, Test Accuracy: 90.72 %
Epoch 49, Train Accuracy: 96.30 %, Test Accuracy: 90.09 %
Epoch 50, Train Accuracy: 96.37 %, Test Accuracy: 90.68 %
Epoch 51, Train Accuracy: 96.66 %, Test Accuracy: 90.59 %
Epoch 52, Train Accuracy: 96.75 %, Test Accuracy: 90.65 %
Epoch 53, Train Accuracy: 96.82 %, Test Accuracy: 90.46 %
Epoch 54, Train Accuracy: 96.89 %, Test Accuracy: 90.53 %
Epoch 55, Train Accuracy: 97.03 %, Test Accuracy: 90.98 %
Epoch 56, Train Accuracy: 97.14 %, Test Accuracy: 90.96 %
Epoch 57, Train Accuracy: 97.16 %, Test Accuracy: 91.13 %
Epoch 58, Train Accuracy: 97.23 %, Test Accuracy: 90.75 %
Epoch 59, Train Accuracy: 97.22 %, Test Accuracy: 91.01 %
Epoch 60, Train Accuracy: 97.44 %, Test Accuracy: 91.17 %
Epoch 61, Train Accuracy: 97.44 %, Test Accuracy: 90.38 %
Epoch 62, Train Accuracy: 97.38 %, Test Accuracy: 90.84 %
Epoch 63, Train Accuracy: 97.57 %, Test Accuracy: 90.97 %
