NODE=[HOST_e223b82d71] | JOB=g4m-r1-m1e4-s0 4885898
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-6 --num-epochs 100 --stepsize-groups layerwise --seed 0 --save-directory cluster/Account1/metaopt/runs/g4m --run-name g4m-r1-m1e4-s0
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=additive LAM=na ETA_RATIO=1 COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/g4m/probe_1_1e4_g4m_s0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 12.79 %, Test Accuracy: 12.84 %
Epoch 1, Train Accuracy: 12.71 %, Test Accuracy: 12.86 %
Epoch 2, Train Accuracy: 12.87 %, Test Accuracy: 12.96 %
Epoch 3, Train Accuracy: 13.10 %, Test Accuracy: 13.15 %
Epoch 4, Train Accuracy: 12.99 %, Test Accuracy: 13.08 %
Epoch 5, Train Accuracy: 13.10 %, Test Accuracy: 13.35 %
Epoch 6, Train Accuracy: 13.26 %, Test Accuracy: 13.13 %
Epoch 7, Train Accuracy: 13.35 %, Test Accuracy: 13.36 %
Epoch 8, Train Accuracy: 13.40 %, Test Accuracy: 13.36 %
Epoch 9, Train Accuracy: 13.50 %, Test Accuracy: 13.31 %
Epoch 10, Train Accuracy: 13.48 %, Test Accuracy: 13.33 %
Epoch 11, Train Accuracy: 13.71 %, Test Accuracy: 13.45 %
Epoch 12, Train Accuracy: 13.73 %, Test Accuracy: 13.57 %
Epoch 13, Train Accuracy: 13.97 %, Test Accuracy: 13.65 %
Epoch 14, Train Accuracy: 13.94 %, Test Accuracy: 13.69 %
Epoch 15, Train Accuracy: 14.10 %, Test Accuracy: 13.73 %
Epoch 16, Train Accuracy: 14.09 %, Test Accuracy: 13.88 %
Epoch 17, Train Accuracy: 14.43 %, Test Accuracy: 13.95 %
Epoch 18, Train Accuracy: 14.39 %, Test Accuracy: 14.01 %
