NODE=[HOST_e223b82d71] | JOB=g3b-k01W1-s171 5080804 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-3 --num-epochs 100 --stepsize-groups scalar --seed 171 --save-directory cluster/Account2/metaopt/runs/g3b --run-name g3b-k01W1-s171
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account2/metaopt/runs/g3b/probe_g3b-k01W1-s171 EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 2.60 %, Test Accuracy: 4.84 %
Epoch 1, Train Accuracy: 6.28 %, Test Accuracy: 7.82 %
Epoch 2, Train Accuracy: 9.07 %, Test Accuracy: 9.92 %
Epoch 3, Train Accuracy: 10.69 %, Test Accuracy: 11.35 %
Epoch 4, Train Accuracy: 11.76 %, Test Accuracy: 12.75 %
Epoch 5, Train Accuracy: 12.93 %, Test Accuracy: 13.60 %
Epoch 6, Train Accuracy: 13.88 %, Test Accuracy: 14.17 %
Epoch 7, Train Accuracy: 14.59 %, Test Accuracy: 15.31 %
Epoch 8, Train Accuracy: 15.47 %, Test Accuracy: 15.36 %
Epoch 9, Train Accuracy: 16.10 %, Test Accuracy: 16.56 %
Epoch 10, Train Accuracy: 16.95 %, Test Accuracy: 17.32 %
Epoch 11, Train Accuracy: 17.68 %, Test Accuracy: 18.25 %
Epoch 12, Train Accuracy: 18.56 %, Test Accuracy: 19.74 %
Epoch 13, Train Accuracy: 19.59 %, Test Accuracy: 20.03 %
Epoch 14, Train Accuracy: 20.22 %, Test Accuracy: 20.84 %
Epoch 15, Train Accuracy: 21.09 %, Test Accuracy: 21.86 %
Epoch 16, Train Accuracy: 21.93 %, Test Accuracy: 22.51 %
Epoch 17, Train Accuracy: 22.39 %, Test Accuracy: 23.35 %
Epoch 18, Train Accuracy: 23.16 %, Test Accuracy: 23.41 %
Epoch 19, Train Accuracy: 23.87 %, Test Accuracy: 23.93 %
Epoch 20, Train Accuracy: 24.47 %, Test Accuracy: 24.50 %
Epoch 21, Train Accuracy: 25.43 %, Test Accuracy: 24.21 %
Epoch 22, Train Accuracy: 26.02 %, Test Accuracy: 25.40 %
Epoch 23, Train Accuracy: 26.20 %, Test Accuracy: 26.40 %
Epoch 24, Train Accuracy: 26.66 %, Test Accuracy: 27.17 %
Epoch 25, Train Accuracy: 27.34 %, Test Accuracy: 27.05 %
Epoch 26, Train Accuracy: 27.66 %, Test Accuracy: 27.53 %
Epoch 27, Train Accuracy: 28.02 %, Test Accuracy: 28.28 %
Epoch 28, Train Accuracy: 28.60 %, Test Accuracy: 28.27 %
Epoch 29, Train Accuracy: 29.10 %, Test Accuracy: 29.16 %
Epoch 30, Train Accuracy: 29.50 %, Test Accuracy: 29.25 %
Epoch 31, Train Accuracy: 29.90 %, Test Accuracy: 29.10 %
Epoch 32, Train Accuracy: 30.07 %, Test Accuracy: 30.02 %
Epoch 33, Train Accuracy: 30.37 %, Test Accuracy: 29.85 %
Epoch 34, Train Accuracy: 30.68 %, Test Accuracy: 29.81 %
Epoch 35, Train Accuracy: 31.19 %, Test Accuracy: 30.09 %
Epoch 36, Train Accuracy: 31.55 %, Test Accuracy: 30.73 %
Epoch 37, Train Accuracy: 31.46 %, Test Accuracy: 31.25 %
Epoch 38, Train Accuracy: 32.18 %, Test Accuracy: 31.00 %
Epoch 39, Train Accuracy: 32.25 %, Test Accuracy: 30.66 %
Epoch 40, Train Accuracy: 32.25 %, Test Accuracy: 31.03 %
Epoch 41, Train Accuracy: 32.67 %, Test Accuracy: 31.51 %
Epoch 42, Train Accuracy: 32.82 %, Test Accuracy: 31.80 %
Epoch 43, Train Accuracy: 33.14 %, Test Accuracy: 32.37 %
Epoch 44, Train Accuracy: 33.48 %, Test Accuracy: 32.22 %
Epoch 45, Train Accuracy: 33.45 %, Test Accuracy: 31.75 %
Epoch 46, Train Accuracy: 33.60 %, Test Accuracy: 32.25 %
Epoch 47, Train Accuracy: 33.84 %, Test Accuracy: 32.03 %
Epoch 48, Train Accuracy: 34.02 %, Test Accuracy: 32.70 %
Epoch 49, Train Accuracy: 34.31 %, Test Accuracy: 32.22 %
Epoch 50, Train Accuracy: 34.35 %, Test Accuracy: 33.04 %
Epoch 51, Train Accuracy: 34.37 %, Test Accuracy: 32.77 %
Epoch 52, Train Accuracy: 34.82 %, Test Accuracy: 33.07 %
Epoch 53, Train Accuracy: 35.06 %, Test Accuracy: 33.38 %
Epoch 54, Train Accuracy: 34.94 %, Test Accuracy: 33.74 %
Epoch 55, Train Accuracy: 35.07 %, Test Accuracy: 33.67 %
Epoch 56, Train Accuracy: 35.25 %, Test Accuracy: 33.41 %
Epoch 57, Train Accuracy: 35.42 %, Test Accuracy: 33.87 %
Epoch 58, Train Accuracy: 35.53 %, Test Accuracy: 33.63 %
Epoch 59, Train Accuracy: 35.60 %, Test Accuracy: 33.62 %
Epoch 60, Train Accuracy: 35.91 %, Test Accuracy: 33.77 %
Epoch 61, Train Accuracy: 35.72 %, Test Accuracy: 34.40 %
Epoch 62, Train Accuracy: 35.88 %, Test Accuracy: 33.97 %
Epoch 63, Train Accuracy: 35.96 %, Test Accuracy: 33.94 %
Epoch 64, Train Accuracy: 36.26 %, Test Accuracy: 34.00 %
Epoch 65, Train Accuracy: 36.40 %, Test Accuracy: 34.38 %
Epoch 66, Train Accuracy: 36.31 %, Test Accuracy: 34.26 %
Epoch 67, Train Accuracy: 36.40 %, Test Accuracy: 34.39 %
Epoch 68, Train Accuracy: 36.50 %, Test Accuracy: 34.11 %
Epoch 69, Train Accuracy: 36.49 %, Test Accuracy: 34.03 %
Epoch 70, Train Accuracy: 36.65 %, Test Accuracy: 34.52 %
Epoch 71, Train Accuracy: 36.77 %, Test Accuracy: 34.13 %
Epoch 72, Train Accuracy: 36.81 %, Test Accuracy: 34.40 %
Epoch 73, Train Accuracy: 36.92 %, Test Accuracy: 34.39 %
Epoch 74, Train Accuracy: 36.91 %, Test Accuracy: 34.15 %
Epoch 75, Train Accuracy: 37.11 %, Test Accuracy: 34.36 %
Epoch 76, Train Accuracy: 37.11 %, Test Accuracy: 34.40 %
Epoch 77, Train Accuracy: 37.21 %, Test Accuracy: 34.27 %
Epoch 78, Train Accuracy: 37.19 %, Test Accuracy: 34.47 %
Epoch 79, Train Accuracy: 37.27 %, Test Accuracy: 34.35 %
Epoch 80, Train Accuracy: 37.15 %, Test Accuracy: 34.43 %
Epoch 81, Train Accuracy: 37.19 %, Test Accuracy: 34.49 %
Epoch 82, Train Accuracy: 37.30 %, Test Accuracy: 34.40 %
Epoch 83, Train Accuracy: 37.57 %, Test Accuracy: 34.61 %
Epoch 84, Train Accuracy: 37.19 %, Test Accuracy: 34.82 %
Epoch 85, Train Accuracy: 37.44 %, Test Accuracy: 34.63 %
Epoch 86, Train Accuracy: 37.37 %, Test Accuracy: 34.70 %
Epoch 87, Train Accuracy: 37.45 %, Test Accuracy: 34.35 %
Epoch 88, Train Accuracy: 37.45 %, Test Accuracy: 34.79 %
Epoch 89, Train Accuracy: 37.48 %, Test Accuracy: 34.79 %
Epoch 90, Train Accuracy: 37.55 %, Test Accuracy: 34.90 %
Epoch 91, Train Accuracy: 37.56 %, Test Accuracy: 34.53 %
Epoch 92, Train Accuracy: 37.66 %, Test Accuracy: 34.57 %
Epoch 93, Train Accuracy: 37.62 %, Test Accuracy: 34.62 %
Epoch 94, Train Accuracy: 37.69 %, Test Accuracy: 34.54 %
Epoch 95, Train Accuracy: 37.79 %, Test Accuracy: 34.55 %
Epoch 96, Train Accuracy: 37.67 %, Test Accuracy: 34.92 %
Epoch 97, Train Accuracy: 37.80 %, Test Accuracy: 34.67 %
Epoch 98, Train Accuracy: 37.76 %, Test Accuracy: 34.86 %
Epoch 99, Train Accuracy: 37.83 %, Test Accuracy: 34.77 %
75  minutes
RUN_DONE
