NODE=[HOST_7b4dd78541] | JOB=g3-sgdmAdam-scal-s0 4679436
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Adam --normalizer-param-meta 0.999 --momentum-param-meta 0.9 --weight-decay-meta 0 --meta-stepsize 1e-3 --alpha0 1e-6 --gamma 1 --NN-name ResNet18 --dataset CIFAR10 --num-epochs 100 --batch-size 100 --max-time 999:00:00 --stepsize-groups scalar --seed 0 --save-directory cluster/Account1/metaopt/runs/gate3 --run-name g3_sgdmAdam_scal_s0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 


args_meta includes unnecessary attributes {'Lion_beta2'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 15.13 %, Test Accuracy: 22.67 %
Epoch 1, Train Accuracy: 34.43 %, Test Accuracy: 42.25 %
Epoch 2, Train Accuracy: 49.00 %, Test Accuracy: 54.31 %
Epoch 3, Train Accuracy: 59.09 %, Test Accuracy: 64.54 %
Epoch 4, Train Accuracy: 65.34 %, Test Accuracy: 67.36 %
Epoch 5, Train Accuracy: 69.10 %, Test Accuracy: 69.44 %
Epoch 6, Train Accuracy: 71.86 %, Test Accuracy: 73.42 %
Epoch 7, Train Accuracy: 74.06 %, Test Accuracy: 74.66 %
Epoch 8, Train Accuracy: 76.23 %, Test Accuracy: 77.64 %
Epoch 9, Train Accuracy: 77.94 %, Test Accuracy: 78.60 %
Epoch 10, Train Accuracy: 79.28 %, Test Accuracy: 78.59 %
Epoch 11, Train Accuracy: 80.35 %, Test Accuracy: 80.18 %
Epoch 12, Train Accuracy: 81.56 %, Test Accuracy: 80.67 %
Epoch 13, Train Accuracy: 82.49 %, Test Accuracy: 81.58 %
Epoch 14, Train Accuracy: 83.30 %, Test Accuracy: 82.18 %
Epoch 15, Train Accuracy: 84.12 %, Test Accuracy: 82.92 %
Epoch 16, Train Accuracy: 84.63 %, Test Accuracy: 83.03 %
Epoch 17, Train Accuracy: 84.88 %, Test Accuracy: 83.89 %
Epoch 18, Train Accuracy: 85.57 %, Test Accuracy: 84.10 %
Epoch 19, Train Accuracy: 86.08 %, Test Accuracy: 84.53 %
Epoch 20, Train Accuracy: 86.41 %, Test Accuracy: 84.07 %
Epoch 21, Train Accuracy: 86.70 %, Test Accuracy: 84.83 %
Epoch 22, Train Accuracy: 86.94 %, Test Accuracy: 84.87 %
Epoch 23, Train Accuracy: 87.37 %, Test Accuracy: 85.41 %
Epoch 24, Train Accuracy: 87.83 %, Test Accuracy: 85.05 %
Epoch 25, Train Accuracy: 87.80 %, Test Accuracy: 85.73 %
Epoch 26, Train Accuracy: 88.06 %, Test Accuracy: 85.88 %
Epoch 27, Train Accuracy: 88.26 %, Test Accuracy: 85.78 %
Epoch 28, Train Accuracy: 88.69 %, Test Accuracy: 86.06 %
Epoch 29, Train Accuracy: 88.82 %, Test Accuracy: 85.84 %
Epoch 30, Train Accuracy: 88.97 %, Test Accuracy: 86.16 %
Epoch 31, Train Accuracy: 89.29 %, Test Accuracy: 86.43 %
Epoch 32, Train Accuracy: 89.35 %, Test Accuracy: 86.73 %
Epoch 33, Train Accuracy: 89.57 %, Test Accuracy: 86.62 %
Epoch 34, Train Accuracy: 89.76 %, Test Accuracy: 86.82 %
Epoch 35, Train Accuracy: 89.94 %, Test Accuracy: 86.74 %
Epoch 36, Train Accuracy: 89.94 %, Test Accuracy: 86.66 %
Epoch 37, Train Accuracy: 90.20 %, Test Accuracy: 86.92 %
Epoch 38, Train Accuracy: 90.45 %, Test Accuracy: 87.16 %
Epoch 39, Train Accuracy: 90.30 %, Test Accuracy: 86.74 %
Epoch 40, Train Accuracy: 90.66 %, Test Accuracy: 87.04 %
Epoch 41, Train Accuracy: 90.62 %, Test Accuracy: 86.84 %
Epoch 42, Train Accuracy: 90.85 %, Test Accuracy: 87.00 %
Epoch 43, Train Accuracy: 91.03 %, Test Accuracy: 87.28 %
Epoch 44, Train Accuracy: 91.09 %, Test Accuracy: 87.53 %
Epoch 45, Train Accuracy: 91.15 %, Test Accuracy: 87.24 %
Epoch 46, Train Accuracy: 91.38 %, Test Accuracy: 87.36 %
Epoch 47, Train Accuracy: 91.25 %, Test Accuracy: 87.45 %
Epoch 48, Train Accuracy: 91.37 %, Test Accuracy: 87.04 %
Epoch 49, Train Accuracy: 91.54 %, Test Accuracy: 87.49 %
Epoch 50, Train Accuracy: 91.65 %, Test Accuracy: 87.57 %
Epoch 51, Train Accuracy: 91.80 %, Test Accuracy: 87.52 %
Epoch 52, Train Accuracy: 91.85 %, Test Accuracy: 87.76 %
Epoch 53, Train Accuracy: 92.02 %, Test Accuracy: 87.44 %
Epoch 54, Train Accuracy: 92.08 %, Test Accuracy: 88.03 %
Epoch 55, Train Accuracy: 92.09 %, Test Accuracy: 87.63 %
Epoch 56, Train Accuracy: 92.05 %, Test Accuracy: 87.68 %
Epoch 57, Train Accuracy: 92.53 %, Test Accuracy: 87.74 %
Epoch 58, Train Accuracy: 92.41 %, Test Accuracy: 87.73 %
Epoch 59, Train Accuracy: 92.22 %, Test Accuracy: 87.64 %
Epoch 60, Train Accuracy: 92.48 %, Test Accuracy: 87.87 %
Epoch 61, Train Accuracy: 92.58 %, Test Accuracy: 87.54 %
Epoch 62, Train Accuracy: 92.60 %, Test Accuracy: 87.69 %
Epoch 63, Train Accuracy: 92.58 %, Test Accuracy: 87.73 %
Epoch 64, Train Accuracy: 92.72 %, Test Accuracy: 88.06 %
Epoch 65, Train Accuracy: 92.82 %, Test Accuracy: 87.77 %
Epoch 66, Train Accuracy: 92.84 %, Test Accuracy: 87.77 %
Epoch 67, Train Accuracy: 92.91 %, Test Accuracy: 87.79 %
