NODE=[HOST_e8d809bd94] | JOB=cdn1-h2-s2 4920431 | AUGMENT=1
ARGS: --optimizer SGD --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --num-epochs 200 --alpha0 0.1 --seed 2 --save-directory cluster/Account2/metaopt/runs/cdn1 --run-name cdn1-h2-s2
ENV: AUGMENT=1 BETA_CLIP=none HIER=none LAM=na ETA_RATIO=na COS_TOTAL=100000 COS_WARMUP=1000 SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=0 PROBE_DIR=none EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB
Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 10.58 %, Test Accuracy: 15.25 %
Epoch 1, Train Accuracy: 21.94 %, Test Accuracy: 24.31 %
Epoch 2, Train Accuracy: 32.71 %, Test Accuracy: 35.27 %
Epoch 3, Train Accuracy: 41.40 %, Test Accuracy: 39.67 %
Epoch 4, Train Accuracy: 46.91 %, Test Accuracy: 42.18 %
Epoch 5, Train Accuracy: 50.20 %, Test Accuracy: 47.95 %
Epoch 6, Train Accuracy: 52.60 %, Test Accuracy: 46.00 %
Epoch 7, Train Accuracy: 54.36 %, Test Accuracy: 48.51 %
Epoch 8, Train Accuracy: 55.64 %, Test Accuracy: 50.76 %
Epoch 9, Train Accuracy: 56.65 %, Test Accuracy: 51.81 %
Epoch 10, Train Accuracy: 57.76 %, Test Accuracy: 52.43 %
Epoch 11, Train Accuracy: 58.55 %, Test Accuracy: 51.42 %
Epoch 12, Train Accuracy: 59.41 %, Test Accuracy: 51.01 %
Epoch 13, Train Accuracy: 60.06 %, Test Accuracy: 50.36 %
Epoch 14, Train Accuracy: 60.63 %, Test Accuracy: 47.74 %
Epoch 15, Train Accuracy: 61.01 %, Test Accuracy: 54.77 %
Epoch 16, Train Accuracy: 62.01 %, Test Accuracy: 52.60 %
Epoch 17, Train Accuracy: 61.89 %, Test Accuracy: 53.10 %
Epoch 18, Train Accuracy: 62.30 %, Test Accuracy: 50.98 %
Epoch 19, Train Accuracy: 62.76 %, Test Accuracy: 55.21 %
Epoch 20, Train Accuracy: 62.84 %, Test Accuracy: 52.36 %
Epoch 21, Train Accuracy: 63.54 %, Test Accuracy: 54.71 %
Epoch 22, Train Accuracy: 63.70 %, Test Accuracy: 57.81 %
Epoch 23, Train Accuracy: 63.74 %, Test Accuracy: 56.48 %
Epoch 24, Train Accuracy: 63.82 %, Test Accuracy: 54.33 %
Epoch 25, Train Accuracy: 64.41 %, Test Accuracy: 51.75 %
Epoch 26, Train Accuracy: 64.17 %, Test Accuracy: 56.40 %
Epoch 27, Train Accuracy: 64.81 %, Test Accuracy: 55.23 %
Epoch 28, Train Accuracy: 64.79 %, Test Accuracy: 57.57 %
Epoch 29, Train Accuracy: 65.02 %, Test Accuracy: 54.06 %
Epoch 30, Train Accuracy: 65.52 %, Test Accuracy: 54.15 %
Epoch 31, Train Accuracy: 65.57 %, Test Accuracy: 55.09 %
Epoch 32, Train Accuracy: 65.87 %, Test Accuracy: 54.52 %
Epoch 33, Train Accuracy: 65.94 %, Test Accuracy: 50.76 %
Epoch 34, Train Accuracy: 65.85 %, Test Accuracy: 58.27 %
Epoch 35, Train Accuracy: 66.23 %, Test Accuracy: 52.25 %
Epoch 36, Train Accuracy: 66.27 %, Test Accuracy: 55.85 %
Epoch 37, Train Accuracy: 66.58 %, Test Accuracy: 52.35 %
Epoch 38, Train Accuracy: 66.48 %, Test Accuracy: 56.61 %
Epoch 39, Train Accuracy: 66.65 %, Test Accuracy: 58.28 %
Epoch 40, Train Accuracy: 67.15 %, Test Accuracy: 53.99 %
Epoch 41, Train Accuracy: 67.12 %, Test Accuracy: 59.02 %
Epoch 42, Train Accuracy: 66.98 %, Test Accuracy: 59.24 %
Epoch 43, Train Accuracy: 67.66 %, Test Accuracy: 55.37 %
Epoch 44, Train Accuracy: 67.77 %, Test Accuracy: 56.92 %
Epoch 45, Train Accuracy: 67.59 %, Test Accuracy: 54.92 %
Epoch 46, Train Accuracy: 67.91 %, Test Accuracy: 57.84 %
Epoch 47, Train Accuracy: 68.10 %, Test Accuracy: 59.33 %
Epoch 48, Train Accuracy: 68.19 %, Test Accuracy: 54.09 %
Epoch 49, Train Accuracy: 68.41 %, Test Accuracy: 59.90 %
Epoch 50, Train Accuracy: 68.38 %, Test Accuracy: 56.92 %
Epoch 51, Train Accuracy: 68.66 %, Test Accuracy: 58.16 %
Epoch 52, Train Accuracy: 68.95 %, Test Accuracy: 60.31 %
Epoch 53, Train Accuracy: 69.26 %, Test Accuracy: 56.47 %
Epoch 54, Train Accuracy: 69.03 %, Test Accuracy: 58.62 %
Epoch 55, Train Accuracy: 69.17 %, Test Accuracy: 55.58 %
Epoch 56, Train Accuracy: 69.35 %, Test Accuracy: 58.01 %
Epoch 57, Train Accuracy: 69.60 %, Test Accuracy: 59.26 %
Epoch 58, Train Accuracy: 69.70 %, Test Accuracy: 58.14 %
Epoch 59, Train Accuracy: 70.33 %, Test Accuracy: 60.18 %
Epoch 60, Train Accuracy: 70.27 %, Test Accuracy: 56.96 %
Epoch 61, Train Accuracy: 70.10 %, Test Accuracy: 57.71 %
Epoch 62, Train Accuracy: 70.66 %, Test Accuracy: 56.49 %
Epoch 63, Train Accuracy: 70.46 %, Test Accuracy: 58.69 %
Epoch 64, Train Accuracy: 70.72 %, Test Accuracy: 58.32 %
Epoch 65, Train Accuracy: 71.27 %, Test Accuracy: 60.45 %
Epoch 66, Train Accuracy: 71.08 %, Test Accuracy: 59.94 %
Epoch 67, Train Accuracy: 71.63 %, Test Accuracy: 59.24 %
Epoch 68, Train Accuracy: 71.39 %, Test Accuracy: 59.00 %
Epoch 69, Train Accuracy: 71.75 %, Test Accuracy: 62.55 %
Epoch 70, Train Accuracy: 71.89 %, Test Accuracy: 60.17 %
Epoch 71, Train Accuracy: 72.11 %, Test Accuracy: 60.55 %
Epoch 72, Train Accuracy: 72.24 %, Test Accuracy: 62.27 %
Epoch 73, Train Accuracy: 72.54 %, Test Accuracy: 60.43 %
Epoch 74, Train Accuracy: 72.72 %, Test Accuracy: 59.73 %
Epoch 75, Train Accuracy: 72.95 %, Test Accuracy: 59.76 %
Epoch 76, Train Accuracy: 73.07 %, Test Accuracy: 60.71 %
Epoch 77, Train Accuracy: 73.44 %, Test Accuracy: 59.04 %
Epoch 78, Train Accuracy: 74.03 %, Test Accuracy: 61.44 %
Epoch 79, Train Accuracy: 73.64 %, Test Accuracy: 59.54 %
Epoch 80, Train Accuracy: 74.00 %, Test Accuracy: 61.64 %
Epoch 81, Train Accuracy: 73.98 %, Test Accuracy: 59.68 %
Epoch 82, Train Accuracy: 74.25 %, Test Accuracy: 61.73 %
Epoch 83, Train Accuracy: 74.90 %, Test Accuracy: 61.62 %
Epoch 84, Train Accuracy: 74.55 %, Test Accuracy: 61.98 %
Epoch 85, Train Accuracy: 75.20 %, Test Accuracy: 61.07 %
Epoch 86, Train Accuracy: 75.56 %, Test Accuracy: 61.82 %
Epoch 87, Train Accuracy: 75.56 %, Test Accuracy: 61.43 %
Epoch 88, Train Accuracy: 75.93 %, Test Accuracy: 60.81 %
Epoch 89, Train Accuracy: 76.25 %, Test Accuracy: 60.88 %
Epoch 90, Train Accuracy: 76.31 %, Test Accuracy: 60.57 %
Epoch 91, Train Accuracy: 76.76 %, Test Accuracy: 53.84 %
Epoch 92, Train Accuracy: 77.19 %, Test Accuracy: 63.92 %
Epoch 93, Train Accuracy: 77.42 %, Test Accuracy: 61.42 %
Epoch 94, Train Accuracy: 77.51 %, Test Accuracy: 60.73 %
Epoch 95, Train Accuracy: 78.02 %, Test Accuracy: 63.90 %
Epoch 96, Train Accuracy: 77.95 %, Test Accuracy: 64.12 %
Epoch 97, Train Accuracy: 78.35 %, Test Accuracy: 63.01 %
Epoch 98, Train Accuracy: 78.76 %, Test Accuracy: 64.33 %
Epoch 99, Train Accuracy: 78.93 %, Test Accuracy: 63.11 %
Epoch 100, Train Accuracy: 78.97 %, Test Accuracy: 65.26 %
Epoch 101, Train Accuracy: 79.74 %, Test Accuracy: 63.93 %
