NODE=[HOST_e223b82d71] | JOB=ns5-w-m2p4-s0 4702466
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 2e-4 --alpha0 1e-3 --num-epochs 20 --stepsize-groups weightwise --seed 0 --save-directory cluster/Account1/metaopt/runs/ns5 --run-name ns5-w-m2p4-s0
ENV: AUGMENT=1 BETA_CLIP=-30:0.0 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/ns5/probe_w_m2p4_s0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 23.21 %, Test Accuracy: 29.86 %
Epoch 1, Train Accuracy: 34.43 %, Test Accuracy: 38.26 %
Epoch 2, Train Accuracy: 40.18 %, Test Accuracy: 43.43 %
Epoch 3, Train Accuracy: 44.80 %, Test Accuracy: 47.92 %
Epoch 4, Train Accuracy: 49.36 %, Test Accuracy: 52.21 %
Epoch 5, Train Accuracy: 53.66 %, Test Accuracy: 55.53 %
Epoch 6, Train Accuracy: 57.09 %, Test Accuracy: 59.86 %
Epoch 7, Train Accuracy: 60.27 %, Test Accuracy: 61.28 %
Epoch 8, Train Accuracy: 63.43 %, Test Accuracy: 65.26 %
Epoch 9, Train Accuracy: 65.40 %, Test Accuracy: 66.97 %
Epoch 10, Train Accuracy: 67.59 %, Test Accuracy: 67.10 %
Epoch 11, Train Accuracy: 69.83 %, Test Accuracy: 70.33 %
Epoch 12, Train Accuracy: 71.21 %, Test Accuracy: 71.10 %
Epoch 13, Train Accuracy: 73.46 %, Test Accuracy: 73.50 %
Epoch 14, Train Accuracy: 74.97 %, Test Accuracy: 75.38 %
Epoch 15, Train Accuracy: 76.67 %, Test Accuracy: 76.08 %
Epoch 16, Train Accuracy: 77.87 %, Test Accuracy: 76.95 %
Epoch 17, Train Accuracy: 79.46 %, Test Accuracy: 78.79 %
Epoch 18, Train Accuracy: 80.24 %, Test Accuracy: 79.89 %
Epoch 19, Train Accuracy: 81.04 %, Test Accuracy: 80.21 %
9  minutes
RUN_DONE
