NODE=[HOST_e8d809bd94] | JOB=cdep1-DEPTH-s25 4929658 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --stepsize-groups sets:1-46,49-55,57-62/layer4.0.bn1.weight,layer4.0.bn1.bias,layer4.1.bn1.weight --seed 25 --save-directory cluster/Account2/metaopt/runs/cdep1 --run-name cdep1-DEPTH-s25
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=100 PROBE_DIR=cluster/Account2/metaopt/runs/cdep1/probe_cdep1-DEPTH-s25 EB_RHO=na EB_LOG=0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
PROBE_TENSOR: on every=100 type=blockwise tensors=62 meta_alg=Lion momentum_param=0.99 Lion_beta2=0.9 dir=cluster/Account2/metaopt/runs/cdep1/probe_cdep1-DEPTH-s25
Epoch 0, Train Accuracy: 1.00 %, Test Accuracy: 1.01 %
Epoch 1, Train Accuracy: 0.99 %, Test Accuracy: 1.01 %
Epoch 2, Train Accuracy: 1.01 %, Test Accuracy: 0.99 %
Epoch 3, Train Accuracy: 1.01 %, Test Accuracy: 1.00 %
Epoch 4, Train Accuracy: 0.98 %, Test Accuracy: 1.01 %
Epoch 5, Train Accuracy: 1.03 %, Test Accuracy: 1.02 %
Epoch 6, Train Accuracy: 1.03 %, Test Accuracy: 1.06 %
Epoch 7, Train Accuracy: 1.12 %, Test Accuracy: 1.15 %
Epoch 8, Train Accuracy: 1.34 %, Test Accuracy: 1.37 %
Epoch 9, Train Accuracy: 1.90 %, Test Accuracy: 2.55 %
Epoch 10, Train Accuracy: 3.18 %, Test Accuracy: 4.15 %
Epoch 11, Train Accuracy: 4.84 %, Test Accuracy: 5.66 %
Epoch 12, Train Accuracy: 6.36 %, Test Accuracy: 7.23 %
Epoch 13, Train Accuracy: 8.00 %, Test Accuracy: 9.12 %
Epoch 14, Train Accuracy: 9.89 %, Test Accuracy: 10.81 %
Epoch 15, Train Accuracy: 11.76 %, Test Accuracy: 12.65 %
Epoch 16, Train Accuracy: 13.56 %, Test Accuracy: 14.46 %
Epoch 17, Train Accuracy: 15.11 %, Test Accuracy: 15.79 %
Epoch 18, Train Accuracy: 16.98 %, Test Accuracy: 17.23 %
Epoch 19, Train Accuracy: 18.63 %, Test Accuracy: 18.36 %
Epoch 20, Train Accuracy: 20.28 %, Test Accuracy: 20.96 %
Epoch 21, Train Accuracy: 21.09 %, Test Accuracy: 21.71 %
Epoch 22, Train Accuracy: 22.04 %, Test Accuracy: 22.06 %
Epoch 23, Train Accuracy: 22.66 %, Test Accuracy: 22.91 %
Epoch 24, Train Accuracy: 22.88 %, Test Accuracy: 23.39 %
Epoch 25, Train Accuracy: 23.18 %, Test Accuracy: 23.44 %
Epoch 26, Train Accuracy: 23.50 %, Test Accuracy: 23.46 %
Epoch 27, Train Accuracy: 23.47 %, Test Accuracy: 23.73 %
Epoch 28, Train Accuracy: 23.46 %, Test Accuracy: 23.59 %
Epoch 29, Train Accuracy: 23.57 %, Test Accuracy: 23.49 %
Epoch 30, Train Accuracy: 23.53 %, Test Accuracy: 23.57 %
Epoch 31, Train Accuracy: 23.59 %, Test Accuracy: 23.62 %
Epoch 32, Train Accuracy: 23.66 %, Test Accuracy: 23.57 %
Epoch 33, Train Accuracy: 23.71 %, Test Accuracy: 23.71 %
Epoch 34, Train Accuracy: 23.69 %, Test Accuracy: 23.72 %
Epoch 35, Train Accuracy: 23.55 %, Test Accuracy: 23.78 %
Epoch 36, Train Accuracy: 23.70 %, Test Accuracy: 23.75 %
Epoch 37, Train Accuracy: 23.57 %, Test Accuracy: 23.54 %
Epoch 38, Train Accuracy: 23.56 %, Test Accuracy: 23.58 %
Epoch 39, Train Accuracy: 23.69 %, Test Accuracy: 23.62 %
Epoch 40, Train Accuracy: 23.65 %, Test Accuracy: 23.75 %
Epoch 41, Train Accuracy: 23.70 %, Test Accuracy: 23.78 %
Epoch 42, Train Accuracy: 23.54 %, Test Accuracy: 23.69 %
Epoch 43, Train Accuracy: 23.59 %, Test Accuracy: 23.75 %
Epoch 44, Train Accuracy: 23.67 %, Test Accuracy: 23.55 %
Epoch 45, Train Accuracy: 23.80 %, Test Accuracy: 23.60 %
Epoch 46, Train Accuracy: 23.76 %, Test Accuracy: 23.71 %
Epoch 47, Train Accuracy: 23.76 %, Test Accuracy: 23.97 %
Epoch 48, Train Accuracy: 23.59 %, Test Accuracy: 23.69 %
Epoch 49, Train Accuracy: 23.78 %, Test Accuracy: 23.82 %
Epoch 50, Train Accuracy: 23.58 %, Test Accuracy: 23.44 %
Epoch 51, Train Accuracy: 23.61 %, Test Accuracy: 23.61 %
Epoch 52, Train Accuracy: 23.77 %, Test Accuracy: 23.58 %
Epoch 53, Train Accuracy: 23.71 %, Test Accuracy: 23.64 %
Epoch 54, Train Accuracy: 23.71 %, Test Accuracy: 23.60 %
Epoch 55, Train Accuracy: 23.67 %, Test Accuracy: 23.76 %
Epoch 56, Train Accuracy: 23.69 %, Test Accuracy: 23.56 %
Epoch 57, Train Accuracy: 23.78 %, Test Accuracy: 23.61 %
Epoch 58, Train Accuracy: 23.59 %, Test Accuracy: 23.48 %
Epoch 59, Train Accuracy: 23.64 %, Test Accuracy: 23.67 %
Epoch 60, Train Accuracy: 23.48 %, Test Accuracy: 23.63 %
Epoch 61, Train Accuracy: 23.72 %, Test Accuracy: 23.85 %
Epoch 62, Train Accuracy: 23.73 %, Test Accuracy: 23.66 %
Epoch 63, Train Accuracy: 23.71 %, Test Accuracy: 23.67 %
Epoch 64, Train Accuracy: 23.68 %, Test Accuracy: 23.63 %
Epoch 65, Train Accuracy: 23.79 %, Test Accuracy: 23.57 %
Epoch 66, Train Accuracy: 23.73 %, Test Accuracy: 23.72 %
Epoch 67, Train Accuracy: 23.74 %, Test Accuracy: 23.62 %
Epoch 68, Train Accuracy: 23.83 %, Test Accuracy: 23.65 %
Epoch 69, Train Accuracy: 23.85 %, Test Accuracy: 23.92 %
Epoch 70, Train Accuracy: 23.68 %, Test Accuracy: 23.55 %
Epoch 71, Train Accuracy: 23.81 %, Test Accuracy: 23.83 %
Epoch 72, Train Accuracy: 23.58 %, Test Accuracy: 23.71 %
Epoch 73, Train Accuracy: 23.83 %, Test Accuracy: 23.82 %
Epoch 74, Train Accuracy: 23.74 %, Test Accuracy: 23.58 %
Epoch 75, Train Accuracy: 23.72 %, Test Accuracy: 23.77 %
Epoch 76, Train Accuracy: 23.65 %, Test Accuracy: 23.74 %
Epoch 77, Train Accuracy: 23.78 %, Test Accuracy: 23.81 %
Epoch 78, Train Accuracy: 23.70 %, Test Accuracy: 23.50 %
Epoch 79, Train Accuracy: 23.62 %, Test Accuracy: 23.80 %
Epoch 80, Train Accuracy: 23.69 %, Test Accuracy: 23.74 %
Epoch 81, Train Accuracy: 23.65 %, Test Accuracy: 23.75 %
Epoch 82, Train Accuracy: 23.81 %, Test Accuracy: 23.74 %
Epoch 83, Train Accuracy: 23.64 %, Test Accuracy: 23.80 %
Epoch 84, Train Accuracy: 23.71 %, Test Accuracy: 23.75 %
Epoch 85, Train Accuracy: 23.53 %, Test Accuracy: 23.62 %
Epoch 86, Train Accuracy: 23.63 %, Test Accuracy: 23.61 %
Epoch 87, Train Accuracy: 23.68 %, Test Accuracy: 23.61 %
