NODE=[HOST_3c1b003035] | JOB=ms-scal-1e4-s3 4687139 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-6 --num-epochs 100 --stepsize-groups scalar --seed 3 --save-directory cluster/Account2/metaopt/runs/ms --run-name ms-scal-1e4-s3
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na
NVIDIA GeForce RTX 2080 Ti, 11264 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 10.58 %, Test Accuracy: 10.41 %
Epoch 1, Train Accuracy: 10.68 %, Test Accuracy: 10.45 %
Epoch 2, Train Accuracy: 10.69 %, Test Accuracy: 10.44 %
Epoch 3, Train Accuracy: 10.82 %, Test Accuracy: 10.72 %
Epoch 4, Train Accuracy: 10.97 %, Test Accuracy: 11.03 %
Epoch 5, Train Accuracy: 11.23 %, Test Accuracy: 10.94 %
Epoch 6, Train Accuracy: 11.16 %, Test Accuracy: 10.98 %
Epoch 7, Train Accuracy: 11.15 %, Test Accuracy: 11.43 %
Epoch 8, Train Accuracy: 11.51 %, Test Accuracy: 11.54 %
Epoch 9, Train Accuracy: 11.66 %, Test Accuracy: 11.66 %
Epoch 10, Train Accuracy: 12.11 %, Test Accuracy: 11.78 %
Epoch 11, Train Accuracy: 12.04 %, Test Accuracy: 12.29 %
Epoch 12, Train Accuracy: 12.41 %, Test Accuracy: 12.57 %
Epoch 13, Train Accuracy: 12.46 %, Test Accuracy: 12.97 %
Epoch 14, Train Accuracy: 12.66 %, Test Accuracy: 13.12 %
Epoch 15, Train Accuracy: 13.15 %, Test Accuracy: 13.51 %
Epoch 16, Train Accuracy: 13.19 %, Test Accuracy: 13.76 %
Epoch 17, Train Accuracy: 13.46 %, Test Accuracy: 14.21 %
Epoch 18, Train Accuracy: 13.81 %, Test Accuracy: 14.54 %
Epoch 19, Train Accuracy: 13.97 %, Test Accuracy: 14.67 %
Epoch 20, Train Accuracy: 14.11 %, Test Accuracy: 15.16 %
Epoch 21, Train Accuracy: 14.53 %, Test Accuracy: 15.57 %
Epoch 22, Train Accuracy: 14.83 %, Test Accuracy: 15.81 %
Epoch 23, Train Accuracy: 15.38 %, Test Accuracy: 16.34 %
Epoch 24, Train Accuracy: 15.35 %, Test Accuracy: 16.30 %
Epoch 25, Train Accuracy: 16.05 %, Test Accuracy: 16.82 %
Epoch 26, Train Accuracy: 16.18 %, Test Accuracy: 17.22 %
Epoch 27, Train Accuracy: 16.63 %, Test Accuracy: 17.69 %
Epoch 28, Train Accuracy: 17.05 %, Test Accuracy: 17.98 %
Epoch 29, Train Accuracy: 17.45 %, Test Accuracy: 18.44 %
Epoch 30, Train Accuracy: 17.82 %, Test Accuracy: 18.82 %
Epoch 31, Train Accuracy: 18.10 %, Test Accuracy: 19.62 %
Epoch 32, Train Accuracy: 18.69 %, Test Accuracy: 19.55 %
Epoch 33, Train Accuracy: 18.98 %, Test Accuracy: 20.17 %
Epoch 34, Train Accuracy: 19.52 %, Test Accuracy: 20.32 %
Epoch 35, Train Accuracy: 19.81 %, Test Accuracy: 20.82 %
Epoch 36, Train Accuracy: 20.40 %, Test Accuracy: 20.88 %
Epoch 37, Train Accuracy: 20.52 %, Test Accuracy: 21.12 %
Epoch 38, Train Accuracy: 21.01 %, Test Accuracy: 21.52 %
Epoch 39, Train Accuracy: 21.07 %, Test Accuracy: 21.59 %
Epoch 40, Train Accuracy: 21.37 %, Test Accuracy: 21.62 %
Epoch 41, Train Accuracy: 21.76 %, Test Accuracy: 21.41 %
Epoch 42, Train Accuracy: 21.77 %, Test Accuracy: 21.99 %
Epoch 43, Train Accuracy: 22.15 %, Test Accuracy: 22.16 %
Epoch 44, Train Accuracy: 22.43 %, Test Accuracy: 22.04 %
Epoch 45, Train Accuracy: 22.88 %, Test Accuracy: 22.88 %
Epoch 46, Train Accuracy: 22.98 %, Test Accuracy: 22.41 %
Epoch 47, Train Accuracy: 23.24 %, Test Accuracy: 22.93 %
Epoch 48, Train Accuracy: 23.56 %, Test Accuracy: 22.85 %
Epoch 49, Train Accuracy: 24.02 %, Test Accuracy: 23.80 %
Epoch 50, Train Accuracy: 24.31 %, Test Accuracy: 23.86 %
Epoch 51, Train Accuracy: 24.72 %, Test Accuracy: 23.98 %
Epoch 52, Train Accuracy: 25.26 %, Test Accuracy: 24.28 %
Epoch 53, Train Accuracy: 25.07 %, Test Accuracy: 24.78 %
