NODE=[HOST_33a7663c70] | JOB=ns5-lay-m2p4-s0 4702462
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 2e-4 --alpha0 1e-3 --num-epochs 20 --stepsize-groups layerwise --seed 0 --save-directory cluster/Account1/metaopt/runs/ns5 --run-name ns5-lay-m2p4-s0
ENV: AUGMENT=1 BETA_CLIP=-30:0.0 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/ns5/probe_lay_m2p4_s0
NVIDIA GeForce RTX 2080 Ti, 11264 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 23.10 %, Test Accuracy: 30.02 %
Epoch 1, Train Accuracy: 34.39 %, Test Accuracy: 38.37 %
Epoch 2, Train Accuracy: 40.20 %, Test Accuracy: 43.41 %
Epoch 3, Train Accuracy: 45.16 %, Test Accuracy: 48.47 %
Epoch 4, Train Accuracy: 50.04 %, Test Accuracy: 53.25 %
Epoch 5, Train Accuracy: 54.80 %, Test Accuracy: 55.54 %
Epoch 6, Train Accuracy: 59.34 %, Test Accuracy: 62.07 %
Epoch 7, Train Accuracy: 63.39 %, Test Accuracy: 64.12 %
Epoch 8, Train Accuracy: 67.17 %, Test Accuracy: 68.76 %
Epoch 9, Train Accuracy: 70.04 %, Test Accuracy: 70.92 %
Epoch 10, Train Accuracy: 73.51 %, Test Accuracy: 72.71 %
Epoch 11, Train Accuracy: 76.25 %, Test Accuracy: 75.42 %
Epoch 12, Train Accuracy: 78.46 %, Test Accuracy: 77.10 %
Epoch 13, Train Accuracy: 80.55 %, Test Accuracy: 80.14 %
Epoch 14, Train Accuracy: 82.02 %, Test Accuracy: 81.35 %
Epoch 15, Train Accuracy: 83.48 %, Test Accuracy: 83.07 %
Epoch 16, Train Accuracy: 84.39 %, Test Accuracy: 83.03 %
Epoch 17, Train Accuracy: 85.85 %, Test Accuracy: 83.32 %
Epoch 18, Train Accuracy: 86.58 %, Test Accuracy: 84.90 %
Epoch 19, Train Accuracy: 87.79 %, Test Accuracy: 85.24 %
15  minutes
RUN_DONE
