NODE=[HOST_7b4dd78541] | JOB=ml2-adam-ch-s2 4837248 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Adam --normalizer-param-meta 0.999 --momentum-param-meta 0.9 --weight-decay-meta 0 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-3 --num-epochs 100 --stepsize-groups chunk777 --seed 2 --save-directory cluster/Account2/metaopt/runs/ml2 --run-name ml2-adam-ch-s2
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account2/metaopt/runs/ml2/probe_adam_ch_ml2_s2
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 


args_meta includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 21.47 %, Test Accuracy: 30.06 %
Epoch 1, Train Accuracy: 34.75 %, Test Accuracy: 38.98 %
Epoch 2, Train Accuracy: 41.15 %, Test Accuracy: 44.37 %
Epoch 3, Train Accuracy: 45.82 %, Test Accuracy: 48.73 %
Epoch 4, Train Accuracy: 49.94 %, Test Accuracy: 52.19 %
Epoch 5, Train Accuracy: 53.71 %, Test Accuracy: 53.58 %
Epoch 6, Train Accuracy: 56.79 %, Test Accuracy: 58.62 %
Epoch 7, Train Accuracy: 60.14 %, Test Accuracy: 61.70 %
Epoch 8, Train Accuracy: 63.38 %, Test Accuracy: 64.28 %
Epoch 9, Train Accuracy: 65.41 %, Test Accuracy: 63.18 %
Epoch 10, Train Accuracy: 67.51 %, Test Accuracy: 68.83 %
Epoch 11, Train Accuracy: 70.33 %, Test Accuracy: 70.33 %
Epoch 12, Train Accuracy: 71.85 %, Test Accuracy: 70.28 %
Epoch 13, Train Accuracy: 73.55 %, Test Accuracy: 73.41 %
Epoch 14, Train Accuracy: 75.45 %, Test Accuracy: 75.00 %
Epoch 15, Train Accuracy: 77.24 %, Test Accuracy: 76.26 %
Epoch 16, Train Accuracy: 78.65 %, Test Accuracy: 79.63 %
Epoch 17, Train Accuracy: 80.96 %, Test Accuracy: 80.46 %
Epoch 18, Train Accuracy: 81.66 %, Test Accuracy: 80.50 %
Epoch 19, Train Accuracy: 82.36 %, Test Accuracy: 80.50 %
Epoch 20, Train Accuracy: 83.43 %, Test Accuracy: 82.86 %
Epoch 21, Train Accuracy: 84.15 %, Test Accuracy: 82.94 %
Epoch 22, Train Accuracy: 84.71 %, Test Accuracy: 81.40 %
Epoch 23, Train Accuracy: 85.48 %, Test Accuracy: 82.98 %
Epoch 24, Train Accuracy: 86.48 %, Test Accuracy: 84.47 %
Epoch 25, Train Accuracy: 87.12 %, Test Accuracy: 85.00 %
Epoch 26, Train Accuracy: 87.12 %, Test Accuracy: 85.23 %
Epoch 27, Train Accuracy: 88.21 %, Test Accuracy: 82.26 %
