NODE=[HOST_3c1b003035] | JOB=bo-lion-scal-s1 4685389 | AUGMENT=1
ARGS: --optimizer HF --alg-base Lion --momentum-param-base 0.99 --Lion-beta2-base 0.9 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --stepsize-groups scalar --seed 1 --save-directory cluster/Account2/metaopt/runs/bopt --run-name bo-lion-scal-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=0 ETA_RATIO=na
NVIDIA GeForce RTX 2080 Ti, 11264 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 26.20 %, Test Accuracy: 40.23 %
Epoch 1, Train Accuracy: 44.42 %, Test Accuracy: 50.87 %
Epoch 2, Train Accuracy: 52.98 %, Test Accuracy: 58.10 %
Epoch 3, Train Accuracy: 59.50 %, Test Accuracy: 63.69 %
Epoch 4, Train Accuracy: 66.30 %, Test Accuracy: 69.27 %
Epoch 5, Train Accuracy: 71.74 %, Test Accuracy: 72.81 %
Epoch 6, Train Accuracy: 76.88 %, Test Accuracy: 78.97 %
Epoch 7, Train Accuracy: 81.39 %, Test Accuracy: 81.95 %
Epoch 8, Train Accuracy: 83.66 %, Test Accuracy: 83.01 %
Epoch 9, Train Accuracy: 85.30 %, Test Accuracy: 84.01 %
Epoch 10, Train Accuracy: 87.28 %, Test Accuracy: 85.12 %
Epoch 11, Train Accuracy: 88.25 %, Test Accuracy: 85.89 %
Epoch 12, Train Accuracy: 88.88 %, Test Accuracy: 86.41 %
Epoch 13, Train Accuracy: 90.27 %, Test Accuracy: 86.65 %
Epoch 14, Train Accuracy: 91.23 %, Test Accuracy: 87.02 %
Epoch 15, Train Accuracy: 91.69 %, Test Accuracy: 87.38 %
Epoch 16, Train Accuracy: 92.26 %, Test Accuracy: 87.89 %
Epoch 17, Train Accuracy: 93.04 %, Test Accuracy: 88.53 %
Epoch 18, Train Accuracy: 93.66 %, Test Accuracy: 88.42 %
Epoch 19, Train Accuracy: 94.07 %, Test Accuracy: 88.85 %
Epoch 20, Train Accuracy: 94.51 %, Test Accuracy: 88.35 %
Epoch 21, Train Accuracy: 94.92 %, Test Accuracy: 89.01 %
Epoch 22, Train Accuracy: 95.18 %, Test Accuracy: 89.60 %
Epoch 23, Train Accuracy: 95.51 %, Test Accuracy: 89.46 %
Epoch 24, Train Accuracy: 95.64 %, Test Accuracy: 89.18 %
Epoch 25, Train Accuracy: 96.02 %, Test Accuracy: 89.70 %
Epoch 26, Train Accuracy: 96.24 %, Test Accuracy: 89.46 %
Epoch 27, Train Accuracy: 96.62 %, Test Accuracy: 89.77 %
Epoch 28, Train Accuracy: 96.84 %, Test Accuracy: 90.20 %
Epoch 29, Train Accuracy: 97.13 %, Test Accuracy: 89.86 %
Epoch 30, Train Accuracy: 97.36 %, Test Accuracy: 90.16 %
Epoch 31, Train Accuracy: 97.29 %, Test Accuracy: 90.22 %
Epoch 32, Train Accuracy: 97.63 %, Test Accuracy: 90.16 %
Epoch 33, Train Accuracy: 97.83 %, Test Accuracy: 90.09 %
Epoch 34, Train Accuracy: 97.84 %, Test Accuracy: 89.83 %
Epoch 35, Train Accuracy: 97.90 %, Test Accuracy: 90.41 %
Epoch 36, Train Accuracy: 98.20 %, Test Accuracy: 90.20 %
Epoch 37, Train Accuracy: 98.25 %, Test Accuracy: 90.05 %
Epoch 38, Train Accuracy: 98.14 %, Test Accuracy: 90.38 %
Epoch 39, Train Accuracy: 98.27 %, Test Accuracy: 90.38 %
Epoch 40, Train Accuracy: 98.40 %, Test Accuracy: 90.52 %
Epoch 41, Train Accuracy: 98.67 %, Test Accuracy: 91.01 %
Epoch 42, Train Accuracy: 98.66 %, Test Accuracy: 90.78 %
Epoch 43, Train Accuracy: 98.50 %, Test Accuracy: 90.88 %
Epoch 44, Train Accuracy: 98.73 %, Test Accuracy: 90.72 %
Epoch 45, Train Accuracy: 98.77 %, Test Accuracy: 90.27 %
Epoch 46, Train Accuracy: 98.80 %, Test Accuracy: 90.69 %
Epoch 47, Train Accuracy: 98.83 %, Test Accuracy: 90.39 %
Epoch 48, Train Accuracy: 98.91 %, Test Accuracy: 90.78 %
Epoch 49, Train Accuracy: 98.93 %, Test Accuracy: 90.72 %
Epoch 50, Train Accuracy: 98.91 %, Test Accuracy: 90.64 %
Epoch 51, Train Accuracy: 98.97 %, Test Accuracy: 90.70 %
Epoch 52, Train Accuracy: 99.06 %, Test Accuracy: 91.04 %
Epoch 53, Train Accuracy: 99.16 %, Test Accuracy: 90.72 %
Epoch 54, Train Accuracy: 99.05 %, Test Accuracy: 90.80 %
Epoch 55, Train Accuracy: 99.11 %, Test Accuracy: 90.98 %
Epoch 56, Train Accuracy: 99.24 %, Test Accuracy: 90.76 %
Epoch 57, Train Accuracy: 99.29 %, Test Accuracy: 90.92 %
Epoch 58, Train Accuracy: 99.25 %, Test Accuracy: 91.08 %
Epoch 59, Train Accuracy: 99.31 %, Test Accuracy: 91.28 %
Epoch 60, Train Accuracy: 99.35 %, Test Accuracy: 90.90 %
Epoch 61, Train Accuracy: 99.36 %, Test Accuracy: 91.02 %
Epoch 62, Train Accuracy: 99.43 %, Test Accuracy: 91.10 %
Epoch 63, Train Accuracy: 99.44 %, Test Accuracy: 90.97 %
Epoch 64, Train Accuracy: 99.36 %, Test Accuracy: 91.01 %
Epoch 65, Train Accuracy: 99.33 %, Test Accuracy: 91.19 %
Epoch 66, Train Accuracy: 99.29 %, Test Accuracy: 90.93 %
Epoch 67, Train Accuracy: 99.33 %, Test Accuracy: 91.15 %
Epoch 68, Train Accuracy: 99.38 %, Test Accuracy: 91.46 %
Epoch 69, Train Accuracy: 99.47 %, Test Accuracy: 91.31 %
Epoch 70, Train Accuracy: 99.42 %, Test Accuracy: 91.53 %
Epoch 71, Train Accuracy: 99.51 %, Test Accuracy: 91.27 %
Epoch 72, Train Accuracy: 99.48 %, Test Accuracy: 91.49 %
Epoch 73, Train Accuracy: 99.52 %, Test Accuracy: 91.39 %
Epoch 74, Train Accuracy: 99.49 %, Test Accuracy: 91.45 %
Epoch 75, Train Accuracy: 99.44 %, Test Accuracy: 90.78 %
Epoch 76, Train Accuracy: 99.43 %, Test Accuracy: 91.22 %
Epoch 77, Train Accuracy: 99.60 %, Test Accuracy: 91.10 %
Epoch 78, Train Accuracy: 99.59 %, Test Accuracy: 91.54 %
Epoch 79, Train Accuracy: 99.60 %, Test Accuracy: 91.78 %
Epoch 80, Train Accuracy: 99.58 %, Test Accuracy: 91.51 %
