NODE=[HOST_2f2f29d9e1] | JOB=bl-adw-1e-2-s2 4687301
ARGS: --optimizer AdamW --alpha0 1e-2 --seed 2 --num-epochs 100 --NN-name ResNet18 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --save-directory cluster/Account1/metaopt/runs/bl --run-name bl-adw-1e-2-s2
ENV: AUGMENT=1 BETA_CLIP=none HIER=none LAM=na ETA_RATIO=na COS_TOTAL=50000 COS_WARMUP=2500
NVIDIA L4, 23034 MiB
Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 48.15 %, Test Accuracy: 49.59 %
Epoch 1, Train Accuracy: 65.30 %, Test Accuracy: 60.24 %
Epoch 2, Train Accuracy: 72.10 %, Test Accuracy: 55.92 %
Epoch 3, Train Accuracy: 75.34 %, Test Accuracy: 72.32 %
Epoch 4, Train Accuracy: 76.35 %, Test Accuracy: 71.74 %
Epoch 5, Train Accuracy: 77.13 %, Test Accuracy: 72.59 %
Epoch 6, Train Accuracy: 78.15 %, Test Accuracy: 74.68 %
Epoch 7, Train Accuracy: 78.80 %, Test Accuracy: 72.40 %
Epoch 8, Train Accuracy: 78.97 %, Test Accuracy: 67.40 %
Epoch 9, Train Accuracy: 79.43 %, Test Accuracy: 65.10 %
Epoch 10, Train Accuracy: 79.86 %, Test Accuracy: 72.08 %
Epoch 11, Train Accuracy: 80.21 %, Test Accuracy: 77.82 %
Epoch 12, Train Accuracy: 80.38 %, Test Accuracy: 76.73 %
Epoch 13, Train Accuracy: 80.65 %, Test Accuracy: 66.24 %
Epoch 14, Train Accuracy: 80.99 %, Test Accuracy: 75.80 %
Epoch 15, Train Accuracy: 81.02 %, Test Accuracy: 69.99 %
Epoch 16, Train Accuracy: 81.45 %, Test Accuracy: 69.80 %
Epoch 17, Train Accuracy: 81.62 %, Test Accuracy: 72.55 %
Epoch 18, Train Accuracy: 81.73 %, Test Accuracy: 63.51 %
Epoch 19, Train Accuracy: 81.75 %, Test Accuracy: 75.52 %
Epoch 20, Train Accuracy: 81.96 %, Test Accuracy: 79.32 %
