NODE=[HOST_e8d809bd94] | JOB=gc1-ch-s0 4776512
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-3 --num-epochs 100 --stepsize-groups chunk771 --seed 0 --save-directory cluster/Account1/metaopt/runs/gc1 --run-name gc1-ch-s0
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=0 ETA_RATIO=0 COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/gc1/probe_ch_gc1_s0
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 2.92 %, Test Accuracy: 5.03 %
Epoch 1, Train Accuracy: 6.42 %, Test Accuracy: 7.87 %
Epoch 2, Train Accuracy: 8.69 %, Test Accuracy: 9.36 %
Epoch 3, Train Accuracy: 10.19 %, Test Accuracy: 10.78 %
Epoch 4, Train Accuracy: 11.34 %, Test Accuracy: 12.29 %
Epoch 5, Train Accuracy: 12.17 %, Test Accuracy: 12.56 %
Epoch 6, Train Accuracy: 13.64 %, Test Accuracy: 13.96 %
Epoch 7, Train Accuracy: 14.64 %, Test Accuracy: 15.37 %
Epoch 8, Train Accuracy: 15.78 %, Test Accuracy: 16.23 %
Epoch 9, Train Accuracy: 16.84 %, Test Accuracy: 17.49 %
Epoch 10, Train Accuracy: 18.19 %, Test Accuracy: 18.74 %
Epoch 11, Train Accuracy: 19.74 %, Test Accuracy: 20.51 %
Epoch 12, Train Accuracy: 20.98 %, Test Accuracy: 21.73 %
Epoch 13, Train Accuracy: 22.41 %, Test Accuracy: 23.73 %
Epoch 14, Train Accuracy: 24.74 %, Test Accuracy: 23.70 %
Epoch 15, Train Accuracy: 25.98 %, Test Accuracy: 25.76 %
Epoch 16, Train Accuracy: 28.20 %, Test Accuracy: 26.06 %
Epoch 17, Train Accuracy: 29.70 %, Test Accuracy: 30.01 %
Epoch 18, Train Accuracy: 31.54 %, Test Accuracy: 31.24 %
Epoch 19, Train Accuracy: 33.59 %, Test Accuracy: 33.83 %
Epoch 20, Train Accuracy: 35.11 %, Test Accuracy: 36.06 %
Epoch 21, Train Accuracy: 37.44 %, Test Accuracy: 35.75 %
Epoch 22, Train Accuracy: 39.32 %, Test Accuracy: 39.28 %
Epoch 23, Train Accuracy: 41.69 %, Test Accuracy: 41.55 %
Epoch 24, Train Accuracy: 44.16 %, Test Accuracy: 43.88 %
Epoch 25, Train Accuracy: 45.95 %, Test Accuracy: 46.02 %
Epoch 26, Train Accuracy: 47.80 %, Test Accuracy: 46.70 %
Epoch 27, Train Accuracy: 49.73 %, Test Accuracy: 49.17 %
Epoch 28, Train Accuracy: 51.32 %, Test Accuracy: 50.12 %
Epoch 29, Train Accuracy: 53.09 %, Test Accuracy: 51.05 %
Epoch 30, Train Accuracy: 54.60 %, Test Accuracy: 50.94 %
Epoch 31, Train Accuracy: 55.99 %, Test Accuracy: 52.70 %
Epoch 32, Train Accuracy: 57.32 %, Test Accuracy: 54.34 %
Epoch 33, Train Accuracy: 58.42 %, Test Accuracy: 54.68 %
Epoch 34, Train Accuracy: 60.09 %, Test Accuracy: 57.59 %
Epoch 35, Train Accuracy: 61.39 %, Test Accuracy: 56.45 %
Epoch 36, Train Accuracy: 62.57 %, Test Accuracy: 57.52 %
Epoch 37, Train Accuracy: 64.04 %, Test Accuracy: 59.09 %
Epoch 38, Train Accuracy: 64.99 %, Test Accuracy: 58.19 %
Epoch 39, Train Accuracy: 66.23 %, Test Accuracy: 59.83 %
Epoch 40, Train Accuracy: 66.84 %, Test Accuracy: 59.69 %
Epoch 41, Train Accuracy: 67.86 %, Test Accuracy: 62.13 %
Epoch 42, Train Accuracy: 68.62 %, Test Accuracy: 62.11 %
Epoch 43, Train Accuracy: 69.57 %, Test Accuracy: 62.19 %
Epoch 44, Train Accuracy: 70.64 %, Test Accuracy: 63.13 %
Epoch 45, Train Accuracy: 71.09 %, Test Accuracy: 64.05 %
Epoch 46, Train Accuracy: 72.34 %, Test Accuracy: 63.71 %
Epoch 47, Train Accuracy: 72.68 %, Test Accuracy: 64.05 %
Epoch 48, Train Accuracy: 73.73 %, Test Accuracy: 65.03 %
Epoch 49, Train Accuracy: 74.36 %, Test Accuracy: 65.30 %
Epoch 50, Train Accuracy: 75.55 %, Test Accuracy: 64.59 %
Epoch 51, Train Accuracy: 76.16 %, Test Accuracy: 65.13 %
Epoch 52, Train Accuracy: 76.50 %, Test Accuracy: 66.39 %
Epoch 53, Train Accuracy: 77.56 %, Test Accuracy: 66.05 %
Epoch 54, Train Accuracy: 78.16 %, Test Accuracy: 66.60 %
Epoch 55, Train Accuracy: 78.28 %, Test Accuracy: 65.46 %
Epoch 56, Train Accuracy: 79.27 %, Test Accuracy: 68.29 %
Epoch 57, Train Accuracy: 80.06 %, Test Accuracy: 66.56 %
Epoch 58, Train Accuracy: 80.37 %, Test Accuracy: 66.80 %
Epoch 59, Train Accuracy: 81.34 %, Test Accuracy: 68.09 %
Epoch 60, Train Accuracy: 81.96 %, Test Accuracy: 67.48 %
Epoch 61, Train Accuracy: 82.56 %, Test Accuracy: 68.40 %
Epoch 62, Train Accuracy: 82.87 %, Test Accuracy: 68.33 %
Epoch 63, Train Accuracy: 83.87 %, Test Accuracy: 68.01 %
Epoch 64, Train Accuracy: 84.68 %, Test Accuracy: 68.67 %
Epoch 65, Train Accuracy: 85.23 %, Test Accuracy: 67.46 %
Epoch 66, Train Accuracy: 85.57 %, Test Accuracy: 69.73 %
Epoch 67, Train Accuracy: 86.30 %, Test Accuracy: 69.97 %
Epoch 68, Train Accuracy: 86.74 %, Test Accuracy: 69.20 %
Epoch 69, Train Accuracy: 87.23 %, Test Accuracy: 69.36 %
Epoch 70, Train Accuracy: 87.72 %, Test Accuracy: 69.80 %
Epoch 71, Train Accuracy: 88.18 %, Test Accuracy: 69.91 %
Epoch 72, Train Accuracy: 88.39 %, Test Accuracy: 69.96 %
Epoch 73, Train Accuracy: 89.15 %, Test Accuracy: 70.79 %
Epoch 74, Train Accuracy: 89.54 %, Test Accuracy: 69.71 %
Epoch 75, Train Accuracy: 89.73 %, Test Accuracy: 70.50 %
Epoch 76, Train Accuracy: 90.11 %, Test Accuracy: 70.28 %
Epoch 77, Train Accuracy: 90.62 %, Test Accuracy: 70.09 %
Epoch 78, Train Accuracy: 90.77 %, Test Accuracy: 70.13 %
Epoch 79, Train Accuracy: 91.42 %, Test Accuracy: 70.62 %
Epoch 80, Train Accuracy: 91.71 %, Test Accuracy: 71.15 %
Epoch 81, Train Accuracy: 92.44 %, Test Accuracy: 70.70 %
Epoch 82, Train Accuracy: 92.50 %, Test Accuracy: 70.48 %
Epoch 83, Train Accuracy: 93.00 %, Test Accuracy: 71.36 %
Epoch 84, Train Accuracy: 93.10 %, Test Accuracy: 71.09 %
Epoch 85, Train Accuracy: 93.51 %, Test Accuracy: 71.10 %
Epoch 86, Train Accuracy: 93.79 %, Test Accuracy: 71.16 %
Epoch 87, Train Accuracy: 93.97 %, Test Accuracy: 71.11 %
Epoch 88, Train Accuracy: 94.39 %, Test Accuracy: 71.03 %
Epoch 89, Train Accuracy: 94.37 %, Test Accuracy: 71.28 %
Epoch 90, Train Accuracy: 94.48 %, Test Accuracy: 71.65 %
Epoch 91, Train Accuracy: 95.15 %, Test Accuracy: 71.62 %
Epoch 92, Train Accuracy: 95.47 %, Test Accuracy: 71.54 %
Epoch 93, Train Accuracy: 95.67 %, Test Accuracy: 72.28 %
Epoch 94, Train Accuracy: 95.76 %, Test Accuracy: 71.92 %
Epoch 95, Train Accuracy: 95.82 %, Test Accuracy: 72.12 %
Epoch 96, Train Accuracy: 95.91 %, Test Accuracy: 71.86 %
Epoch 97, Train Accuracy: 96.24 %, Test Accuracy: 71.72 %
Epoch 98, Train Accuracy: 96.36 %, Test Accuracy: 71.88 %
Epoch 99, Train Accuracy: 96.52 %, Test Accuracy: 72.03 %
51  minutes
RUN_DONE
