NODE=[HOST_b0a55dfb8c] | JOB=hz3-c23-s2 4782018
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --NN-name ResNet18 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-4 --alpha0 1e-3 --num-epochs 300 --stepsize-groups chunk2325 --seed 2 --save-directory cluster/Account1/metaopt/runs/hz3 --run-name hz3-c23-s2
ENV: AUGMENT=1 BETA_CLIP=-30:9.0 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default SCHED=none SCHED_TOTAL=none SCHED_WARMUP=none SCHED_MIN=none PROBE=5 PROBE_DIR=cluster/Account1/metaopt/runs/hz3/probe_c23_hz3_s2
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 21.53 %, Test Accuracy: 30.15 %
Epoch 1, Train Accuracy: 34.67 %, Test Accuracy: 39.09 %
Epoch 2, Train Accuracy: 41.16 %, Test Accuracy: 45.03 %
Epoch 3, Train Accuracy: 45.98 %, Test Accuracy: 48.74 %
Epoch 4, Train Accuracy: 50.17 %, Test Accuracy: 52.48 %
Epoch 5, Train Accuracy: 54.06 %, Test Accuracy: 55.87 %
Epoch 6, Train Accuracy: 57.25 %, Test Accuracy: 58.64 %
Epoch 7, Train Accuracy: 60.42 %, Test Accuracy: 62.00 %
Epoch 8, Train Accuracy: 63.70 %, Test Accuracy: 64.04 %
Epoch 9, Train Accuracy: 65.95 %, Test Accuracy: 64.33 %
Epoch 10, Train Accuracy: 68.21 %, Test Accuracy: 68.88 %
Epoch 11, Train Accuracy: 71.07 %, Test Accuracy: 70.02 %
Epoch 12, Train Accuracy: 72.42 %, Test Accuracy: 70.83 %
Epoch 13, Train Accuracy: 74.57 %, Test Accuracy: 74.85 %
Epoch 14, Train Accuracy: 76.20 %, Test Accuracy: 75.52 %
Epoch 15, Train Accuracy: 78.35 %, Test Accuracy: 77.62 %
Epoch 16, Train Accuracy: 79.43 %, Test Accuracy: 78.90 %
Epoch 17, Train Accuracy: 81.18 %, Test Accuracy: 79.93 %
Epoch 18, Train Accuracy: 82.07 %, Test Accuracy: 80.93 %
Epoch 19, Train Accuracy: 83.21 %, Test Accuracy: 82.03 %
Epoch 20, Train Accuracy: 83.85 %, Test Accuracy: 82.75 %
Epoch 21, Train Accuracy: 84.86 %, Test Accuracy: 82.70 %
Epoch 22, Train Accuracy: 85.45 %, Test Accuracy: 82.93 %
Epoch 23, Train Accuracy: 85.86 %, Test Accuracy: 84.15 %
Epoch 24, Train Accuracy: 86.89 %, Test Accuracy: 85.71 %
Epoch 25, Train Accuracy: 87.50 %, Test Accuracy: 84.92 %
Epoch 26, Train Accuracy: 87.94 %, Test Accuracy: 86.03 %
Epoch 27, Train Accuracy: 88.33 %, Test Accuracy: 85.27 %
Epoch 28, Train Accuracy: 89.01 %, Test Accuracy: 86.91 %
Epoch 29, Train Accuracy: 89.36 %, Test Accuracy: 86.53 %
Epoch 30, Train Accuracy: 89.66 %, Test Accuracy: 87.68 %
Epoch 31, Train Accuracy: 90.12 %, Test Accuracy: 87.32 %
Epoch 32, Train Accuracy: 90.19 %, Test Accuracy: 86.32 %
Epoch 33, Train Accuracy: 90.86 %, Test Accuracy: 85.97 %
Epoch 34, Train Accuracy: 91.32 %, Test Accuracy: 88.31 %
Epoch 35, Train Accuracy: 91.57 %, Test Accuracy: 88.33 %
Epoch 36, Train Accuracy: 92.03 %, Test Accuracy: 86.80 %
Epoch 37, Train Accuracy: 92.16 %, Test Accuracy: 89.31 %
Epoch 38, Train Accuracy: 92.19 %, Test Accuracy: 88.59 %
Epoch 39, Train Accuracy: 92.73 %, Test Accuracy: 89.56 %
Epoch 40, Train Accuracy: 92.80 %, Test Accuracy: 88.51 %
Epoch 41, Train Accuracy: 93.28 %, Test Accuracy: 88.79 %
Epoch 42, Train Accuracy: 93.39 %, Test Accuracy: 88.90 %
Epoch 43, Train Accuracy: 93.77 %, Test Accuracy: 89.63 %
Epoch 44, Train Accuracy: 94.15 %, Test Accuracy: 88.73 %
Epoch 45, Train Accuracy: 94.15 %, Test Accuracy: 90.33 %
Epoch 46, Train Accuracy: 94.15 %, Test Accuracy: 90.28 %
Epoch 47, Train Accuracy: 94.75 %, Test Accuracy: 89.39 %
Epoch 48, Train Accuracy: 95.04 %, Test Accuracy: 90.83 %
Epoch 49, Train Accuracy: 95.46 %, Test Accuracy: 90.12 %
Epoch 50, Train Accuracy: 94.89 %, Test Accuracy: 89.95 %
Epoch 51, Train Accuracy: 95.31 %, Test Accuracy: 89.87 %
Epoch 52, Train Accuracy: 95.42 %, Test Accuracy: 89.79 %
Epoch 53, Train Accuracy: 95.94 %, Test Accuracy: 90.31 %
Epoch 54, Train Accuracy: 96.08 %, Test Accuracy: 89.88 %
Epoch 55, Train Accuracy: 96.41 %, Test Accuracy: 90.75 %
Epoch 56, Train Accuracy: 96.32 %, Test Accuracy: 90.79 %
Epoch 57, Train Accuracy: 96.39 %, Test Accuracy: 91.10 %
Epoch 58, Train Accuracy: 96.51 %, Test Accuracy: 90.64 %
Epoch 59, Train Accuracy: 96.95 %, Test Accuracy: 90.90 %
Epoch 60, Train Accuracy: 97.19 %, Test Accuracy: 92.19 %
Epoch 61, Train Accuracy: 97.13 %, Test Accuracy: 91.28 %
Epoch 62, Train Accuracy: 96.93 %, Test Accuracy: 91.13 %
Epoch 63, Train Accuracy: 97.16 %, Test Accuracy: 91.65 %
Epoch 64, Train Accuracy: 97.41 %, Test Accuracy: 92.09 %
Epoch 65, Train Accuracy: 97.25 %, Test Accuracy: 91.59 %
Epoch 66, Train Accuracy: 97.71 %, Test Accuracy: 91.91 %
Epoch 67, Train Accuracy: 97.70 %, Test Accuracy: 92.31 %
Epoch 68, Train Accuracy: 97.98 %, Test Accuracy: 92.99 %
Epoch 69, Train Accuracy: 98.01 %, Test Accuracy: 92.28 %
Epoch 70, Train Accuracy: 97.85 %, Test Accuracy: 90.58 %
Epoch 71, Train Accuracy: 97.74 %, Test Accuracy: 91.44 %
Epoch 72, Train Accuracy: 97.88 %, Test Accuracy: 92.12 %
Epoch 73, Train Accuracy: 98.22 %, Test Accuracy: 92.11 %
Epoch 74, Train Accuracy: 98.21 %, Test Accuracy: 92.49 %
Epoch 75, Train Accuracy: 98.63 %, Test Accuracy: 92.56 %
Epoch 76, Train Accuracy: 98.46 %, Test Accuracy: 92.32 %
Epoch 77, Train Accuracy: 98.47 %, Test Accuracy: 92.37 %
Epoch 78, Train Accuracy: 98.46 %, Test Accuracy: 92.51 %
Epoch 79, Train Accuracy: 98.70 %, Test Accuracy: 92.19 %
Epoch 80, Train Accuracy: 98.72 %, Test Accuracy: 92.89 %
Epoch 81, Train Accuracy: 98.64 %, Test Accuracy: 92.75 %
Epoch 82, Train Accuracy: 98.67 %, Test Accuracy: 91.02 %
Epoch 83, Train Accuracy: 98.66 %, Test Accuracy: 92.97 %
Epoch 84, Train Accuracy: 98.57 %, Test Accuracy: 92.20 %
Epoch 85, Train Accuracy: 98.75 %, Test Accuracy: 92.53 %
Epoch 86, Train Accuracy: 98.86 %, Test Accuracy: 92.47 %
Epoch 87, Train Accuracy: 98.93 %, Test Accuracy: 92.92 %
Epoch 88, Train Accuracy: 99.12 %, Test Accuracy: 92.87 %
Epoch 89, Train Accuracy: 99.08 %, Test Accuracy: 93.05 %
Epoch 90, Train Accuracy: 99.03 %, Test Accuracy: 92.79 %
Epoch 91, Train Accuracy: 99.10 %, Test Accuracy: 92.97 %
Epoch 92, Train Accuracy: 98.99 %, Test Accuracy: 92.53 %
Epoch 93, Train Accuracy: 99.02 %, Test Accuracy: 93.10 %
Epoch 94, Train Accuracy: 99.19 %, Test Accuracy: 92.67 %
Epoch 95, Train Accuracy: 99.21 %, Test Accuracy: 92.48 %
Epoch 96, Train Accuracy: 99.29 %, Test Accuracy: 92.89 %
Epoch 97, Train Accuracy: 99.32 %, Test Accuracy: 93.24 %
Epoch 98, Train Accuracy: 99.36 %, Test Accuracy: 93.10 %
Epoch 99, Train Accuracy: 99.43 %, Test Accuracy: 92.99 %
Epoch 100, Train Accuracy: 99.28 %, Test Accuracy: 92.92 %
Epoch 101, Train Accuracy: 99.44 %, Test Accuracy: 92.96 %
Epoch 102, Train Accuracy: 99.39 %, Test Accuracy: 92.94 %
Epoch 103, Train Accuracy: 99.40 %, Test Accuracy: 92.60 %
Epoch 104, Train Accuracy: 99.39 %, Test Accuracy: 93.27 %
Epoch 105, Train Accuracy: 99.48 %, Test Accuracy: 93.23 %
Epoch 106, Train Accuracy: 99.43 %, Test Accuracy: 92.94 %
Epoch 107, Train Accuracy: 99.56 %, Test Accuracy: 93.01 %
Epoch 108, Train Accuracy: 99.47 %, Test Accuracy: 92.66 %
Epoch 109, Train Accuracy: 99.52 %, Test Accuracy: 93.27 %
Epoch 110, Train Accuracy: 99.53 %, Test Accuracy: 93.05 %
Epoch 111, Train Accuracy: 99.65 %, Test Accuracy: 93.33 %
Epoch 112, Train Accuracy: 99.59 %, Test Accuracy: 92.90 %
Epoch 113, Train Accuracy: 99.60 %, Test Accuracy: 93.07 %
Epoch 114, Train Accuracy: 99.56 %, Test Accuracy: 93.06 %
Epoch 115, Train Accuracy: 99.62 %, Test Accuracy: 92.96 %
Epoch 116, Train Accuracy: 99.54 %, Test Accuracy: 92.66 %
Epoch 117, Train Accuracy: 99.42 %, Test Accuracy: 92.20 %
Epoch 118, Train Accuracy: 99.43 %, Test Accuracy: 93.11 %
Epoch 119, Train Accuracy: 99.62 %, Test Accuracy: 93.23 %
Epoch 120, Train Accuracy: 99.68 %, Test Accuracy: 93.20 %
Epoch 121, Train Accuracy: 99.65 %, Test Accuracy: 93.06 %
Epoch 122, Train Accuracy: 99.51 %, Test Accuracy: 93.12 %
Epoch 123, Train Accuracy: 99.67 %, Test Accuracy: 92.79 %
Epoch 124, Train Accuracy: 99.62 %, Test Accuracy: 93.47 %
Epoch 125, Train Accuracy: 99.70 %, Test Accuracy: 93.19 %
Epoch 126, Train Accuracy: 99.73 %, Test Accuracy: 93.36 %
Epoch 127, Train Accuracy: 99.64 %, Test Accuracy: 93.22 %
Epoch 128, Train Accuracy: 99.66 %, Test Accuracy: 92.83 %
