NODE=[HOST_03eb56b6d1] | JOB=sc-ResNet18-layer-s2 4683096
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR10 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-6 --num-epochs 100 --NN-name ResNet18 --stepsize-groups layerwise --seed 2 --save-directory cluster/Account1/metaopt/runs/sc --run-name sc-ResNet18-layer-s2
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 10.03 %, Test Accuracy: 10.18 %
Epoch 1, Train Accuracy: 9.98 %, Test Accuracy: 10.26 %
Epoch 2, Train Accuracy: 10.12 %, Test Accuracy: 10.32 %
Epoch 3, Train Accuracy: 10.12 %, Test Accuracy: 10.57 %
Epoch 4, Train Accuracy: 10.78 %, Test Accuracy: 10.73 %
Epoch 5, Train Accuracy: 11.65 %, Test Accuracy: 12.00 %
Epoch 6, Train Accuracy: 13.58 %, Test Accuracy: 14.35 %
Epoch 7, Train Accuracy: 15.80 %, Test Accuracy: 17.42 %
Epoch 8, Train Accuracy: 18.72 %, Test Accuracy: 20.64 %
Epoch 9, Train Accuracy: 22.30 %, Test Accuracy: 23.37 %
Epoch 10, Train Accuracy: 25.54 %, Test Accuracy: 27.10 %
Epoch 11, Train Accuracy: 29.31 %, Test Accuracy: 32.33 %
Epoch 12, Train Accuracy: 34.40 %, Test Accuracy: 37.67 %
Epoch 13, Train Accuracy: 39.19 %, Test Accuracy: 42.19 %
Epoch 14, Train Accuracy: 44.34 %, Test Accuracy: 48.51 %
Epoch 15, Train Accuracy: 50.38 %, Test Accuracy: 52.92 %
Epoch 16, Train Accuracy: 56.15 %, Test Accuracy: 59.06 %
Epoch 17, Train Accuracy: 62.02 %, Test Accuracy: 64.13 %
Epoch 18, Train Accuracy: 67.78 %, Test Accuracy: 70.57 %
Epoch 19, Train Accuracy: 72.53 %, Test Accuracy: 72.68 %
Epoch 20, Train Accuracy: 76.07 %, Test Accuracy: 77.38 %
Epoch 21, Train Accuracy: 78.92 %, Test Accuracy: 79.46 %
Epoch 22, Train Accuracy: 80.83 %, Test Accuracy: 79.94 %
Epoch 23, Train Accuracy: 82.33 %, Test Accuracy: 81.90 %
Epoch 24, Train Accuracy: 84.02 %, Test Accuracy: 82.80 %
Epoch 25, Train Accuracy: 85.29 %, Test Accuracy: 84.44 %
Epoch 26, Train Accuracy: 85.77 %, Test Accuracy: 84.30 %
Epoch 27, Train Accuracy: 87.33 %, Test Accuracy: 85.08 %
Epoch 28, Train Accuracy: 88.13 %, Test Accuracy: 85.22 %
Epoch 29, Train Accuracy: 88.52 %, Test Accuracy: 85.77 %
Epoch 30, Train Accuracy: 89.77 %, Test Accuracy: 85.71 %
Epoch 31, Train Accuracy: 89.94 %, Test Accuracy: 86.02 %
Epoch 32, Train Accuracy: 90.98 %, Test Accuracy: 86.99 %
Epoch 33, Train Accuracy: 91.23 %, Test Accuracy: 87.60 %
Epoch 34, Train Accuracy: 91.81 %, Test Accuracy: 87.83 %
Epoch 35, Train Accuracy: 92.31 %, Test Accuracy: 88.70 %
Epoch 36, Train Accuracy: 92.93 %, Test Accuracy: 87.89 %
Epoch 37, Train Accuracy: 93.22 %, Test Accuracy: 87.45 %
Epoch 38, Train Accuracy: 93.47 %, Test Accuracy: 88.67 %
Epoch 39, Train Accuracy: 94.11 %, Test Accuracy: 88.22 %
Epoch 40, Train Accuracy: 93.89 %, Test Accuracy: 88.57 %
Epoch 41, Train Accuracy: 94.86 %, Test Accuracy: 88.58 %
Epoch 42, Train Accuracy: 94.93 %, Test Accuracy: 88.79 %
Epoch 43, Train Accuracy: 95.19 %, Test Accuracy: 88.78 %
Epoch 44, Train Accuracy: 95.18 %, Test Accuracy: 88.80 %
Epoch 45, Train Accuracy: 95.78 %, Test Accuracy: 88.91 %
Epoch 46, Train Accuracy: 95.94 %, Test Accuracy: 89.54 %
Epoch 47, Train Accuracy: 96.12 %, Test Accuracy: 89.13 %
Epoch 48, Train Accuracy: 96.46 %, Test Accuracy: 89.59 %
Epoch 49, Train Accuracy: 96.70 %, Test Accuracy: 89.54 %
Epoch 50, Train Accuracy: 96.81 %, Test Accuracy: 89.75 %
Epoch 51, Train Accuracy: 96.88 %, Test Accuracy: 89.70 %
Epoch 52, Train Accuracy: 97.11 %, Test Accuracy: 89.25 %
Epoch 53, Train Accuracy: 97.68 %, Test Accuracy: 89.31 %
Epoch 54, Train Accuracy: 97.43 %, Test Accuracy: 89.57 %
Epoch 55, Train Accuracy: 97.58 %, Test Accuracy: 89.82 %
Epoch 56, Train Accuracy: 97.74 %, Test Accuracy: 89.88 %
Epoch 57, Train Accuracy: 97.83 %, Test Accuracy: 90.16 %
Epoch 58, Train Accuracy: 97.98 %, Test Accuracy: 90.33 %
Epoch 59, Train Accuracy: 98.31 %, Test Accuracy: 90.20 %
Epoch 60, Train Accuracy: 98.32 %, Test Accuracy: 90.16 %
Epoch 61, Train Accuracy: 98.52 %, Test Accuracy: 90.52 %
Epoch 62, Train Accuracy: 98.39 %, Test Accuracy: 89.28 %
Epoch 63, Train Accuracy: 98.44 %, Test Accuracy: 90.08 %
Epoch 64, Train Accuracy: 98.57 %, Test Accuracy: 90.36 %
Epoch 65, Train Accuracy: 98.78 %, Test Accuracy: 90.34 %
Epoch 66, Train Accuracy: 98.75 %, Test Accuracy: 89.82 %
Epoch 67, Train Accuracy: 98.53 %, Test Accuracy: 90.20 %
Epoch 68, Train Accuracy: 98.93 %, Test Accuracy: 90.48 %
Epoch 69, Train Accuracy: 99.01 %, Test Accuracy: 90.41 %
Epoch 70, Train Accuracy: 98.93 %, Test Accuracy: 90.45 %
Epoch 71, Train Accuracy: 98.83 %, Test Accuracy: 89.73 %
Epoch 72, Train Accuracy: 98.95 %, Test Accuracy: 90.39 %
Epoch 73, Train Accuracy: 99.12 %, Test Accuracy: 90.05 %
Epoch 74, Train Accuracy: 99.10 %, Test Accuracy: 90.23 %
Epoch 75, Train Accuracy: 99.35 %, Test Accuracy: 90.64 %
Epoch 76, Train Accuracy: 99.12 %, Test Accuracy: 90.24 %
Epoch 77, Train Accuracy: 99.21 %, Test Accuracy: 90.08 %
Epoch 78, Train Accuracy: 99.16 %, Test Accuracy: 90.46 %
Epoch 79, Train Accuracy: 99.38 %, Test Accuracy: 90.92 %
Epoch 80, Train Accuracy: 99.41 %, Test Accuracy: 90.38 %
Epoch 81, Train Accuracy: 99.26 %, Test Accuracy: 90.57 %
Epoch 82, Train Accuracy: 99.24 %, Test Accuracy: 90.43 %
Epoch 83, Train Accuracy: 99.30 %, Test Accuracy: 90.74 %
Epoch 84, Train Accuracy: 99.40 %, Test Accuracy: 90.70 %
Epoch 85, Train Accuracy: 99.52 %, Test Accuracy: 90.58 %
Epoch 86, Train Accuracy: 99.46 %, Test Accuracy: 90.78 %
Epoch 87, Train Accuracy: 99.47 %, Test Accuracy: 90.71 %
Epoch 88, Train Accuracy: 99.38 %, Test Accuracy: 90.98 %
Epoch 89, Train Accuracy: 99.57 %, Test Accuracy: 90.77 %
Epoch 90, Train Accuracy: 99.61 %, Test Accuracy: 90.94 %
Epoch 91, Train Accuracy: 99.59 %, Test Accuracy: 90.92 %
Epoch 92, Train Accuracy: 99.58 %, Test Accuracy: 90.48 %
Epoch 93, Train Accuracy: 99.51 %, Test Accuracy: 90.35 %
Epoch 94, Train Accuracy: 99.58 %, Test Accuracy: 90.44 %
Epoch 95, Train Accuracy: 99.50 %, Test Accuracy: 90.05 %
Epoch 96, Train Accuracy: 99.48 %, Test Accuracy: 90.88 %
