NODE=[HOST_2f2f29d9e1] | JOB=c100f-node-s1 4683759 | AUGMENT=1
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet18_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 100 --stepsize-groups nodewise --seed 1 --save-directory cluster/Account2/metaopt/runs/c100b --run-name c100f-node-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account2/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 3.02 %, Test Accuracy: 6.25 %
Epoch 1, Train Accuracy: 7.05 %, Test Accuracy: 8.98 %
Epoch 2, Train Accuracy: 10.67 %, Test Accuracy: 12.21 %
Epoch 3, Train Accuracy: 13.49 %, Test Accuracy: 15.05 %
Epoch 4, Train Accuracy: 16.70 %, Test Accuracy: 18.69 %
Epoch 5, Train Accuracy: 20.80 %, Test Accuracy: 23.93 %
Epoch 6, Train Accuracy: 25.48 %, Test Accuracy: 25.74 %
Epoch 7, Train Accuracy: 29.46 %, Test Accuracy: 29.98 %
Epoch 8, Train Accuracy: 34.23 %, Test Accuracy: 35.49 %
Epoch 9, Train Accuracy: 38.40 %, Test Accuracy: 37.99 %
Epoch 10, Train Accuracy: 42.78 %, Test Accuracy: 44.62 %
Epoch 11, Train Accuracy: 46.52 %, Test Accuracy: 45.70 %
Epoch 12, Train Accuracy: 49.50 %, Test Accuracy: 48.83 %
Epoch 13, Train Accuracy: 52.46 %, Test Accuracy: 52.71 %
Epoch 14, Train Accuracy: 55.12 %, Test Accuracy: 52.48 %
Epoch 15, Train Accuracy: 57.73 %, Test Accuracy: 54.67 %
Epoch 16, Train Accuracy: 59.72 %, Test Accuracy: 56.59 %
Epoch 17, Train Accuracy: 61.68 %, Test Accuracy: 58.41 %
Epoch 18, Train Accuracy: 63.94 %, Test Accuracy: 59.23 %
Epoch 19, Train Accuracy: 65.26 %, Test Accuracy: 59.94 %
Epoch 20, Train Accuracy: 66.76 %, Test Accuracy: 60.27 %
Epoch 21, Train Accuracy: 68.62 %, Test Accuracy: 62.44 %
Epoch 22, Train Accuracy: 69.88 %, Test Accuracy: 62.43 %
Epoch 23, Train Accuracy: 71.43 %, Test Accuracy: 63.44 %
Epoch 24, Train Accuracy: 72.61 %, Test Accuracy: 64.43 %
Epoch 25, Train Accuracy: 73.88 %, Test Accuracy: 65.39 %
Epoch 26, Train Accuracy: 75.21 %, Test Accuracy: 65.54 %
Epoch 27, Train Accuracy: 76.03 %, Test Accuracy: 65.81 %
Epoch 28, Train Accuracy: 76.89 %, Test Accuracy: 66.04 %
Epoch 29, Train Accuracy: 78.09 %, Test Accuracy: 66.15 %
Epoch 30, Train Accuracy: 79.10 %, Test Accuracy: 66.57 %
Epoch 31, Train Accuracy: 79.86 %, Test Accuracy: 66.86 %
Epoch 32, Train Accuracy: 81.30 %, Test Accuracy: 67.27 %
Epoch 33, Train Accuracy: 81.76 %, Test Accuracy: 67.14 %
Epoch 34, Train Accuracy: 82.50 %, Test Accuracy: 68.02 %
Epoch 35, Train Accuracy: 83.70 %, Test Accuracy: 68.79 %
Epoch 36, Train Accuracy: 84.21 %, Test Accuracy: 68.54 %
Epoch 37, Train Accuracy: 85.12 %, Test Accuracy: 69.12 %
Epoch 38, Train Accuracy: 85.63 %, Test Accuracy: 69.02 %
Epoch 39, Train Accuracy: 86.12 %, Test Accuracy: 68.46 %
Epoch 40, Train Accuracy: 87.01 %, Test Accuracy: 68.71 %
Epoch 41, Train Accuracy: 88.06 %, Test Accuracy: 69.70 %
Epoch 42, Train Accuracy: 88.56 %, Test Accuracy: 69.45 %
Epoch 43, Train Accuracy: 89.14 %, Test Accuracy: 68.78 %
Epoch 44, Train Accuracy: 89.76 %, Test Accuracy: 69.21 %
Epoch 45, Train Accuracy: 90.03 %, Test Accuracy: 69.61 %
Epoch 46, Train Accuracy: 90.66 %, Test Accuracy: 69.54 %
Epoch 47, Train Accuracy: 90.98 %, Test Accuracy: 69.64 %
Epoch 48, Train Accuracy: 91.20 %, Test Accuracy: 69.94 %
Epoch 49, Train Accuracy: 92.17 %, Test Accuracy: 69.63 %
Epoch 50, Train Accuracy: 92.83 %, Test Accuracy: 69.46 %
Epoch 51, Train Accuracy: 92.92 %, Test Accuracy: 69.41 %
Epoch 52, Train Accuracy: 93.13 %, Test Accuracy: 69.95 %
Epoch 53, Train Accuracy: 93.33 %, Test Accuracy: 69.94 %
Epoch 54, Train Accuracy: 93.99 %, Test Accuracy: 70.25 %
Epoch 55, Train Accuracy: 94.15 %, Test Accuracy: 69.89 %
Epoch 56, Train Accuracy: 94.62 %, Test Accuracy: 70.10 %
Epoch 57, Train Accuracy: 94.84 %, Test Accuracy: 70.24 %
Epoch 58, Train Accuracy: 95.35 %, Test Accuracy: 70.32 %
Epoch 59, Train Accuracy: 95.26 %, Test Accuracy: 70.27 %
Epoch 60, Train Accuracy: 95.27 %, Test Accuracy: 70.07 %
Epoch 61, Train Accuracy: 96.01 %, Test Accuracy: 70.86 %
Epoch 62, Train Accuracy: 96.02 %, Test Accuracy: 70.77 %
Epoch 63, Train Accuracy: 96.05 %, Test Accuracy: 70.09 %
Epoch 64, Train Accuracy: 96.63 %, Test Accuracy: 70.06 %
Epoch 65, Train Accuracy: 96.62 %, Test Accuracy: 70.58 %
Epoch 66, Train Accuracy: 96.90 %, Test Accuracy: 70.32 %
Epoch 67, Train Accuracy: 96.98 %, Test Accuracy: 70.64 %
Epoch 68, Train Accuracy: 97.12 %, Test Accuracy: 70.40 %
Epoch 69, Train Accuracy: 97.26 %, Test Accuracy: 70.82 %
Epoch 70, Train Accuracy: 97.43 %, Test Accuracy: 69.97 %
Epoch 71, Train Accuracy: 97.39 %, Test Accuracy: 70.62 %
Epoch 72, Train Accuracy: 97.55 %, Test Accuracy: 71.10 %
Epoch 73, Train Accuracy: 98.00 %, Test Accuracy: 70.52 %
Epoch 74, Train Accuracy: 97.91 %, Test Accuracy: 70.78 %
Epoch 75, Train Accuracy: 97.87 %, Test Accuracy: 70.80 %
Epoch 76, Train Accuracy: 97.92 %, Test Accuracy: 70.90 %
Epoch 77, Train Accuracy: 98.00 %, Test Accuracy: 70.90 %
Epoch 78, Train Accuracy: 98.11 %, Test Accuracy: 70.75 %
Epoch 79, Train Accuracy: 98.29 %, Test Accuracy: 70.59 %
Epoch 80, Train Accuracy: 98.48 %, Test Accuracy: 70.82 %
Epoch 81, Train Accuracy: 98.49 %, Test Accuracy: 71.07 %
Epoch 82, Train Accuracy: 98.49 %, Test Accuracy: 71.13 %
Epoch 83, Train Accuracy: 98.50 %, Test Accuracy: 71.06 %
Epoch 84, Train Accuracy: 98.76 %, Test Accuracy: 71.43 %
Epoch 85, Train Accuracy: 98.71 %, Test Accuracy: 70.93 %
Epoch 86, Train Accuracy: 98.75 %, Test Accuracy: 70.64 %
Epoch 87, Train Accuracy: 98.86 %, Test Accuracy: 71.16 %
Epoch 88, Train Accuracy: 98.70 %, Test Accuracy: 70.92 %
Epoch 89, Train Accuracy: 98.80 %, Test Accuracy: 71.05 %
Epoch 90, Train Accuracy: 98.79 %, Test Accuracy: 71.26 %
Epoch 91, Train Accuracy: 99.07 %, Test Accuracy: 71.09 %
Epoch 92, Train Accuracy: 98.87 %, Test Accuracy: 70.99 %
Epoch 93, Train Accuracy: 99.01 %, Test Accuracy: 71.19 %
Epoch 94, Train Accuracy: 98.71 %, Test Accuracy: 70.06 %
Epoch 95, Train Accuracy: 99.02 %, Test Accuracy: 71.55 %
Epoch 96, Train Accuracy: 99.23 %, Test Accuracy: 71.19 %
Epoch 97, Train Accuracy: 99.25 %, Test Accuracy: 71.11 %
Epoch 98, Train Accuracy: 99.10 %, Test Accuracy: 71.63 %
Epoch 99, Train Accuracy: 98.99 %, Test Accuracy: 71.11 %
41  minutes
RUN_DONE
