run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90,plateau5,auc,window_ok,complete
sa3-ResNet10-scal-s1,4683451,Account2,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,70.1,69.94,70.28,0,[HOST_3c1b003035],73,env,,0,,,,69.898,0,69.908,68.101,1,1
sc-ResNet10-scal-s2,4683082,Account1,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,70.33,70.21,70.36,0,[HOST_03eb56b6d1],30,env,,0,,,,70.17,0,70.15,61.562,1,1
sa3-ResNet10-scal-s2,4683460,Account2,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,70.61,70.34,70.54,0,[HOST_2739ecbbce],72,env,,0,,,,70.344,0,70.32,68.57,1,1
fz3-r10-w-s0,4701791,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,63.92,63.92,64.32,0,[HOST_7b4dd78541],5,env,,0,,,,50.206,0,61.692,50.206,0,1
p6f-r10-w,4683585,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,77.94,77.94,78.04,0,[HOST_2f2f29d9e1],4,env,,0,,,,61.366,0,75.654,61.366,0,1
p4-r10-w,4683368,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,68.22,68.22,67.87,0,[HOST_b0a55dfb8c],6,env,,0,,,,51.285,0,63.504,51.285,0,1
uc5-r10-w-s0,4702367,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,0,20,20,77.62,77.62,77.75,0,[HOST_e8d809bd94],5,env,,0,,,,61.424,0,75.648,61.424,0,1
ff5-r10-w-s0,4702125,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,77.17,77.17,77.87,0,[HOST_bcfd0fc19c],5,env,,0,,,,61.343,0,75.44,61.343,0,1
p5-r10-w,4683380,Account2,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,12.91,12.91,12.63,0,[HOST_b0a55dfb8c],6,env,,0,,,,10.913,0,12.354,10.913,0,1
ff5-r10-w-s1,4702134,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,76.97,76.97,77.75,0,[HOST_bcfd0fc19c],5,env,,0,,,,61.495,0,75.228,61.495,0,1
p7-r10-w-s1,4685329,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,76.63,76.54,77.68,0,[HOST_b0a55dfb8c],4,env,,0,,,,61.448,0,75.17,61.448,0,1
uc5-r10-w-s1,4702376,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,1,20,20,77.25,77.25,77.78,0,[HOST_2f2f29d9e1],5,env,,0,,,,61.471,0,75.254,61.471,0,1
fz3-r10-w-s1,4701801,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,62.14,60.81,63.43,0,[HOST_bcfd0fc19c],5,env,,0,,,,50.532,0,60.62,50.532,0,1
p7-r10-w-s2,4685332,Account1,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,78.26,78.26,78.41,0,[HOST_7b4dd78541],4,env,,0,,,,62.19,0,75.478,62.19,0,1
sm_ResNet101,4680737,Account1,ResNet101,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,2,2,10.45,10.45,10.2,0,[HOST_2f2f29d9e1],4,env,,0,,,,,0,,10.17,0,1
cs-r10-layer-s0,4683767,Account1,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,69.26,68.96,89.71,0,[HOST_bcfd0fc19c],21,env,,0,,,,68.609,0,68.874,59.525,1,1
cs-r10-add-s0,4683708,Account1,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,12.55,5.51,5.5,0,[HOST_3c1b003035],65,env,,0,,,,5.51,0,5.506,6.32,1,1
cs-r10-layer-s1,4683769,Account1,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,68.78,67.99,89.77,0,[HOST_7b4dd78541],21,env,,0,,,,68.234,0,68.334,59.049,1,1
cs-r10-add-s1,4683711,Account1,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,12.11,5.57,5.62,0,[HOST_e8d809bd94],21,env,,0,,,,5.577,0,5.588,6.365,1,1
cs-r10-layer-s2,4683771,Account1,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,68.71,68.11,89.29,0,[HOST_e8d809bd94],21,env,,0,,,,67.954,0,68.364,58.604,1,1
cs-r10-add-s2,4683714,Account1,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,12.43,5.55,5.5,0,[HOST_2f2f29d9e1],21,env,,0,,,,5.587,0,5.604,6.341,1,1
cs-r10-scal-s0,4683766,Account1,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,13.09,12.78,12.64,0,[HOST_e8d809bd94],29,env,,0,,,,12.863,0,12.844,12.625,1,1
cs-r10-scal-s1,4683768,Account1,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,13.02,12.95,12.5,0,[HOST_bcfd0fc19c],29,env,,0,,,,12.839,0,12.888,12.601,1,1
cs-r10-scal-s2,4683770,Account1,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,13.36,13.27,12.79,0,[HOST_8d6ba568b8],72,env,,0,,,,13.201,0,13.18,12.916,1,1
fxcos_1e-3_s0,4683254,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,94.31,94.29,99.99,0,[HOST_e8d809bd94],31,env,,0,10,17,17,94.129,15,94.252,90.097,1,1
i3a-1e6-s0,4700620,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,0,100,100,70.05,70.05,71.22,0,[HOST_2f2f29d9e1],31,env,,0,,,,69.162,0,69.908,60.599,1,1
i3a-1e1-s0,4700632,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,0,100,100,30.57,13.68,20.05,0,[HOST_2f2f29d9e1],29,env,,0,,,,11.841,0,12.586,16.16,1,1
i3a-1e4-s0,4700624,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,91.71,91.67,99.04,0,[HOST_e223b82d71],31,env,,0,10,19,32,91.375,44,91.43,88.973,1,1
bl-adw-1e-2-s0,4687299,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,0,100,100,93.87,93.81,99.74,0,[HOST_f0845cc956],30,env,,0,56,71,75,92.792,8,93.8,81.0,1,1
bx-2e-3-s0,4687537,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,0,100,100,94.53,94.51,99.97,0,[HOST_2f2f29d9e1],31,env,,0,11,22,35,94.222,25,94.454,89.282,1,1
i3a-1e5-s0,4700622,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,0,100,100,85.56,85.25,97.67,0,[HOST_e223b82d71],31,env,,0,80,,,84.787,0,84.934,80.133,1,1
fxcos-3e-3-s0,4683737,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,0,100,100,94.96,94.91,99.97,0,[HOST_bcfd0fc19c],31,env,,0,15,33,46,94.535,18,94.91,88.611,1,1
SW_1e-4_s0,4700538,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,93.32,93.32,99.99,0,[HOST_3c1b003035],67,env,,0,21,32,37,93.041,17,93.234,86.939,1,1
fxcos_3e-4_s0,4683251,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,94.28,94.22,100.0,0,[HOST_bcfd0fc19c],31,env,,0,10,17,24,94.102,14,94.166,90.231,1,1
i3a-1e2-s0,4700630,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,0,100,100,77.47,73.27,79.02,0,[HOST_e8d809bd94],30,env,,0,,,,68.181,0,68.59,69.047,1,1
i3a300-1e5-s0,4700668,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,0,300,300,87.38,86.26,99.59,0,[HOST_f0845cc956],92,env,,0,83,,,86.811,0,86.854,84.119,1,1
bg300_cos_s0,4683664,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,300,300,95.24,95.21,100.0,0,[HOST_fd0c0ddbe6],91,env,,0,17,21,28,95.139,72,95.184,91.373,1,1
SW_3e-4_s0,4700540,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,94.21,94.1,99.99,0,[HOST_e8d809bd94],31,env,,0,18,25,29,94.047,11,94.16,88.894,1,1
bg600_cos_s0,4683670,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,600,600,95.23,95.22,100.0,0,[HOST_f0845cc956],183,env,,0,14,22,28,95.162,137,95.168,91.905,1,1
i3a300-1e2-s0,4700670,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,0,300,300,78.97,58.11,78.73,0,[HOST_e223b82d71],90,env,,0,,,,67.73,0,65.186,67.741,1,1
fx_adamw_1e-4_s0,4682781,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,92.29,91.83,98.95,0,[HOST_7b4dd78541],31,env,,0,21,31,35,91.415,42,91.614,86.253,1,1
i3c-1e6-s0,4700694,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,0,100,100,63.7,63.54,63.51,0,[HOST_3c1b003035],68,env,,0,,,,63.495,0,63.594,54.428,1,1
i3c-1e1-s0,4700697,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,0,100,100,66.53,66.53,66.48,0,[HOST_e8d809bd94],29,env,,0,,,,56.532,0,65.806,33.9,1,1
i3a-1e3-s0,4700628,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,91.29,87.46,96.36,0,[HOST_bcfd0fc19c],30,env,,0,8,12,19,89.694,65,88.852,88.27,1,1
SW_3e-3_s0,4700544,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,0,100,100,95.03,95.03,99.97,0,[HOST_03eb56b6d1],30,env,,0,13,37,48,94.448,14,94.962,87.899,1,1
SW_1e-5_s0,4700534,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,0,100,100,84.21,84.0,94.28,0,[HOST_8d6ba568b8],61,env,,0,,,,83.986,0,84.008,75.542,1,1
fx_adamw_1e-3_s0,4682785,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,91.7,89.58,96.19,0,[HOST_7b4dd78541],31,env,,0,12,22,30,90.227,67,90.15,87.669,1,1
i3a-3e4-s0,4700626,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,92.26,91.75,98.76,0,[HOST_bcfd0fc19c],31,env,,0,7,13,22,91.662,31,91.732,89.686,1,1
i3a300-1e1-s0,4700672,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,0,300,300,29.51,10.0,10.06,1,[HOST_6dc36997e3],88,env,,0,,,,10.0,0,10.0,14.463,1,1
fx_adamw_3e-4_s0,4682783,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,92.56,91.65,98.67,0,[HOST_e8d809bd94],31,env,,0,17,22,33,91.876,22,91.728,88.038,1,1
SW_1e-3_s0,4700542,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,94.27,94.27,99.99,0,[HOST_e8d809bd94],31,env,,0,13,22,29,93.957,20,94.2,89.263,1,1
SW_1e-2_s0,4700546,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,0,100,100,93.84,93.76,99.72,0,[HOST_fd0c0ddbe6],31,env,,0,60,76,79,92.46,5,93.756,80.775,1,1
fxcos_1e-4_s0,4683248,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,93.17,93.16,99.99,0,[HOST_03eb56b6d1],31,env,,0,15,20,32,93.044,17,93.124,88.923,1,1
i3a300-1e6-s0,4700666,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,0,300,300,79.28,79.03,86.34,0,[HOST_f0845cc956],92,env,,0,,,,78.984,0,79.11,70.711,1,1
fx_adamw_3e-3_s0,4682787,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,0,100,100,88.85,85.35,91.62,0,[HOST_03eb56b6d1],30,env,,0,17,40,,85.556,0,84.74,84.348,1,1
bx-5e-3-s0,4687538,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,0,100,100,94.71,94.65,99.95,0,[HOST_e8d809bd94],31,env,,0,23,56,64,94.128,6,94.66,86.34,1,1
SW_3e-5_s0,4700536,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-5,1,1,none,,na,na,0,100,100,89.22,89.14,99.84,0,[HOST_3c1b003035],69,env,,0,34,63,,88.964,10,89.082,81.863,1,1
bx-2e-3-s1,4687539,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,1,100,100,94.79,94.7,99.98,0,[HOST_e8d809bd94],30,env,,0,13,24,39,94.373,20,94.706,89.214,1,1
i3a-3e4-s1,4700640,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,92.4,91.51,98.71,0,[HOST_e223b82d71],31,env,,0,10,13,22,91.739,24,91.62,89.779,1,1
SW_1e-5_s1,4700535,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,1,100,100,83.96,83.83,94.31,0,[HOST_3c1b003035],69,env,,0,,,,83.782,0,83.82,75.191,1,1
fx_adamw_1e-3_s1,4682786,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,91.73,89.36,96.37,0,[HOST_b0a55dfb8c],31,env,,0,15,22,34,90.301,65,90.278,87.746,1,1
SW_3e-3_s1,4700545,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,1,100,100,94.74,94.72,99.98,0,[HOST_7b4dd78541],30,env,,0,13,42,57,94.263,11,94.708,87.71,1,1
bg300_cos_s1,4683666,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,300,300,94.9,94.87,100.0,0,[HOST_e223b82d71],93,env,,0,11,24,35,94.819,75,94.838,91.287,1,1
i3c-1e6-s1,4700695,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,1,100,100,62.86,62.85,62.79,0,[HOST_3c1b003035],65,env,,0,,,,62.716,0,62.77,53.992,1,1
bg600_cos_s1,4683672,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,600,600,95.11,95.0,100.0,0,[HOST_f0845cc956],183,env,,0,13,22,32,95.02,140,95.018,91.778,1,1
fx_adamw_1e-4_s1,4682782,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,91.88,91.88,99.02,0,[HOST_bcfd0fc19c],31,env,,0,26,31,48,91.238,40,91.602,85.874,1,1
i3a-1e4-s1,4700638,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,92.15,91.87,99.12,0,[HOST_f0845cc956],31,env,,0,11,21,33,91.406,43,91.448,88.843,1,1
SW_3e-4_s1,4700541,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,94.07,94.01,100.0,0,[HOST_e8d809bd94],31,env,,0,16,28,31,93.925,12,93.998,88.688,1,1
fxcos-3e-3-s1,4683738,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,1,100,100,94.69,94.65,99.97,0,[HOST_e223b82d71],30,env,,0,15,32,44,94.341,16,94.654,88.427,1,1
SW_3e-5_s1,4700537,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-5,1,1,none,,na,na,1,100,100,88.84,88.79,99.89,0,[HOST_3c1b003035],68,env,,0,36,64,,88.663,0,88.752,81.664,1,1
fx_adamw_3e-4_s1,4682784,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,92.59,91.23,98.76,0,[HOST_e8d809bd94],31,env,,0,17,25,31,91.739,24,91.65,87.796,1,1
fxcos_1e-4_s1,4683249,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,93.1,93.06,99.99,0,[HOST_f0845cc956],31,env,,0,16,25,32,92.926,15,92.998,88.508,1,1
SW_1e-2_s1,4700547,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,1,100,100,93.93,93.92,99.7,0,[HOST_fd0c0ddbe6],30,env,,0,58,73,80,92.701,5,93.884,80.654,1,1
SW_1e-3_s1,4700543,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,94.28,94.24,99.99,0,[HOST_e8d809bd94],31,env,,0,16,24,32,94.099,19,94.256,89.073,1,1
i3a-1e2-s1,4700644,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,1,100,100,80.37,72.39,80.23,0,[HOST_6dc36997e3],29,env,,0,,,,71.828,0,68.548,70.447,1,1
gate0_adamw_s1,4650663,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,,?,none,,na,na,1,100,100,59.98,57.26,99.89,0,[HOST_e8d809bd94],31,inferred,,0,,,,58.227,0,58.426,55.959,1,1
i3a-1e3-s1,4700642,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,91.51,87.95,96.16,0,[HOST_e8d809bd94],31,env,,0,10,13,30,89.702,65,89.248,88.364,1,1
fx_adamw_3e-3_s1,4682788,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,1,100,100,90.15,87.04,91.61,0,[HOST_f0845cc956],31,env,,0,19,32,86,86.368,1,86.92,84.453,1,1
i3a-1e6-s1,4700634,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,1,100,100,69.17,69.13,70.99,0,[HOST_b0a55dfb8c],31,env,,0,,,,68.112,0,68.91,60.003,1,1
fxcos_1e-3_s1,4683255,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,94.41,94.35,99.99,0,[HOST_2f2f29d9e1],31,env,,0,11,13,24,94.092,16,94.316,90.202,1,1
i3c-1e1-s1,4700698,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,1,100,100,65.28,65.28,64.82,0,[HOST_7b4dd78541],29,env,,0,,,,52.472,0,64.798,32.283,1,1
fxcos_3e-4_s1,4683252,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,94.27,94.27,99.99,0,[HOST_03eb56b6d1],31,env,,0,11,14,26,94.069,10,94.222,90.035,1,1
bl-adw-1e-2-s1,4687300,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,1,100,100,93.98,93.97,99.79,0,[HOST_f0845cc956],30,env,,0,61,65,78,92.91,5,93.948,81.294,1,1
SW_1e-4_s1,4700539,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,93.04,93.02,99.99,0,[HOST_bcfd0fc19c],31,env,,0,25,31,45,92.883,17,92.974,86.67,1,1
i3a-1e1-s1,4700646,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,1,100,100,26.95,10.0,10.17,1,[HOST_2f2f29d9e1],28,env,,0,,,,10.0,0,10.0,12.322,1,1
i3a-1e5-s1,4700636,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,1,100,100,85.27,85.04,97.67,0,[HOST_2f2f29d9e1],31,env,,0,97,,,84.402,0,84.712,79.683,1,1
bx-5e-3-s1,4687540,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,1,100,100,95.01,94.94,99.97,0,[HOST_bcfd0fc19c],30,env,,0,23,48,67,94.259,7,94.952,86.423,1,1
i3a300-1e5-s1,4700676,Account2,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,1,300,300,87.26,86.13,99.66,0,[HOST_bcfd0fc19c],93,env,,0,108,,,86.697,0,86.7,82.358,1,1
i3a300-1e6-s1,4700674,Account2,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,1,300,300,78.22,78.03,84.12,0,[HOST_6dc36997e3],92,env,,0,,,,78.029,0,78.132,68.338,1,1
i3a300-1e1-s1,4700680,Account2,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,1,300,300,64.76,11.93,23.89,0,[HOST_b0a55dfb8c],86,env,,0,,,,17.003,0,17.19,18.831,1,1
i3a300-1e2-s1,4700678,Account2,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,1,300,300,81.34,70.24,82.68,0,[HOST_bcfd0fc19c],91,env,,0,,,,74.052,0,73.66,73.097,1,1
i3c-1e6-s2,4700696,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,2,100,100,63.98,63.98,63.78,0,[HOST_3c1b003035],69,env,,0,,,,63.789,0,63.9,54.717,1,1
fxcos-3e-3-s2,4683739,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,2,100,100,94.96,94.96,99.97,0,[HOST_e223b82d71],31,env,,0,12,32,47,94.499,14,94.886,88.583,1,1
bg600_cos_s2,4683674,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,600,600,95.3,95.26,100.0,0,[HOST_fd0c0ddbe6],181,env,,0,13,25,29,95.233,139,95.256,91.857,1,1
i3c-3e4-s2,4700702,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,94.13,93.96,99.99,0,[HOST_2f2f29d9e1],31,env,,0,17,23,34,93.787,12,93.88,88.498,1,1
bx-5e-3-s2,4687542,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,2,100,100,94.73,94.73,99.95,0,[HOST_f0845cc956],31,env,,0,30,49,65,94.151,10,94.69,86.293,1,1
fx_adamw_1e-4_s2,4683242,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,91.84,91.75,98.91,0,[HOST_e8d809bd94],31,env,,0,23,28,50,91.151,44,91.166,85.847,1,1
bg300_cos_s2,4683668,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,300,300,95.14,95.02,100.0,0,[HOST_bcfd0fc19c],93,env,,0,13,23,27,95.04,78,95.038,91.24,1,1
fxcos_3e-4_s2,4683253,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,94.15,94.15,99.99,0,[HOST_bcfd0fc19c],31,env,,0,10,15,26,94.016,14,94.102,90.06,1,1
i3c-1e1-s2,4700699,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,2,100,100,65.26,65.07,64.51,0,[HOST_e223b82d71],29,env,,0,,,,50.148,0,64.762,32.681,1,1
bl-adw-1e-2-s2,4687301,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,2,100,100,93.69,93.65,99.76,0,[HOST_2f2f29d9e1],30,env,,0,60,68,78,92.759,6,93.574,81.258,1,1
fx_adamw_3e-4_s2,4683245,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,92.59,91.92,98.81,0,[HOST_e8d809bd94],31,env,,0,14,23,30,91.938,23,92.1,87.971,1,1
bx-2e-3-s2,4687541,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,2,100,100,94.7,94.65,99.99,0,[HOST_f0845cc956],30,env,,0,11,20,32,94.373,18,94.646,89.433,1,1
fxcos_1e-3_s2,4683256,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,100,100,94.18,94.18,99.99,0,[HOST_2739ecbbce],64,env,,0,10,17,23,94.058,16,94.158,90.142,1,1
fxcos_1e-4_s2,4683250,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,92.69,92.62,100.0,0,[HOST_e8d809bd94],31,env,,0,13,21,33,92.584,25,92.63,88.42,1,1
i3c-1e4-s2,4700700,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,92.93,92.79,100.0,0,[HOST_2f2f29d9e1],31,env,,0,24,31,42,92.73,19,92.878,86.619,1,1
i3c-1e3-s2,4700703,Account1,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,100,100,94.54,94.52,99.99,0,[HOST_e223b82d71],31,env,,0,13,22,30,94.175,21,94.5,89.254,1,1
i3a-1e2-s2,4700658,Account2,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,2,100,100,80.42,75.13,81.26,0,[HOST_2f2f29d9e1],30,env,,0,,,,71.615,0,74.466,72.067,1,1
