batch,arm,k,epochs,mean_pct,sd_pct,sem_pct,n
cpk1,k17,17.0,100,25.949333333333332,0.48511579373726266,0.2800817341023476,3
cpk1,k24,24.0,100,27.416,0.8684630101506915,0.5014073526917344,3
cpk1,k31,31.0,100,33.00933333333333,0.5852908109079892,0.3379178072319419,3
cpk1,k38,38.0,100,35.95066666666666,0.7687817202127893,0.4438563331129175,3
cpk1,k42,42.0,100,41.072,0.3664587289177321,0.21157504578754074,3
cpk1,k45,45.0,100,42.239333333333335,1.0826196623622408,0.6250507534948215,3
cpk1,k47,47.0,100,45.688,0.916063316588978,0.5288894024273878,3
cpk1,k49,49.0,100,55.44733333333333,0.25657227701630736,0.14813207320196028,3
cpk1,k52,52.0,100,38.342,1.1308103289234657,0.6528736478063722,3
cpk1,k55,55.0,100,23.372,1.0213011309109565,0.58964848285511,3
cpk1,k60,60.0,100,24.718666666666667,0.9470804260110828,0.5467971389017241,3
cpk1,k01,,100,22.720666666666666,0.7814968543336129,0.4511974192203572,3
cpk1,k62,,100,69.71066666666667,0.39481810157758945,0.22794833722675828,3
cpk3,k45,45.0,772,43.78333333333333,0.3881872400444566,0.2241200075356449,3
cpk3,k46,46.0,772,49.506,0.6134623052804474,0.35418262709135473,3
cpk3,k47,47.0,772,46.784,0.16985876486069296,0.09806800361653843,3
cpk3,k48,48.0,772,46.848,0.3398587942072418,0.19621756632201268,3
cpk3,k49,49.0,772,56.04533333333333,0.8425682959459921,0.48645703247506283,3
cpk3,k50,50.0,772,37.77466666666667,1.2964973325592815,0.7485330839567329,3
cpk3,k01,,772,23.178,0.35716102810917116,0.20620701572287348,3
