week_start,account_1_gpu_allocation_hours,account_2_gpu_allocation_hours,total_gpu_allocation_hours
2026-08-10,20.02611111111111,0.0,20.02611111111111
2026-08-17,619.6875000000001,541.2052777777781,1160.892777777778
2026-08-24,179.73000000000005,56.54722222222223,236.2772222222223
2026-08-31,755.4113888888886,318.2144444444446,1073.6258333333333
2026-09-07,185.30416666666665,336.0722222222225,521.3763888888891
2026-09-14,0,15.30861111111111,15.30861111111111
