batch,network,arm,epochs,n,mean_pct,sd_pct,sem_pct,train_mean_pct,recovery_of_scalar_layerwise_gap,registered_final,source_scorer
ciso1,ResNet18_c100,k01,100,3,23.280666666666665,0.2909455848321697,0.16797751172238629,23.169333333333334,0.0,UNRESOLVED-PARTIAL | ISO-59-NEITHER | ISO-3-PINS | CTRL-59-PINS | ONE-61-FREE | PREMISE-REPLICATES | ONE-RESCUES | SPECIFIC:CTRL-NULL | ISO-RESCUES-BUT-59-NOT-FREE,analysis/cIS1_ciso1_isolate_score.py
ciso1,ResNet18_c100,k62,100,3,69.02733333333333,0.6519642116967277,0.3764117131251079,98.84933333333333,1.0,UNRESOLVED-PARTIAL | ISO-59-NEITHER | ISO-3-PINS | CTRL-59-PINS | ONE-61-FREE | PREMISE-REPLICATES | ONE-RESCUES | SPECIFIC:CTRL-NULL | ISO-RESCUES-BUT-59-NOT-FREE,analysis/cIS1_ciso1_isolate_score.py
ciso1,ResNet18_c100,ISO,100,3,70.21133333333333,0.2680397980400181,0.15475284955193738,94.23733333333332,1.0258816671524336,UNRESOLVED-PARTIAL | ISO-59-NEITHER | ISO-3-PINS | CTRL-59-PINS | ONE-61-FREE | PREMISE-REPLICATES | ONE-RESCUES | SPECIFIC:CTRL-NULL | ISO-RESCUES-BUT-59-NOT-FREE,analysis/cIS1_ciso1_isolate_score.py
ciso1,ResNet18_c100,CTRL,100,3,23.217333333333336,0.18072446799847885,0.10434132024807367,23.176666666666666,-0.0013844360244825637,UNRESOLVED-PARTIAL | ISO-59-NEITHER | ISO-3-PINS | CTRL-59-PINS | ONE-61-FREE | PREMISE-REPLICATES | ONE-RESCUES | SPECIFIC:CTRL-NULL | ISO-RESCUES-BUT-59-NOT-FREE,analysis/cIS1_ciso1_isolate_score.py
ciso1,ResNet18_c100,ONE,100,3,64.75,0.6201806188522776,0.35806144724055117,83.31266666666667,0.9064995628096766,UNRESOLVED-PARTIAL | ISO-59-NEITHER | ISO-3-PINS | CTRL-59-PINS | ONE-61-FREE | PREMISE-REPLICATES | ONE-RESCUES | SPECIFIC:CTRL-NULL | ISO-RESCUES-BUT-59-NOT-FREE,analysis/cIS1_ciso1_isolate_score.py
cdep1,ResNet18_c100,k01,100,3,23.352,0.7515610420983783,0.43391396996793435,23.470666666666666,0.0,IDENTITY-OPERATIVE | ISO-59-NEITHER | ISO-3-PINS | DEPTH-59-PINS | DEPTH-3-PINS | DEPTH2-60-PINS | DEPTH2-2-PINS | ONE-61-FREE | PREMISE-REPLICATES | H-BROKEN-DEAD | ONE-RESCUES | DEPTH-FLOOR-SATURATED | DEPTH2-FLOOR-SATURATED | ISO-REPLICATES | BIAS-NULL | DEPTH2-FLOOR,analysis/cDP1_cdep1_depth_score.py
cdep1,ResNet18_c100,k62,100,3,69.156,0.3500685647126803,0.2021121800716919,98.89466666666667,1.0,IDENTITY-OPERATIVE | ISO-59-NEITHER | ISO-3-PINS | DEPTH-59-PINS | DEPTH-3-PINS | DEPTH2-60-PINS | DEPTH2-2-PINS | ONE-61-FREE | PREMISE-REPLICATES | H-BROKEN-DEAD | ONE-RESCUES | DEPTH-FLOOR-SATURATED | DEPTH2-FLOOR-SATURATED | ISO-REPLICATES | BIAS-NULL | DEPTH2-FLOOR,analysis/cDP1_cdep1_depth_score.py
cdep1,ResNet18_c100,ISO,100,3,70.044,0.38043659130004875,0.2196451683966668,94.164,1.019386953104532,IDENTITY-OPERATIVE | ISO-59-NEITHER | ISO-3-PINS | DEPTH-59-PINS | DEPTH-3-PINS | DEPTH2-60-PINS | DEPTH2-2-PINS | ONE-61-FREE | PREMISE-REPLICATES | H-BROKEN-DEAD | ONE-RESCUES | DEPTH-FLOOR-SATURATED | DEPTH2-FLOOR-SATURATED | ISO-REPLICATES | BIAS-NULL | DEPTH2-FLOOR,analysis/cDP1_cdep1_depth_score.py
cdep1,ResNet18_c100,DEPTH,100,3,23.520666666666667,0.6768554744798448,0.3907826903934103,23.535333333333334,0.0036823567082933093,IDENTITY-OPERATIVE | ISO-59-NEITHER | ISO-3-PINS | DEPTH-59-PINS | DEPTH-3-PINS | DEPTH2-60-PINS | DEPTH2-2-PINS | ONE-61-FREE | PREMISE-REPLICATES | H-BROKEN-DEAD | ONE-RESCUES | DEPTH-FLOOR-SATURATED | DEPTH2-FLOOR-SATURATED | ISO-REPLICATES | BIAS-NULL | DEPTH2-FLOOR,analysis/cDP1_cdep1_depth_score.py
cdep1,ResNet18_c100,DEPTH2,100,3,23.448,0.6340000000000003,0.36604007066622296,23.491333333333333,0.002095886822111608,IDENTITY-OPERATIVE | ISO-59-NEITHER | ISO-3-PINS | DEPTH-59-PINS | DEPTH-3-PINS | DEPTH2-60-PINS | DEPTH2-2-PINS | ONE-61-FREE | PREMISE-REPLICATES | H-BROKEN-DEAD | ONE-RESCUES | DEPTH-FLOOR-SATURATED | DEPTH2-FLOOR-SATURATED | ISO-REPLICATES | BIAS-NULL | DEPTH2-FLOOR,analysis/cDP1_cdep1_depth_score.py
cdep1,ResNet18_c100,ONE,100,3,64.82666666666667,0.44278361908874675,0.25564124167364466,83.464,0.9054813262306056,IDENTITY-OPERATIVE | ISO-59-NEITHER | ISO-3-PINS | DEPTH-59-PINS | DEPTH-3-PINS | DEPTH2-60-PINS | DEPTH2-2-PINS | ONE-61-FREE | PREMISE-REPLICATES | H-BROKEN-DEAD | ONE-RESCUES | DEPTH-FLOOR-SATURATED | DEPTH2-FLOOR-SATURATED | ISO-REPLICATES | BIAS-NULL | DEPTH2-FLOOR,analysis/cDP1_cdep1_depth_score.py
ciso2,ResNet18_c100,k01,100,3,23.064,0.06612110101926556,0.03817503547258742,23.141333333333332,0.0,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,k62,100,3,69.08133333333333,0.5759386541406454,0.3325183370048124,98.84133333333334,1.0,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,ISO,100,3,69.90933333333334,0.6385932456057877,0.36869198225317834,94.32600000000001,1.0179932199461073,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,ONE,100,3,64.79599999999999,0.33597023677700544,0.1939725066429064,83.65733333333333,0.906875670037377,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,k01,250,3,23.157333333333334,0.07003808487768191,0.04043650715765551,23.253333333333334,0.0,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,k62,250,3,70.36666666666666,0.4619797975380911,0.2667241604687857,99.926,1.0,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,ISO,250,3,69.89666666666666,0.6083496801456642,0.35123085159352196,94.56266666666667,0.9900443415143898,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
ciso2,ResNet18_c100,ONE,250,3,64.944,0.2894201098749029,0.16709677834516626,84.554,0.8851357076284352,UNRESOLVED-NOT-PINNED | ISO-59-NOT-PINNED-AT-250,analysis/cIS2_ciso2_horizon_score.py
cvi1,VGG11_bn_c100,k01,100,3,35.56733333333333,0.24697638213670217,0.1425918807101049,35.564,0.0,IDENTITY-OPERATIVE-VGG | GATES-CLEAN | MAGNITUDE-NOT-SEPARATED | NOT-A-ONE-VARIABLE-ABLATION | CARDINALITY-ONE-vs-THREE | MISTUNING-NOT-EXCLUDED | SIGMA-NARROW-LIVE | TRAIN-AGREES | ISO-TRACKS-KL | CTL-AT-FLOOR | GAP-REPLICATES-CVG1,analysis/cVI1_vggiso_identity_score.py
cvi1,VGG11_bn_c100,kL,100,3,66.30333333333333,0.23004637213686613,0.1328173348793165,99.33666666666667,1.0,IDENTITY-OPERATIVE-VGG | GATES-CLEAN | MAGNITUDE-NOT-SEPARATED | NOT-A-ONE-VARIABLE-ABLATION | CARDINALITY-ONE-vs-THREE | MISTUNING-NOT-EXCLUDED | SIGMA-NARROW-LIVE | TRAIN-AGREES | ISO-TRACKS-KL | CTL-AT-FLOOR | GAP-REPLICATES-CVG1,analysis/cVI1_vggiso_identity_score.py
cvi1,VGG11_bn_c100,ISO,100,3,66.85066666666667,0.36587611746783116,0.21123867491010748,95.97333333333333,1.017807565504078,IDENTITY-OPERATIVE-VGG | GATES-CLEAN | MAGNITUDE-NOT-SEPARATED | NOT-A-ONE-VARIABLE-ABLATION | CARDINALITY-ONE-vs-THREE | MISTUNING-NOT-EXCLUDED | SIGMA-NARROW-LIVE | TRAIN-AGREES | ISO-TRACKS-KL | CTL-AT-FLOOR | GAP-REPLICATES-CVG1,analysis/cVI1_vggiso_identity_score.py
cvi1,VGG11_bn_c100,CTL,100,3,35.547333333333334,0.2505221214450564,0.14463901425425946,35.489333333333335,-0.0006507027589795687,IDENTITY-OPERATIVE-VGG | GATES-CLEAN | MAGNITUDE-NOT-SEPARATED | NOT-A-ONE-VARIABLE-ABLATION | CARDINALITY-ONE-vs-THREE | MISTUNING-NOT-EXCLUDED | SIGMA-NARROW-LIVE | TRAIN-AGREES | ISO-TRACKS-KL | CTL-AT-FLOOR | GAP-REPLICATES-CVG1,analysis/cVI1_vggiso_identity_score.py
