panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
cdn1,OCC-9534a454e2fcb924,cdn1-h2,reported cell context,/panels/cdn1/cells/0,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-3e3d13ce54f84cbe,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.1,,1,none,,na,na,200,180,200,20,200,True,3,78.79299999999999,0.14849579118614395,0.08573408501484667,78.652,78.948,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-h2""]","[""cdn1""]","[""OCC-9534a454e2fcb924""]","[""/panels/cdn1/cells/0""]","[""MEAS-140ed369803a5b1b"",""MEAS-90fb1710b4ee84e1"",""MEAS-b82a4a2d7455841d""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-51c2235ec6399210,cdn1-lr001,reported cell context,/panels/cdn1/cells/1,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-137d3c711757cea8,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.01,,1,none,,na,na,100,80,100,20,100,True,3,75.37566666666666,0.2185688297386738,0.1261907726860848,75.136,75.564,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-lr001""]","[""cdn1""]","[""OCC-51c2235ec6399210""]","[""/panels/cdn1/cells/1""]","[""MEAS-3aef56d3ccd87809"",""MEAS-93498715988d36d5"",""MEAS-c83c0e50b4d389ae""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-e637288718183c3e,cdn1-lr002,reported cell context,/panels/cdn1/cells/2,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-7d99da5e5b451a5f,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.02,,1,none,,na,na,100,80,100,20,100,True,3,76.334,0.23522967499871214,0.13580991618189464,76.105,76.575,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-lr002""]","[""cdn1""]","[""OCC-e637288718183c3e""]","[""/panels/cdn1/cells/2""]","[""MEAS-1b432afc3d8ebdc0"",""MEAS-21ff31465cfd83b5"",""MEAS-2d5167818e244ef4""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-37b3bae319bcfda0,cdn1-lr005,reported cell context,/panels/cdn1/cells/3,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-050ce01be40de578,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.05,,1,none,,na,na,100,80,100,20,100,True,3,77.06333333333333,0.020526405757783084,0.011850925889751548,77.046,77.086,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-lr005""]","[""cdn1""]","[""OCC-37b3bae319bcfda0""]","[""/panels/cdn1/cells/3""]","[""MEAS-50a06c05385c8caa"",""MEAS-634c4b44192213d8"",""MEAS-a6aeaaa57bff4363""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-84916f8df863f38c,cdn1-lr01,reported cell context,/panels/cdn1/cells/4,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-f160a0937932cef4,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.1,,1,none,,na,na,100,80,100,20,100,True,3,77.19766666666666,0.4162503253251951,0.24032223737677072,76.79,77.622,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-lr01""]","[""cdn1""]","[""OCC-84916f8df863f38c""]","[""/panels/cdn1/cells/4""]","[""MEAS-3e7171e7535f6af4"",""MEAS-84d47f1be33730d8"",""MEAS-90eb0e726cca9d79""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-f06110680be7e907,cdn1-lr02,reported cell context,/panels/cdn1/cells/5,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-c5e8d6e8de5274b8,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.2,,1,none,,na,na,100,80,100,20,100,True,3,75.85466666666667,0.178505835572211,0.1030603922195351,75.677,76.034,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-lr02""]","[""cdn1""]","[""OCC-f06110680be7e907""]","[""/panels/cdn1/cells/5""]","[""MEAS-86e8536d66c3659b"",""MEAS-a7e31ac42093af1f"",""MEAS-e4df57eb9a408646""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-49ac860b097334af,cdn1-lr03,reported cell context,/panels/cdn1/cells/6,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-de04601832248353,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,?,SGD,?,,0.3,,1,none,,na,na,100,80,100,20,100,True,3,73.94,0.19585964362267155,0.1130796179689336,73.764,74.151,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-lr03""]","[""cdn1""]","[""OCC-49ac860b097334af""]","[""/panels/cdn1/cells/6""]","[""MEAS-03cefdbc50c56cb2"",""MEAS-a592ff7199cb6a57"",""MEAS-d3a7cd68d5caca05""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
cdn1,OCC-28b6d97b2a99482d,cdn1-m,reported cell context,/panels/cdn1/cells/7,"{""baseline_recipe"":""SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."",""meta_recipe"":""SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."",""registered_token"":""BELOW-BY-A-LOT; USABLE"",""scope"":""ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."",""source"":""analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155""}",,,CELL-00ce6ef271fd6c79,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,chunk771,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,71.446,0.1279882807135108,0.07389406832306285,71.335,71.586,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cdn1-m""]","[""cdn1""]","[""OCC-28b6d97b2a99482d""]","[""/panels/cdn1/cells/7""]","[""MEAS-107524dbb19bf80f"",""MEAS-bc33e675922aa243"",""MEAS-da18841753b96b26""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
