panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
granularity_dataset_network_extensions,OCC-d37036b21d81755a,tn1-c10lay,reported cell context,/panels/granularity_dataset_network_extensions/tinyimagenet/0,{},,,CELL-021f22e809626c35,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,90.85166666666667,0.07200231477761054,0.04157055581912962,90.77,90.906,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""tn1-c10lay""]","[""granularity_dataset_network_extensions""]","[""OCC-d37036b21d81755a""]","[""/panels/granularity_dataset_network_extensions/tinyimagenet/0""]","[""MEAS-84b0f812d8650499"",""MEAS-cc552385b6083226"",""MEAS-ede7951afb411620""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_dataset_network_extensions,OCC-91fdc95b3aa6c060,tn1-lay,reported cell context,/panels/granularity_dataset_network_extensions/tinyimagenet/1,{},,,CELL-f87f761053b9dac2,legacy_plateau20,test,accuracy_percent,ResNet18_tin,TinyImageNet,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,50.93366666666667,0.25701037592543374,0.1483850097250761,50.748,51.227,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""tn1-lay""]","[""granularity_dataset_network_extensions""]","[""OCC-91fdc95b3aa6c060""]","[""/panels/granularity_dataset_network_extensions/tinyimagenet/1""]","[""MEAS-1b35f21359aa68db"",""MEAS-8b5a3f4f233a00a8"",""MEAS-dfc207147ce5e548""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_dataset_network_extensions,OCC-ccb6a5598c6e2dda,tn1-node,reported cell context,/panels/granularity_dataset_network_extensions/tinyimagenet/2,{},,,CELL-e56a01a3ba1e7ac7,legacy_plateau20,test,accuracy_percent,ResNet18_tin,TinyImageNet,100,nodewise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,53.11066666666667,0.14519412292972889,0.0838278659582306,52.97,53.26,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""tn1-node""]","[""granularity_dataset_network_extensions""]","[""OCC-ccb6a5598c6e2dda""]","[""/panels/granularity_dataset_network_extensions/tinyimagenet/2""]","[""MEAS-3fef3041e5e8c299"",""MEAS-63809e5e82cca099"",""MEAS-d8af9035934090a2""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_dataset_network_extensions,OCC-3a1acf2f15837f64,tn1-scal,reported cell context,/panels/granularity_dataset_network_extensions/tinyimagenet/3,{},,,CELL-4f2ce3dd8b4b2137,legacy_plateau20,test,accuracy_percent,ResNet18_tin,TinyImageNet,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,9.849666666666668,0.0433166634603053,0.02500888730920369,9.801,9.884,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""tn1-scal""]","[""granularity_dataset_network_extensions""]","[""OCC-3a1acf2f15837f64""]","[""/panels/granularity_dataset_network_extensions/tinyimagenet/3""]","[""MEAS-0a53b427d7c326b5"",""MEAS-34fe2f34b1df5026"",""MEAS-ad3e6d6425034c93""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_dataset_network_extensions,OCC-987792a4fb758e42,cvg1-k01,reported cell context,/panels/granularity_dataset_network_extensions/vgg_gap/0,{},,,CELL-178c5849a64bcd6b,legacy_plateau20,test,accuracy_percent,VGG11_bn_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,35.04533333333333,0.6201808875911367,0.3580616023970038,34.502,35.721,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cvg1-k01""]","[""granularity_dataset_network_extensions""]","[""OCC-987792a4fb758e42""]","[""/panels/granularity_dataset_network_extensions/vgg_gap/0""]","[""MEAS-1830be234c035876"",""MEAS-74bb2f6612bb51f2"",""MEAS-ba83f62e2f654619""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_dataset_network_extensions,OCC-866190c88dd29a6c,cvg1-kL,reported cell context,/panels/granularity_dataset_network_extensions/vgg_gap/1,{},,,CELL-383668d3bc07af5b,legacy_plateau20,test,accuracy_percent,VGG11_bn_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,66.18466666666667,0.14873578363438095,0.08587264471943978,66.013,66.275,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cvg1-kL""]","[""granularity_dataset_network_extensions""]","[""OCC-866190c88dd29a6c""]","[""/panels/granularity_dataset_network_extensions/vgg_gap/1""]","[""MEAS-14bdcd48380e74bf"",""MEAS-467487fbe19a76ff"",""MEAS-ab80ac5e45f9cc73""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
