panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
granularity_cifar100_historical,OCC-a3b5302a950a1db3,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/0,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-f017a73b7f3914b7,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,69.5858,,,68.845,70.287,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-a3b5302a950a1db3""]","[""/panels/granularity_cifar100_historical/cells/0""]","[""MEAS-64fec473c02bd0f1"",""MEAS-9bfc14e02fd85db4"",""MEAS-c07db9c999b501d8"",""MEAS-d7bd29affaf741f0"",""MEAS-d9baf32a38c28c49""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-f7cfaf59434ea243,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|additive|na|0.07|100,reported cell context,/panels/granularity_cifar100_historical/cells/1,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2}",,CELL-a01a62314dda8d49,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,100,80,100,20,100,True,2,26.3825,,,25.431,27.334,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|additive|na|0.07|100""]","[""granularity_cifar100_historical""]","[""OCC-f7cfaf59434ea243""]","[""/panels/granularity_cifar100_historical/cells/1""]","[""MEAS-42c087cebe018034"",""MEAS-f4b97ba4281afe90""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-c054a2eec8a994bf,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/2,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-c1ce6c6c1605de9b,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,69.30499999999999,,,68.631,69.981,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-c054a2eec8a994bf""]","[""/panels/granularity_cifar100_historical/cells/2""]","[""MEAS-044587ca82741667"",""MEAS-57183d80afea1d54"",""MEAS-7fa74fc6f304f6a7"",""MEAS-8d0a4c991a27a607"",""MEAS-8dafadb06e885f48""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-55aa4b0705d5c00f,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.07|100,reported cell context,/panels/granularity_cifar100_historical/cells/3,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2}",,CELL-5031085ff0cbeb30,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,100,80,100,20,100,True,2,59.046,,,57.85,60.242,2,2,2,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.07|100""]","[""granularity_cifar100_historical""]","[""OCC-55aa4b0705d5c00f""]","[""/panels/granularity_cifar100_historical/cells/3""]","[""MEAS-8fc1942b6c9461e5"",""MEAS-f319ed51379ea011""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-09e23abe407b720d,ResNet18_c100|CIFAR100|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/4,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100f"":3}",,CELL-bebe7af8ae256e61,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,71.184,,,71.069,71.302,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-09e23abe407b720d""]","[""/panels/granularity_cifar100_historical/cells/4""]","[""MEAS-2d7f655f47b26c7a"",""MEAS-2e7a3acfda4875aa"",""MEAS-465ce4a44886af1d""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-a41212ef49cc86a3,ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/5,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-407cd84dc6ad6c1b,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,51.3232,,,50.432,52.209,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-a41212ef49cc86a3""]","[""/panels/granularity_cifar100_historical/cells/5""]","[""MEAS-81e6ead743d00b65"",""MEAS-885585f3fe1ca0a2"",""MEAS-c59821de332be332"",""MEAS-eca1e1d79d3b3986"",""MEAS-f2e9fb5e2360eb07""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-3a6358a1e6cb086c,ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/6,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-2367ede268013e79,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,52.4812,,,52.066,53.016,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-3a6358a1e6cb086c""]","[""/panels/granularity_cifar100_historical/cells/6""]","[""MEAS-3d18f9990f2a1337"",""MEAS-4296424d1a46f4a1"",""MEAS-b7f1ecb2fe107e9e"",""MEAS-e2d858e779a9a02a"",""MEAS-e730d2c3d9d95466""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-4cea54474d3bb7f5,ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/7,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-95bf6fe935adc020,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,22.5708,,,21.962,23.009,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-4cea54474d3bb7f5""]","[""/panels/granularity_cifar100_historical/cells/7""]","[""MEAS-02963e9d4c19a2a7"",""MEAS-46374fb9a98f8311"",""MEAS-93c9ecab2748cb99"",""MEAS-c175fcd6ca5241c6"",""MEAS-d0f68cd2978ae6b5""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-2842282eab0ad00a,ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/8,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-e0b91796815d4d32,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,5,22.7824,,,21.729,23.437,5,5,5,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-2842282eab0ad00a""]","[""/panels/granularity_cifar100_historical/cells/8""]","[""MEAS-1539dc5f75373b61"",""MEAS-42f4c429e28dde89"",""MEAS-58b1a0e892303fa8"",""MEAS-5948c337602ddb17"",""MEAS-9d91f27e9f33beda""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-d4dfab191b655a58,ResNet18_c100|CIFAR100|100|weightwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/9,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100f"":3}",,CELL-ce51f8e13baad35c,legacy_plateau20,test,accuracy_percent,ResNet18_c100,CIFAR100,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,66.71333333333334,,,66.433,66.946,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|weightwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-d4dfab191b655a58""]","[""/panels/granularity_cifar100_historical/cells/9""]","[""MEAS-75d30e9278d9c6e8"",""MEAS-b3d45adf44d86bc1"",""MEAS-fbe95d42418a25bd""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
