panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
granularity_cifar100_historical,OCC-a3b5302a950a1db3,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/0,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-6a9860a9eb23be8b,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,69.654,0.5385944671086063,0.24086676815202362,68.976,70.26,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-a3b5302a950a1db3""]","[""/panels/granularity_cifar100_historical/cells/0""]","[""MEAS-2691beeae34d7645"",""MEAS-48f63bb2da85b1fe"",""MEAS-81bec0fa208416da"",""MEAS-9df8c61da756c504"",""MEAS-ab83eb2a09528c9e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-f7cfaf59434ea243,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|additive|na|0.07|100,reported cell context,/panels/granularity_cifar100_historical/cells/1,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2}",,CELL-b494af60f5fc8158,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,100,95,100,5,100,True,2,26.326999999999998,1.4835100269293784,1.049000000000001,25.278,27.376,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026|additive|na|0.07|100""]","[""granularity_cifar100_historical""]","[""OCC-f7cfaf59434ea243""]","[""/panels/granularity_cifar100_historical/cells/1""]","[""MEAS-b2fb6bea42a89a65"",""MEAS-f911c8365b84a00b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-c054a2eec8a994bf,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/2,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-17435ef3132cba7e,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,69.4728,0.5018736892884476,0.22444473707351534,68.802,70.104,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-c054a2eec8a994bf""]","[""/panels/granularity_cifar100_historical/cells/2""]","[""MEAS-4a34e2df878a0154"",""MEAS-71079949f18fd9df"",""MEAS-89bed0f0df175704"",""MEAS-9284e8cc03f278e4"",""MEAS-dc46d308a2039f93""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-55aa4b0705d5c00f,ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.07|100,reported cell context,/panels/granularity_cifar100_historical/cells/3,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2}",,CELL-15ed82cac89af7e8,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,100,95,100,5,100,True,2,59.328,1.6913994205982188,1.195999999999998,58.132000000000005,60.524,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|layerwise|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026|additive|na|0.07|100""]","[""granularity_cifar100_historical""]","[""OCC-55aa4b0705d5c00f""]","[""/panels/granularity_cifar100_historical/cells/3""]","[""MEAS-80ceb9f94a9a40ef"",""MEAS-b197aa685cc0af87""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-09e23abe407b720d,ResNet18_c100|CIFAR100|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/4,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100f"":3}",,CELL-8932ce988e695df8,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,71.41533333333334,0.08431686268673302,0.04868036336941003,71.318,71.466,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|nodewise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-09e23abe407b720d""]","[""/panels/granularity_cifar100_historical/cells/4""]","[""MEAS-023de1226c986665"",""MEAS-62d0a1de5ac650b7"",""MEAS-9894534993642e73""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-a41212ef49cc86a3,ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/5,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-af34db6de456eb97,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,51.5836,0.5452804782861755,0.2438568432502973,50.766,52.302,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-a41212ef49cc86a3""]","[""/panels/granularity_cifar100_historical/cells/5""]","[""MEAS-2850373884ed7789"",""MEAS-395d0e2e8d0c2d40"",""MEAS-4f959db294f979ed"",""MEAS-8e1afb1d2ab89663"",""MEAS-f1d4328219f72847""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-3a6358a1e6cb086c,ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/6,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-2c286895374a6e66,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,53.02,0.3925302536111081,0.175544866059934,52.616,53.594,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|resnet18_blocks|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-3a6358a1e6cb086c""]","[""/panels/granularity_cifar100_historical/cells/6""]","[""MEAS-02cca738905e3e54"",""MEAS-114c7b35510e968a"",""MEAS-389c6a2b8172177c"",""MEAS-d1632f118b32867b"",""MEAS-d4621e7fbeb8ba79""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-4cea54474d3bb7f5,ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/7,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-dfd2870ada3e99e7,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,22.560000000000002,0.46427362621626506,0.20762947767597942,21.972,22.998,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-4cea54474d3bb7f5""]","[""/panels/granularity_cifar100_historical/cells/7""]","[""MEAS-937307df7d683305"",""MEAS-ae77a8567f53a320"",""MEAS-bd2668d9d3ed69cd"",""MEAS-ce541b0a5d51cebc"",""MEAS-ce5e59ede951a29c""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-2842282eab0ad00a,ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/8,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100"":2,""c100b"":3}",,CELL-5a2c06ab3707886a,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,5,22.776,0.7185346199035925,0.3213384508582812,21.694,23.426,5,5,5,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|scalar|SGDm|Lion|1e-3|1e-6|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-2842282eab0ad00a""]","[""/panels/granularity_cifar100_historical/cells/8""]","[""MEAS-18b97d4f237f2caa"",""MEAS-2a5afbf795a29e45"",""MEAS-ba54e755524a51da"",""MEAS-e23a11f73b4872ed"",""MEAS-f24a90b38bbabd41""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
granularity_cifar100_historical,OCC-d4dfab191b655a58,ResNet18_c100|CIFAR100|100|weightwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/granularity_cifar100_historical/cells/9,"{""scope"":""c100+c100b gives scalar/blk6/layerwise n=5 at each alpha0; c100f node/weight n=3 at 1e-3 only. Shared ms=1e-3. These batch compositions differ, and target meta steps are not individually tuned.""}","{""c100f"":3}",,CELL-c126f9cc443336c6,plateau5,test,accuracy_percent,ResNet18_c100,CIFAR100,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,67.16733333333333,0.30876744215239804,0.1782669658436792,66.916,67.512,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18_c100|CIFAR100|100|weightwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100""]","[""granularity_cifar100_historical""]","[""OCC-d4dfab191b655a58""]","[""/panels/granularity_cifar100_historical/cells/9""]","[""MEAS-5df200392c9832f2"",""MEAS-a0bea249d74236c7"",""MEAS-a844d234de7f3cf2""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
