panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
baseline_model_transfer,OCC-e16990df01c87302,ResNet34|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/0,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-7fc281a884cf431b,plateau5,test,accuracy_percent,ResNet34,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,95,100,5,100,True,3,94.82333333333334,0.060011110082497224,0.03464743056049804,94.764,94.884,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet34|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-e16990df01c87302""]","[""/panels/baseline_model_transfer/cells/0""]","[""MEAS-b99a95846bab0659"",""MEAS-cba82b5cc263c972"",""MEAS-e24675786234df21""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
baseline_model_transfer,OCC-73446ae0d4c12f11,ResNet34|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/1,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-9869b9325f2a4700,plateau5,test,accuracy_percent,ResNet34,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,95,100,5,100,True,3,94.36533333333334,0.21356341759143513,0.12330089663547154,94.128,94.542,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet34|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-73446ae0d4c12f11""]","[""/panels/baseline_model_transfer/cells/1""]","[""MEAS-954118bfe7ea0bec"",""MEAS-cde1f94a667a37eb"",""MEAS-d0749277100a149e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
baseline_model_transfer,OCC-a69555e8f4c4d336,ResNet50|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/2,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-b9719e77cb0431da,plateau5,test,accuracy_percent,ResNet50,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,95,100,5,100,True,3,95.04733333333334,0.19007717730788576,0.10974110948551208,94.828,95.164,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet50|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-a69555e8f4c4d336""]","[""/panels/baseline_model_transfer/cells/2""]","[""MEAS-2820feeab9450c8e"",""MEAS-621f61a18a0dc776"",""MEAS-ecc38df1a8943d55""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
baseline_model_transfer,OCC-bf4f1840e3a53234,ResNet50|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/3,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-0be2c00e4e20418d,plateau5,test,accuracy_percent,ResNet50,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,95,100,5,100,True,3,94.476,0.12630122723077666,0.072920047540669,94.384,94.62,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet50|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-bf4f1840e3a53234""]","[""/panels/baseline_model_transfer/cells/3""]","[""MEAS-cb4373ed42831d74"",""MEAS-f5f57ba1b92939a7"",""MEAS-fc62ae86d30aeac6""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
