panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
baseline_model_transfer,OCC-e16990df01c87302,ResNet34|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/0,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-e9003ba1dff3c790,legacy_plateau20,test,accuracy_percent,ResNet34,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,80,100,20,100,True,3,94.67433333333334,,,94.651,94.703,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet34|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-e16990df01c87302""]","[""/panels/baseline_model_transfer/cells/0""]","[""MEAS-6cb60a3d59a732a8"",""MEAS-c32d3f2946b4583b"",""MEAS-ea8bfac33c461b6e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
baseline_model_transfer,OCC-73446ae0d4c12f11,ResNet34|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/1,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-5317cc3935c975dc,legacy_plateau20,test,accuracy_percent,ResNet34,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,80,100,20,100,True,3,94.28266666666666,,,94.109,94.422,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet34|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-73446ae0d4c12f11""]","[""/panels/baseline_model_transfer/cells/1""]","[""MEAS-3df9d8a6a65d914b"",""MEAS-ad4a93174e158de0"",""MEAS-b1ea8c75517f2b89""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
baseline_model_transfer,OCC-a69555e8f4c4d336,ResNet50|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/2,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-9ae09fe007d12750,legacy_plateau20,test,accuracy_percent,ResNet50,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,80,100,20,100,True,3,94.85533333333333,,,94.679,94.97,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet50|CIFAR10|100|?|AdamW|?||1e-3|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-a69555e8f4c4d336""]","[""/panels/baseline_model_transfer/cells/2""]","[""MEAS-bc1df8d7594398a1"",""MEAS-bf223af2ae655f11"",""MEAS-e4f2d92cdb6fb770""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
baseline_model_transfer,OCC-bf4f1840e3a53234,ResNet50|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100,reported cell context,/panels/baseline_model_transfer/cells/3,"{""scope"":""R34/R50 AdamW cosine at two LR points, n=3 each. These target ladders do not bracket the peak; selected observed maxima are descriptive.""}","{""f5cos"":3}",,CELL-261eaa47c82b2cfe,legacy_plateau20,test,accuracy_percent,ResNet50,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,80,100,20,100,True,3,94.382,,,94.263,94.553,3,3,3,mean/min/max recomputed from inline legacy run values; SD/SE not supplied,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet50|CIFAR10|100|?|AdamW|?||3e-4|1|1|none||na|na|100""]","[""baseline_model_transfer""]","[""OCC-bf4f1840e3a53234""]","[""/panels/baseline_model_transfer/cells/3""]","[""MEAS-a335f979b4f5cc4d"",""MEAS-cf3c7a1a896fc035"",""MEAS-d42c91c6216cb6d5""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
