panel_id,run_id,split,epoch_index,completed_epochs,accuracy_percent,raw_sha256,source_pointer
cau1,RUN-4945832,test,49,50,87.15,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/49
cau1,RUN-4945832,test,50,51,87.18,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/50
cau1,RUN-4945832,test,51,52,87.16,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/51
cau1,RUN-4945832,test,52,53,87.1,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/52
cau1,RUN-4945832,test,53,54,87.07,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/53
cau1,RUN-4945832,test,54,55,87.06,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/54
cau1,RUN-4945832,test,55,56,87.03,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/55
cau1,RUN-4945832,test,56,57,87.11,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/56
cau1,RUN-4945832,test,57,58,86.96,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/57
cau1,RUN-4945832,test,58,59,87.03,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/58
cau1,RUN-4945832,test,59,60,86.93,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/59
cau1,RUN-4945832,test,60,61,87.02,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/60
cau1,RUN-4945832,test,61,62,86.89,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/61
cau1,RUN-4945832,test,62,63,87.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/62
cau1,RUN-4945832,test,63,64,87.09,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/63
cau1,RUN-4945832,test,64,65,86.99,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/64
cau1,RUN-4945832,test,65,66,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/65
cau1,RUN-4945832,test,66,67,86.99,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/66
cau1,RUN-4945832,test,67,68,86.9,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/67
cau1,RUN-4945832,test,68,69,86.87,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/68
cau1,RUN-4945832,test,69,70,86.92,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/69
cau1,RUN-4945832,test,70,71,86.81,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/70
cau1,RUN-4945832,test,71,72,86.75,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/71
cau1,RUN-4945832,test,72,73,86.8,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/72
cau1,RUN-4945832,test,73,74,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/73
cau1,RUN-4945832,test,74,75,86.84,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/74
cau1,RUN-4945832,test,75,76,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/75
cau1,RUN-4945832,test,76,77,86.8,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/76
cau1,RUN-4945832,test,77,78,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/77
cau1,RUN-4945832,test,78,79,86.86,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/78
cau1,RUN-4945832,test,79,80,86.74,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/79
cau1,RUN-4945832,test,80,81,86.75,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/80
cau1,RUN-4945832,test,81,82,86.85,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/81
cau1,RUN-4945832,test,82,83,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/82
cau1,RUN-4945832,test,83,84,86.7,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/83
cau1,RUN-4945832,test,84,85,86.74,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/84
cau1,RUN-4945832,test,85,86,86.71,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/85
cau1,RUN-4945832,test,86,87,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/86
cau1,RUN-4945832,test,87,88,86.77,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/87
cau1,RUN-4945832,test,88,89,86.66,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/88
cau1,RUN-4945832,test,89,90,86.7,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/89
cau1,RUN-4945832,test,90,91,86.68,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/90
cau1,RUN-4945832,test,91,92,86.7,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/91
cau1,RUN-4945832,test,92,93,86.77,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/92
cau1,RUN-4945832,test,93,94,86.76,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/93
cau1,RUN-4945832,test,94,95,86.71,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/94
cau1,RUN-4945832,test,95,96,86.82,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/95
cau1,RUN-4945832,test,96,97,86.76,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/96
cau1,RUN-4945832,test,97,98,86.72,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/97
cau1,RUN-4945832,test,98,99,86.68,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/98
cau1,RUN-4945832,test,99,100,86.83,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/test_curve/99
cau1,RUN-4945832,train,0,1,44.98,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/0
cau1,RUN-4945832,train,1,2,68.15,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/1
cau1,RUN-4945832,train,2,3,78.37,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/2
cau1,RUN-4945832,train,3,4,84.36,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/3
cau1,RUN-4945832,train,4,5,88.1,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/4
cau1,RUN-4945832,train,5,6,92.09,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/5
cau1,RUN-4945832,train,6,7,94.37,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/6
cau1,RUN-4945832,train,7,8,95.95,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/7
cau1,RUN-4945832,train,8,9,97.23,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/8
cau1,RUN-4945832,train,9,10,98.27,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/9
cau1,RUN-4945832,train,10,11,98.14,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/10
cau1,RUN-4945832,train,11,12,98.67,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/11
cau1,RUN-4945832,train,12,13,98.87,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/12
cau1,RUN-4945832,train,13,14,99.26,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/13
cau1,RUN-4945832,train,14,15,99.53,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/14
cau1,RUN-4945832,train,15,16,99.71,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/15
cau1,RUN-4945832,train,16,17,99.91,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/16
cau1,RUN-4945832,train,17,18,99.99,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/17
cau1,RUN-4945832,train,18,19,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/18
cau1,RUN-4945832,train,19,20,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/19
cau1,RUN-4945832,train,20,21,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/20
cau1,RUN-4945832,train,21,22,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/21
cau1,RUN-4945832,train,22,23,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/22
cau1,RUN-4945832,train,23,24,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/23
cau1,RUN-4945832,train,24,25,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/24
cau1,RUN-4945832,train,25,26,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/25
cau1,RUN-4945832,train,26,27,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/26
cau1,RUN-4945832,train,27,28,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/27
cau1,RUN-4945832,train,28,29,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/28
cau1,RUN-4945832,train,29,30,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/29
cau1,RUN-4945832,train,30,31,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/30
cau1,RUN-4945832,train,31,32,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/31
cau1,RUN-4945832,train,32,33,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/32
cau1,RUN-4945832,train,33,34,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/33
cau1,RUN-4945832,train,34,35,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/34
cau1,RUN-4945832,train,35,36,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/35
cau1,RUN-4945832,train,36,37,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/36
cau1,RUN-4945832,train,37,38,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/37
cau1,RUN-4945832,train,38,39,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/38
cau1,RUN-4945832,train,39,40,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/39
cau1,RUN-4945832,train,40,41,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/40
cau1,RUN-4945832,train,41,42,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/41
cau1,RUN-4945832,train,42,43,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/42
cau1,RUN-4945832,train,43,44,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/43
cau1,RUN-4945832,train,44,45,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/44
cau1,RUN-4945832,train,45,46,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/45
cau1,RUN-4945832,train,46,47,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/46
cau1,RUN-4945832,train,47,48,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/47
cau1,RUN-4945832,train,48,49,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/48
cau1,RUN-4945832,train,49,50,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/49
cau1,RUN-4945832,train,50,51,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/50
cau1,RUN-4945832,train,51,52,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/51
cau1,RUN-4945832,train,52,53,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/52
cau1,RUN-4945832,train,53,54,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/53
cau1,RUN-4945832,train,54,55,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/54
cau1,RUN-4945832,train,55,56,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/55
cau1,RUN-4945832,train,56,57,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/56
cau1,RUN-4945832,train,57,58,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/57
cau1,RUN-4945832,train,58,59,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/58
cau1,RUN-4945832,train,59,60,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/59
cau1,RUN-4945832,train,60,61,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/60
cau1,RUN-4945832,train,61,62,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/61
cau1,RUN-4945832,train,62,63,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/62
cau1,RUN-4945832,train,63,64,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/63
cau1,RUN-4945832,train,64,65,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/64
cau1,RUN-4945832,train,65,66,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/65
cau1,RUN-4945832,train,66,67,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/66
cau1,RUN-4945832,train,67,68,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/67
cau1,RUN-4945832,train,68,69,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/68
cau1,RUN-4945832,train,69,70,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/69
cau1,RUN-4945832,train,70,71,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/70
cau1,RUN-4945832,train,71,72,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/71
cau1,RUN-4945832,train,72,73,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/72
cau1,RUN-4945832,train,73,74,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/73
cau1,RUN-4945832,train,74,75,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/74
cau1,RUN-4945832,train,75,76,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/75
cau1,RUN-4945832,train,76,77,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/76
cau1,RUN-4945832,train,77,78,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/77
cau1,RUN-4945832,train,78,79,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/78
cau1,RUN-4945832,train,79,80,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/79
cau1,RUN-4945832,train,80,81,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/80
cau1,RUN-4945832,train,81,82,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/81
cau1,RUN-4945832,train,82,83,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/82
cau1,RUN-4945832,train,83,84,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/83
cau1,RUN-4945832,train,84,85,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/84
cau1,RUN-4945832,train,85,86,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/85
cau1,RUN-4945832,train,86,87,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/86
cau1,RUN-4945832,train,87,88,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/87
cau1,RUN-4945832,train,88,89,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/88
cau1,RUN-4945832,train,89,90,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/89
cau1,RUN-4945832,train,90,91,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/90
cau1,RUN-4945832,train,91,92,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/91
cau1,RUN-4945832,train,92,93,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/92
cau1,RUN-4945832,train,93,94,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/93
cau1,RUN-4945832,train,94,95,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/94
cau1,RUN-4945832,train,95,96,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/95
cau1,RUN-4945832,train,96,97,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/96
cau1,RUN-4945832,train,97,98,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/97
cau1,RUN-4945832,train,98,99,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/98
cau1,RUN-4945832,train,99,100,100.0,dd58fbe2e56778b57890974c6f2b748388b46647dd809943e2418ff35ae0b8de,/panels/cau1/cells/1/runs/1/train_curve/99
cau1,RUN-4945841,test,0,1,59.16,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/0
cau1,RUN-4945841,test,1,2,57.25,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/1
cau1,RUN-4945841,test,2,3,74.24,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/2
cau1,RUN-4945841,test,3,4,78.73,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/3
cau1,RUN-4945841,test,4,5,78.87,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/4
cau1,RUN-4945841,test,5,6,79.2,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/5
cau1,RUN-4945841,test,6,7,77.86,18512e35f633ad36d70536542a1ec250d93d2c4ba9fe8d6b2ed51f52d7cf6a38,/panels/cau1/cells/1/runs/2/test_curve/6
