measurement_id,run_id,metric,split,units,value,start_epoch_index,end_epoch_index_exclusive,window_records,window_basis,actual_epochs_parsed,terminal_window,job_id,seed,raw_sha256,raw_paths,source_fields,source_pointers,contexts,panels
MEAS-935b3486a62909b8,RUN-4682956,plateau5,test,accuracy_percent,90.82000000000001,95,100,5,explicit cell window_end_epoch,100,True,4682956,4,206eb1261b21ecbd5397109b1d0c6b14fae56036c40ec388f68b9454bc50dc6b,"[""archive/Account2/runs/mx-a1e3-layer-s4-4682956.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/0/runs/18/plateau5""]","[""OCC-ddfb7a5f57ea6568""]","[""full_granularity_ladder""]"
MEAS-99bae6c83aa9c6f4,RUN-4700392,plateau5,test,accuracy_percent,90.848,95,100,5,explicit cell window_end_epoch,100,True,4700392,4,bc74c19d35c49035e595195348b173a28f81c598bbbf7cd1c48bdc427f149896,"[""archive/Account1/runs/rs-lay-1e3-s4-4700392.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/0/runs/19/plateau5""]","[""OCC-ddfb7a5f57ea6568""]","[""full_granularity_ladder""]"
MEAS-20305b4af01ee0b8,RUN-4704499,plateau5,test,accuracy_percent,92.818,95,100,5,explicit cell window_end_epoch,100,True,4704499,0,b395cf673e2b0a403b33c0f80df3d53403e1b43e604524fede9622e8be103d68,"[""archive/Account1/runs/hz9-lay-1e4-s0-4704499.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/0/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/0/plateau5"",""/panels/horizon_reversal/individually_tuned/9/cells/layerwise/runs/0/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e"",""OCC-ddeccb6d6ce1dd37""]","[""full_granularity_ladder"",""horizon_reversal""]"
MEAS-89df80e6ad664625,RUN-4687174,plateau5,test,accuracy_percent,92.992,95,100,5,explicit cell window_end_epoch,100,True,4687174,0,1563458004f3ffa8a918a71acaef7b2ab777bd31ffe827c78fdfe1c7f1cff4c5,"[""archive/Account2/runs/ms-layA-1e4-s0-4687174.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/1/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/1/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e""]","[""full_granularity_ladder""]"
MEAS-780d795c83433353,RUN-4707787,plateau5,test,accuracy_percent,93.148,95,100,5,explicit cell window_end_epoch,100,True,4707787,0,d88576981fd4bad69434f4d0866f12ec11138d5c8405c9d857ca98fc697bad80,"[""archive/Account1/runs/tw0-lay-s0-4707787.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/2/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/2/plateau5"",""/panels/weightwise_tuning/tw0_guard_followup_cells/0/runs/0/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-2b26d762aa679966"",""OCC-51ad16e251b8cc9e""]","[""full_granularity_ladder"",""weightwise_tuning""]"
MEAS-b5605b0b7cb4988e,RUN-4704500,plateau5,test,accuracy_percent,92.908,95,100,5,explicit cell window_end_epoch,100,True,4704500,1,02b225f5a5c814477d5afd1e19c31dc6f42ac3f3f543f56d9015a9bc7c454c8f,"[""archive/Account1/runs/hz9-lay-1e4-s1-4704500.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/3/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/3/plateau5"",""/panels/horizon_reversal/individually_tuned/9/cells/layerwise/runs/1/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e"",""OCC-ddeccb6d6ce1dd37""]","[""full_granularity_ladder"",""horizon_reversal""]"
MEAS-c1cc1989303d603a,RUN-4687176,plateau5,test,accuracy_percent,92.974,95,100,5,explicit cell window_end_epoch,100,True,4687176,1,cd59ca872c0a755b924ba14c45fd74327483dd51fc20cc19c86fee44ec1d073b,"[""archive/Account2/runs/ms-layA-1e4-s1-4687176.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/4/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/4/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e""]","[""full_granularity_ladder""]"
MEAS-1645564ef7ca175c,RUN-4707788,plateau5,test,accuracy_percent,93.01599999999999,95,100,5,explicit cell window_end_epoch,100,True,4707788,1,45ab071d33a79fa1f16dc0d7013f87111b824c75ef1dbe8b606260d19b4a0370,"[""archive/Account1/runs/tw0-lay-s1-4707788.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/5/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/5/plateau5"",""/panels/weightwise_tuning/tw0_guard_followup_cells/0/runs/1/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-2b26d762aa679966"",""OCC-51ad16e251b8cc9e""]","[""full_granularity_ladder"",""weightwise_tuning""]"
MEAS-c5ab22ed86801c79,RUN-4704501,plateau5,test,accuracy_percent,92.67999999999999,95,100,5,explicit cell window_end_epoch,100,True,4704501,2,9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4,"[""archive/Account1/runs/hz9-lay-1e4-s2-4704501.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/6/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/6/plateau5"",""/panels/horizon_reversal/individually_tuned/9/cells/layerwise/runs/2/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e"",""OCC-ddeccb6d6ce1dd37""]","[""full_granularity_ladder"",""horizon_reversal""]"
MEAS-9b1992a29e8529d1,RUN-4687178,plateau5,test,accuracy_percent,92.914,95,100,5,explicit cell window_end_epoch,100,True,4687178,2,b90627fb8e43ce8eb083ea847d09c464a7282440c2e637d2e6194b44faf3fd85,"[""archive/Account2/runs/ms-layA-1e4-s2-4687178.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/7/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/7/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e""]","[""full_granularity_ladder""]"
MEAS-a368e4df158e0ce1,RUN-4707789,plateau5,test,accuracy_percent,92.654,95,100,5,explicit cell window_end_epoch,100,True,4707789,2,370c7b57ff8049f12a77d41e10c6ab675b3c3ec62fc14ef435d97c560063b0ed,"[""archive/Account1/runs/tw0-lay-s2-4707789.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/8/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/8/plateau5"",""/panels/weightwise_tuning/tw0_guard_followup_cells/0/runs/2/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-2b26d762aa679966"",""OCC-51ad16e251b8cc9e""]","[""full_granularity_ladder"",""weightwise_tuning""]"
MEAS-f7be0bf5ae71746c,RUN-4700387,plateau5,test,accuracy_percent,93.03,95,100,5,explicit cell window_end_epoch,100,True,4700387,3,998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171,"[""archive/Account1/runs/rs-lay-1e4-s3-4700387.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/9/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/9/plateau5"",""/panels/horizon_reversal/individually_tuned/9/cells/layerwise/runs/3/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e"",""OCC-ddeccb6d6ce1dd37""]","[""full_granularity_ladder"",""horizon_reversal""]"
MEAS-ae63c9de5bc7c3e2,RUN-4700391,plateau5,test,accuracy_percent,92.618,95,100,5,explicit cell window_end_epoch,100,True,4700391,4,5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67,"[""archive/Account1/runs/rs-lay-1e4-s4-4700391.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/1/runs/10/plateau5"",""/panels/full_granularity_ladder/observed_peaks/2/runs/10/plateau5"",""/panels/horizon_reversal/individually_tuned/9/cells/layerwise/runs/4/plateau5""]","[""OCC-0cf344c9a24f8440"",""OCC-51ad16e251b8cc9e"",""OCC-ddeccb6d6ce1dd37""]","[""full_granularity_ladder"",""horizon_reversal""]"
MEAS-5bdb4bd3040490b1,RUN-4700358,plateau5,test,accuracy_percent,91.08,95,100,5,explicit cell window_end_epoch,100,True,4700358,0,2435a2fb601d07e127025c59e76edb24acf96db67f9ae7731aa4a3d2001ba049,"[""archive/Account1/runs/rs-lay-1e5-s0-4700358.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/2/runs/0/plateau5""]","[""OCC-7ba7a1b4ebaeff3c""]","[""full_granularity_ladder""]"
MEAS-9932a55289d42d36,RUN-4700364,plateau5,test,accuracy_percent,90.966,95,100,5,explicit cell window_end_epoch,100,True,4700364,1,6db5a0c5166b6b2806dc9495a1ad8e96cdc34180644f7a9dad04843ef524692b,"[""archive/Account1/runs/rs-lay-1e5-s1-4700364.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/2/runs/1/plateau5""]","[""OCC-7ba7a1b4ebaeff3c""]","[""full_granularity_ladder""]"
MEAS-8890ac68d8935699,RUN-4700370,plateau5,test,accuracy_percent,91.098,95,100,5,explicit cell window_end_epoch,100,True,4700370,2,dac5fc9ba8b84098f2e4ca6c0915ac9650060b630058938e4bc8b3c62ccd6cb2,"[""archive/Account1/runs/rs-lay-1e5-s2-4700370.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/2/runs/2/plateau5""]","[""OCC-7ba7a1b4ebaeff3c""]","[""full_granularity_ladder""]"
MEAS-438700f45b08f0c5,RUN-4700376,plateau5,test,accuracy_percent,91.09400000000001,95,100,5,explicit cell window_end_epoch,100,True,4700376,3,b622b069f01b28aa16646c993711c9f1516804e54a85bc2c356af1c093b77b8a,"[""archive/Account1/runs/rs-lay-1e5-s3-4700376.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/2/runs/3/plateau5""]","[""OCC-7ba7a1b4ebaeff3c""]","[""full_granularity_ladder""]"
MEAS-8664f51572c1208f,RUN-4700382,plateau5,test,accuracy_percent,91.046,95,100,5,explicit cell window_end_epoch,100,True,4700382,4,667ccec3bc5cd4d4b4c4d2ab2e705ee224a6be3a1a50f76a969f4a6edcc92443,"[""archive/Account1/runs/rs-lay-1e5-s4-4700382.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/2/runs/4/plateau5""]","[""OCC-7ba7a1b4ebaeff3c""]","[""full_granularity_ladder""]"
MEAS-3dd1d9d15582c997,RUN-4700394,plateau5,test,accuracy_percent,90.346,95,100,5,explicit cell window_end_epoch,100,True,4700394,0,bedbb3787b650941c513f8e8dece930bd71abbc29699eab9cb71112748e24803,"[""archive/Account1/runs/rs-lay-frz-s0-4700394.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/3/runs/0/plateau5""]","[""OCC-e5f241b44c0c806c""]","[""full_granularity_ladder""]"
MEAS-e6ae4a43da3c6282,RUN-4700396,plateau5,test,accuracy_percent,90.146,95,100,5,explicit cell window_end_epoch,100,True,4700396,1,a33b063ce5e78a20ea9be6a3125daad3b26e86487f34fa2ee54dffb7190320a6,"[""archive/Account1/runs/rs-lay-frz-s1-4700396.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/3/runs/1/plateau5""]","[""OCC-e5f241b44c0c806c""]","[""full_granularity_ladder""]"
MEAS-3a0866499028f163,RUN-4700398,plateau5,test,accuracy_percent,90.456,95,100,5,explicit cell window_end_epoch,100,True,4700398,2,9256166a0351ed84d6864a0985f71e137fda862ca4815ac0b5f9767f16f2b853,"[""archive/Account1/runs/rs-lay-frz-s2-4700398.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/3/runs/2/plateau5""]","[""OCC-e5f241b44c0c806c""]","[""full_granularity_ladder""]"
MEAS-5276f7a8d30c6ce2,RUN-4913097,plateau5,test,accuracy_percent,92.098,95,100,5,explicit cell window_end_epoch,100,True,4913097,0,f6b769bcaf553c754450f01e76bed7db83e55da11e74a806de65d59d7e7e4708,"[""archive/Account2/runs/cfr2-lay-C-s0-4913097.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/0/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-18762219e171ec94,RUN-4700360,plateau5,test,accuracy_percent,91.958,95,100,5,explicit cell window_end_epoch,100,True,4700360,0,9d802203feeb8c391a4bed64fabaa29abe8e6344fcdebf11441c403f3ebc50b7,"[""archive/Account1/runs/rs-lay-3e4-s0-4700360.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/1/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-7e606b6ac681cf42,RUN-4913101,plateau5,test,accuracy_percent,92.132,95,100,5,explicit cell window_end_epoch,100,True,4913101,1,e4fd4e4fb5bbbb7d3297cf99ffbffbb3c75bda3a19e460941aa551f15f2c9bbc,"[""archive/Account2/runs/cfr2-lay-C-s1-4913101.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/2/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-4fd5db317dad7b05,RUN-4700366,plateau5,test,accuracy_percent,92.152,95,100,5,explicit cell window_end_epoch,100,True,4700366,1,20edebbbcb759b4729e12cbe375390fd0f4eadac0afec763a0a75d8b52b2f9f8,"[""archive/Account1/runs/rs-lay-3e4-s1-4700366.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/3/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-1a34ba881732c014,RUN-4913105,plateau5,test,accuracy_percent,91.964,95,100,5,explicit cell window_end_epoch,100,True,4913105,2,f3c20c3364a4e5ad84f9a93198bdcfb6e9a3a8314e7a7f6b713a4fb712769553,"[""archive/Account2/runs/cfr2-lay-C-s2-4913105.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/4/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-804b3a8536ee0725,RUN-4700372,plateau5,test,accuracy_percent,92.028,95,100,5,explicit cell window_end_epoch,100,True,4700372,2,09c9b0a526e31cd7995475c2557d6ae60f1d7cc35cc2f1f3d9a5b552fc869e68,"[""archive/Account1/runs/rs-lay-3e4-s2-4700372.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/5/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-45f48d5bc1120981,RUN-4700378,plateau5,test,accuracy_percent,91.754,95,100,5,explicit cell window_end_epoch,100,True,4700378,3,e448824d1fb5a6f98549118e462f7f83a0b7b2cad29a111b744659785555b008,"[""archive/Account1/runs/rs-lay-3e4-s3-4700378.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/6/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-ba62fbd823c4598e,RUN-4700384,plateau5,test,accuracy_percent,91.74,95,100,5,explicit cell window_end_epoch,100,True,4700384,4,d9e93a627b9620a642f1110498b1349989426661798ca35045bb90715b3eab2c,"[""archive/Account1/runs/rs-lay-3e4-s4-4700384.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/4/runs/7/plateau5""]","[""OCC-1654a0c04884dd93""]","[""full_granularity_ladder""]"
MEAS-d6c6694263f9411b,RUN-4700359,plateau5,test,accuracy_percent,92.13199999999999,95,100,5,explicit cell window_end_epoch,100,True,4700359,0,ca9e3f1d2257e72a222fa54b814bc94bdba955a82eb4cdebddb3d7a09c7babe8,"[""archive/Account1/runs/rs-lay-3e5-s0-4700359.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/5/runs/0/plateau5""]","[""OCC-8e2c855815073a43""]","[""full_granularity_ladder""]"
MEAS-50cdfcd8c6c019f9,RUN-4700365,plateau5,test,accuracy_percent,91.946,95,100,5,explicit cell window_end_epoch,100,True,4700365,1,60912370dbeca856ec60700e1acbb4d72d39335985bac2f2c1445e016cfd5edc,"[""archive/Account1/runs/rs-lay-3e5-s1-4700365.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/5/runs/1/plateau5""]","[""OCC-8e2c855815073a43""]","[""full_granularity_ladder""]"
MEAS-a6185a9dd4663960,RUN-4700371,plateau5,test,accuracy_percent,92.002,95,100,5,explicit cell window_end_epoch,100,True,4700371,2,d5c56cc739ffed489b3e6e7e6657dc084e958890f9a6430187a49b55d4285396,"[""archive/Account1/runs/rs-lay-3e5-s2-4700371.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/5/runs/2/plateau5""]","[""OCC-8e2c855815073a43""]","[""full_granularity_ladder""]"
MEAS-d02cf0a82262bc4e,RUN-4700377,plateau5,test,accuracy_percent,91.79,95,100,5,explicit cell window_end_epoch,100,True,4700377,3,ed27da1990925a9c82660944759ce399ca9dbcd29bc36ad3c949364ef62f6ccd,"[""archive/Account1/runs/rs-lay-3e5-s3-4700377.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/5/runs/3/plateau5""]","[""OCC-8e2c855815073a43""]","[""full_granularity_ladder""]"
MEAS-ba990c424de2097e,RUN-4700383,plateau5,test,accuracy_percent,91.478,95,100,5,explicit cell window_end_epoch,100,True,4700383,4,61d69f4e68412beb837b4ee85c1fe2e7ae776e89009507af7dbc1c4b11a27792,"[""archive/Account1/runs/rs-lay-3e5-s4-4700383.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/5/runs/4/plateau5""]","[""OCC-8e2c855815073a43""]","[""full_granularity_ladder""]"
MEAS-6d4a0fad24378a32,RUN-4700406,plateau5,test,accuracy_percent,92.55799999999999,95,100,5,explicit cell window_end_epoch,100,True,4700406,0,d1ecd1065125f435c63b3a2232a53812cd442b140c400d75c0a58bf2a049f057,"[""archive/Account1/runs/rs-node-1e3-s0-4700406.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/6/runs/0/plateau5""]","[""OCC-a58171fa0c2bca40""]","[""full_granularity_ladder""]"
MEAS-9614a820852028a7,RUN-4704502,plateau5,test,accuracy_percent,92.174,95,100,5,explicit cell window_end_epoch,100,True,4704502,3,7353b438c760a43ca477f124b87c14e3ee2a56255b65ff1b6fc47b1e007ce6bf,"[""archive/Account1/runs/hz9-node-1e3-s3-4704502.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/6/runs/1/plateau5""]","[""OCC-a58171fa0c2bca40""]","[""full_granularity_ladder""]"
MEAS-ce533dc4a697d0c1,RUN-4704503,plateau5,test,accuracy_percent,92.03,95,100,5,explicit cell window_end_epoch,100,True,4704503,4,662732818a3ecd07d5ff5c8478a40ed78231de0f31828bc97cd495a3e2ff1055,"[""archive/Account1/runs/hz9-node-1e3-s4-4704503.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/6/runs/2/plateau5""]","[""OCC-a58171fa0c2bca40""]","[""full_granularity_ladder""]"
MEAS-2dceb7d12d6beda2,RUN-4709616,plateau5,test,accuracy_percent,92.22800000000001,95,100,5,explicit cell window_end_epoch,100,True,4709616,0,0a18d60548a77c670cebba20be70835a1f1efbe2b2b236bba6b6eab87e878b77,"[""archive/Account1/runs/bn1-node-s0-4709616.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/0/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
MEAS-c6632299bad1279c,RUN-4777304,plateau5,test,accuracy_percent,92.312,95,100,5,explicit cell window_end_epoch,100,True,4777304,0,525a791be85d8cb8647a65eba4cf16d1341720a9d79e50fc90e678d5895bbfcc,"[""archive/Account2/runs/gn1-bn-node-s0-4777304.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/3/arms/nodewise/runs/0/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/1/plateau5""]","[""OCC-37359c535192489a"",""OCC-41e4429b2e5e7dfc""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-863174841d3a8349,RUN-4837231,plateau5,test,accuracy_percent,92.34,95,100,5,explicit cell window_end_epoch,100,True,4837231,0,84a142864720db836ca1155b839c4af8f67f54bf50b0bf1e69de6326a1cf6b9b,"[""archive/Account2/runs/ml2-adam-node-s0-4837231.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/2/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
MEAS-db2407ee88bdfd7e,RUN-4708791,plateau5,test,accuracy_percent,92.16,95,100,5,explicit cell window_end_epoch,100,True,4708791,0,6f4eef6388271781f5c47f2df089e3dbede9ca46dd5ba67061d9c0445b918f8d,"[""archive/Account1/runs/mm1-node-s0-4708791.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/1/arms/nodewise/runs/0/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/3/plateau5""]","[""OCC-37359c535192489a"",""OCC-9b087f28e13dd51b""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-8176f8b029331d9b,RUN-4709477,plateau5,test,accuracy_percent,92.114,95,100,5,explicit cell window_end_epoch,100,True,4709477,0,7ecd4d15a9c1d3d0c6849c201f1b992925eca24e7271d2fa449b01e9dcb267b8,"[""archive/Account1/runs/pp1-node-s0-4709477.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/2/arms/nodewise/runs/0/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/4/plateau5""]","[""OCC-23ac5e0fb290c51a"",""OCC-37359c535192489a""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-3cb76a49b6426d01,RUN-4700404,plateau5,test,accuracy_percent,92.348,95,100,5,explicit cell window_end_epoch,100,True,4700404,0,654078dc24ddd51e0503b507634bc4256b45d34c0f1fa0cbbda0c4224e11dd3d,"[""archive/Account1/runs/rs-node-1e4-s0-4700404.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/5/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
MEAS-de3f6a2b946bba99,RUN-4707784,plateau5,test,accuracy_percent,92.026,95,100,5,explicit cell window_end_epoch,100,True,4707784,0,95b15fd3519dbfd9fc6510759043a4584ce23f08cdcdebac89e92e8af6c307d0,"[""archive/Account1/runs/tw0-node-s0-4707784.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/6/plateau5"",""/panels/weightwise_tuning/tw0_guard_followup_cells/1/runs/0/plateau5""]","[""OCC-2d87db06f9816749"",""OCC-37359c535192489a""]","[""full_granularity_ladder"",""weightwise_tuning""]"
MEAS-25760b2e58379053,RUN-4709619,plateau5,test,accuracy_percent,92.20400000000001,95,100,5,explicit cell window_end_epoch,100,True,4709619,1,d3c1023a02e320ab7b44ce3cfb548c05c338a568b1db11d22565b0cbe268b056,"[""archive/Account1/runs/bn1-node-s1-4709619.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/7/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
MEAS-cb1502085514b47b,RUN-4777305,plateau5,test,accuracy_percent,92.06400000000001,95,100,5,explicit cell window_end_epoch,100,True,4777305,1,3827a7c1bcffc84a93f007b44f5e13ceda00344ba1ebd9d47eababb8b9265c74,"[""archive/Account2/runs/gn1-bn-node-s1-4777305.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/3/arms/nodewise/runs/1/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/8/plateau5""]","[""OCC-37359c535192489a"",""OCC-41e4429b2e5e7dfc""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-d30b54dc8e69b1ec,RUN-4837239,plateau5,test,accuracy_percent,91.888,95,100,5,explicit cell window_end_epoch,100,True,4837239,1,0dab4db09e02b9ff7ba6d3b944fa94dca68ab7b099e984226654beac73ab6e1c,"[""archive/Account2/runs/ml2-adam-node-s1-4837239.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/9/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
MEAS-bf4930c583534562,RUN-4708792,plateau5,test,accuracy_percent,91.992,95,100,5,explicit cell window_end_epoch,100,True,4708792,1,ec862b1586a6bc520518eb36f6074852895d76d770b4889ceacd3c9f5feab515,"[""archive/Account1/runs/mm1-node-s1-4708792.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/1/arms/nodewise/runs/1/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/10/plateau5""]","[""OCC-37359c535192489a"",""OCC-9b087f28e13dd51b""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-5645d52fcee60842,RUN-4709480,plateau5,test,accuracy_percent,91.756,95,100,5,explicit cell window_end_epoch,100,True,4709480,1,3a71c8131b07ff052ddea4d605fa0dd3d4241e3bfde513d6d2a1a7772b6ebe81,"[""archive/Account1/runs/pp1-node-s1-4709480.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/2/arms/nodewise/runs/1/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/11/plateau5""]","[""OCC-23ac5e0fb290c51a"",""OCC-37359c535192489a""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-1bf9195462f60da5,RUN-4707785,plateau5,test,accuracy_percent,91.87599999999999,95,100,5,explicit cell window_end_epoch,100,True,4707785,1,163639d98e17c4496551063d8ffb46f362507abd2242e3918eac295bca03de1f,"[""archive/Account1/runs/tw0-node-s1-4707785.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/12/plateau5"",""/panels/weightwise_tuning/tw0_guard_followup_cells/1/runs/1/plateau5""]","[""OCC-2d87db06f9816749"",""OCC-37359c535192489a""]","[""full_granularity_ladder"",""weightwise_tuning""]"
MEAS-108426dd9257cfa0,RUN-4709622,plateau5,test,accuracy_percent,92.12,95,100,5,explicit cell window_end_epoch,100,True,4709622,2,6e7a5960324800a8399f2696f299f15c2ef878d41cdb72f6b5387e7de8fac01c,"[""archive/Account1/runs/bn1-node-s2-4709622.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/13/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
MEAS-1930cdde29bb9e23,RUN-4777306,plateau5,test,accuracy_percent,91.982,95,100,5,explicit cell window_end_epoch,100,True,4777306,2,8a1a1cc498121fa436ded582daefe75543a23dfa54fadde4e0a88be68e5bbd4c,"[""archive/Account2/runs/gn1-bn-node-s2-4777306.out""]","[""plateau5""]","[""/panels/count_matched_four_submissions/submissions/3/arms/nodewise/runs/2/plateau5"",""/panels/full_granularity_ladder/cells/7/runs/14/plateau5""]","[""OCC-37359c535192489a"",""OCC-41e4429b2e5e7dfc""]","[""count_matched_four_submissions"",""full_granularity_ladder""]"
MEAS-db722f962c97fd3c,RUN-4837247,plateau5,test,accuracy_percent,91.666,95,100,5,explicit cell window_end_epoch,100,True,4837247,2,f395eca1217be26e0c3053c11dd19083cad12060a22d0bbf3913667b033d8968,"[""archive/Account2/runs/ml2-adam-node-s2-4837247.out""]","[""plateau5""]","[""/panels/full_granularity_ladder/cells/7/runs/15/plateau5""]","[""OCC-37359c535192489a""]","[""full_granularity_ladder""]"
