check_kind,source_pointer,field,reported,recomputed,absolute_difference,tolerance,status
cell_statistics,/panels/granularity_model_transfer/cells/5/plateau5,sd,0.14476187343358138,0.14476187343358138,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/5/plateau5,sem,0.08357830659527275,0.08357830659527275,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/5/plateau5,min,91.38,91.38,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/5/plateau5,max,91.666,91.666,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/6/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/6/plateau5,mean,87.95533333333333,87.95533333333333,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/6/plateau5,sd,0.19800336697473983,0.19800336697473983,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/6/plateau5,sem,0.1143172972233183,0.1143172972233183,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/6/plateau5,min,87.758,87.758,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/6/plateau5,max,88.154,88.154,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/7/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/7/plateau5,mean,90.24466666666666,90.24466666666666,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/7/plateau5,sd,0.021939310229203875,0.021939310229203875,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/7/plateau5,sem,0.012666666666665568,0.012666666666665568,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/7/plateau5,min,90.232,90.232,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/7/plateau5,max,90.27,90.27,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/8/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/8/plateau5,mean,92.894,92.894,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/8/plateau5,sd,0.11333137253206009,0.11333137253206009,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/8/plateau5,sem,0.06543189843901466,0.06543189843901466,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/8/plateau5,min,92.792,92.792,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/8/plateau5,max,93.016,93.016,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/9/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/9/plateau5,mean,89.41733333333333,89.41733333333333,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/9/plateau5,sd,0.18864075204826156,0.18864075204826156,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/9/plateau5,sem,0.10891178897519727,0.10891178897519727,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/9/plateau5,min,89.278,89.278,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/9/plateau5,max,89.632,89.632,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/10/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/10/plateau5,mean,90.375,90.375,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/10/plateau5,sd,0.4087077195258266,0.4087077195258266,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/10/plateau5,sem,0.2890000000000015,0.2890000000000015,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/10/plateau5,min,90.086,90.086,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/10/plateau5,max,90.664,90.664,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/11/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/11/plateau5,mean,92.678,92.678,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/11/plateau5,sd,0.25738686835190633,0.25738686835190633,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/11/plateau5,sem,0.18200000000000213,0.18200000000000213,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/11/plateau5,min,92.496,92.496,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/11/plateau5,max,92.86,92.86,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/12/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/12/plateau5,mean,88.154,88.154,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/12/plateau5,sd,0.36769552621701196,0.36769552621701196,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/12/plateau5,sem,0.2600000000000051,0.2600000000000051,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/12/plateau5,min,87.89399999999999,87.89399999999999,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/12/plateau5,max,88.414,88.414,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/13/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/13/plateau5,mean,91.511,91.511,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/13/plateau5,sd,0.5020458146424543,0.5020458146424543,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/13/plateau5,sem,0.3550000000000039,0.3550000000000039,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/13/plateau5,min,91.15599999999999,91.15599999999999,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/13/plateau5,max,91.866,91.866,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/14/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/14/plateau5,mean,89.245,89.245,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/14/plateau5,sd,0.057982756057302444,0.057982756057302444,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/14/plateau5,sem,0.04100000000000392,0.04100000000000392,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/14/plateau5,min,89.204,89.204,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/14/plateau5,max,89.286,89.286,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/15/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/15/plateau5,mean,89.50999999999999,89.50999999999999,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/15/plateau5,sd,0.5543717164502575,0.5543717164502575,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/15/plateau5,sem,0.39200000000000296,0.39200000000000296,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/15/plateau5,min,89.118,89.118,0.0,1e-09,PASS
cell_statistics,/panels/granularity_model_transfer/cells/15/plateau5,max,89.902,89.902,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/0/plateau5,n,5,5,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/0/plateau5,mean,69.654,69.654,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/0/plateau5,sd,0.5385944671086063,0.5385944671086063,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/0/plateau5,sem,0.24086676815202362,0.24086676815202362,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/0/plateau5,min,68.976,68.976,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/0/plateau5,max,70.26,70.26,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/1/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/1/plateau5,mean,26.326999999999998,26.326999999999998,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/1/plateau5,sd,1.4835100269293784,1.4835100269293784,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/1/plateau5,sem,1.049000000000001,1.049000000000001,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/1/plateau5,min,25.278,25.278,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/1/plateau5,max,27.376,27.376,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/2/plateau5,n,5,5,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/2/plateau5,mean,69.4728,69.4728,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/2/plateau5,sd,0.5018736892884476,0.5018736892884476,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/2/plateau5,sem,0.22444473707351534,0.22444473707351534,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/2/plateau5,min,68.802,68.802,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/2/plateau5,max,70.104,70.104,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/3/plateau5,n,2,2,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/3/plateau5,mean,59.328,59.328,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/3/plateau5,sd,1.6913994205982188,1.6913994205982188,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/3/plateau5,sem,1.195999999999998,1.195999999999998,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/3/plateau5,min,58.132000000000005,58.132000000000005,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/3/plateau5,max,60.524,60.524,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/4/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/4/plateau5,mean,71.41533333333334,71.41533333333334,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/4/plateau5,sd,0.08431686268673302,0.08431686268673302,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/4/plateau5,sem,0.04868036336941003,0.04868036336941003,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/4/plateau5,min,71.318,71.318,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/4/plateau5,max,71.466,71.466,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/5/plateau5,n,5,5,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/5/plateau5,mean,51.5836,51.5836,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/5/plateau5,sd,0.5452804782861755,0.5452804782861755,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/5/plateau5,sem,0.2438568432502973,0.2438568432502973,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/5/plateau5,min,50.766,50.766,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/5/plateau5,max,52.302,52.302,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/6/plateau5,n,5,5,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/6/plateau5,mean,53.02,53.02,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/6/plateau5,sd,0.3925302536111081,0.3925302536111081,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/6/plateau5,sem,0.175544866059934,0.175544866059934,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/6/plateau5,min,52.616,52.616,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/6/plateau5,max,53.594,53.594,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/7/plateau5,n,5,5,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/7/plateau5,mean,22.560000000000002,22.560000000000002,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/7/plateau5,sd,0.46427362621626506,0.46427362621626506,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/7/plateau5,sem,0.20762947767597942,0.20762947767597942,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/7/plateau5,min,21.972,21.972,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/7/plateau5,max,22.998,22.998,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/8/plateau5,n,5,5,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/8/plateau5,mean,22.776,22.776,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/8/plateau5,sd,0.7185346199035925,0.7185346199035925,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/8/plateau5,sem,0.3213384508582812,0.3213384508582812,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/8/plateau5,min,21.694,21.694,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/8/plateau5,max,23.426,23.426,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/9/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/9/plateau5,mean,67.16733333333333,67.16733333333333,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/9/plateau5,sd,0.30876744215239804,0.30876744215239804,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/9/plateau5,sem,0.1782669658436792,0.1782669658436792,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/9/plateau5,min,66.916,66.916,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_historical/cells/9/plateau5,max,67.512,67.512,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau5,mean,69.83933333333333,69.83933333333333,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau5,sd,0.3201395529036248,0.3201395529036248,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau5,sem,0.1848326570471542,0.1848326570471542,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau5,min,69.482,69.482,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau5,max,70.1,70.1,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau20,mean,69.68533333333333,69.68533333333333,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau20,sd,0.24966043605932473,0.24966043605932473,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau20,sem,0.1441415199648505,0.1441415199648505,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau20,min,69.441,69.441,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/0/plateau20,max,69.94,69.94,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/train_plateau5,mean,99.23066666666666,99.23066666666666,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/train_plateau5,sd,0.0816169916949539,0.0816169916949539,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/train_plateau5,sem,0.047121592125529084,0.047121592125529084,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/train_plateau5,min,99.16,99.16,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/train_plateau5,max,99.32000000000001,99.32000000000001,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/auc_raw,mean,62.0727,62.0727,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/auc_raw,sd,0.22215751168934028,0.22215751168934028,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/auc_raw,sem,0.12826269917633806,0.12826269917633806,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/auc_raw,min,61.8877,61.8877,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/0/auc_raw,max,62.3191,62.3191,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau5,mean,69.55066666666667,69.55066666666667,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau5,sd,0.5141997018020673,0.5141997018020673,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau5,sem,0.2968733362526489,0.2968733362526489,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau5,min,68.958,68.958,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau5,max,69.878,69.878,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau20,mean,69.24000000000001,69.24000000000001,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau20,sd,0.5293883262785487,0.5293883262785487,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau20,sem,0.30564249268276555,0.30564249268276555,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau20,min,68.646,68.646,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/1/plateau20,max,69.662,69.662,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/train_plateau5,mean,98.91933333333333,98.91933333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/train_plateau5,sd,0.12940376089331143,0.12940376089331143,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/train_plateau5,sem,0.07471129618590333,0.07471129618590333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/train_plateau5,min,98.832,98.832,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/train_plateau5,max,99.068,99.068,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/auc_raw,mean,53.05833333333333,53.05833333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/auc_raw,sd,0.4197918095119674,0.4197918095119674,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/auc_raw,sem,0.2423669142253345,0.2423669142253345,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/auc_raw,min,52.6779,52.6779,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/1/auc_raw,max,53.5087,53.5087,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau5,mean,71.08266666666667,71.08266666666667,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau5,sd,0.43829366106907985,0.43829366106907985,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau5,sem,0.2530489632023399,0.2530489632023399,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau5,min,70.684,70.684,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau5,max,71.552,71.552,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau20,mean,70.84366666666666,70.84366666666666,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau20,sd,0.25980826263484247,0.25980826263484247,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau20,sem,0.1500003703699153,0.1500003703699153,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau20,min,70.636,70.636,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/2/plateau20,max,71.135,71.135,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/train_plateau5,mean,97.47733333333333,97.47733333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/train_plateau5,sd,0.019731531449264615,0.019731531449264615,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/train_plateau5,sem,0.011392004993756493,0.011392004993756493,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/train_plateau5,min,97.464,97.464,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/train_plateau5,max,97.5,97.5,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/auc_raw,mean,56.1906,56.1906,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/auc_raw,sd,0.14640000000000342,0.14640000000000342,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/auc_raw,sem,0.08452407940936318,0.08452407940936318,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/auc_raw,min,56.0442,56.0442,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/2/auc_raw,max,56.337,56.337,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau5,mean,10.957333333333334,10.957333333333334,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau5,sd,0.23827994740081068,0.23827994740081068,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau5,sem,0.13757099177434792,0.13757099177434792,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau5,min,10.726,10.726,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau5,max,11.202,11.202,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau20,mean,9.008000000000001,9.008000000000001,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau20,sd,0.37420716187694814,0.37420716187694814,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau20,sem,0.21604860564234188,0.21604860564234188,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau20,min,8.597,8.597,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/3/plateau20,max,9.329,9.329,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/train_plateau5,mean,10.525333333333334,10.525333333333334,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/train_plateau5,sd,0.2990273120190416,0.2990273120190416,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/train_plateau5,sem,0.1726434990892439,0.1726434990892439,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/train_plateau5,min,10.192,10.192,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/train_plateau5,max,10.77,10.77,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/auc_raw,mean,3.872,3.872,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/auc_raw,sd,0.24089049379334165,0.24089049379334165,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/auc_raw,sem,0.1390781914368077,0.1390781914368077,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/auc_raw,min,3.6034,3.6034,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/granularity_cifar100_tuning/cells/3/auc_raw,max,4.0689,4.0689,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau5,mean,32.32066666666667,32.32066666666667,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau5,sd,0.6323806870337937,0.6323806870337937,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau5,sem,0.36510515988928127,0.36510515988928127,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau5,min,31.676,31.676,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau5,max,32.94,32.94,0.0,1e-09,PASS
cell_statistics,/panels/granularity_cifar100_tuning/cells/4/plateau20,n,3,3,0,1e-09,PASS
