panel_id,occurrence_id,primary_cell_id,metric,units,n,mean,sd,sem,min,max,source_pointer
granularity_cifar100_tuning,OCC-529903560fc54c3a,CELL-6a6b5972abb314bd,auc_raw,accuracy_percent,3,42.742866666666664,0.1853998471772111,0.10704065167547833,42.5689,42.9379,/panels/granularity_cifar100_tuning/cells/9/auc_raw
granularity_cifar100_tuning,OCC-411124aff5e802f9,CELL-8449e8fa4da1cd3d,train_plateau5,accuracy_percent,3,22.44,0.7850910775190355,0.4532725449439885,21.824,23.324,/panels/granularity_cifar100_tuning/cells/10/train_plateau5
granularity_cifar100_tuning,OCC-411124aff5e802f9,CELL-8449e8fa4da1cd3d,auc_raw,accuracy_percent,3,21.702,0.6076311051945912,0.35081598215208704,21.3454,22.4036,/panels/granularity_cifar100_tuning/cells/10/auc_raw
granularity_cifar100_tuning,OCC-da2b76c4b66cedbe,CELL-dbdf869b8db7e751,train_plateau5,accuracy_percent,3,22.854,0.7981754193158277,0.46082679320253556,22.324,23.772,/panels/granularity_cifar100_tuning/cells/11/train_plateau5
granularity_cifar100_tuning,OCC-da2b76c4b66cedbe,CELL-dbdf869b8db7e751,auc_raw,accuracy_percent,3,19.635466666666666,0.5346290707895837,0.30866823793696563,19.2227,20.2394,/panels/granularity_cifar100_tuning/cells/11/auc_raw
granularity_cifar100_tuning,OCC-cc52eae48ecbd702,CELL-e26b2212618b0469,train_plateau5,accuracy_percent,3,39.202,0.3674615626157376,0.21215403209303663,38.778,39.428,/panels/granularity_cifar100_tuning/cells/12/train_plateau5
granularity_cifar100_tuning,OCC-cc52eae48ecbd702,CELL-e26b2212618b0469,auc_raw,accuracy_percent,3,29.99813333333333,0.08932157260893696,0.05156983399021046,29.9077,30.0863,/panels/granularity_cifar100_tuning/cells/12/auc_raw
granularity_cifar100_tuning,OCC-83f740971c750b1d,CELL-cb2376a8f0f066dd,train_plateau5,accuracy_percent,3,10.166,0.33659471178258277,0.19433304745547866,9.802,10.466,/panels/granularity_cifar100_tuning/cells/13/train_plateau5
granularity_cifar100_tuning,OCC-83f740971c750b1d,CELL-cb2376a8f0f066dd,auc_raw,accuracy_percent,3,3.8288333333333333,0.24045802821559792,0.13882850731908208,3.5614,4.0272,/panels/granularity_cifar100_tuning/cells/13/auc_raw
granularity_cifar100_tuning,OCC-a2fc555122bee46f,CELL-a09d3ac06a6c46a4,train_plateau5,accuracy_percent,3,25.328666666666667,0.5722248975126251,0.3303741986159201,24.668,25.668,/panels/granularity_cifar100_tuning/cells/14/train_plateau5
granularity_cifar100_tuning,OCC-a2fc555122bee46f,CELL-a09d3ac06a6c46a4,auc_raw,accuracy_percent,3,25.601,0.07004491416227042,0.04044045004695106,25.5285,25.6683,/panels/granularity_cifar100_tuning/cells/14/auc_raw
granularity_cifar100_tuning,OCC-eb365f95c3506ac6,CELL-325c66fe0ff023ea,train_plateau5,accuracy_percent,3,16.528666666666666,0.28015233951072654,0.1617460286306214,16.206,16.71,/panels/granularity_cifar100_tuning/cells/15/train_plateau5
granularity_cifar100_tuning,OCC-eb365f95c3506ac6,CELL-325c66fe0ff023ea,auc_raw,accuracy_percent,3,16.229466666666667,0.20481089652001805,0.11824762623880102,16.0356,16.4437,/panels/granularity_cifar100_tuning/cells/15/auc_raw
granularity_cifar100_tuning,OCC-5dab2fa165cb314f,CELL-d3b49d1ed28a1e91,train_plateau5,accuracy_percent,3,17.049333333333333,0.39126632021339824,0.2258977153000398,16.622,17.39,/panels/granularity_cifar100_tuning/cells/16/train_plateau5
granularity_cifar100_tuning,OCC-5dab2fa165cb314f,CELL-d3b49d1ed28a1e91,auc_raw,accuracy_percent,3,15.980633333333333,0.3145550243333166,0.18160842797378965,15.6489,16.2746,/panels/granularity_cifar100_tuning/cells/16/auc_raw
granularity_cifar100_tuning,OCC-9f162139d065c91d,CELL-d95d43a8458be7e3,train_plateau5,accuracy_percent,3,30.79,0.4220000000000006,0.24364181359802242,30.368,31.212,/panels/granularity_cifar100_tuning/cells/17/train_plateau5
granularity_cifar100_tuning,OCC-9f162139d065c91d,CELL-d95d43a8458be7e3,auc_raw,accuracy_percent,3,27.314633333333333,0.2054878179682026,0.1186384470191306,27.0854,27.4823,/panels/granularity_cifar100_tuning/cells/17/auc_raw
granularity_cifar100_tuning,OCC-a02f34f97223b245,CELL-c97c33bba558e890,train_plateau5,accuracy_percent,3,29.212666666666667,0.4894500314979395,0.2825841074402062,28.65,29.54,/panels/granularity_cifar100_tuning/cells/18/train_plateau5
granularity_cifar100_tuning,OCC-a02f34f97223b245,CELL-c97c33bba558e890,auc_raw,accuracy_percent,3,16.078033333333334,0.07618033429523306,0.04398273651230849,15.9941,16.1428,/panels/granularity_cifar100_tuning/cells/18/auc_raw
granularity_cifar100_tuning,OCC-5377f3237b3e7a32,CELL-6b1a555bcf25a70e,train_plateau5,accuracy_percent,3,30.242,0.34321421881967584,0.19815482162524697,29.852,30.498,/panels/granularity_cifar100_tuning/cells/19/train_plateau5
granularity_cifar100_tuning,OCC-5377f3237b3e7a32,CELL-6b1a555bcf25a70e,auc_raw,accuracy_percent,3,27.019566666666666,0.2754284178027641,0.15901867116089857,26.7671,27.3133,/panels/granularity_cifar100_tuning/cells/19/auc_raw
granularity_dataset_network_extensions,OCC-d37036b21d81755a,CELL-e6ccf471765b4390,train_plateau5,accuracy_percent,3,99.65533333333333,0.02968725877095349,0.017139946842912077,99.63,99.688,/panels/granularity_dataset_network_extensions/tinyimagenet/0/train_plateau5
granularity_dataset_network_extensions,OCC-d37036b21d81755a,CELL-e6ccf471765b4390,auc_raw,accuracy_percent,3,77.67293333333333,0.1455588311760369,0.08403843036241221,77.5696,77.8394,/panels/granularity_dataset_network_extensions/tinyimagenet/0/auc_raw
granularity_dataset_network_extensions,OCC-91fdc95b3aa6c060,CELL-c3b10c94c73e366f,train_plateau5,accuracy_percent,3,88.66466666666666,0.15717930313286976,0.09074751297480015,88.512,88.82600000000001,/panels/granularity_dataset_network_extensions/tinyimagenet/1/train_plateau5
granularity_dataset_network_extensions,OCC-91fdc95b3aa6c060,CELL-c3b10c94c73e366f,auc_raw,accuracy_percent,3,42.7887,0.05180260611204814,0.02990824858351515,42.7372,42.8408,/panels/granularity_dataset_network_extensions/tinyimagenet/1/auc_raw
granularity_dataset_network_extensions,OCC-ccb6a5598c6e2dda,CELL-fb64cf774909a50f,train_plateau5,accuracy_percent,3,89.81333333333333,0.17195735905547058,0.09927962753981308,89.626,89.964,/panels/granularity_dataset_network_extensions/tinyimagenet/2/train_plateau5
granularity_dataset_network_extensions,OCC-ccb6a5598c6e2dda,CELL-fb64cf774909a50f,auc_raw,accuracy_percent,3,44.04826666666667,0.09162043076373945,0.052897080364714445,43.9904,44.1539,/panels/granularity_dataset_network_extensions/tinyimagenet/2/auc_raw
granularity_dataset_network_extensions,OCC-3a1acf2f15837f64,CELL-8ac0cbe169609e15,train_plateau5,accuracy_percent,3,9.757333333333333,0.058045958802773794,0.03351284994015138,9.718,9.824,/panels/granularity_dataset_network_extensions/tinyimagenet/3/train_plateau5
granularity_dataset_network_extensions,OCC-3a1acf2f15837f64,CELL-8ac0cbe169609e15,auc_raw,accuracy_percent,3,9.140466666666667,0.027743888215844992,0.016017941329784992,9.1241,9.1725,/panels/granularity_dataset_network_extensions/tinyimagenet/3/auc_raw
granularity_dataset_network_extensions,OCC-987792a4fb758e42,CELL-686bf1b3534c5d51,train_plateau5,accuracy_percent,3,35.123333333333335,0.5250688843697883,0.30314866173399374,34.64,35.682,/panels/granularity_dataset_network_extensions/vgg_gap/0/train_plateau5
granularity_dataset_network_extensions,OCC-987792a4fb758e42,CELL-686bf1b3534c5d51,auc_raw,accuracy_percent,3,30.508133333333333,0.4677809886403386,0.27007347971328877,30.1062,31.0216,/panels/granularity_dataset_network_extensions/vgg_gap/0/auc_raw
granularity_dataset_network_extensions,OCC-866190c88dd29a6c,CELL-066a2b9394fd94da,train_plateau5,accuracy_percent,3,99.282,0.037469987990391806,0.021633307652784754,99.24,99.312,/panels/granularity_dataset_network_extensions/vgg_gap/1/train_plateau5
granularity_dataset_network_extensions,OCC-866190c88dd29a6c,CELL-066a2b9394fd94da,auc_raw,accuracy_percent,3,53.59283333333333,0.284884280600622,0.164478016092662,53.2681,53.8007,/panels/granularity_dataset_network_extensions/vgg_gap/1/auc_raw
original_proposal_and_joint_tuning,OCC-676cadaebaf3351b,CELL-e556faee4dabbb96,train_plateau5,accuracy_percent,3,96.62866666666666,0.22232708636901596,0.12836060316329656,96.466,96.882,/panels/original_proposal_and_joint_tuning/g4m/cells/0/train_plateau5
original_proposal_and_joint_tuning,OCC-676cadaebaf3351b,CELL-e556faee4dabbb96,auc_raw,accuracy_percent,3,86.47546666666666,0.3093716912280966,0.17861582921019137,86.1357,86.7409,/panels/original_proposal_and_joint_tuning/g4m/cells/0/auc_raw
original_proposal_and_joint_tuning,OCC-320b29746795bd36,CELL-b011476ad4a58d6d,train_plateau5,accuracy_percent,3,97.76333333333334,0.05033222956846824,0.02905932629026918,97.71000000000001,97.81,/panels/original_proposal_and_joint_tuning/g4m/cells/1/train_plateau5
original_proposal_and_joint_tuning,OCC-320b29746795bd36,CELL-b011476ad4a58d6d,auc_raw,accuracy_percent,3,75.8661,0.11602572990504835,0.06698748639360248,75.7369,75.9614,/panels/original_proposal_and_joint_tuning/g4m/cells/1/auc_raw
original_proposal_and_joint_tuning,OCC-309c1bd313bde08f,CELL-c2b2545994f8a491,train_plateau5,accuracy_percent,3,36.208,0.7979573923462365,0.4607009152729515,35.288,36.712,/panels/original_proposal_and_joint_tuning/g4m/cells/2/train_plateau5
original_proposal_and_joint_tuning,OCC-309c1bd313bde08f,CELL-c2b2545994f8a491,auc_raw,accuracy_percent,3,21.716633333333334,0.4672970076229173,0.2697940531425979,21.2087,22.1283,/panels/original_proposal_and_joint_tuning/g4m/cells/2/auc_raw
original_proposal_and_joint_tuning,OCC-72ca984507296d01,CELL-52a2918003e481b9,train_plateau5,accuracy_percent,3,96.258,0.4149168591416826,0.2395523603167645,95.798,96.604,/panels/original_proposal_and_joint_tuning/g4m/cells/3/train_plateau5
original_proposal_and_joint_tuning,OCC-72ca984507296d01,CELL-52a2918003e481b9,auc_raw,accuracy_percent,3,86.74593333333334,0.5206646649556037,0.30060588446964415,86.1962,87.2316,/panels/original_proposal_and_joint_tuning/g4m/cells/3/auc_raw
original_proposal_and_joint_tuning,OCC-5bdf09bdc934bdc7,CELL-bd08029c01068b87,train_plateau5,accuracy_percent,3,97.06866666666667,0.059002824791142286,0.03406529677611433,97.026,97.13600000000001,/panels/original_proposal_and_joint_tuning/g4m/cells/4/train_plateau5
original_proposal_and_joint_tuning,OCC-5bdf09bdc934bdc7,CELL-bd08029c01068b87,auc_raw,accuracy_percent,3,84.03973333333333,0.18325022055466827,0.10579956416629603,83.8723,84.2355,/panels/original_proposal_and_joint_tuning/g4m/cells/4/auc_raw
original_proposal_and_joint_tuning,OCC-957f5e6ce4c45614,CELL-b182d6a41925eb8c,train_plateau5,accuracy_percent,3,92.702,0.09232551110067219,0.05330415868704287,92.62,92.802,/panels/original_proposal_and_joint_tuning/g4m/cells/5/train_plateau5
original_proposal_and_joint_tuning,OCC-957f5e6ce4c45614,CELL-b182d6a41925eb8c,auc_raw,accuracy_percent,3,50.07686666666667,0.2705177504958495,0.15618349606935072,49.8824,50.3858,/panels/original_proposal_and_joint_tuning/g4m/cells/5/auc_raw
original_proposal_and_joint_tuning,OCC-f40839f37c3de14b,CELL-810f80b64c57bc0c,train_plateau5,accuracy_percent,3,99.74533333333333,0.023180451534280784,0.013383239933254085,99.724,99.77,/panels/original_proposal_and_joint_tuning/g4m/cells/6/train_plateau5
original_proposal_and_joint_tuning,OCC-f40839f37c3de14b,CELL-810f80b64c57bc0c,auc_raw,accuracy_percent,3,86.6035,0.2612886335070852,0.15085506289150513,86.443,86.905,/panels/original_proposal_and_joint_tuning/g4m/cells/6/auc_raw
original_proposal_and_joint_tuning,OCC-1f7f0c5379b8960b,CELL-2c87bdcec97d2251,train_plateau5,accuracy_percent,3,99.73666666666666,0.01747378989611086,0.010088497300282568,99.722,99.756,/panels/original_proposal_and_joint_tuning/g4m/cells/7/train_plateau5
original_proposal_and_joint_tuning,OCC-1f7f0c5379b8960b,CELL-2c87bdcec97d2251,auc_raw,accuracy_percent,3,76.7896,0.12108868650704334,0.06991058575065968,76.6535,76.8854,/panels/original_proposal_and_joint_tuning/g4m/cells/7/auc_raw
original_proposal_and_joint_tuning,OCC-abb5b55386b9bc07,CELL-69624b85252455a7,train_plateau5,accuracy_percent,3,36.692,0.864645592135878,0.49920336537327253,35.696,37.25,/panels/original_proposal_and_joint_tuning/g4m/cells/8/train_plateau5
original_proposal_and_joint_tuning,OCC-abb5b55386b9bc07,CELL-69624b85252455a7,auc_raw,accuracy_percent,3,21.875799999999998,0.46493887770329617,0.26843258619872057,21.3678,22.2802,/panels/original_proposal_and_joint_tuning/g4m/cells/8/auc_raw
