panel_id,occurrence_id,primary_cell_id,metric,units,n,mean,sd,sem,min,max,source_pointer
alpha0_robustness,OCC-3311fb016ed3c778,CELL-9716fedd6d53d5fc,train_plateau5,accuracy_percent,3,70.52733333333333,0.46266330450267334,0.26711878339878026,70.112,71.026,/panels/alpha0_robustness/cells/0/train_plateau5
alpha0_robustness,OCC-3311fb016ed3c778,CELL-9716fedd6d53d5fc,auc_raw,accuracy_percent,3,59.029266666666665,2.2225359262188173,1.2831817152860485,56.4861,60.599000000000004,/panels/alpha0_robustness/cells/0/auc_raw
alpha0_robustness,OCC-fecc20cb16692397,CELL-9836c2bbcc048bc8,train_plateau5,accuracy_percent,3,97.448,0.3845672893005839,0.22203002799921684,97.006,97.706,/panels/alpha0_robustness/cells/1/train_plateau5
alpha0_robustness,OCC-fecc20cb16692397,CELL-9836c2bbcc048bc8,auc_raw,accuracy_percent,3,78.57833333333333,2.31415821700534,1.3360798695354175,75.9188,80.1328,/panels/alpha0_robustness/cells/1/auc_raw
alpha0_robustness,OCC-ce5bede7195505a2,CELL-11fa4e6e89234849,train_plateau5,accuracy_percent,3,99.04333333333332,0.05658032638058273,0.03266666666666632,98.978,99.076,/panels/alpha0_robustness/cells/2/train_plateau5
alpha0_robustness,OCC-ce5bede7195505a2,CELL-11fa4e6e89234849,auc_raw,accuracy_percent,3,87.92563333333334,1.70250385119486,0.982941056783727,85.9612,88.9732,/panels/alpha0_robustness/cells/2/auc_raw
alpha0_robustness,OCC-d172ad0bfaf038b7,CELL-c61b239053bb12d3,train_plateau5,accuracy_percent,3,98.722,0.03104834939251909,0.017925772879664452,98.69,98.752,/panels/alpha0_robustness/cells/3/train_plateau5
alpha0_robustness,OCC-d172ad0bfaf038b7,CELL-c61b239053bb12d3,auc_raw,accuracy_percent,3,89.11806666666666,1.065312115454119,0.6150582366284053,87.8891,89.7786,/panels/alpha0_robustness/cells/3/auc_raw
alpha0_robustness,OCC-48a75d7f77ae35d9,CELL-e3bce970571cb7b2,train_plateau5,accuracy_percent,3,96.33733333333333,0.056047598818626795,0.03235909626536633,96.292,96.4,/panels/alpha0_robustness/cells/4/train_plateau5
alpha0_robustness,OCC-48a75d7f77ae35d9,CELL-e3bce970571cb7b2,auc_raw,accuracy_percent,3,88.13283333333334,0.3225722451379416,0.18623717256349254,87.7643,88.3639,/panels/alpha0_robustness/cells/4/auc_raw
alpha0_robustness,OCC-94db506f21286341,CELL-e73f7db5e8f43c0d,train_plateau5,accuracy_percent,3,80.26133333333333,1.0463982670729783,0.604138321174142,79.232,81.324,/panels/alpha0_robustness/cells/5/train_plateau5
alpha0_robustness,OCC-94db506f21286341,CELL-e73f7db5e8f43c0d,auc_raw,accuracy_percent,3,70.5203,1.5109986399729158,0.8723754715335215,69.0475,72.0668,/panels/alpha0_robustness/cells/5/auc_raw
alpha0_robustness,OCC-ee94ee86d4bc8d60,CELL-f9804635c7534107,train_plateau5,accuracy_percent,3,21.487333333333332,12.52354779339039,7.230473689723086,10.08,34.888,/panels/alpha0_robustness/cells/6/train_plateau5
alpha0_robustness,OCC-ee94ee86d4bc8d60,CELL-f9804635c7534107,auc_raw,accuracy_percent,3,16.690133333333335,4.655908324197688,2.688089924297755,12.3221,21.5885,/panels/alpha0_robustness/cells/6/auc_raw
alpha0_robustness,OCC-0de18a59532b891d,CELL-72305fa2541b97be,train_plateau5,accuracy_percent,3,99.69933333333333,0.0122202018532088,0.007055336829501665,99.686,99.71,/panels/alpha0_robustness/cells/7/train_plateau5
alpha0_robustness,OCC-0de18a59532b891d,CELL-72305fa2541b97be,auc_raw,accuracy_percent,3,89.0588,0.11382411870952744,0.0657163855772176,88.9297,89.1447,/panels/alpha0_robustness/cells/7/auc_raw
alpha0_robustness,OCC-23080352e5be872d,CELL-9d13917ab48e1d22,train_plateau5,accuracy_percent,3,99.70533333333333,0.006110100926609052,0.0035276684147535183,99.7,99.712,/panels/alpha0_robustness/cells/8/train_plateau5
alpha0_robustness,OCC-23080352e5be872d,CELL-9d13917ab48e1d22,auc_raw,accuracy_percent,3,89.339,0.08400005952378925,0.04849745697800431,89.271,89.4329,/panels/alpha0_robustness/cells/8/auc_raw
alpha0_robustness,OCC-0469e1ea5497655c,CELL-134171678af27b82,train_plateau5,accuracy_percent,3,99.66466666666666,0.10131798129322062,0.05849596377339039,99.59,99.78,/panels/alpha0_robustness/cells/9/train_plateau5
alpha0_robustness,OCC-0469e1ea5497655c,CELL-134171678af27b82,auc_raw,accuracy_percent,3,89.46166666666666,0.12897539817086676,0.07446398085278909,89.3128,89.5398,/panels/alpha0_robustness/cells/9/auc_raw
alpha0_robustness,OCC-ed97a5f1d24dd024,CELL-ed97f4c0e9062ec2,train_plateau5,accuracy_percent,3,99.95466666666667,0.014742229591659191,0.0085114302231997,99.938,99.966,/panels/alpha0_robustness/cells/10/train_plateau5
alpha0_robustness,OCC-ed97a5f1d24dd024,CELL-ed97f4c0e9062ec2,auc_raw,accuracy_percent,3,90.571,0.21590479383284278,0.12465269083872244,90.4194,90.8182,/panels/alpha0_robustness/cells/10/auc_raw
alpha0_robustness,OCC-f11379db8ed56687,CELL-ea6353afa7675d65,train_plateau5,accuracy_percent,3,99.924,0.013114877048602692,0.007571877794399609,99.912,99.938,/panels/alpha0_robustness/cells/11/train_plateau5
alpha0_robustness,OCC-f11379db8ed56687,CELL-ea6353afa7675d65,auc_raw,accuracy_percent,3,89.99889999999999,0.1366582964916516,0.07889970426645074,89.9152,90.1566,/panels/alpha0_robustness/cells/11/auc_raw
alpha0_robustness,OCC-13f2a4d494ca1f11,CELL-8ccc2df44adc0911,train_plateau5,accuracy_percent,3,99.73066666666666,0.021571586249813316,0.012454361128176949,99.706,99.746,/panels/alpha0_robustness/cells/12/train_plateau5
alpha0_robustness,OCC-13f2a4d494ca1f11,CELL-8ccc2df44adc0911,auc_raw,accuracy_percent,3,86.9649,0.31673409983770917,0.1828665178028352,86.6034,87.1937,/panels/alpha0_robustness/cells/12/auc_raw
alpha0_robustness,OCC-28341680172bc77f,CELL-eb50663a49cb6f5a,train_plateau5,accuracy_percent,3,62.556,45.91134604866209,26.50692800005312,9.936,94.452,/panels/alpha0_robustness/cells/13/train_plateau5
alpha0_robustness,OCC-28341680172bc77f,CELL-eb50663a49cb6f5a,auc_raw,accuracy_percent,3,53.4567,37.920952493179804,21.89367212986437,10.0,79.8364,/panels/alpha0_robustness/cells/13/auc_raw
alpha0_robustness,OCC-7f1184083ee9e446,CELL-2523b35637d8b308,train_plateau5,accuracy_percent,3,63.33133333333333,0.6649280662848686,0.3838963980613062,62.604,63.908,/panels/alpha0_robustness/cells/14/train_plateau5
alpha0_robustness,OCC-7f1184083ee9e446,CELL-2523b35637d8b308,auc_raw,accuracy_percent,3,54.3789,0.36495524383135075,0.21070700826819588,53.992,54.717,/panels/alpha0_robustness/cells/14/auc_raw
alpha0_robustness,OCC-bb237e015f669b9e,CELL-45fb5b59171ddf65,train_plateau5,accuracy_percent,2,99.989,0.001414213562369799,0.0009999999999976692,99.988,99.99,/panels/alpha0_robustness/cells/16/train_plateau5
alpha0_robustness,OCC-bb237e015f669b9e,CELL-45fb5b59171ddf65,auc_raw,accuracy_percent,2,86.60965,0.013788582233133175,0.009749999999996817,86.5999,86.6194,/panels/alpha0_robustness/cells/16/auc_raw
alpha0_robustness,OCC-bb576a6c3797338b,CELL-61a0e5fb45192ef0,train_plateau5,accuracy_percent,1,99.99199999999999,,,99.99199999999999,99.99199999999999,/panels/alpha0_robustness/cells/17/train_plateau5
alpha0_robustness,OCC-bb576a6c3797338b,CELL-61a0e5fb45192ef0,auc_raw,accuracy_percent,1,88.4979,,,88.4979,88.4979,/panels/alpha0_robustness/cells/17/auc_raw
alpha0_robustness,OCC-f6dc4e0155132142,CELL-fc8dc18df305f9ca,train_plateau5,accuracy_percent,1,99.986,,,99.986,99.986,/panels/alpha0_robustness/cells/18/train_plateau5
alpha0_robustness,OCC-f6dc4e0155132142,CELL-fc8dc18df305f9ca,auc_raw,accuracy_percent,1,89.2538,,,89.2538,89.2538,/panels/alpha0_robustness/cells/18/auc_raw
alpha0_robustness,OCC-c62cfc4c5902f074,CELL-6a58b30bc634657f,train_plateau5,accuracy_percent,3,64.856,0.9148136422244657,0.5281679025966373,64.138,65.886,/panels/alpha0_robustness/cells/20/train_plateau5
alpha0_robustness,OCC-c62cfc4c5902f074,CELL-6a58b30bc634657f,auc_raw,accuracy_percent,3,32.954499999999996,0.8426262576017914,0.48649049665264127,32.2829,33.9,/panels/alpha0_robustness/cells/20/auc_raw
schedule_controls,OCC-d04e325f093de499,CELL-c61b239053bb12d3,train_plateau5,accuracy_percent,3,98.722,0.03104834939251909,0.017925772879664452,98.69,98.752,/panels/schedule_controls/verified_counterweight/cells/0/train_plateau5
schedule_controls,OCC-d04e325f093de499,CELL-c61b239053bb12d3,auc_raw,accuracy_percent,3,89.11806666666666,1.065312115454119,0.6150582366284053,87.8891,89.7786,/panels/schedule_controls/verified_counterweight/cells/0/auc_raw
schedule_controls,OCC-f97f854e957efd07,CELL-ed97f4c0e9062ec2,train_plateau5,accuracy_percent,3,99.95466666666667,0.014742229591659191,0.0085114302231997,99.938,99.966,/panels/schedule_controls/verified_counterweight/cells/1/train_plateau5
schedule_controls,OCC-f97f854e957efd07,CELL-ed97f4c0e9062ec2,auc_raw,accuracy_percent,3,90.571,0.21590479383284278,0.12465269083872244,90.4194,90.8182,/panels/schedule_controls/verified_counterweight/cells/1/auc_raw
schedule_controls,OCC-5fbcc5122f63ebc4,CELL-70fe95bc90165db3,train_plateau5,accuracy_percent,5,99.966,0.005999999999997859,0.00268328157299879,99.958,99.972,/panels/schedule_controls/verified_counterweight/cells/2/train_plateau5
schedule_controls,OCC-5fbcc5122f63ebc4,CELL-70fe95bc90165db3,auc_raw,accuracy_percent,5,86.21114,0.2084313508088456,0.0932133338101369,86.0195,86.544,/panels/schedule_controls/verified_counterweight/cells/2/auc_raw
granularity_cifar100_tuning,OCC-86883cacfe2f429b,CELL-8967fbe78b50e06a,train_plateau5,accuracy_percent,3,99.23066666666666,0.0816169916949539,0.047121592125529084,99.16,99.32000000000001,/panels/granularity_cifar100_tuning/cells/0/train_plateau5
granularity_cifar100_tuning,OCC-86883cacfe2f429b,CELL-8967fbe78b50e06a,auc_raw,accuracy_percent,3,62.0727,0.22215751168934028,0.12826269917633806,61.8877,62.3191,/panels/granularity_cifar100_tuning/cells/0/auc_raw
granularity_cifar100_tuning,OCC-81be15fec4a08dd6,CELL-47a6bc7726d82781,train_plateau5,accuracy_percent,3,98.91933333333333,0.12940376089331143,0.07471129618590333,98.832,99.068,/panels/granularity_cifar100_tuning/cells/1/train_plateau5
granularity_cifar100_tuning,OCC-81be15fec4a08dd6,CELL-47a6bc7726d82781,auc_raw,accuracy_percent,3,53.05833333333333,0.4197918095119674,0.2423669142253345,52.6779,53.5087,/panels/granularity_cifar100_tuning/cells/1/auc_raw
granularity_cifar100_tuning,OCC-4ba5db411c5123dc,CELL-69340bd39bd35ecc,train_plateau5,accuracy_percent,3,97.47733333333333,0.019731531449264615,0.011392004993756493,97.464,97.5,/panels/granularity_cifar100_tuning/cells/2/train_plateau5
granularity_cifar100_tuning,OCC-4ba5db411c5123dc,CELL-69340bd39bd35ecc,auc_raw,accuracy_percent,3,56.1906,0.14640000000000342,0.08452407940936318,56.0442,56.337,/panels/granularity_cifar100_tuning/cells/2/auc_raw
granularity_cifar100_tuning,OCC-43eb95cc67c537d9,CELL-d677da51f0ebb409,train_plateau5,accuracy_percent,3,10.525333333333334,0.2990273120190416,0.1726434990892439,10.192,10.77,/panels/granularity_cifar100_tuning/cells/3/train_plateau5
granularity_cifar100_tuning,OCC-43eb95cc67c537d9,CELL-d677da51f0ebb409,auc_raw,accuracy_percent,3,3.872,0.24089049379334165,0.1390781914368077,3.6034,4.0689,/panels/granularity_cifar100_tuning/cells/3/auc_raw
granularity_cifar100_tuning,OCC-a2ee1f184e601ec0,CELL-fe9add87bb147582,train_plateau5,accuracy_percent,3,33.806,0.49554818131035455,0.28610487587596267,33.238,34.15,/panels/granularity_cifar100_tuning/cells/4/train_plateau5
granularity_cifar100_tuning,OCC-a2ee1f184e601ec0,CELL-fe9add87bb147582,auc_raw,accuracy_percent,3,31.3374,0.11153712386465799,0.06439598848789692,31.2426,31.4603,/panels/granularity_cifar100_tuning/cells/4/auc_raw
granularity_cifar100_tuning,OCC-24ca8bcc5e00431a,CELL-ad44baa5b4dc3251,train_plateau5,accuracy_percent,3,99.70933333333333,0.013316656236957275,0.007688375063112992,99.69800000000001,99.724,/panels/granularity_cifar100_tuning/cells/5/train_plateau5
granularity_cifar100_tuning,OCC-24ca8bcc5e00431a,CELL-ad44baa5b4dc3251,auc_raw,accuracy_percent,3,63.731833333333334,0.25195365314543855,0.14546550946682857,63.4791,63.983,/panels/granularity_cifar100_tuning/cells/5/auc_raw
granularity_cifar100_tuning,OCC-17d77b3a29d620b1,CELL-268d270dca812c44,train_plateau5,accuracy_percent,3,99.444,0.09501578816176366,0.05485739087245871,99.35,99.54,/panels/granularity_cifar100_tuning/cells/6/train_plateau5
granularity_cifar100_tuning,OCC-17d77b3a29d620b1,CELL-268d270dca812c44,auc_raw,accuracy_percent,3,60.1978,0.15986128361801819,0.09229595512986191,60.0164,60.3181,/panels/granularity_cifar100_tuning/cells/6/auc_raw
granularity_cifar100_tuning,OCC-785dc357977f2fd5,CELL-b2821ad3da0e7a3a,train_plateau5,accuracy_percent,3,98.99866666666667,0.03494757979222172,0.020176994600565136,98.96,99.028,/panels/granularity_cifar100_tuning/cells/7/train_plateau5
granularity_cifar100_tuning,OCC-785dc357977f2fd5,CELL-b2821ad3da0e7a3a,auc_raw,accuracy_percent,3,59.629,0.41226116722291434,0.23801909587257894,59.1537,59.8896,/panels/granularity_cifar100_tuning/cells/7/auc_raw
granularity_cifar100_tuning,OCC-e5227826bf8b1a3a,CELL-c558a8509233c2db,train_plateau5,accuracy_percent,3,91.22933333333333,1.0510382168757364,0.6068171974417907,90.272,92.354,/panels/granularity_cifar100_tuning/cells/8/train_plateau5
granularity_cifar100_tuning,OCC-e5227826bf8b1a3a,CELL-c558a8509233c2db,auc_raw,accuracy_percent,3,31.844533333333334,0.17162626061688188,0.09908846776716562,31.7024,32.0352,/panels/granularity_cifar100_tuning/cells/8/auc_raw
granularity_cifar100_tuning,OCC-529903560fc54c3a,CELL-6a6b5972abb314bd,train_plateau5,accuracy_percent,3,61.727333333333334,0.568613518422954,0.32828916792635277,61.072,62.089999999999996,/panels/granularity_cifar100_tuning/cells/9/train_plateau5
