cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
CELL-fda1cf8b7f26c009,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,100,80,100,20,100,True,3,68.68,0.5302565416852548,0.3061437570815419,68.112,69.162,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-6""]","[""alpha0_robustness""]","[""OCC-3311fb016ed3c778""]","[""/panels/alpha0_robustness/cells/0""]","[""MEAS-8c06c7d253fae5da"",""MEAS-b5d50762c2e60d9d"",""MEAS-e2a38de3c7469f16""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-7e84cc158bb49c0e,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,100,80,100,20,100,True,3,84.51833333333333,0.23336737846866026,0.1347347187789583,84.366,84.787,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-5""]","[""alpha0_robustness""]","[""OCC-fecc20cb16692397""]","[""/panels/alpha0_robustness/cells/1""]","[""MEAS-5066615357258ded"",""MEAS-7a17f9e3fc857eb0"",""MEAS-93fa56a52e73a3ac""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-cf81840fb544603b,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,100,80,100,20,100,True,3,91.34566666666667,0.07918543637142925,0.04571773300494266,91.256,91.406,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-4""]","[""alpha0_robustness""]","[""OCC-ce5bede7195505a2""]","[""/panels/alpha0_robustness/cells/2""]","[""MEAS-89cbd9c4155ee5c0"",""MEAS-9ae317e41c61f2a0"",""MEAS-a940291466b3d50e""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-bede4e0f8c26e04e,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,80,100,20,100,True,3,91.796,0.1698322701962084,0.09805270691486617,91.662,91.987,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-3e-4""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-d04e325f093de499"",""OCC-d172ad0bfaf038b7""]","[""/panels/alpha0_robustness/cells/3"",""/panels/schedule_controls/verified_counterweight/cells/0""]","[""MEAS-75728a90550c39c0"",""MEAS-8ceea3863055c575"",""MEAS-f66a53875b3e2e4f""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-d6c5b6d09036670c,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,80,100,20,100,True,3,89.87933333333334,0.3141040167418029,0.1813480386194226,89.694,90.242,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-3""]","[""alpha0_robustness""]","[""OCC-48a75d7f77ae35d9""]","[""/panels/alpha0_robustness/cells/4""]","[""MEAS-0321c67de7588b03"",""MEAS-0a2d1ccd33ff8a85"",""MEAS-a54e70b642d5643d""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-b8c531a724ed6e51,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,100,80,100,20,100,True,3,70.54133333333333,2.046881123400511,1.1817673675944487,68.181,71.828,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-2""]","[""alpha0_robustness""]","[""OCC-94db506f21286341""]","[""/panels/alpha0_robustness/cells/5""]","[""MEAS-2c44c303b392a5c2"",""MEAS-300beca51550903d"",""MEAS-8b2f6c01391fea24""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-60a9c0d0e9124f24,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-1,1,1,none,,na,na,100,80,100,20,100,True,3,12.597666666666667,3.0472913108748454,1.7593544586327996,10.0,15.952,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""constant-1e-1""]","[""alpha0_robustness""]","[""OCC-ee94ee86d4bc8d60""]","[""/panels/alpha0_robustness/cells/6""]","[""MEAS-2f526a983d747dbb"",""MEAS-72980087fdd4d8ad"",""MEAS-c687c3755ffe1c35""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-45025f389de0ba31,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,91.49633333333333,0.17976744236188902,0.10378878123916717,91.35,91.697,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-6""]","[""alpha0_robustness""]","[""OCC-0de18a59532b891d""]","[""/panels/alpha0_robustness/cells/7""]","[""MEAS-4a4ae53518aadca8"",""MEAS-54354efa31f55c8a"",""MEAS-b02a6a4fbef649b4""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-34284ea043e4c1ac,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-5,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,91.53533333333333,0.09297490700900679,0.053679087589530494,91.428,91.591,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-5""]","[""alpha0_robustness""]","[""OCC-23080352e5be872d""]","[""/panels/alpha0_robustness/cells/8""]","[""MEAS-7abcc702da8b293f"",""MEAS-9854305c4ccd52a4"",""MEAS-fac4d25a1426b0f1""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-b43d5a7e18a44e1f,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,91.836,0.23892885970513905,0.13794564146793237,91.665,92.109,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-4""]","[""alpha0_robustness""]","[""OCC-0469e1ea5497655c""]","[""/panels/alpha0_robustness/cells/9""]","[""MEAS-0f036e5520f18ac3"",""MEAS-34c656c8a78aee51"",""MEAS-c80d14ce2b26526c""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-2048d6f286f0fe54,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,3e-4,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,93.30433333333333,0.143723113427637,0.08297857822621735,93.213,93.47,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-3e-4""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-ed97a5f1d24dd024"",""OCC-f97f854e957efd07""]","[""/panels/alpha0_robustness/cells/10"",""/panels/schedule_controls/verified_counterweight/cells/1""]","[""MEAS-075f0960787bc0e8"",""MEAS-5011ff2c7ddd0fa0"",""MEAS-cd688c2267f4439a""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-c1c2413dcd4311eb,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,92.181,0.052716221412389144,0.03043572462310279,92.124,92.228,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-3""]","[""alpha0_robustness""]","[""OCC-f11379db8ed56687""]","[""/panels/alpha0_robustness/cells/11""]","[""MEAS-000dc44dff5ee086"",""MEAS-8d7279fd2c8a59e5"",""MEAS-dff24781454d2124""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-2856ca3cba2ca925,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-2,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,89.98733333333334,0.1873615044061479,0.10817321500466276,89.773,90.12,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-2""]","[""alpha0_robustness""]","[""OCC-13f2a4d494ca1f11""]","[""/panels/alpha0_robustness/cells/12""]","[""MEAS-81fc75ca630464f1"",""MEAS-8b35877c99575e33"",""MEAS-9852908c7c60308b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-33e0fcba28f12c78,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-1,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,59.06366666666667,42.615448446934515,24.604040632474263,10.0,86.858,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-1""]","[""alpha0_robustness""]","[""OCC-28341680172bc77f""]","[""/panels/alpha0_robustness/cells/13""]","[""MEAS-17ed43597d0cde76"",""MEAS-23141bdf834c551f"",""MEAS-5c1e13ac19c75186""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-f3948571f3c1dac7,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,100,80,100,20,100,True,3,63.333333333333336,0.5544676125197331,0.320122025345197,62.716,63.789,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-6""]","[""alpha0_robustness""]","[""OCC-7f1184083ee9e446""]","[""/panels/alpha0_robustness/cells/14""]","[""MEAS-64069e286fb3ce8f"",""MEAS-6e9339ee62f2aaca"",""MEAS-ec65a2ac1d0c7618""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
CELL-cea4b410e92c4aa8,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,100,80,100,20,100,True,2,83.884,0.14424978336206115,0.10200000000000385,83.782,83.986,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-5|1|1|none||na|na|100"",""cosine-1e-5""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-4ee0cfd44cf6aa8d"",""OCC-74fe7413d0aaf76f""]","[""/panels/alpha0_robustness/cells/15"",""/panels/schedule_controls/cells_by_family/cosine_SW/3""]","[""MEAS-311f0200726a33ae"",""MEAS-3c3b4eba24cc0ca4""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
