occurrence_id,panel_id,source_pointer,run_id,run_label_in_context,primary_measurement_id,legacy_measurement_id,inline_raw_hash_present,resolved_raw_sha256,raw_hash_origin,recorded_scalar_fields
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/4,RUN-4687176,ms-layA-1e4-s1,MEAS-c1cc1989303d603a,MEAS-d44ea21a136a67ed,True,cd59ca872c0a755b924ba14c45fd74327483dd51fc20cc19c86fee44ec1d073b,same occurrence,"{""account"":""Account2"",""csv_plateau20"":92.909,""csv_plateau5"":92.974,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4687176"",""plateau5"":92.974,""provenance"":""env"",""raw_path"":""archive/Account2/runs/ms-layA-1e4-s1-4687176.out"",""raw_sha256"":""cd59ca872c0a755b924ba14c45fd74327483dd51fc20cc19c86fee44ec1d073b"",""run"":""ms-layA-1e4-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.742}"
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/5,RUN-4707788,tw0-lay-s1,MEAS-1645564ef7ca175c,MEAS-b9115d6493b34e79,True,45ab071d33a79fa1f16dc0d7013f87111b824c75ef1dbe8b606260d19b4a0370,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.95,""csv_plateau5"":93.016,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4707788"",""plateau5"":93.01599999999999,""provenance"":""env"",""raw_path"":""archive/Account1/runs/tw0-lay-s1-4707788.out"",""raw_sha256"":""45ab071d33a79fa1f16dc0d7013f87111b824c75ef1dbe8b606260d19b4a0370"",""run"":""tw0-lay-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.744}"
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/6,RUN-4704501,hz9-lay-1e4-s2,MEAS-c5ab22ed86801c79,MEAS-c1244247d169fa01,True,9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.638,""csv_plateau5"":92.68,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4704501"",""plateau5"":92.67999999999999,""provenance"":""env"",""raw_path"":""archive/Account1/runs/hz9-lay-1e4-s2-4704501.out"",""raw_sha256"":""9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4"",""run"":""hz9-lay-1e4-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.726}"
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/7,RUN-4687178,ms-layA-1e4-s2,MEAS-9b1992a29e8529d1,MEAS-251a81fc4481452f,True,b90627fb8e43ce8eb083ea847d09c464a7282440c2e637d2e6194b44faf3fd85,same occurrence,"{""account"":""Account2"",""csv_plateau20"":92.828,""csv_plateau5"":92.914,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4687178"",""plateau5"":92.914,""provenance"":""env"",""raw_path"":""archive/Account2/runs/ms-layA-1e4-s2-4687178.out"",""raw_sha256"":""b90627fb8e43ce8eb083ea847d09c464a7282440c2e637d2e6194b44faf3fd85"",""run"":""ms-layA-1e4-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.754}"
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/8,RUN-4707789,tw0-lay-s2,MEAS-a368e4df158e0ce1,MEAS-14e0767310810db4,True,370c7b57ff8049f12a77d41e10c6ab675b3c3ec62fc14ef435d97c560063b0ed,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.735,""csv_plateau5"":92.654,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4707789"",""plateau5"":92.654,""provenance"":""env"",""raw_path"":""archive/Account1/runs/tw0-lay-s2-4707789.out"",""raw_sha256"":""370c7b57ff8049f12a77d41e10c6ab675b3c3ec62fc14ef435d97c560063b0ed"",""run"":""tw0-lay-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.76}"
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/9,RUN-4700387,rs-lay-1e4-s3,MEAS-f7be0bf5ae71746c,MEAS-bc25c28036ae79cc,True,998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.876,""csv_plateau5"":93.03,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700387"",""plateau5"":93.03,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e4-s3-4700387.out"",""raw_sha256"":""998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171"",""run"":""rs-lay-1e4-s3"",""seed"":3,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.758}"
OCC-0cf344c9a24f8440,full_granularity_ladder,/panels/full_granularity_ladder/cells/1/runs/10,RUN-4700391,rs-lay-1e4-s4,MEAS-ae63c9de5bc7c3e2,MEAS-a60473e1c4a69d1c,True,5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.482,""csv_plateau5"":92.618,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700391"",""plateau5"":92.618,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e4-s4-4700391.out"",""raw_sha256"":""5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67"",""run"":""rs-lay-1e4-s4"",""seed"":4,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.726}"
OCC-7ba7a1b4ebaeff3c,full_granularity_ladder,/panels/full_granularity_ladder/cells/2/runs/0,RUN-4700358,rs-lay-1e5-s0,MEAS-5bdb4bd3040490b1,MEAS-4bf4f795e7538146,True,2435a2fb601d07e127025c59e76edb24acf96db67f9ae7731aa4a3d2001ba049,same occurrence,"{""account"":""Account1"",""csv_plateau20"":90.787,""csv_plateau5"":91.08,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700358"",""plateau5"":91.08,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e5-s0-4700358.out"",""raw_sha256"":""2435a2fb601d07e127025c59e76edb24acf96db67f9ae7731aa4a3d2001ba049"",""run"":""rs-lay-1e5-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":96.07600000000001}"
OCC-7ba7a1b4ebaeff3c,full_granularity_ladder,/panels/full_granularity_ladder/cells/2/runs/1,RUN-4700364,rs-lay-1e5-s1,MEAS-9932a55289d42d36,MEAS-b8856cbd0f5ca115,True,6db5a0c5166b6b2806dc9495a1ad8e96cdc34180644f7a9dad04843ef524692b,same occurrence,"{""account"":""Account1"",""csv_plateau20"":90.91,""csv_plateau5"":90.966,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700364"",""plateau5"":90.966,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e5-s1-4700364.out"",""raw_sha256"":""6db5a0c5166b6b2806dc9495a1ad8e96cdc34180644f7a9dad04843ef524692b"",""run"":""rs-lay-1e5-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":96.024}"
OCC-7ba7a1b4ebaeff3c,full_granularity_ladder,/panels/full_granularity_ladder/cells/2/runs/2,RUN-4700370,rs-lay-1e5-s2,MEAS-8890ac68d8935699,MEAS-6add04dccae063bc,True,dac5fc9ba8b84098f2e4ca6c0915ac9650060b630058938e4bc8b3c62ccd6cb2,same occurrence,"{""account"":""Account1"",""csv_plateau20"":90.731,""csv_plateau5"":91.098,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700370"",""plateau5"":91.098,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e5-s2-4700370.out"",""raw_sha256"":""dac5fc9ba8b84098f2e4ca6c0915ac9650060b630058938e4bc8b3c62ccd6cb2"",""run"":""rs-lay-1e5-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":96.142}"
OCC-7ba7a1b4ebaeff3c,full_granularity_ladder,/panels/full_granularity_ladder/cells/2/runs/3,RUN-4700376,rs-lay-1e5-s3,MEAS-438700f45b08f0c5,MEAS-b1f04faf9a9f7c49,True,b622b069f01b28aa16646c993711c9f1516804e54a85bc2c356af1c093b77b8a,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.104,""csv_plateau5"":91.094,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700376"",""plateau5"":91.09400000000001,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e5-s3-4700376.out"",""raw_sha256"":""b622b069f01b28aa16646c993711c9f1516804e54a85bc2c356af1c093b77b8a"",""run"":""rs-lay-1e5-s3"",""seed"":3,""source"":""repository/results/all_runs.csv"",""train_plateau5"":96.116}"
OCC-7ba7a1b4ebaeff3c,full_granularity_ladder,/panels/full_granularity_ladder/cells/2/runs/4,RUN-4700382,rs-lay-1e5-s4,MEAS-8664f51572c1208f,MEAS-8a3ff3427604bfdb,True,667ccec3bc5cd4d4b4c4d2ab2e705ee224a6be3a1a50f76a969f4a6edcc92443,same occurrence,"{""account"":""Account1"",""csv_plateau20"":90.84,""csv_plateau5"":91.046,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700382"",""plateau5"":91.046,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-1e5-s4-4700382.out"",""raw_sha256"":""667ccec3bc5cd4d4b4c4d2ab2e705ee224a6be3a1a50f76a969f4a6edcc92443"",""run"":""rs-lay-1e5-s4"",""seed"":4,""source"":""repository/results/all_runs.csv"",""train_plateau5"":96.02199999999999}"
OCC-e5f241b44c0c806c,full_granularity_ladder,/panels/full_granularity_ladder/cells/3/runs/0,RUN-4700394,rs-lay-frz-s0,MEAS-3dd1d9d15582c997,MEAS-73499ee264b24205,True,bedbb3787b650941c513f8e8dece930bd71abbc29699eab9cb71112748e24803,same occurrence,"{""account"":""Account1"",""csv_plateau20"":89.988,""csv_plateau5"":90.346,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700394"",""plateau5"":90.346,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-frz-s0-4700394.out"",""raw_sha256"":""bedbb3787b650941c513f8e8dece930bd71abbc29699eab9cb71112748e24803"",""run"":""rs-lay-frz-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":95.08}"
OCC-e5f241b44c0c806c,full_granularity_ladder,/panels/full_granularity_ladder/cells/3/runs/1,RUN-4700396,rs-lay-frz-s1,MEAS-e6ae4a43da3c6282,MEAS-828277e0d96f6e5c,True,a33b063ce5e78a20ea9be6a3125daad3b26e86487f34fa2ee54dffb7190320a6,same occurrence,"{""account"":""Account1"",""csv_plateau20"":90.186,""csv_plateau5"":90.146,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700396"",""plateau5"":90.146,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-frz-s1-4700396.out"",""raw_sha256"":""a33b063ce5e78a20ea9be6a3125daad3b26e86487f34fa2ee54dffb7190320a6"",""run"":""rs-lay-frz-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":94.872}"
OCC-e5f241b44c0c806c,full_granularity_ladder,/panels/full_granularity_ladder/cells/3/runs/2,RUN-4700398,rs-lay-frz-s2,MEAS-3a0866499028f163,MEAS-069432bf6e25bad7,True,9256166a0351ed84d6864a0985f71e137fda862ca4815ac0b5f9767f16f2b853,same occurrence,"{""account"":""Account1"",""csv_plateau20"":90.069,""csv_plateau5"":90.456,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700398"",""plateau5"":90.456,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-frz-s2-4700398.out"",""raw_sha256"":""9256166a0351ed84d6864a0985f71e137fda862ca4815ac0b5f9767f16f2b853"",""run"":""rs-lay-frz-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":95.03}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/0,RUN-4913097,cfr2-lay-C-s0,MEAS-5276f7a8d30c6ce2,MEAS-448ffabfcb6650f4,True,f6b769bcaf553c754450f01e76bed7db83e55da11e74a806de65d59d7e7e4708,same occurrence,"{""account"":""Account2"",""csv_plateau20"":92.035,""csv_plateau5"":92.098,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4913097"",""plateau5"":92.098,""provenance"":""env"",""raw_path"":""archive/Account2/runs/cfr2-lay-C-s0-4913097.out"",""raw_sha256"":""f6b769bcaf553c754450f01e76bed7db83e55da11e74a806de65d59d7e7e4708"",""run"":""cfr2-lay-C-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.91199999999999}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/1,RUN-4700360,rs-lay-3e4-s0,MEAS-18762219e171ec94,MEAS-3f3b4ef2a9ab44a0,True,9d802203feeb8c391a4bed64fabaa29abe8e6344fcdebf11441c403f3ebc50b7,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.957,""csv_plateau5"":91.958,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700360"",""plateau5"":91.958,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e4-s0-4700360.out"",""raw_sha256"":""9d802203feeb8c391a4bed64fabaa29abe8e6344fcdebf11441c403f3ebc50b7"",""run"":""rs-lay-3e4-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.904}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/2,RUN-4913101,cfr2-lay-C-s1,MEAS-7e606b6ac681cf42,MEAS-16f731a24e8ab04d,True,e4fd4e4fb5bbbb7d3297cf99ffbffbb3c75bda3a19e460941aa551f15f2c9bbc,same occurrence,"{""account"":""Account2"",""csv_plateau20"":92.037,""csv_plateau5"":92.132,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4913101"",""plateau5"":92.132,""provenance"":""env"",""raw_path"":""archive/Account2/runs/cfr2-lay-C-s1-4913101.out"",""raw_sha256"":""e4fd4e4fb5bbbb7d3297cf99ffbffbb3c75bda3a19e460941aa551f15f2c9bbc"",""run"":""cfr2-lay-C-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.916}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/3,RUN-4700366,rs-lay-3e4-s1,MEAS-4fd5db317dad7b05,MEAS-3b3862c836f9dcb7,True,20edebbbcb759b4729e12cbe375390fd0f4eadac0afec763a0a75d8b52b2f9f8,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.102,""csv_plateau5"":92.152,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700366"",""plateau5"":92.152,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e4-s1-4700366.out"",""raw_sha256"":""20edebbbcb759b4729e12cbe375390fd0f4eadac0afec763a0a75d8b52b2f9f8"",""run"":""rs-lay-3e4-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.906}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/4,RUN-4913105,cfr2-lay-C-s2,MEAS-1a34ba881732c014,MEAS-cfaff6ad49d1d726,True,f3c20c3364a4e5ad84f9a93198bdcfb6e9a3a8314e7a7f6b713a4fb712769553,same occurrence,"{""account"":""Account2"",""csv_plateau20"":91.81,""csv_plateau5"":91.964,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4913105"",""plateau5"":91.964,""provenance"":""env"",""raw_path"":""archive/Account2/runs/cfr2-lay-C-s2-4913105.out"",""raw_sha256"":""f3c20c3364a4e5ad84f9a93198bdcfb6e9a3a8314e7a7f6b713a4fb712769553"",""run"":""cfr2-lay-C-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.91}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/5,RUN-4700372,rs-lay-3e4-s2,MEAS-804b3a8536ee0725,MEAS-7c0a16f230354fe8,True,09c9b0a526e31cd7995475c2557d6ae60f1d7cc35cc2f1f3d9a5b552fc869e68,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.004,""csv_plateau5"":92.028,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700372"",""plateau5"":92.028,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e4-s2-4700372.out"",""raw_sha256"":""09c9b0a526e31cd7995475c2557d6ae60f1d7cc35cc2f1f3d9a5b552fc869e68"",""run"":""rs-lay-3e4-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.898}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/6,RUN-4700378,rs-lay-3e4-s3,MEAS-45f48d5bc1120981,MEAS-e2c719bbf1e25c2c,True,e448824d1fb5a6f98549118e462f7f83a0b7b2cad29a111b744659785555b008,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.713,""csv_plateau5"":91.754,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700378"",""plateau5"":91.754,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e4-s3-4700378.out"",""raw_sha256"":""e448824d1fb5a6f98549118e462f7f83a0b7b2cad29a111b744659785555b008"",""run"":""rs-lay-3e4-s3"",""seed"":3,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.896}"
OCC-1654a0c04884dd93,full_granularity_ladder,/panels/full_granularity_ladder/cells/4/runs/7,RUN-4700384,rs-lay-3e4-s4,MEAS-ba62fbd823c4598e,MEAS-227af29d614934c8,True,d9e93a627b9620a642f1110498b1349989426661798ca35045bb90715b3eab2c,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.65,""csv_plateau5"":91.74,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700384"",""plateau5"":91.74,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e4-s4-4700384.out"",""raw_sha256"":""d9e93a627b9620a642f1110498b1349989426661798ca35045bb90715b3eab2c"",""run"":""rs-lay-3e4-s4"",""seed"":4,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.908}"
OCC-8e2c855815073a43,full_granularity_ladder,/panels/full_granularity_ladder/cells/5/runs/0,RUN-4700359,rs-lay-3e5-s0,MEAS-d6c6694263f9411b,MEAS-7a1a849a55ced6bd,True,ca9e3f1d2257e72a222fa54b814bc94bdba955a82eb4cdebddb3d7a09c7babe8,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.745,""csv_plateau5"":92.132,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700359"",""plateau5"":92.13199999999999,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e5-s0-4700359.out"",""raw_sha256"":""ca9e3f1d2257e72a222fa54b814bc94bdba955a82eb4cdebddb3d7a09c7babe8"",""run"":""rs-lay-3e5-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":98.082}"
OCC-8e2c855815073a43,full_granularity_ladder,/panels/full_granularity_ladder/cells/5/runs/1,RUN-4700365,rs-lay-3e5-s1,MEAS-50cdfcd8c6c019f9,MEAS-1e5c46eedb9167ca,True,60912370dbeca856ec60700e1acbb4d72d39335985bac2f2c1445e016cfd5edc,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.697,""csv_plateau5"":91.946,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700365"",""plateau5"":91.946,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e5-s1-4700365.out"",""raw_sha256"":""60912370dbeca856ec60700e1acbb4d72d39335985bac2f2c1445e016cfd5edc"",""run"":""rs-lay-3e5-s1"",""seed"":1,""source"":""repository/results/all_runs.csv"",""train_plateau5"":97.904}"
OCC-8e2c855815073a43,full_granularity_ladder,/panels/full_granularity_ladder/cells/5/runs/2,RUN-4700371,rs-lay-3e5-s2,MEAS-a6185a9dd4663960,MEAS-77737c4912e02a5c,True,d5c56cc739ffed489b3e6e7e6657dc084e958890f9a6430187a49b55d4285396,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.668,""csv_plateau5"":92.002,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700371"",""plateau5"":92.002,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e5-s2-4700371.out"",""raw_sha256"":""d5c56cc739ffed489b3e6e7e6657dc084e958890f9a6430187a49b55d4285396"",""run"":""rs-lay-3e5-s2"",""seed"":2,""source"":""repository/results/all_runs.csv"",""train_plateau5"":97.87}"
OCC-8e2c855815073a43,full_granularity_ladder,/panels/full_granularity_ladder/cells/5/runs/3,RUN-4700377,rs-lay-3e5-s3,MEAS-d02cf0a82262bc4e,MEAS-a083881f3c48b7b4,True,ed27da1990925a9c82660944759ce399ca9dbcd29bc36ad3c949364ef62f6ccd,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.631,""csv_plateau5"":91.79,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700377"",""plateau5"":91.79,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e5-s3-4700377.out"",""raw_sha256"":""ed27da1990925a9c82660944759ce399ca9dbcd29bc36ad3c949364ef62f6ccd"",""run"":""rs-lay-3e5-s3"",""seed"":3,""source"":""repository/results/all_runs.csv"",""train_plateau5"":97.936}"
OCC-8e2c855815073a43,full_granularity_ladder,/panels/full_granularity_ladder/cells/5/runs/4,RUN-4700383,rs-lay-3e5-s4,MEAS-ba990c424de2097e,MEAS-d872a7fa3549940f,True,61d69f4e68412beb837b4ee85c1fe2e7ae776e89009507af7dbc1c4b11a27792,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.547,""csv_plateau5"":91.478,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700383"",""plateau5"":91.478,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-lay-3e5-s4-4700383.out"",""raw_sha256"":""61d69f4e68412beb837b4ee85c1fe2e7ae776e89009507af7dbc1c4b11a27792"",""run"":""rs-lay-3e5-s4"",""seed"":4,""source"":""repository/results/all_runs.csv"",""train_plateau5"":97.738}"
OCC-a58171fa0c2bca40,full_granularity_ladder,/panels/full_granularity_ladder/cells/6/runs/0,RUN-4700406,rs-node-1e3-s0,MEAS-6d4a0fad24378a32,MEAS-0cd5eac6475036dc,True,d1ecd1065125f435c63b3a2232a53812cd442b140c400d75c0a58bf2a049f057,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.547,""csv_plateau5"":92.558,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4700406"",""plateau5"":92.55799999999999,""provenance"":""env"",""raw_path"":""archive/Account1/runs/rs-node-1e3-s0-4700406.out"",""raw_sha256"":""d1ecd1065125f435c63b3a2232a53812cd442b140c400d75c0a58bf2a049f057"",""run"":""rs-node-1e3-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.858}"
OCC-a58171fa0c2bca40,full_granularity_ladder,/panels/full_granularity_ladder/cells/6/runs/1,RUN-4704502,hz9-node-1e3-s3,MEAS-9614a820852028a7,MEAS-c8acbf46261de5b5,True,7353b438c760a43ca477f124b87c14e3ee2a56255b65ff1b6fc47b1e007ce6bf,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.158,""csv_plateau5"":92.174,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4704502"",""plateau5"":92.174,""provenance"":""env"",""raw_path"":""archive/Account1/runs/hz9-node-1e3-s3-4704502.out"",""raw_sha256"":""7353b438c760a43ca477f124b87c14e3ee2a56255b65ff1b6fc47b1e007ce6bf"",""run"":""hz9-node-1e3-s3"",""seed"":3,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.83}"
OCC-a58171fa0c2bca40,full_granularity_ladder,/panels/full_granularity_ladder/cells/6/runs/2,RUN-4704503,hz9-node-1e3-s4,MEAS-ce533dc4a697d0c1,MEAS-02379a1ecd382a5b,True,662732818a3ecd07d5ff5c8478a40ed78231de0f31828bc97cd495a3e2ff1055,same occurrence,"{""account"":""Account1"",""csv_plateau20"":91.972,""csv_plateau5"":92.03,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4704503"",""plateau5"":92.03,""provenance"":""env"",""raw_path"":""archive/Account1/runs/hz9-node-1e3-s4-4704503.out"",""raw_sha256"":""662732818a3ecd07d5ff5c8478a40ed78231de0f31828bc97cd495a3e2ff1055"",""run"":""hz9-node-1e3-s4"",""seed"":4,""source"":""repository/results/all_runs.csv"",""train_plateau5"":99.846}"
OCC-37359c535192489a,full_granularity_ladder,/panels/full_granularity_ladder/cells/7/runs/0,RUN-4709616,bn1-node-s0,MEAS-2dceb7d12d6beda2,MEAS-66c6c3c20eeb12f2,True,0a18d60548a77c670cebba20be70835a1f1efbe2b2b236bba6b6eab87e878b77,same occurrence,"{""account"":""Account1"",""csv_plateau20"":92.01,""csv_plateau5"":92.228,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4709616"",""plateau5"":92.22800000000001,""provenance"":""env"",""raw_path"":""archive/Account1/runs/bn1-node-s0-4709616.out"",""raw_sha256"":""0a18d60548a77c670cebba20be70835a1f1efbe2b2b236bba6b6eab87e878b77"",""run"":""bn1-node-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":98.538}"
OCC-37359c535192489a,full_granularity_ladder,/panels/full_granularity_ladder/cells/7/runs/1,RUN-4777304,gn1-bn-node-s0,MEAS-c6632299bad1279c,MEAS-5a943ec534ffd5c8,True,525a791be85d8cb8647a65eba4cf16d1341720a9d79e50fc90e678d5895bbfcc,same occurrence,"{""account"":""Account2"",""csv_plateau20"":92.016,""csv_plateau5"":92.312,""dup_group"":"""",""epochs_parsed"":100,""job_id"":""4777304"",""plateau5"":92.312,""provenance"":""env"",""raw_path"":""archive/Account2/runs/gn1-bn-node-s0-4777304.out"",""raw_sha256"":""525a791be85d8cb8647a65eba4cf16d1341720a9d79e50fc90e678d5895bbfcc"",""run"":""gn1-bn-node-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":98.372}"
OCC-37359c535192489a,full_granularity_ladder,/panels/full_granularity_ladder/cells/7/runs/2,RUN-4837231,ml2-adam-node-s0,MEAS-863174841d3a8349,MEAS-4f97aeb0515fe7be,True,84a142864720db836ca1155b839c4af8f67f54bf50b0bf1e69de6326a1cf6b9b,same occurrence,"{""account"":""Account2"",""csv_plateau20"":92.008,""csv_plateau5"":92.34,""dup_group"":""ml2-node-s0"",""epochs_parsed"":100,""job_id"":""4837231"",""plateau5"":92.34,""provenance"":""env"",""raw_path"":""archive/Account2/runs/ml2-adam-node-s0-4837231.out"",""raw_sha256"":""84a142864720db836ca1155b839c4af8f67f54bf50b0bf1e69de6326a1cf6b9b"",""run"":""ml2-adam-node-s0"",""seed"":0,""source"":""repository/results/all_runs.csv"",""train_plateau5"":98.5}"
