cell_id,metric,run_id,measurement_id,value,seed,job_id,start_epoch_index,end_epoch_index_exclusive,raw_sha256
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4687176,MEAS-d44ea21a136a67ed,92.909,1,4687176,80,100,cd59ca872c0a755b924ba14c45fd74327483dd51fc20cc19c86fee44ec1d073b
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4707788,MEAS-b9115d6493b34e79,92.95,1,4707788,80,100,45ab071d33a79fa1f16dc0d7013f87111b824c75ef1dbe8b606260d19b4a0370
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4704501,MEAS-c1244247d169fa01,92.638,2,4704501,80,100,9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4687178,MEAS-251a81fc4481452f,92.828,2,4687178,80,100,b90627fb8e43ce8eb083ea847d09c464a7282440c2e637d2e6194b44faf3fd85
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4707789,MEAS-14e0767310810db4,92.735,2,4707789,80,100,370c7b57ff8049f12a77d41e10c6ab675b3c3ec62fc14ef435d97c560063b0ed
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4700387,MEAS-bc25c28036ae79cc,92.876,3,4700387,80,100,998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171
CELL-ad878b96dfd33e20,legacy_plateau20,RUN-4700391,MEAS-a60473e1c4a69d1c,92.482,4,4700391,80,100,5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67
CELL-3acc821f6ed9f5ba,plateau5,RUN-4700358,MEAS-5bdb4bd3040490b1,91.08,0,4700358,95,100,2435a2fb601d07e127025c59e76edb24acf96db67f9ae7731aa4a3d2001ba049
CELL-3acc821f6ed9f5ba,plateau5,RUN-4700364,MEAS-9932a55289d42d36,90.966,1,4700364,95,100,6db5a0c5166b6b2806dc9495a1ad8e96cdc34180644f7a9dad04843ef524692b
CELL-3acc821f6ed9f5ba,plateau5,RUN-4700370,MEAS-8890ac68d8935699,91.098,2,4700370,95,100,dac5fc9ba8b84098f2e4ca6c0915ac9650060b630058938e4bc8b3c62ccd6cb2
CELL-3acc821f6ed9f5ba,plateau5,RUN-4700376,MEAS-438700f45b08f0c5,91.09400000000001,3,4700376,95,100,b622b069f01b28aa16646c993711c9f1516804e54a85bc2c356af1c093b77b8a
CELL-3acc821f6ed9f5ba,plateau5,RUN-4700382,MEAS-8664f51572c1208f,91.046,4,4700382,95,100,667ccec3bc5cd4d4b4c4d2ab2e705ee224a6be3a1a50f76a969f4a6edcc92443
CELL-cb6e790239d0ae1a,legacy_plateau20,RUN-4700358,MEAS-4bf4f795e7538146,90.787,0,4700358,80,100,2435a2fb601d07e127025c59e76edb24acf96db67f9ae7731aa4a3d2001ba049
CELL-cb6e790239d0ae1a,legacy_plateau20,RUN-4700364,MEAS-b8856cbd0f5ca115,90.91,1,4700364,80,100,6db5a0c5166b6b2806dc9495a1ad8e96cdc34180644f7a9dad04843ef524692b
CELL-cb6e790239d0ae1a,legacy_plateau20,RUN-4700370,MEAS-6add04dccae063bc,90.731,2,4700370,80,100,dac5fc9ba8b84098f2e4ca6c0915ac9650060b630058938e4bc8b3c62ccd6cb2
CELL-cb6e790239d0ae1a,legacy_plateau20,RUN-4700376,MEAS-b1f04faf9a9f7c49,91.104,3,4700376,80,100,b622b069f01b28aa16646c993711c9f1516804e54a85bc2c356af1c093b77b8a
CELL-cb6e790239d0ae1a,legacy_plateau20,RUN-4700382,MEAS-8a3ff3427604bfdb,90.84,4,4700382,80,100,667ccec3bc5cd4d4b4c4d2ab2e705ee224a6be3a1a50f76a969f4a6edcc92443
CELL-b70da050c0d24a1d,plateau5,RUN-4700394,MEAS-3dd1d9d15582c997,90.346,0,4700394,95,100,bedbb3787b650941c513f8e8dece930bd71abbc29699eab9cb71112748e24803
CELL-b70da050c0d24a1d,plateau5,RUN-4700396,MEAS-e6ae4a43da3c6282,90.146,1,4700396,95,100,a33b063ce5e78a20ea9be6a3125daad3b26e86487f34fa2ee54dffb7190320a6
CELL-b70da050c0d24a1d,plateau5,RUN-4700398,MEAS-3a0866499028f163,90.456,2,4700398,95,100,9256166a0351ed84d6864a0985f71e137fda862ca4815ac0b5f9767f16f2b853
CELL-a66ae7c9e36aab24,legacy_plateau20,RUN-4700394,MEAS-73499ee264b24205,89.988,0,4700394,80,100,bedbb3787b650941c513f8e8dece930bd71abbc29699eab9cb71112748e24803
CELL-a66ae7c9e36aab24,legacy_plateau20,RUN-4700396,MEAS-828277e0d96f6e5c,90.186,1,4700396,80,100,a33b063ce5e78a20ea9be6a3125daad3b26e86487f34fa2ee54dffb7190320a6
CELL-a66ae7c9e36aab24,legacy_plateau20,RUN-4700398,MEAS-069432bf6e25bad7,90.069,2,4700398,80,100,9256166a0351ed84d6864a0985f71e137fda862ca4815ac0b5f9767f16f2b853
CELL-6107366fb5af6856,plateau5,RUN-4913097,MEAS-5276f7a8d30c6ce2,92.098,0,4913097,95,100,f6b769bcaf553c754450f01e76bed7db83e55da11e74a806de65d59d7e7e4708
CELL-6107366fb5af6856,plateau5,RUN-4700360,MEAS-18762219e171ec94,91.958,0,4700360,95,100,9d802203feeb8c391a4bed64fabaa29abe8e6344fcdebf11441c403f3ebc50b7
CELL-6107366fb5af6856,plateau5,RUN-4913101,MEAS-7e606b6ac681cf42,92.132,1,4913101,95,100,e4fd4e4fb5bbbb7d3297cf99ffbffbb3c75bda3a19e460941aa551f15f2c9bbc
CELL-6107366fb5af6856,plateau5,RUN-4700366,MEAS-4fd5db317dad7b05,92.152,1,4700366,95,100,20edebbbcb759b4729e12cbe375390fd0f4eadac0afec763a0a75d8b52b2f9f8
CELL-6107366fb5af6856,plateau5,RUN-4913105,MEAS-1a34ba881732c014,91.964,2,4913105,95,100,f3c20c3364a4e5ad84f9a93198bdcfb6e9a3a8314e7a7f6b713a4fb712769553
CELL-6107366fb5af6856,plateau5,RUN-4700372,MEAS-804b3a8536ee0725,92.028,2,4700372,95,100,09c9b0a526e31cd7995475c2557d6ae60f1d7cc35cc2f1f3d9a5b552fc869e68
CELL-6107366fb5af6856,plateau5,RUN-4700378,MEAS-45f48d5bc1120981,91.754,3,4700378,95,100,e448824d1fb5a6f98549118e462f7f83a0b7b2cad29a111b744659785555b008
CELL-6107366fb5af6856,plateau5,RUN-4700384,MEAS-ba62fbd823c4598e,91.74,4,4700384,95,100,d9e93a627b9620a642f1110498b1349989426661798ca35045bb90715b3eab2c
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4913097,MEAS-448ffabfcb6650f4,92.035,0,4913097,80,100,f6b769bcaf553c754450f01e76bed7db83e55da11e74a806de65d59d7e7e4708
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4700360,MEAS-3f3b4ef2a9ab44a0,91.957,0,4700360,80,100,9d802203feeb8c391a4bed64fabaa29abe8e6344fcdebf11441c403f3ebc50b7
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4913101,MEAS-16f731a24e8ab04d,92.037,1,4913101,80,100,e4fd4e4fb5bbbb7d3297cf99ffbffbb3c75bda3a19e460941aa551f15f2c9bbc
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4700366,MEAS-3b3862c836f9dcb7,92.102,1,4700366,80,100,20edebbbcb759b4729e12cbe375390fd0f4eadac0afec763a0a75d8b52b2f9f8
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4913105,MEAS-cfaff6ad49d1d726,91.81,2,4913105,80,100,f3c20c3364a4e5ad84f9a93198bdcfb6e9a3a8314e7a7f6b713a4fb712769553
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4700372,MEAS-7c0a16f230354fe8,92.004,2,4700372,80,100,09c9b0a526e31cd7995475c2557d6ae60f1d7cc35cc2f1f3d9a5b552fc869e68
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4700378,MEAS-e2c719bbf1e25c2c,91.713,3,4700378,80,100,e448824d1fb5a6f98549118e462f7f83a0b7b2cad29a111b744659785555b008
CELL-4d30bc44de8852d6,legacy_plateau20,RUN-4700384,MEAS-227af29d614934c8,91.65,4,4700384,80,100,d9e93a627b9620a642f1110498b1349989426661798ca35045bb90715b3eab2c
CELL-7227f733b1c0423a,plateau5,RUN-4700359,MEAS-d6c6694263f9411b,92.13199999999999,0,4700359,95,100,ca9e3f1d2257e72a222fa54b814bc94bdba955a82eb4cdebddb3d7a09c7babe8
CELL-7227f733b1c0423a,plateau5,RUN-4700365,MEAS-50cdfcd8c6c019f9,91.946,1,4700365,95,100,60912370dbeca856ec60700e1acbb4d72d39335985bac2f2c1445e016cfd5edc
CELL-7227f733b1c0423a,plateau5,RUN-4700371,MEAS-a6185a9dd4663960,92.002,2,4700371,95,100,d5c56cc739ffed489b3e6e7e6657dc084e958890f9a6430187a49b55d4285396
CELL-7227f733b1c0423a,plateau5,RUN-4700377,MEAS-d02cf0a82262bc4e,91.79,3,4700377,95,100,ed27da1990925a9c82660944759ce399ca9dbcd29bc36ad3c949364ef62f6ccd
CELL-7227f733b1c0423a,plateau5,RUN-4700383,MEAS-ba990c424de2097e,91.478,4,4700383,95,100,61d69f4e68412beb837b4ee85c1fe2e7ae776e89009507af7dbc1c4b11a27792
CELL-77ff62745bfcdba9,legacy_plateau20,RUN-4700359,MEAS-7a1a849a55ced6bd,91.745,0,4700359,80,100,ca9e3f1d2257e72a222fa54b814bc94bdba955a82eb4cdebddb3d7a09c7babe8
CELL-77ff62745bfcdba9,legacy_plateau20,RUN-4700365,MEAS-1e5c46eedb9167ca,91.697,1,4700365,80,100,60912370dbeca856ec60700e1acbb4d72d39335985bac2f2c1445e016cfd5edc
CELL-77ff62745bfcdba9,legacy_plateau20,RUN-4700371,MEAS-77737c4912e02a5c,91.668,2,4700371,80,100,d5c56cc739ffed489b3e6e7e6657dc084e958890f9a6430187a49b55d4285396
CELL-77ff62745bfcdba9,legacy_plateau20,RUN-4700377,MEAS-a083881f3c48b7b4,91.631,3,4700377,80,100,ed27da1990925a9c82660944759ce399ca9dbcd29bc36ad3c949364ef62f6ccd
CELL-77ff62745bfcdba9,legacy_plateau20,RUN-4700383,MEAS-d872a7fa3549940f,91.547,4,4700383,80,100,61d69f4e68412beb837b4ee85c1fe2e7ae776e89009507af7dbc1c4b11a27792
CELL-10b5a3ce4f2697c8,plateau5,RUN-4700406,MEAS-6d4a0fad24378a32,92.55799999999999,0,4700406,95,100,d1ecd1065125f435c63b3a2232a53812cd442b140c400d75c0a58bf2a049f057
CELL-10b5a3ce4f2697c8,plateau5,RUN-4704502,MEAS-9614a820852028a7,92.174,3,4704502,95,100,7353b438c760a43ca477f124b87c14e3ee2a56255b65ff1b6fc47b1e007ce6bf
CELL-10b5a3ce4f2697c8,plateau5,RUN-4704503,MEAS-ce533dc4a697d0c1,92.03,4,4704503,95,100,662732818a3ecd07d5ff5c8478a40ed78231de0f31828bc97cd495a3e2ff1055
CELL-c44b5392869549e3,legacy_plateau20,RUN-4700406,MEAS-0cd5eac6475036dc,92.547,0,4700406,80,100,d1ecd1065125f435c63b3a2232a53812cd442b140c400d75c0a58bf2a049f057
CELL-c44b5392869549e3,legacy_plateau20,RUN-4704502,MEAS-c8acbf46261de5b5,92.158,3,4704502,80,100,7353b438c760a43ca477f124b87c14e3ee2a56255b65ff1b6fc47b1e007ce6bf
CELL-c44b5392869549e3,legacy_plateau20,RUN-4704503,MEAS-02379a1ecd382a5b,91.972,4,4704503,80,100,662732818a3ecd07d5ff5c8478a40ed78231de0f31828bc97cd495a3e2ff1055
CELL-a83ac712141a78f5,plateau5,RUN-4709616,MEAS-2dceb7d12d6beda2,92.22800000000001,0,4709616,95,100,0a18d60548a77c670cebba20be70835a1f1efbe2b2b236bba6b6eab87e878b77
CELL-a83ac712141a78f5,plateau5,RUN-4777304,MEAS-c6632299bad1279c,92.312,0,4777304,95,100,525a791be85d8cb8647a65eba4cf16d1341720a9d79e50fc90e678d5895bbfcc
CELL-a83ac712141a78f5,plateau5,RUN-4837231,MEAS-863174841d3a8349,92.34,0,4837231,95,100,84a142864720db836ca1155b839c4af8f67f54bf50b0bf1e69de6326a1cf6b9b
CELL-a83ac712141a78f5,plateau5,RUN-4708791,MEAS-db2407ee88bdfd7e,92.16,0,4708791,95,100,6f4eef6388271781f5c47f2df089e3dbede9ca46dd5ba67061d9c0445b918f8d
CELL-a83ac712141a78f5,plateau5,RUN-4709477,MEAS-8176f8b029331d9b,92.114,0,4709477,95,100,7ecd4d15a9c1d3d0c6849c201f1b992925eca24e7271d2fa449b01e9dcb267b8
CELL-a83ac712141a78f5,plateau5,RUN-4700404,MEAS-3cb76a49b6426d01,92.348,0,4700404,95,100,654078dc24ddd51e0503b507634bc4256b45d34c0f1fa0cbbda0c4224e11dd3d
CELL-a83ac712141a78f5,plateau5,RUN-4707784,MEAS-de3f6a2b946bba99,92.026,0,4707784,95,100,95b15fd3519dbfd9fc6510759043a4584ce23f08cdcdebac89e92e8af6c307d0
CELL-a83ac712141a78f5,plateau5,RUN-4709619,MEAS-25760b2e58379053,92.20400000000001,1,4709619,95,100,d3c1023a02e320ab7b44ce3cfb548c05c338a568b1db11d22565b0cbe268b056
CELL-a83ac712141a78f5,plateau5,RUN-4777305,MEAS-cb1502085514b47b,92.06400000000001,1,4777305,95,100,3827a7c1bcffc84a93f007b44f5e13ceda00344ba1ebd9d47eababb8b9265c74
CELL-a83ac712141a78f5,plateau5,RUN-4837239,MEAS-d30b54dc8e69b1ec,91.888,1,4837239,95,100,0dab4db09e02b9ff7ba6d3b944fa94dca68ab7b099e984226654beac73ab6e1c
CELL-a83ac712141a78f5,plateau5,RUN-4708792,MEAS-bf4930c583534562,91.992,1,4708792,95,100,ec862b1586a6bc520518eb36f6074852895d76d770b4889ceacd3c9f5feab515
CELL-a83ac712141a78f5,plateau5,RUN-4709480,MEAS-5645d52fcee60842,91.756,1,4709480,95,100,3a71c8131b07ff052ddea4d605fa0dd3d4241e3bfde513d6d2a1a7772b6ebe81
CELL-a83ac712141a78f5,plateau5,RUN-4707785,MEAS-1bf9195462f60da5,91.87599999999999,1,4707785,95,100,163639d98e17c4496551063d8ffb46f362507abd2242e3918eac295bca03de1f
CELL-a83ac712141a78f5,plateau5,RUN-4709622,MEAS-108426dd9257cfa0,92.12,2,4709622,95,100,6e7a5960324800a8399f2696f299f15c2ef878d41cdb72f6b5387e7de8fac01c
CELL-a83ac712141a78f5,plateau5,RUN-4777306,MEAS-1930cdde29bb9e23,91.982,2,4777306,95,100,8a1a1cc498121fa436ded582daefe75543a23dfa54fadde4e0a88be68e5bbd4c
CELL-a83ac712141a78f5,plateau5,RUN-4837247,MEAS-db722f962c97fd3c,91.666,2,4837247,95,100,f395eca1217be26e0c3053c11dd19083cad12060a22d0bbf3913667b033d8968
CELL-a83ac712141a78f5,plateau5,RUN-4708793,MEAS-f7838f472fbafb19,91.98,2,4708793,95,100,e537e969e096734ec8d47c6cc4d95892250c545fd6d524098fb63d04ccbf35ca
CELL-a83ac712141a78f5,plateau5,RUN-4709483,MEAS-4146e0232dd650db,92.166,2,4709483,95,100,ba56e98ce7a39d1af9e964c884e44e5dec3ebaaad4722360427dbda2a0ceec39
CELL-a83ac712141a78f5,plateau5,RUN-4707786,MEAS-785e9e4f036a8ce4,91.98,2,4707786,95,100,d9b22d4ac2a304e8d1171ca89d438fbdd08699b9fda88e17aa6c13dc056c6c96
CELL-a83ac712141a78f5,plateau5,RUN-4715633,MEAS-c5d77fae0f8b4254,91.922,3,4715633,95,100,e71d98db05335ccc6b5af51b609a300dd0ad857c6dbaf894a984c16004691827
CELL-a83ac712141a78f5,plateau5,RUN-4777307,MEAS-4a906fd00e97c3e6,91.642,3,4777307,95,100,e2bc479799b6171f82903539573552c489ceb61bedde45cb9d5c75185da85346
CELL-a83ac712141a78f5,plateau5,RUN-4715637,MEAS-1d6e828ae9ba474a,91.744,4,4715637,95,100,b0b2bc3fbdcfacd5cd14bb4bb2ba74b180ca3102edbe67066f98b4a6f3b9d9f5
CELL-a83ac712141a78f5,plateau5,RUN-4715641,MEAS-67412626c50f8608,92.004,5,4715641,95,100,1264aaa6d5aa1bfd413c99f643e575049fff77acf8c477b526762da55d434ce1
CELL-a83ac712141a78f5,plateau5,RUN-4849133,MEAS-76565d6275cdc220,92.254,6,4849133,95,100,98d9bb4942a4fd1e126826bc29b9c9c45bbb41e5bfc73d18fef565b3239586f6
CELL-a83ac712141a78f5,plateau5,RUN-4849137,MEAS-131259316e2eac8b,92.042,7,4849137,95,100,e75a7adf667e494560fd130bee1bb6350ea5ecc39c2c9fce6d21eccfdd9db635
CELL-a83ac712141a78f5,plateau5,RUN-4849141,MEAS-e2719671d2c4e58d,92.056,8,4849141,95,100,66c28bb5e07a97a769f9b70c5333c912ac30912282a5f9234bae8106501b10cc
CELL-a83ac712141a78f5,plateau5,RUN-4849145,MEAS-53eb3a33aa090529,91.988,9,4849145,95,100,cf8738616e9e32d0d92e396a32799d28aa93995ddecfde25ae3178df3749ca64
CELL-a83ac712141a78f5,plateau5,RUN-4849149,MEAS-797aaf8a124ee026,91.906,10,4849149,95,100,d8aba9ef592766644f649f8ef9dd770d54fcbab5ea3a87bb037790773ed1b430
CELL-a83ac712141a78f5,plateau5,RUN-4849153,MEAS-cb69104adb57f833,92.148,11,4849153,95,100,dddcb537d786af6eccca0b1a2e6b90d319ee403105a53a8845f317bbf76eaf31
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4709616,MEAS-66c6c3c20eeb12f2,92.01,0,4709616,80,100,0a18d60548a77c670cebba20be70835a1f1efbe2b2b236bba6b6eab87e878b77
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4777304,MEAS-5a943ec534ffd5c8,92.016,0,4777304,80,100,525a791be85d8cb8647a65eba4cf16d1341720a9d79e50fc90e678d5895bbfcc
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4837231,MEAS-4f97aeb0515fe7be,92.008,0,4837231,80,100,84a142864720db836ca1155b839c4af8f67f54bf50b0bf1e69de6326a1cf6b9b
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4708791,MEAS-aed1cb6c164c5a27,92.054,0,4708791,80,100,6f4eef6388271781f5c47f2df089e3dbede9ca46dd5ba67061d9c0445b918f8d
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4709477,MEAS-8c247d80152ec3ce,91.906,0,4709477,80,100,7ecd4d15a9c1d3d0c6849c201f1b992925eca24e7271d2fa449b01e9dcb267b8
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4700404,MEAS-81e749ccadac1076,92.088,0,4700404,80,100,654078dc24ddd51e0503b507634bc4256b45d34c0f1fa0cbbda0c4224e11dd3d
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4707784,MEAS-3521867c929c051a,91.934,0,4707784,80,100,95b15fd3519dbfd9fc6510759043a4584ce23f08cdcdebac89e92e8af6c307d0
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4709619,MEAS-55071e100e30858c,91.886,1,4709619,80,100,d3c1023a02e320ab7b44ce3cfb548c05c338a568b1db11d22565b0cbe268b056
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4777305,MEAS-613fc6b2b894278f,91.907,1,4777305,80,100,3827a7c1bcffc84a93f007b44f5e13ceda00344ba1ebd9d47eababb8b9265c74
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4837239,MEAS-60b11d3915c91e1a,91.883,1,4837239,80,100,0dab4db09e02b9ff7ba6d3b944fa94dca68ab7b099e984226654beac73ab6e1c
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4708792,MEAS-afed7577317171dd,91.765,1,4708792,80,100,ec862b1586a6bc520518eb36f6074852895d76d770b4889ceacd3c9f5feab515
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4709480,MEAS-72ca9f0331ea2a14,91.922,1,4709480,80,100,3a71c8131b07ff052ddea4d605fa0dd3d4241e3bfde513d6d2a1a7772b6ebe81
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4707785,MEAS-d540cca25d9f2b19,91.835,1,4707785,80,100,163639d98e17c4496551063d8ffb46f362507abd2242e3918eac295bca03de1f
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4709622,MEAS-23c3bf10f9af0324,91.988,2,4709622,80,100,6e7a5960324800a8399f2696f299f15c2ef878d41cdb72f6b5387e7de8fac01c
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4777306,MEAS-f3ee4cb81d250579,91.808,2,4777306,80,100,8a1a1cc498121fa436ded582daefe75543a23dfa54fadde4e0a88be68e5bbd4c
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4837247,MEAS-29a636caee3024f3,91.671,2,4837247,80,100,f395eca1217be26e0c3053c11dd19083cad12060a22d0bbf3913667b033d8968
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4708793,MEAS-7bbc5c533cb1fe42,91.826,2,4708793,80,100,e537e969e096734ec8d47c6cc4d95892250c545fd6d524098fb63d04ccbf35ca
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4709483,MEAS-d9ae440f557f6de6,92.037,2,4709483,80,100,ba56e98ce7a39d1af9e964c884e44e5dec3ebaaad4722360427dbda2a0ceec39
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4707786,MEAS-2f237ea9aa965301,91.881,2,4707786,80,100,d9b22d4ac2a304e8d1171ca89d438fbdd08699b9fda88e17aa6c13dc056c6c96
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4715633,MEAS-c48f20bb3afc33ae,91.907,3,4715633,80,100,e71d98db05335ccc6b5af51b609a300dd0ad857c6dbaf894a984c16004691827
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4777307,MEAS-79dccbdf175054c5,91.867,3,4777307,80,100,e2bc479799b6171f82903539573552c489ceb61bedde45cb9d5c75185da85346
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4715637,MEAS-55269880aca72a19,91.718,4,4715637,80,100,b0b2bc3fbdcfacd5cd14bb4bb2ba74b180ca3102edbe67066f98b4a6f3b9d9f5
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4715641,MEAS-18efe351ff675005,91.898,5,4715641,80,100,1264aaa6d5aa1bfd413c99f643e575049fff77acf8c477b526762da55d434ce1
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4849133,MEAS-12b0c941f2cc4764,91.716,6,4849133,80,100,98d9bb4942a4fd1e126826bc29b9c9c45bbb41e5bfc73d18fef565b3239586f6
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4849137,MEAS-cabd83e6050b5f38,91.784,7,4849137,80,100,e75a7adf667e494560fd130bee1bb6350ea5ecc39c2c9fce6d21eccfdd9db635
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4849141,MEAS-401b8cfbceda748e,91.854,8,4849141,80,100,66c28bb5e07a97a769f9b70c5333c912ac30912282a5f9234bae8106501b10cc
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4849145,MEAS-b66204d36b5b3556,91.896,9,4849145,80,100,cf8738616e9e32d0d92e396a32799d28aa93995ddecfde25ae3178df3749ca64
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4849149,MEAS-22ec4b775b4ca520,91.7,10,4849149,80,100,d8aba9ef592766644f649f8ef9dd770d54fcbab5ea3a87bb037790773ed1b430
CELL-4d94b450b3fc2536,legacy_plateau20,RUN-4849153,MEAS-ad5083bbf65ab0b6,91.972,11,4849153,80,100,dddcb537d786af6eccca0b1a2e6b90d319ee403105a53a8845f317bbf76eaf31
CELL-499e6f162ebb59ef,plateau5,RUN-4700407,MEAS-0427b66874dc9426,91.328,0,4700407,95,100,0d16a784579e154d5e8f9c9e723cebd76f4c4516f2a6a3191299e7f671e72560
CELL-a91b5b8f82940ca2,legacy_plateau20,RUN-4700407,MEAS-c9eaeaf55eda8a92,91.31,0,4700407,80,100,0d16a784579e154d5e8f9c9e723cebd76f4c4516f2a6a3191299e7f671e72560
CELL-8c21eb0a607508b6,plateau5,RUN-4712722,MEAS-9702fa7abcc72d1c,92.516,0,4712722,95,100,eccd3d37fe9d92b1d5d1047bf756e42f987b4f2f158647fc9536b3bc8ae16e8a
CELL-8c21eb0a607508b6,plateau5,RUN-4708203,MEAS-6ab4e69c03f02937,92.608,0,4708203,95,100,7640201868e9c3d4f3a919e3e931ca2ef1e03419d26b8b710b6e9a1875f08f0c
CELL-8c21eb0a607508b6,plateau5,RUN-4700405,MEAS-555ebb6bd5e44bd6,92.656,0,4700405,95,100,068e0b70749f4517923115bbf52a389caa8d31ed4ef0553f48eabc8a99041e10
CELL-8c21eb0a607508b6,plateau5,RUN-4712726,MEAS-f630ddd2c113bc2f,92.32000000000001,1,4712726,95,100,8283f8548b6191d50f60789189da9d11b69203d611ebed14420217aa341ca5b9
CELL-8c21eb0a607508b6,plateau5,RUN-4708204,MEAS-d28564cd762ad5a3,92.734,1,4708204,95,100,797a9b3db165de04f21bed32e49cba8b924783bd2e664f7d7c5800ca1d1cc810
CELL-8c21eb0a607508b6,plateau5,RUN-4704495,MEAS-75a5d215d22d0824,92.80199999999999,1,4704495,95,100,6f084523c5e4ed21b9c85ce65225d64d6417d128fc32a91789596b7777a3a325
CELL-8c21eb0a607508b6,plateau5,RUN-4712730,MEAS-e05c8aeb5fdf2c3d,92.206,2,4712730,95,100,ee607b97a280777a85b2e343f0cb71f38e207ac7c4f43fd77caf195bb69ffe13
CELL-8c21eb0a607508b6,plateau5,RUN-4708205,MEAS-9d57cbf0e13f837c,92.35,2,4708205,95,100,f4b2b4470b2ba17954378d5051cc43c55a8ff4d98abb9840ef297135d0e95c1d
CELL-8c21eb0a607508b6,plateau5,RUN-4704496,MEAS-f3355cefd1a58c05,92.138,2,4704496,95,100,343c3f45b2ba3c1fbfb10272fa431446611aa1b3c4420d4d60f8541c87dc833b
CELL-8c21eb0a607508b6,plateau5,RUN-4704497,MEAS-554bc7a5163539e6,92.524,3,4704497,95,100,34a2405fca4350f6ac292ac9cbcff18e2cbb26f7e118c08bd7701a4e20becc57
CELL-8c21eb0a607508b6,plateau5,RUN-4704498,MEAS-ed3131bfaa8410af,92.132,4,4704498,95,100,19e94fe99ecffc4f23e934e516ca34151da0306a02a85ced57d3b8cd8c38993d
CELL-361ebf902e21d8b0,legacy_plateau20,RUN-4712722,MEAS-fb761c7762604d60,92.343,0,4712722,80,100,eccd3d37fe9d92b1d5d1047bf756e42f987b4f2f158647fc9536b3bc8ae16e8a
CELL-361ebf902e21d8b0,legacy_plateau20,RUN-4708203,MEAS-4d39218d9049990a,92.401,0,4708203,80,100,7640201868e9c3d4f3a919e3e931ca2ef1e03419d26b8b710b6e9a1875f08f0c
CELL-361ebf902e21d8b0,legacy_plateau20,RUN-4700405,MEAS-9afc9361c839aad6,92.515,0,4700405,80,100,068e0b70749f4517923115bbf52a389caa8d31ed4ef0553f48eabc8a99041e10
CELL-361ebf902e21d8b0,legacy_plateau20,RUN-4712726,MEAS-a37e2f380d7f354c,92.379,1,4712726,80,100,8283f8548b6191d50f60789189da9d11b69203d611ebed14420217aa341ca5b9
CELL-361ebf902e21d8b0,legacy_plateau20,RUN-4708204,MEAS-813752d686035dd8,92.603,1,4708204,80,100,797a9b3db165de04f21bed32e49cba8b924783bd2e664f7d7c5800ca1d1cc810
CELL-361ebf902e21d8b0,legacy_plateau20,RUN-4704495,MEAS-68a1768c4be377d8,92.57,1,4704495,80,100,6f084523c5e4ed21b9c85ce65225d64d6417d128fc32a91789596b7777a3a325
