batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
a2g3,1e3-r0,1e3-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,100,3,93.1446666666667,0.0757187779439967,0.043716256828676,93.058,93.198,3,98.6473333333333,0.153692333359001,0.0887343100372009,98.47,98.742,S0243 | S0244 | S0245,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p03,1e3-r0p03,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,100,3,93.2266666666667,0.0657672664274026,0.0379707489757267,93.152,93.276,3,99.688,0.0459999999999994,0.0265581123827224,99.642,99.734,S0246 | S0247 | S0248,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p06,1e3-r0p06,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,100,3,92.8346666666667,0.0990016834873663,0.0571586486116571,92.736,92.934,3,99.862,0.00916515138991203,0.00529150262212938,99.854,99.872,S0249 | S0250 | S0251,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p1,1e3-r0p1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,100,3,92.0286666666667,0.295691280448603,0.170717440364026,91.722,92.312,3,99.8633333333333,0.0238607068908991,0.0137759855465153,99.836,99.88,S0252 | S0253 | S0254,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p2,1e3-r0p2,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,100,3,91.0233333333333,0.0744132604670192,0.0429625159619113,90.942,91.088,3,99.7586666666667,0.0070237691685737,0.00405517502020182,99.752,99.766,S0255 | S0256 | S0257,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r1,1e3-r1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,100,3,89.912,0.453907479559433,0.262063605510823,89.388,90.184,3,99.7966666666667,0.0310698138606166,0.0179381653960986,99.762,99.822,S0258 | S0259 | S0260,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e6-r0,1e6-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,93.2966666666667,0.198094253660556,0.11436977067584,93.068,93.416,3,98.992,0.104842739376645,0.060530983801684,98.876,99.08,S0261 | S0262 | S0263,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e6-r0p03,1e6-r0p03,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,100,3,92.4886666666667,0.246822473315001,0.142503021410465,92.3,92.768,3,99.6586666666667,0.0646632301492456,0.0373333333333377,99.6,99.728,S0264 | S0265 | S0266,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e6-r0p06,1e6-r0p06,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,3,91.624,0.321440507714883,0.185583763657638,91.342,91.974,3,99.6913333333333,0.0360185137579679,0.020795298613973,99.65,99.716,S0267 | S0268 | S0269,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e6-r0p1,1e6-r0p1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,100,3,90.9626666666667,0.2513191861624,0.145099199783379,90.694,91.192,3,99.718,0.0393954312071792,0.0227449628123063,99.674,99.75,S0270 | S0271 | S0272,"`a2g3`, 36 runs, 100 ep, ResNet-50",test accuracy percent; differences and SD/SE in percentage points
