batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,seed,run,test_plateau5_percent,train_plateau5_percent,source_ids,scope,units
a2g3,1e3-r0,1e3-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,100,0,a2g3-1e3-r0-s0,93.198,98.742,S0243,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0,1e3-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,100,1,a2g3-1e3-r0-s1,93.058,98.73,S0244,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0,1e3-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,100,2,a2g3-1e3-r0-s2,93.178,98.47,S0245,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p03,1e3-r0p03,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,100,0,a2g3-1e3-r0p03-s0,93.152,99.688,S0246,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p03,1e3-r0p03,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,100,1,a2g3-1e3-r0p03-s1,93.252,99.642,S0247,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p03,1e3-r0p03,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,100,2,a2g3-1e3-r0p03-s2,93.276,99.734,S0248,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p06,1e3-r0p06,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,100,0,a2g3-1e3-r0p06-s0,92.934,99.86,S0249,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p06,1e3-r0p06,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,100,1,a2g3-1e3-r0p06-s1,92.834,99.872,S0250,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p06,1e3-r0p06,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,100,2,a2g3-1e3-r0p06-s2,92.736,99.854,S0251,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p1,1e3-r0p1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,100,0,a2g3-1e3-r0p1-s0,91.722,99.836,S0252,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p1,1e3-r0p1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,100,1,a2g3-1e3-r0p1-s1,92.312,99.874,S0253,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p1,1e3-r0p1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,100,2,a2g3-1e3-r0p1-s2,92.052,99.88,S0254,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p2,1e3-r0p2,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,100,0,a2g3-1e3-r0p2-s0,90.942,99.752,S0255,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p2,1e3-r0p2,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,100,1,a2g3-1e3-r0p2-s1,91.04,99.766,S0256,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r0p2,1e3-r0p2,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,100,2,a2g3-1e3-r0p2-s2,91.088,99.758,S0257,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r1,1e3-r1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,100,0,a2g3-1e3-r1-s0,90.164,99.806,S0258,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r1,1e3-r1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,100,1,a2g3-1e3-r1-s1,89.388,99.762,S0259,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e3-r1,1e3-r1,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,100,2,a2g3-1e3-r1-s2,90.184,99.822,S0260,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e6-r0,1e6-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,0,a2g3-1e6-r0-s0,93.068,99.08,S0261,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
a2g3,1e6-r0,1e6-r0,100,,,,,,,95,99,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,1,a2g3-1e6-r0-s1,93.406,98.876,S0262,"`a2g3`, 36 runs, 100 ep, ResNet-50 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
