arm,seed,n_probe_records,source_ids,index_1based,name,numel,carrier,originally_named,own_beta_terminal,own_beta_min,own_beta_pin_fraction,scope,units
lay,18,500,S0590,1,conv1.weight,1728,false,false,-10.0609931945801,-13.8165111541748,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,2,bn1.weight,64,false,false,-8.7624683380127,-13.8165111541748,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,3,bn1.bias,64,false,false,-11.0563955307007,-13.8155107498169,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,4,layer1.0.conv1.weight,36864,false,false,-9.40472793579102,-13.814510345459,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,5,layer1.0.bn1.weight,64,false,false,-9.89692687988281,-13.8165111541748,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,6,layer1.0.bn1.bias,64,false,false,-13.2332754135132,-13.8155107498169,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,7,layer1.0.conv2.weight,36864,false,false,-9.27867698669434,-13.814510345459,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,8,layer1.0.bn2.weight,64,false,false,-11.6116304397583,-15,0.042,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,9,layer1.0.bn2.bias,64,false,false,-9.37971782684326,-13.8155107498169,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,10,layer1.1.conv1.weight,36864,false,false,-9.35470771789551,-13.814510345459,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,11,layer1.1.bn1.weight,64,false,false,-9.56679344177246,-13.8165111541748,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
lay,18,500,S0590,12,layer1.1.bn1.bias,64,false,false,-11.5505952835083,-13.8155107498169,0,"`ctd1`, 6 runs, 100 ep",beta natural log; pin_fraction dimensionless
