batch,arm,label,seed,run,epoch,test_accuracy_percent,train_accuracy_percent,source_ids,registered_horizon_epochs,in_registered_plateau5_window,scope,units
hb1,scal,Scalar,0,hb1-scal-s0,0,1.1,1.05,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,1,1.15,1.08,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,2,1.14,1.05,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,3,1.11,1.06,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,4,1.29,1.1,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,5,1.25,1.06,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,6,1.41,1.16,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,7,1.98,1.47,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,8,3.02,2.31,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,9,3.98,3.06,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,10,4.49,3.69,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,11,5.4,4.44,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,12,7.09,5.86,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,13,9.08,7.86,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,14,10.28,9.57,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,15,11.87,11.16,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,16,13.48,12.7,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,17,15.04,14.41,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,18,17.43,16.13,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,19,18.28,18.07,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,20,19.94,19.35,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,21,20.53,20.5,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,22,21.47,21.29,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,23,21.71,21.85,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,24,22.46,22.23,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,25,22.44,22.64,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,26,22.61,22.69,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
hb1,scal,Scalar,0,hb1-scal-s0,27,22.76,22.94,S0001,100,false,"`hb1`, 18 runs, CIFAR-100/`ResNet18_c100`, 100 ep, ONE batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
