R_T,determinate_records,disagreement_records,pinned_determinate,pinned_disagreement,pinned_R_T,pinned_fraction_of_determinate,pinned_aggregate_negative,total_parameters,carrier_parameters,n_scalar_seeds,source_ids,scope,units
0.826551034022682,1499,1239,944,944,1,0.629753168779186,0,11220132,1536,3,S0587 | S0588 | S0589,"`ctd1`, 6 runs, 100 ep | Pooled record fractions have no inferred seed SD/SE. Carrier parameter count is 1,536 of 11,220,132.","fractions, record counts, parameter coordinates"
