batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
cbl1,c01,c01,100,1,,,,,0,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,22.7246666666667,0.729619992416144,0.421246299027593,21.962,23.416,3,22.84,0.560203534440832,0.323433661410394,22.238,23.346,S0022 | S0023 | S0024,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,c02,c02,100,2,1,,,,0.215942173054802,95,99,ResNet18_c100,CIFAR100,100,"[31,31]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,32.862,0.521701063828704,0.301204249638016,32.284,33.298,3,37.0713333333333,0.591548251061006,0.341530541988724,36.532,37.704,S0025 | S0026 | S0027,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,c04,c04,100,4,0.999624623997828,,,,0.367922518709971,95,99,ResNet18_c100,CIFAR100,100,"[16,16,15,15]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,39.9966666666667,0.462866431417675,0.267236058777836,39.634,40.518,3,44.618,0.882389936479333,0.50944806735656,44.072,45.636,S0028 | S0029 | S0030,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,c08,c08,100,8,0.999232270619246,,,,0.418478492409503,95,99,ResNet18_c100,CIFAR100,100,"[8,8,8,8,8,8,7,7]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,42.37,1.20775659799481,0.697298596967852,41.236,43.64,3,47.8653333333333,1.31653535210162,0.76010203993353,46.84,49.35,S0031 | S0032 | S0033,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,c16,c16,100,16,0.998590307417981,,,,0.793984407174404,95,99,ResNet18_c100,CIFAR100,100,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,59.998,0.327175793725637,0.188895032579826,59.656,60.308,3,76.252,0.670590784308881,0.387165769836815,75.736,77.01,S0034 | S0035 | S0036,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,c32,c32,100,32,0.997290874980601,,,,0.954215601346266,95,99,ResNet18_c100,CIFAR100,100,"[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,67.52,0.188796186402168,0.109001529041266,67.348,67.722,3,95.3,1.6099105565217,0.929482293179024,93.458,96.438,S0037 | S0038 | S0039,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,c62,c62,100,62,1,,,,1,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,69.6693333333333,0.292857189314743,0.169081177084984,69.412,69.988,3,98.9566666666667,0.157535181255912,0.0909529793049373,98.788,99.1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,b17,b17,100,2,0.847417961417663,,,,0.0679097377053836,95,99,ResNet18_c100,CIFAR100,100,"[17,45]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,25.9126666666667,0.801464492871228,0.462725740705131,24.988,26.408,3,27.0746666666667,0.762606932392655,0.440291317702774,26.234,27.722,S0043 | S0044 | S0045,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,b45,b45,100,2,0.847417961417663,,,,0.420225229703054,95,99,ResNet18_c100,CIFAR100,100,"[45,17]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,42.452,1.12733136211142,0.650865065380938,41.378,43.626,3,47.3253333333333,1.28165726047697,0.739965164345219,46.144,48.688,S0046 | S0047 | S0048,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
cbl1,b55,b55,100,2,0.50861133138269,,,,0.0107076416206314,95,99,ResNet18_c100,CIFAR100,100,"[55,7]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,23.2273333333333,0.908758126969621,0.524671749234171,22.178,23.756,3,23.3606666666667,0.752718628262469,0.434582302651383,22.5,23.896,S0049 | S0050 | S0051,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
