batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,seed,run,test_plateau5_percent,train_plateau5_percent,source_ids,scope,units
cpr1,k01,Scalar,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,9,cpr1-k01-s9,23.022,23.018,S0310,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,k01,Scalar,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,10,cpr1-k01-s10,22.788,22.894,S0308,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,k01,Scalar,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,11,cpr1-k01-s11,22.932,22.874,S0309,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kL,"Prefix [49,13]",100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"[49,13]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,9,cpr1-kL-s9,56.248,63.622,S0313,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kL,"Prefix [49,13]",100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"[49,13]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,10,cpr1-kL-s10,56.162,62.934,S0311,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kL,"Prefix [49,13]",100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"[49,13]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,11,cpr1-kL-s11,54.234,61.06,S0312,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kP,Equivalent named sets,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,sets:1-49/50-62,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,9,cpr1-kP-s9,55.79,63.138,S0316,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kP,Equivalent named sets,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,sets:1-49/50-62,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,10,cpr1-kP-s10,55.958,62.732,S0314,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kP,Equivalent named sets,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,sets:1-49/50-62,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,11,cpr1-kP-s11,53.672,60.752,S0315,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kS,Swap conv49 with BN50,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.bn2.weight/layer4.0.conv2.weight,51-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,9,cpr1-kS-s9,22.118,21.962,S0319,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kS,Swap conv49 with BN50,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.bn2.weight/layer4.0.conv2.weight,51-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,10,cpr1-kS-s10,21.094,21.532,S0317,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kS,Swap conv49 with BN50,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.bn2.weight/layer4.0.conv2.weight,51-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,11,cpr1-kS-s11,21.82,21.662,S0318,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kC,Swap conv49 with shortcut52,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.shortcut.0.weight/layer4.0.conv2.weight,50-51,53-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,9,cpr1-kC-s9,45.488,49.898,S0322,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cpr1,kC,Swap conv49 with shortcut52,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.shortcut.0.weight/layer4.0.conv2.weight,50-51,53-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,10,cpr1-kC-s10,46.094,50.828,S0320,"`cpr1`, 15 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
