batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
tl1,a3-plain,a3-plain,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,3,91.1806666666667,0.0234378611083337,0.0135318554201255,91.154,91.198,3,99.8893333333333,0.0250066657780133,0.014437605218471,99.864,99.914,S0179 | S0180 | S0181,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a3-r0,a3-r0,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,twolevel,na,0,100,3,87.9613333333333,0.0639478954566427,0.0369203346560027,87.892,88.018,3,94.006,0.187968082396983,0.108523422970956,93.83,94.204,S0182 | S0183 | S0184,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a3-r003,a3-r003,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,twolevel,na,0.03,100,3,89.7726666666667,0.133166562369586,0.0768837506311375,89.686,89.926,3,98.5046666666667,0.103871715752337,0.0599703630508,98.414,98.618,S0185 | S0186 | S0187,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a3-r01,a3-r01,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,twolevel,na,0.1,100,3,90.3613333333333,0.207271158952069,0.119668059416223,90.122,90.482,3,99.8046666666667,0.0180369990112921,0.0104136662345425,99.786,99.822,S0188 | S0189 | S0190,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a3-r03,a3-r03,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,twolevel,na,0.3,100,3,89.6086666666667,0.196044212700435,0.113186178975665,89.402,89.792,3,99.2773333333333,0.0170098010962287,0.00982061324176964,99.258,99.29,S0191 | S0192 | S0193,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a3-r1,a3-r1,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,twolevel,na,1,100,3,90.6166666666667,0.0933023758182644,0.0538681517947066,90.528,90.714,3,99.698,0.0222710574513256,0.0128582010146605,99.678,99.722,S0194 | S0195 | S0196,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a3-scal,a3-scal,100,,,,,,,95,99,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,3,87.8186666666667,0.0912213425319534,0.0526666666666624,87.766,87.924,3,94.0793333333333,0.0970429458195298,0.0560277708918598,93.984,94.178,S0197 | S0198 | S0199,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a6-plain,a6-plain,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,91.004,0.198675615011005,0.114705419808018,90.776,91.14,3,99.6546666666667,0.0238607068908991,0.0137759855465153,99.628,99.674,S0200 | S0201 | S0202,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a6-r0,a6-r0,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,twolevel,na,0,100,3,87.9253333333333,0.110640559169473,0.063878356619786,87.798,87.998,3,93.7706666666667,0.137700157346796,0.0795012229116267,93.62,93.89,S0203 | S0204 | S0205,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
tl1,a6-r003,a6-r003,100,,,,,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,twolevel,na,0.03,100,3,90.1853333333333,0.178978583448781,0.103333333333332,90.082,90.392,3,99.044,0.0707672240518163,0.0408574758561187,98.968,99.108,S0206 | S0207 | S0208,"`tl1`, 42 runs, 100 ep",test accuracy percent; differences and SD/SE in percentage points
