batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
g4m,r0-m1e2,r0-m1e2,100,,,0,0.01,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-2,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,90.8533333333333,0.286233005317931,0.165256702671263,90.63,91.176,3,96.6286666666667,0.222327086369016,0.128360603163297,96.466,96.882,S0105 | S0106 | S0107,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r0-m1e3,r0-m1e3,100,,,0,0.001,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,92.3866666666667,0.0925706937066638,0.0534457149306128,92.28,92.446,3,97.7633333333333,0.0503322295684682,0.0290593262902692,97.71,97.81,S0108 | S0109 | S0110,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r0-m1e4,r0-m1e4,100,,,0,0.0001,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-4,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,37.2566666666667,0.878845454749202,0.507401659875531,36.244,37.82,3,36.208,0.797957392346237,0.460700915272951,35.288,36.712,S0111 | S0112 | S0113,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r0-m3e2,r0-m3e2,100,,,0,0.03,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-2,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,90.308,0.339216744869706,0.195846878964154,90.042,90.69,3,96.258,0.414916859141683,0.239552360316764,95.798,96.604,S0114 | S0115 | S0116,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r0-m3e3,r0-m3e3,100,,,0,0.003,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-3,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,91.636,0.0919999999999987,0.0531162247654448,91.544,91.728,3,97.0686666666667,0.0590028247911423,0.0340652967761143,97.026,97.136,S0117 | S0118 | S0119,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r0-m3e4,r0-m3e4,100,,,0,0.0003,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-4,1e-6,1,1,-15:-2.3026,additive,na,0,100,3,89.7853333333333,0.196868822654405,0.113662267754566,89.56,89.924,3,92.702,0.0923255111006722,0.0533041586870429,92.62,92.802,S0120 | S0121 | S0122,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r006-m1e2,r006-m1e2,100,,,0.06,0.01,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-2,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,3,91.01,0.0262297540972043,0.0151437555887986,90.986,91.038,3,99.7453333333333,0.0231804515342808,0.0133832399332541,99.724,99.77,S0123 | S0124 | S0125,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r006-m1e3,r006-m1e3,100,,,0.06,0.001,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,3,93.208,0.10293687385966,0.059430631832413,93.114,93.318,3,99.7366666666667,0.0174737898961109,0.0100884973002826,99.722,99.756,S0126 | S0127 | S0128,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r006-m1e4,r006-m1e4,100,,,0.06,0.0001,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-4,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,3,37.7326666666667,0.884276728933499,0.510537407487877,36.712,38.268,3,36.692,0.864645592135878,0.499203365373273,35.696,37.25,S0129 | S0130 | S0131,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
g4m,r006-m3e2,r006-m3e2,100,,,0.06,0.03,,,95,99,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,3e-2,1e-6,1,1,-15:-2.3026,additive,na,0.06,100,3,90.972,0.14437451298619,0.0833546639366977,90.822,91.11,3,99.7853333333333,0.0166533279957278,0.00961480340123658,99.772,99.804,S0132 | S0133 | S0134,"`g4m`, 72 runs, 100 ep, ONE batch",test accuracy percent; differences and SD/SE in percentage points
