batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,seed,run,test_plateau5_percent,train_plateau5_percent,source_ids,scope,units
cbl1,c01,c01,100,1,,,,,0,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c01-s0,22.796,22.936,S0022,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c01,c01,100,1,,,,,0,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c01-s1,21.962,22.238,S0023,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c01,c01,100,1,,,,,0,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c01-s2,23.416,23.346,S0024,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c02,c02,100,2,1,,,,0.215942173054802,95,99,ResNet18_c100,CIFAR100,100,"[31,31]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c02-s0,33.298,37.704,S0025,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c02,c02,100,2,1,,,,0.215942173054802,95,99,ResNet18_c100,CIFAR100,100,"[31,31]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c02-s1,32.284,36.532,S0026,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c02,c02,100,2,1,,,,0.215942173054802,95,99,ResNet18_c100,CIFAR100,100,"[31,31]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c02-s2,33.004,36.978,S0027,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c04,c04,100,4,0.999624623997828,,,,0.367922518709971,95,99,ResNet18_c100,CIFAR100,100,"[16,16,15,15]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c04-s0,39.838,44.146,S0028,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c04,c04,100,4,0.999624623997828,,,,0.367922518709971,95,99,ResNet18_c100,CIFAR100,100,"[16,16,15,15]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c04-s1,39.634,44.072,S0029,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c04,c04,100,4,0.999624623997828,,,,0.367922518709971,95,99,ResNet18_c100,CIFAR100,100,"[16,16,15,15]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c04-s2,40.518,45.636,S0030,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c08,c08,100,8,0.999232270619246,,,,0.418478492409503,95,99,ResNet18_c100,CIFAR100,100,"[8,8,8,8,8,8,7,7]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c08-s0,42.234,47.406,S0031,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c08,c08,100,8,0.999232270619246,,,,0.418478492409503,95,99,ResNet18_c100,CIFAR100,100,"[8,8,8,8,8,8,7,7]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c08-s1,41.236,46.84,S0032,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c08,c08,100,8,0.999232270619246,,,,0.418478492409503,95,99,ResNet18_c100,CIFAR100,100,"[8,8,8,8,8,8,7,7]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c08-s2,43.64,49.35,S0033,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c16,c16,100,16,0.998590307417981,,,,0.793984407174404,95,99,ResNet18_c100,CIFAR100,100,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c16-s0,60.03,75.736,S0034,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c16,c16,100,16,0.998590307417981,,,,0.793984407174404,95,99,ResNet18_c100,CIFAR100,100,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c16-s1,60.308,77.01,S0035,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c16,c16,100,16,0.998590307417981,,,,0.793984407174404,95,99,ResNet18_c100,CIFAR100,100,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c16-s2,59.656,76.01,S0036,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c32,c32,100,32,0.997290874980601,,,,0.954215601346266,95,99,ResNet18_c100,CIFAR100,100,"[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c32-s0,67.49,93.458,S0037,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c32,c32,100,32,0.997290874980601,,,,0.954215601346266,95,99,ResNet18_c100,CIFAR100,100,"[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c32-s1,67.348,96.004,S0038,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c32,c32,100,32,0.997290874980601,,,,0.954215601346266,95,99,ResNet18_c100,CIFAR100,100,"[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c32-s2,67.722,96.438,S0039,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c62,c62,100,62,1,,,,1,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-c62-s0,69.988,99.1,S0040,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c62,c62,100,62,1,,,,1,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,1,cbl1-c62-s1,69.608,98.982,S0041,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,c62,c62,100,62,1,,,,1,95,99,ResNet18_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,2,cbl1-c62-s2,69.412,98.788,S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
cbl1,b17,b17,100,2,0.847417961417663,,,,0.0679097377053836,95,99,ResNet18_c100,CIFAR100,100,"[17,45]",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,0,cbl1-b17-s0,26.342,27.722,S0043,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",test accuracy percent; differences and SD/SE in percentage points
