family,m,frozen,free,published_box,box_free,source_ids,scope,units
R10 / C10,4903242,0.033,0.163,0.1632,0.1571,S0610 | S0611,"SGDm, steady half of 20-epoch runs. Frozen/free values are rounded in the source; box-free values have four decimals. Never label the fraction “percent signal.”",fraction
R18 / C10,11173962,0.042,0.481,0.4808,0.5045,S0610 | S0611,"SGDm, steady half of 20-epoch runs. Frozen/free values are rounded in the source; box-free values have four decimals. Never label the fraction “percent signal.”",fraction
R34 / C10,21282122,0.054,0.552,0.5517,0.5474,S0610 | S0611,"SGDm, steady half of 20-epoch runs. Frozen/free values are rounded in the source; box-free values have four decimals. Never label the fraction “percent signal.”",fraction
R18 / C100,11220132,0.082,0.305,0.3047,0.3124,S0610 | S0611,"SGDm, steady half of 20-epoch runs. Frozen/free values are rounded in the source; box-free values have four decimals. Never label the fraction “percent signal.”",fraction
