batch,arm,label,seed,run,epoch,test_accuracy_percent,train_accuracy_percent,source_ids,registered_horizon_epochs,in_registered_plateau5_window,scope,units
eb1,lay,lay,0,eb1-lay-s0,0,12.87,12.79,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,1,12.95,12.75,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,2,13.21,13.01,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,3,13.5,13.47,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,4,13.75,13.67,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,5,14.48,14.52,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,6,15.53,15.73,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,7,17.83,17.62,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,8,21.04,20.24,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,9,24,23.01,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,10,28.23,26.53,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,11,32.86,30.31,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,12,36.03,34.12,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,13,40.21,37.78,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,14,46.21,42.74,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,15,52.76,48.67,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,16,57.18,55.16,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,17,63.81,61.85,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,18,70.34,67.65,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,19,74.13,73.05,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,20,76.05,76.3,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,21,77.97,79.23,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,22,81.36,80.94,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,23,81.57,82.61,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,24,81.84,84.2,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,25,84.82,85.22,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,26,83.75,86.62,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,27,85.06,86.94,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,28,85.09,88.28,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,29,85.74,88.92,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,30,87.14,89.82,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,31,86.58,90.47,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,32,87.4,90.82,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,33,88.12,91.78,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
eb1,lay,lay,0,eb1-lay-s0,34,87.83,92.06,S0223,100,false,"`eb1`, 18 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
