batch,arm,label,horizon,group_count,normalized_tensor_count_entropy,r,meta_stepsize,meta_optimizer,capture_fraction,plateau_window_start_epoch,plateau_window_end_epoch,config_network,config_dataset,config_batch_size,config_granularity,config_base,config_meta,config_meta_stepsize,config_alpha0,config_gamma,config_augment,config_beta_clip,config_hier,config_lam,config_eta_ratio,config_epochs_requested,test_percent_n,test_percent_mean,test_percent_sd,test_percent_se,test_percent_min,test_percent_max,train_percent_n,train_percent_mean,train_percent_sd,train_percent_se,train_percent_min,train_percent_max,source_ids,scope,units
cpg1,k01,Scalar,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,22.9406666666667,0.366847834031132,0.211799695729505,22.716,23.364,3,22.734,0.313387938504341,0.180934610656263,22.43,23.056,S0326 | S0327 | S0328,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638",test accuracy percent; differences and SD/SE in percentage points
cpg1,kP,Contiguous baseline,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,sets:1-49/50-62,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,55.628,0.411791209231087,0.237747765499489,55.306,56.092,3,62.6193333333333,0.431427089243746,0.249084546110573,62.16,63.016,S0329 | S0330 | S0331,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638",test accuracy percent; differences and SD/SE in percentage points
cpg1,kE,Holes; conv49 retained,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-47,layer4.0.conv2.weight,layer4.0.shortcut.0.weight/layer4.0.bn1.bias,50-51,53-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,55.5013333333333,0.657882461639869,0.379828616322912,54.864,56.178,3,61.9946666666667,0.522610115988325,0.301729091147081,61.45,62.492,S0332 | S0333 | S0334,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638",test accuracy percent; differences and SD/SE in percentage points
cpg1,kC,conv49 removed; shortcut52 coarse,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.shortcut.0.weight/layer4.0.conv2.weight,50-51,53-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,46.6053333333333,0.223036618817029,0.128770251913156,46.38,46.826,3,51.0733333333333,0.101869197176251,0.0588142084118395,50.98,51.182,S0335 | S0336 | S0337,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638",test accuracy percent; differences and SD/SE in percentage points
cpg1,kG,Exact mass match; conv49 removed,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.bn2.bias/layer4.0.conv2.weight,50,52-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,45.7566666666667,0.51803603478265,0.29908824413169,45.338,46.336,3,50.2673333333333,0.661538610614177,0.381939494917426,49.504,50.674,S0338 | S0339 | S0340,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638",test accuracy percent; differences and SD/SE in percentage points
cpr1,kS,Earlier exact-mass comparator,100,,,,,,,95,99,ResNet18_c100,CIFAR100,100,"sets:1-48,layer4.0.bn2.weight/layer4.0.conv2.weight,51-62",SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,100,3,21.6773333333333,0.526696623620594,0.304088437428617,21.094,22.118,3,21.7186666666667,0.220529665426975,0.127322861698562,21.532,21.962,S0317 | S0318 | S0319,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638",test accuracy percent; differences and SD/SE in percentage points
